dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,zona_ocu,sexo_pil,edad_pil,mayor_menor,estado_pil,tipo_vehi,marca_vehi,causa_acc,year
15,Mayo,Domingo,15,Jutiapa,Ignorado,Hombre,28,Mayor,Normal,Mototaxi,Honda,Colisión,2011
15,Mayo,Domingo,6,Chiquimula,Ignorado,Hombre,20,Mayor,Ebrio,Motocicleta,Honda,Empotro,2011
16,Mayo,Lunes,6,Huehuetenango,Ignorado,Hombre,21,Mayor,Normal,Motocicleta,Honda,Colisión,2011
21,Mayo,Sabado,23,Guatemala,10,Hombre,24,Mayor,Ebrio,Automovil,Honda,Empotro,2011
25,Mayo,Miercoles,16,Quetzaltenango,Ignorado,Hombre,35,Mayor,Ebrio,Automovil,Honda,Colisión,2011
27,Mayo,Viernes,21,Escuintla,Ignorado,Hombre,25,Mayor,Ignorado,Motocicleta,Honda,Empotro,2011
28,Mayo,Sabado,23,Guatemala,9,Hombre,33,Mayor,Ebrio,Automovil,Honda,Colisión,2011
28,Mayo,Sabado,18,Guatemala,13,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Honda,Empotro,2011
31,Mayo,Martes,19,Guatemala,3,Hombre,23,Mayor,Normal,Automovil,Honda,Colisión,2011
20,Junio,Lunes,6,Escuintla,Ignorado,Hombre,41,Mayor,Ignorado,Automovil,Honda,Colisión,2011
24,Junio,Viernes,8,Jalapa,2,Hombre,18,Mayor,Ebrio,Motocicleta,Honda,Empotro,2011
25,Junio,Sabado,20,Guatemala,18,Hombre,75,Mayor,Ignorado,Motocicleta,Honda,Colisión,2011
25,Junio,Sabado,7,Guatemala,Ignorado,Hombre,67,Mayor,Normal,Automovil,Honda,Colisión,2011
25,Junio,Sabado,20,Escuintla,Ignorado,Hombre,54,Mayor,Ignorado,Motocicleta,Honda,Colisión,2011
1,Julio,Viernes,2,Guatemala,15,Hombre,22,Mayor,Ignorado,Motocicleta,Honda,Empotro,2011
1,Julio,Viernes,16,Peten,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Honda,Colisión,2011
3,Julio,Domingo,4,Escuintla,1,Hombre,20,Mayor,Ebrio,Automovil,Honda,Volco,2011
4,Julio,Lunes,13,Quiche,Ignorado,Hombre,40,Mayor,Normal,Motocicleta,Honda,Colisión,2011
8,Julio,Viernes,10,Santa Rosa,Ignorado,Hombre,25,Mayor,Normal,Motocicleta,Honda,Colisión,2011
16,Julio,Sabado,16,Escuintla,Ignorado,Hombre,25,Mayor,Normal,Automovil,Honda,Colisión,2011
30,Julio,Sabado,1,Chiquimula,Ignorado,Hombre,17,Menor,Ignorado,Motocicleta,Honda,Empotro,2011
3,Agosto,Miercoles,17,Jutiapa,Ignorado,Hombre,18,Mayor,Normal,Automovil,Honda,Colisión,2011
6,Agosto,Sabado,21,Jalapa,Ignorado,Hombre,55,Mayor,Normal,Motocicleta,Honda,Colisión,2011
9,Agosto,Martes,11,Suchitepequez,1,Hombre,32,Mayor,Normal,Motocicleta,Honda,Colisión,2011
11,Agosto,Jueves,14,Peten,Ignorado,Hombre,17,Menor,Normal,Motocicleta,Honda,Caida,2011
12,Agosto,Viernes,18,Guatemala,21,Hombre,21,Mayor,Normal,Automovil,Honda,Colisión,2011
12,Agosto,Viernes,19,Quetzaltenango,3,Hombre,21,Mayor,Normal,Motocicleta,Honda,Colisión,2011
17,Agosto,Miercoles,12,Guatemala,6,Hombre,49,Mayor,Normal,Motocicleta,Honda,Empotro,2011
17,Agosto,Miercoles,19,Suchitepequez,Ignorado,Hombre,25,Mayor,Normal,Motocicleta,Honda,Colisión,2011
20,Agosto,Sabado,23,Escuintla,Ignorado,Hombre,27,Mayor,Normal,Motocicleta,Honda,Colisión,2011
24,Agosto,Miercoles,9,Escuintla,Ignorado,Hombre,39,Mayor,Normal,Motocicleta,Honda,Colisión,2011
26,Agosto,Viernes,7,Guatemala,7,Hombre,21,Mayor,Ignorado,Automovil,Honda,Empotro,2011
28,Agosto,Domingo,23,Santa Rosa,Ignorado,Hombre,30,Mayor,Ebrio,Automovil,Honda,Empotro,2011
28,Agosto,Domingo,19,Quetzaltenango,Ignorado,Hombre,24,Mayor,Ebrio,Automovil,Honda,Colisión,2011
28,Agosto,Domingo,9,Alta Verpaz,Ignorado,Hombre,20,Mayor,Ignorado,Motocicleta,Honda,Empotro,2011
29,Agosto,Lunes,23,Quetzaltenango,Ignorado,Hombre,22,Mayor,Ignorado,Automovil,Honda,Colisión,2011
29,Agosto,Lunes,8,Peten,Ignorado,Hombre,30,Mayor,Ignorado,Motocicleta,Honda,Colisión,2011
3,Septiembre,Sabado,22,San Marcos,Ignorado,Hombre,41,Mayor,Ignorado,Motocicleta,Honda,Empotro,2011
6,Septiembre,Martes,0,Peten,Ignorado,Hombre,48,Mayor,Ignorado,Motocicleta,Honda,Colisión,2011
7,Septiembre,Miercoles,11,Guatemala,18,Hombre,35,Mayor,Ignorado,Motocicleta,Honda,Colisión,2011
7,Septiembre,Miercoles,21,Jutiapa,Ignorado,Hombre,33,Mayor,Ignorado,Motocicleta,Honda,Empotro,2011
8,Septiembre,Jueves,21,Santa Rosa,Ignorado,Hombre,22,Mayor,Normal,Motocicleta,Honda,Colisión,2011
8,Septiembre,Jueves,17,Quetzaltenango,Ignorado,Hombre,23,Mayor,Normal,Motocicleta,Honda,Colisión,2011
13,Septiembre,Martes,20,Guatemala,7,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Honda,Colisión,2011
15,Septiembre,Jueves,17,Guatemala,4,Hombre,21,Mayor,Ignorado,Motocicleta,Honda,Empotro,2011
18,Septiembre,Domingo,20,Guatemala,8,Mujer,26,Mayor,Ebrio,Automovil,Honda,Colisión,2011
18,Septiembre,Domingo,11,Escuintla,Ignorado,Hombre,17,Menor,Normal,Motocicleta,Honda,Empotro,2011
23,Septiembre,Viernes,10,Chiquimula,Ignorado,Hombre,22,Mayor,Normal,Motocicleta,Honda,Volco,2011
25,Septiembre,Domingo,4,Peten,Ignorado,Hombre,22,Mayor,Ebrio,Motocicleta,Honda,Empotro,2011
27,Septiembre,Martes,8,Suchitepequez,Ignorado,Hombre,24,Mayor,Ignorado,Motocicleta,Honda,Empotro,2011
30,Septiembre,Viernes,23,Guatemala,1,Hombre,35,Mayor,Ignorado,Automovil,Honda,Colisión,2011
2,Octubre,Domingo,1,Guatemala,18,Hombre,29,Mayor,Ebrio,Automovil,Honda,Empotro,2011
2,Octubre,Domingo,8,San Marcos,Ignorado,Hombre,24,Mayor,Ignorado,Automovil,Honda,Colisión,2011
5,Octubre,Miercoles,20,Huehuetenango,Ignorado,Hombre,20,Mayor,Ebrio,Automovil,Honda,Empotro,2011
12,Octubre,Miercoles,7,Chimaltenango,Ignorado,Hombre,30,Mayor,Normal,Motocicleta,Honda,Colisión,2011
15,Octubre,Sabado,15,Escuintla,Ignorado,Hombre,23,Mayor,Normal,Motocicleta,Honda,Colisión,2011
21,Octubre,Viernes,18,Guatemala,4,Mujer,19,Mayor,Ignorado,Automovil,Honda,Colisión,2011
22,Octubre,Sabado,14,Guatemala,Ignorado,Hombre,25,Mayor,Ignorado,Motocicleta,Honda,Colisión,2011
23,Octubre,Domingo,18,Santa Rosa,Ignorado,Hombre,18,Mayor,Ignorado,Automovil,Honda,Colisión,2011
1,Noviembre,Martes,7,Guatemala,6,Hombre,27,Mayor,Ignorado,Motocicleta,Honda,Empotro,2011
2,Noviembre,Miercoles,21,Peten,Ignorado,Hombre,21,Mayor,Ignorado,Motocicleta,Honda,Empotro,2011
12,Noviembre,Sabado,3,Jutiapa,Ignorado,Hombre,23,Mayor,Ebrio,Automovil,Honda,Colisión,2011
13,Noviembre,Domingo,1,Guatemala,12,Hombre,23,Mayor,Normal,Automovil,Honda,Empotro,2011
13,Noviembre,Domingo,6,Jutiapa,Ignorado,Hombre,40,Mayor,Ebrio,Automovil,Honda,Empotro,2011
13,Noviembre,Domingo,22,Guatemala,1,Hombre,28,Mayor,Ignorado,Automovil,Honda,Empotro,2011
14,Noviembre,Lunes,22,Guatemala,4,Hombre,25,Mayor,Ebrio,Automovil,Honda,Colisión,2011
19,Noviembre,Sabado,9,Guatemala,Ignorado,Hombre,27,Mayor,Ebrio,Automovil,Honda,Colisión,2011
21,Noviembre,Lunes,22,Sacatepequez,Ignorado,Hombre,25,Mayor,Normal,Automovil,Honda,Colisión,2011
28,Noviembre,Lunes,5,El Progreso,Ignorado,Hombre,44,Mayor,Ignorado,Motocicleta,Honda,Volco,2011
29,Noviembre,Martes,7,Guatemala,9,Hombre,20,Mayor,Ebrio,Motocicleta,Honda,Empotro,2011
30,Noviembre,Miercoles,5,Guatemala,11,Hombre,26,Mayor,Ignorado,Automovil,Honda,Empotro,2011
3,Diciembre,Sabado,17,Suchitepequez,Ignorado,Hombre,40,Mayor,Normal,Automovil,Honda,Colisión,2011
4,Diciembre,Domingo,20,Guatemala,Ignorado,Hombre,23,Mayor,Normal,Motocicleta,Honda,Colisión,2011
6,Diciembre,Martes,19,El Progreso,Ignorado,Hombre,25,Mayor,Normal,Automovil,Honda,Colisión,2011
7,Diciembre,Miercoles,3,Guatemala,3,Hombre,22,Mayor,Normal,Automovil,Honda,Empotro,2011
7,Diciembre,Miercoles,16,Peten,Ignorado,Hombre,35,Mayor,Normal,Motocicleta,Honda,Colisión,2011
12,Diciembre,Lunes,19,Jalapa,Ignorado,Hombre,30,Mayor,Ebrio,Motocicleta,Honda,Empotro,2011
16,Diciembre,Viernes,10,Guatemala,11,Hombre,20,Mayor,Ignorado,Motocicleta,Honda,Colisión,2011
18,Diciembre,Domingo,23,Guatemala,4,Hombre,26,Mayor,Ignorado,Motocicleta,Honda,Colisión,2011
18,Diciembre,Domingo,1,Retalhuleu,Ignorado,Hombre,31,Mayor,Ignorado,Automovil,Honda,Colisión,2011
21,Diciembre,Miercoles,10,Jutiapa,Ignorado,Hombre,38,Mayor,Normal,Automovil,Honda,Colisión,2011
22,Diciembre,Jueves,8,Baja Verapaz,Ignorado,Mujer,30,Mayor,Normal,Automovil,Honda,Caida,2011
25,Diciembre,Domingo,10,Peten,Ignorado,Hombre,48,Mayor,Ignorado,Motocicleta,Honda,Empotro,2011
26,Diciembre,Lunes,18,Izabal,Ignorado,Hombre,60,Mayor,Ignorado,Motocicleta,Honda,Colisión,2011
31,Diciembre,Sabado,2,Guatemala,12,Hombre,45,Mayor,Normal,Motocicleta,Honda,Empotro,2011
5,Enero,Miercoles,23,Guatemala,4,Hombre,45,Mayor,Ignorado,Camión,International,Colisión,2011
7,Enero,Viernes,20,Escuintla,Ignorado,Hombre,38,Mayor,Ignorado,Camión,International,Colisión,2011
8,Enero,Sabado,17,Guatemala,Ignorado,Ignorado,28,Ignorado,Ignorado,Bus extraurbano,International,Caida,2011
9,Enero,Domingo,12,Jalapa,Ignorado,Hombre,32,Mayor,Ebrio,Camioneta,International,Empotro,2011
18,Enero,Martes,2,Guatemala,1,Hombre,24,Mayor,Ignorado,Camión,International,Colisión,2011
18,Enero,Martes,17,Santa Rosa,Ignorado,Hombre,32,Mayor,Normal,Cabezal,International,Colisión,2011
20,Enero,Jueves,8,Guatemala,Ignorado,Hombre,Ignorado,Ignorado,Ignorado,Bus extraurbano,International,Volco,2011
20,Enero,Jueves,20,Chimaltenango,Ignorado,Hombre,19,Mayor,Normal,Bus extraurbano,International,Volco,2011
24,Enero,Lunes,9,Guatemala,7,Hombre,28,Mayor,Ignorado,Bus urbano,International,Colisión,2011
1,Febrero,Martes,13,Zacapa,Ignorado,Hombre,72,Mayor,Ignorado,Cabezal,International,Colisión,2011
4,Febrero,Viernes,8,Jalapa,Ignorado,Hombre,42,Mayor,Ignorado,Bus extraurbano,International,Colisión,2011
8,Febrero,Martes,14,Escuintla,Ignorado,Hombre,29,Mayor,Normal,Camión,International,Colisión,2011
16,Febrero,Miercoles,22,Santa Rosa,Ignorado,Hombre,45,Mayor,Ignorado,Cabezal,International,Colisión,2011
27,Febrero,Domingo,18,Totonicapan,Ignorado,Hombre,54,Mayor,Ignorado,Bus extraurbano,International,Colisión,2011
2,Marzo,Miercoles,17,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,International,Colisión,2011
12,Marzo,Sabado,12,Jalapa,Ignorado,Hombre,35,Mayor,Normal,Bus extraurbano,International,Colisión,2011
12,Marzo,Sabado,15,Escuintla,Ignorado,Hombre,25,Mayor,Normal,Bus extraurbano,International,Volco,2011
12,Marzo,Sabado,10,Retalhuleu,Ignorado,Hombre,44,Mayor,Ebrio,Camión,International,Empotro,2011
13,Marzo,Domingo,18,Jalapa,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,International,Colisión,2011
13,Marzo,Domingo,6,Sacatepequez,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,International,Empotro,2011
14,Marzo,Lunes,16,Suchitepequez,Ignorado,Hombre,17,Menor,Normal,Bus extraurbano,International,Colisión,2011
14,Marzo,Lunes,11,Sacatepequez,Ignorado,Hombre,26,Mayor,Normal,Bus extraurbano,International,Colisión,2011
17,Marzo,Jueves,17,Suchitepequez,Ignorado,Hombre,24,Mayor,Normal,Camión,International,Colisión,2011
23,Marzo,Miercoles,13,El Progreso,Ignorado,Hombre,68,Mayor,Ignorado,Cabezal,International,Colisión,2011
29,Marzo,Martes,7,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,International,Colisión,2011
29,Marzo,Martes,13,Quetzaltenango,7,Hombre,49,Mayor,Ignorado,Camión,International,Colisión,2011
13,Abril,Miercoles,19,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,International,Empotro,2011
14,Abril,Jueves,7,Quetzaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,International,Volco,2011
21,Abril,Jueves,16,Jalapa,Ignorado,Hombre,42,Mayor,Normal,Camión,International,Caida,2011
23,Abril,Sabado,4,Sacatepequez,Ignorado,Ignorado,Ignorado,Ignorado,Normal,Bus extraurbano,International,Volco,2011
24,Abril,Domingo,10,Solola,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,International,Volco,2011
8,Mayo,Domingo,4,Totonicapan,Ignorado,Hombre,23,Mayor,Normal,Bus extraurbano,International,Caida,2011
9,Mayo,Lunes,6,El Progreso,Ignorado,Hombre,47,Mayor,Normal,Cabezal,International,Colisión,2011
10,Mayo,Martes,14,Solola,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,International,Volco,2011
21,Mayo,Sabado,13,Guatemala,11,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,International,Empotro,2011
27,Mayo,Viernes,18,Chimaltenango,Ignorado,Hombre,60,Mayor,Ignorado,Bus urbano,International,Colisión,2011
29,Mayo,Domingo,4,Quetzaltenango,Ignorado,Hombre,55,Mayor,Ignorado,Camioneta,International,Empotro,2011
1,Junio,Miercoles,7,Chimaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,International,Caida,2011
4,Junio,Sabado,14,Guatemala,Ignorado,Hombre,39,Mayor,Ignorado,Camión,International,Colisión,2011
6,Junio,Lunes,8,Chimaltenango,Ignorado,Hombre,32,Mayor,Normal,Bus extraurbano,International,Colisión,2011
9,Junio,Jueves,7,Guatemala,11,Hombre,26,Mayor,Normal,Bus urbano,International,Colisión,2011
10,Junio,Viernes,15,Guatemala,4,Hombre,53,Mayor,Normal,Bus urbano,International,Colisión,2011
13,Junio,Lunes,7,Escuintla,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Cabezal,International,Volco,2011
13,Junio,Lunes,23,Quiche,Ignorado,Hombre,58,Mayor,Ebrio,Camión,International,Empotro,2011
19,Junio,Domingo,7,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,International,Colisión,2011
29,Junio,Miercoles,15,Escuintla,Ignorado,Hombre,43,Mayor,Normal,Camión,International,Colisión,2011
2,Julio,Sabado,7,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,International,Volco,2011
3,Julio,Domingo,6,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus urbano,International,Colisión,2011
9,Julio,Sabado,18,Guatemala,12,Hombre,36,Mayor,Normal,Microbus,International,Colisión,2011
13,Julio,Miercoles,11,Guatemala,Ignorado,Hombre,26,Mayor,Ignorado,Bus urbano,International,Colisión,2011
21,Julio,Jueves,7,Guatemala,9,Hombre,33,Mayor,Normal,Bus extraurbano,International,Colisión,2011
22,Julio,Viernes,12,Sacatepequez,Ignorado,Hombre,51,Mayor,Normal,Bus extraurbano,International,Colisión,2011
22,Julio,Viernes,6,Solola,Ignorado,Hombre,46,Mayor,Normal,Bus extraurbano,International,Empotro,2011
27,Julio,Miercoles,6,Suchitepequez,Ignorado,Hombre,31,Mayor,Ignorado,Bus urbano,International,Colisión,2011
4,Agosto,Jueves,21,Guatemala,Ignorado,Hombre,40,Mayor,Normal,Bus extraurbano,International,Colisión,2011
25,Agosto,Jueves,13,Retalhuleu,Ignorado,Hombre,48,Mayor,Normal,Bus extraurbano,International,Colisión,2011
29,Agosto,Lunes,10,Guatemala,Ignorado,Hombre,20,Mayor,Ignorado,Bus extraurbano,International,Colisión,2011
9,Septiembre,Viernes,17,Guatemala,12,Hombre,41,Mayor,Normal,Bus urbano,International,Colisión,2011
12,Septiembre,Lunes,9,Solola,Ignorado,Hombre,28,Mayor,Normal,Bus urbano,International,Empotro,2011
25,Septiembre,Domingo,12,Guatemala,Ignorado,Hombre,33,Mayor,Ebrio,Bus extraurbano,International,Colisión,2011
27,Septiembre,Martes,0,Quiche,Ignorado,Hombre,29,Mayor,Ebrio,Camión,International,Empotro,2011
29,Septiembre,Jueves,6,Escuintla,Ignorado,Hombre,62,Mayor,Ignorado,Cabezal,International,Caida,2011
4,Octubre,Martes,20,Quiche,Ignorado,Hombre,57,Mayor,Ignorado,Bus extraurbano,International,Colisión,2011
14,Octubre,Viernes,16,Santa Rosa,Ignorado,Hombre,65,Mayor,Normal,Bus extraurbano,International,Colisión,2011
15,Octubre,Sabado,8,Quetzaltenango,Ignorado,Hombre,46,Mayor,Normal,Camión,International,Colisión,2011
16,Octubre,Domingo,22,Quetzaltenango,Ignorado,Hombre,46,Mayor,Normal,Cabezal,International,Colisión,2011
27,Octubre,Jueves,22,Guatemala,Ignorado,Hombre,33,Mayor,Normal,Camión,International,Colisión,2011
29,Octubre,Sabado,12,Escuintla,Ignorado,Hombre,47,Mayor,Normal,Cabezal,International,Colisión,2011
31,Octubre,Lunes,11,Quiche,Ignorado,Hombre,46,Mayor,Normal,Camión,International,Colisión,2011
9,Noviembre,Miercoles,8,Chimaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,International,Colisión,2011
17,Noviembre,Jueves,20,Solola,Ignorado,Hombre,27,Mayor,Normal,Bus extraurbano,International,Colisión,2011
18,Noviembre,Viernes,7,Solola,Ignorado,Hombre,22,Mayor,Normal,Camión,International,Volco,2011
27,Noviembre,Domingo,4,El Progreso,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Camión,International,Colisión,2011
28,Noviembre,Lunes,7,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus urbano,International,Colisión,2011
29,Noviembre,Martes,23,Guatemala,7,Ignorado,Ignorado,Ignorado,Ignorado,Camión,International,Colisión,2011
30,Noviembre,Miercoles,5,Suchitepequez,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,International,Colisión,2011
30,Noviembre,Miercoles,5,Suchitepequez,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,International,Colisión,2011
6,Diciembre,Martes,14,Chimaltenango,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Camión,International,Colisión,2011
24,Diciembre,Sabado,6,Guatemala,Ignorado,Hombre,25,Mayor,Normal,Bus extraurbano,International,Colisión,2011
13,Enero,Jueves,14,Chiquimula,Ignorado,Hombre,41,Mayor,Ignorado,Camión,Isuzu,Colisión,2011
20,Enero,Jueves,9,Guatemala,1,Hombre,22,Mayor,Normal,Pick up,Isuzu,Colisión,2011
22,Enero,Sabado,1,Escuintla,Ignorado,Hombre,37,Mayor,Normal,Pick up,Isuzu,Colisión,2011
31,Enero,Lunes,17,Jutiapa,Ignorado,Hombre,27,Mayor,Ignorado,Pick up,Isuzu,Volco,2011
9,Febrero,Miercoles,2,Guatemala,16,Hombre,35,Mayor,Ignorado,Pick up,Isuzu,Caida,2011
16,Febrero,Miercoles,9,Guatemala,1,Hombre,17,Menor,Ignorado,Camión,Isuzu,Colisión,2011
19,Febrero,Sabado,7,Guatemala,1,Hombre,30,Mayor,Ebrio,Camioneta,Isuzu,Colisión,2011
19,Febrero,Sabado,15,El Progreso,Ignorado,Hombre,86,Mayor,Ignorado,Camioneta,Isuzu,Volco,2011
20,Febrero,Domingo,18,Guatemala,25,Hombre,63,Mayor,Ignorado,Pick up,Isuzu,Volco,2011
27,Febrero,Domingo,9,El Progreso,Ignorado,Hombre,40,Mayor,Ebrio,Pick up,Isuzu,Caida,2011
28,Febrero,Lunes,20,Guatemala,1,Hombre,21,Mayor,Normal,Camión,Isuzu,Colisión,2011
4,Marzo,Viernes,18,Huehuetenango,Ignorado,Hombre,34,Mayor,Ignorado,Camión,Isuzu,Volco,2011
10,Marzo,Jueves,3,Quiche,Ignorado,Hombre,20,Mayor,Normal,Camión,Isuzu,Caida,2011
18,Marzo,Viernes,18,Chimaltenango,2,Hombre,38,Mayor,Ignorado,Pick up,Isuzu,Colisión,2011
4,Abril,Lunes,22,Guatemala,3,Hombre,35,Mayor,Ignorado,Camioneta,Isuzu,Empotro,2011
4,Abril,Lunes,22,Guatemala,4,Hombre,35,Mayor,Ignorado,Camión,Isuzu,Colisión,2011
9,Abril,Sabado,15,Jutiapa,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camioneta,Isuzu,Volco,2011
11,Abril,Lunes,6,Guatemala,Ignorado,Hombre,27,Mayor,Ignorado,Camión,Isuzu,Colisión,2011
11,Abril,Lunes,19,Guatemala,Ignorado,Hombre,25,Mayor,Normal,Automovil,Isuzu,Colisión,2011
29,Abril,Viernes,18,Escuintla,Ignorado,Hombre,29,Mayor,Normal,Camión,Isuzu,Colisión,2011
4,Mayo,Miercoles,14,Retalhuleu,Ignorado,Hombre,19,Mayor,Ignorado,Pick up,Isuzu,Colisión,2011
15,Mayo,Domingo,8,Alta Verpaz,4,Mujer,57,Mayor,Normal,Camioneta,Isuzu,Colisión,2011
19,Mayo,Jueves,7,Quetzaltenango,Ignorado,Hombre,35,Mayor,Ignorado,Camión,Isuzu,Colisión,2011
28,Mayo,Sabado,15,El Progreso,Ignorado,Hombre,24,Mayor,Ignorado,Camión,Isuzu,Colisión,2011
6,Junio,Lunes,8,Suchitepequez,Ignorado,Hombre,25,Mayor,Normal,Camión,Isuzu,Colisión,2011
9,Junio,Jueves,21,Huehuetenango,Ignorado,Hombre,28,Mayor,Ebrio,Camioneta,Isuzu,Colisión,2011
23,Junio,Jueves,15,Guatemala,7,Hombre,67,Mayor,Ignorado,Microbus,Isuzu,Colisión,2011
2,Agosto,Martes,22,Guatemala,1,Hombre,25,Mayor,Normal,Grua,Isuzu,Colisión,2011
12,Agosto,Viernes,21,Guatemala,Ignorado,Hombre,38,Mayor,Normal,Pick up,Isuzu,Empotro,2011
21,Agosto,Domingo,6,San Marcos,Ignorado,Hombre,39,Mayor,Ignorado,Pick up,Isuzu,Colisión,2011
11,Septiembre,Domingo,17,Jutiapa,Ignorado,Hombre,31,Mayor,Normal,Pick up,Isuzu,Colisión,2011
12,Septiembre,Lunes,23,Guatemala,12,Hombre,25,Mayor,Normal,Pick up,Isuzu,Colisión,2011
13,Septiembre,Martes,22,Escuintla,Ignorado,Hombre,29,Mayor,Ebrio,Ignorado,Isuzu,Volco,2011
21,Septiembre,Miercoles,14,Quetzaltenango,Ignorado,Hombre,45,Mayor,Ignorado,Pick up,Isuzu,Empotro,2011
26,Septiembre,Lunes,6,Chimaltenango,Ignorado,Hombre,49,Mayor,Ebrio,Camioneta,Isuzu,Colisión,2011
29,Septiembre,Jueves,18,Escuintla,Ignorado,Hombre,27,Mayor,Normal,Camión,Isuzu,Colisión,2011
15,Octubre,Sabado,1,Guatemala,7,Hombre,47,Mayor,Ebrio,Camioneta,Isuzu,Empotro,2011
21,Octubre,Viernes,19,Suchitepequez,Ignorado,Hombre,28,Mayor,Ebrio,Pick up,Isuzu,Colisión,2011
24,Octubre,Lunes,15,Santa Rosa,Ignorado,Hombre,37,Mayor,Ignorado,Automovil,Isuzu,Volco,2011
25,Octubre,Martes,16,Escuintla,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Isuzu,Colisión,2011
29,Octubre,Sabado,7,Guatemala,4,Hombre,63,Mayor,Normal,Pick up,Isuzu,Colisión,2011
2,Noviembre,Miercoles,12,Baja Verapaz,Ignorado,Hombre,22,Mayor,Ignorado,Camión,Isuzu,Colisión,2011
4,Noviembre,Viernes,17,Quetzaltenango,1,Hombre,31,Mayor,Ignorado,Camión,Isuzu,Colisión,2011
5,Noviembre,Sabado,14,Jutiapa,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Isuzu,Colisión,2011
10,Noviembre,Jueves,1,Guatemala,4,Hombre,30,Mayor,Ignorado,Pick up,Isuzu,Colisión,2011
10,Noviembre,Jueves,22,Suchitepequez,Ignorado,Hombre,31,Mayor,Ignorado,Camión,Isuzu,Colisión,2011
7,Diciembre,Miercoles,3,Jalapa,Ignorado,Hombre,21,Mayor,Normal,Automovil,Isuzu,Empotro,2011
10,Diciembre,Sabado,10,Guatemala,Ignorado,Hombre,26,Mayor,Ignorado,Camión,Isuzu,Colisión,2011
12,Diciembre,Lunes,15,Quiche,1,Hombre,38,Mayor,Ebrio,Pick up,Isuzu,Colisión,2011
16,Diciembre,Viernes,15,Jalapa,Ignorado,Hombre,24,Mayor,Ignorado,Camión,Isuzu,Colisión,2011
18,Diciembre,Domingo,14,Retalhuleu,Ignorado,Hombre,27,Mayor,Ignorado,Camioneta,Isuzu,Caida,2011
24,Diciembre,Sabado,14,Guatemala,12,Hombre,42,Mayor,Ebrio,Automovil,Isuzu,Colisión,2011
25,Diciembre,Domingo,3,Suchitepequez,Ignorado,Hombre,21,Mayor,Ignorado,Pick up,Isuzu,Colisión,2011
26,Diciembre,Lunes,10,El Progreso,Ignorado,Hombre,56,Mayor,Ignorado,Pick up,Isuzu,Colisión,2011
28,Diciembre,Miercoles,22,Solola,Ignorado,Hombre,38,Mayor,Normal,Camión,Isuzu,Colisión,2011
2,Enero,Domingo,9,Peten,Ignorado,Hombre,22,Mayor,Normal,Motocicleta,Italika,Colisión,2011
10,Enero,Lunes,13,Peten,Ignorado,Hombre,35,Mayor,Ignorado,Motocicleta,Italika,Empotro,2011
15,Enero,Sabado,13,Guatemala,1,Hombre,25,Mayor,Ignorado,Motocicleta,Italika,Colisión,2011
15,Enero,Sabado,17,Guatemala,1,Hombre,25,Mayor,Ignorado,Motocicleta,Italika,Colisión,2011
31,Enero,Lunes,15,Chiquimula,Ignorado,Hombre,19,Mayor,Ignorado,Motocicleta,Italika,Empotro,2011
11,Febrero,Viernes,2,Quetzaltenango,Ignorado,Hombre,22,Mayor,Ignorado,Motocicleta,Italika,Colisión,2011
13,Febrero,Domingo,15,Peten,Ignorado,Hombre,22,Mayor,Ebrio,Motocicleta,Italika,Empotro,2011
