dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,zona_ocu,sexo_pil,edad_pil,mayor_menor,estado_pil,tipo_vehi,marca_vehi,causa_acc,year
3,Diciembre,Sabado,21,El Progreso,Ignorado,Hombre,39,Mayor,Normal,Pick up,Sym,Colisión,2011
4,Diciembre,Domingo,21,Guatemala,Ignorado,Hombre,Ignorado,Mayor,Normal,Automovil,Sym,Colisión,2011
4,Diciembre,Domingo,22,Quetzaltenango,Ignorado,Hombre,27,Mayor,Ebrio,Pick up,Sym,Empotro,2011
4,Diciembre,Domingo,14,Baja Verapaz,Ignorado,Hombre,38,Mayor,Normal,Pick up,Sym,Empotro,2011
4,Diciembre,Domingo,20,Izabal,Ignorado,Hombre,27,Mayor,Ebrio,Pick up,Sym,Colisión,2011
4,Diciembre,Domingo,9,Solola,Ignorado,Hombre,35,Mayor,Normal,Pick up,Sym,Colisión,2011
5,Diciembre,Lunes,6,Izabal,Ignorado,Hombre,42,Mayor,Normal,Microbus,Sym,Volco,2011
5,Diciembre,Lunes,9,Solola,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Pick up,Sym,Volco,2011
6,Diciembre,Martes,20,Guatemala,18,Hombre,30,Mayor,Normal,Automovil,Sym,Empotro,2011
6,Diciembre,Martes,0,Retalhuleu,Ignorado,Hombre,38,Mayor,Ebrio,Pick up,Sym,Colisión,2011
7,Diciembre,Miercoles,13,San Marcos,Ignorado,Mujer,27,Mayor,Normal,Automovil,Sym,Empotro,2011
8,Diciembre,Jueves,12,Chiquimula,Ignorado,Hombre,20,Mayor,Ignorado,Pick up,Sym,Colisión,2011
8,Diciembre,Jueves,10,Chiquimula,Ignorado,Hombre,32,Mayor,Ignorado,Microbus,Sym,Colisión,2011
9,Diciembre,Viernes,11,Guatemala,8,Hombre,23,Mayor,Ignorado,Automovil,Sym,Colisión,2011
9,Diciembre,Viernes,10,Guatemala,11,Hombre,56,Mayor,Ignorado,Pick up,Sym,Colisión,2011
9,Diciembre,Viernes,20,Totonicapan,Ignorado,Hombre,21,Mayor,Ignorado,Pick up,Sym,Colisión,2011
10,Diciembre,Sabado,20,Guatemala,9,Mujer,30,Mayor,Ignorado,Automovil,Sym,Volco,2011
10,Diciembre,Sabado,18,Guatemala,Ignorado,Hombre,35,Mayor,Ignorado,Automovil,Sym,Colisión,2011
10,Diciembre,Sabado,9,Zacapa,Ignorado,Hombre,27,Mayor,Ignorado,Microbus,Sym,Colisión,2011
10,Diciembre,Sabado,23,Alta Verpaz,Ignorado,Hombre,22,Mayor,Ignorado,Microbus,Sym,Caida,2011
12,Diciembre,Lunes,9,Guatemala,1,Hombre,Ignorado,Mayor,Normal,Pick up,Sym,Colisión,2011
12,Diciembre,Lunes,8,Zacapa,Ignorado,Hombre,26,Mayor,Normal,Pick up,Sym,Colisión,2011
12,Diciembre,Lunes,19,Baja Verapaz,Ignorado,Hombre,60,Mayor,Ebrio,Automovil,Sym,Colisión,2011
13,Diciembre,Martes,0,Retalhuleu,Ignorado,Hombre,51,Mayor,Ebrio,Pick up,Sym,Colisión,2011
13,Diciembre,Martes,13,San Marcos,2,Hombre,34,Mayor,Ebrio,Pick up,Sym,Colisión,2011
13,Diciembre,Martes,16,Alta Verpaz,2,Hombre,43,Mayor,Ebrio,Automovil,Sym,Colisión,2011
13,Diciembre,Martes,13,Baja Verapaz,Ignorado,Hombre,74,Mayor,Normal,Pick up,Sym,Volco,2011
14,Diciembre,Miercoles,19,Guatemala,9,Hombre,Ignorado,Mayor,Normal,Pick up,Sym,Colisión,2011
15,Diciembre,Jueves,9,Retalhuleu,Ignorado,Hombre,32,Mayor,Normal,Microbus,Sym,Colisión,2011
15,Diciembre,Jueves,18,Retalhuleu,Ignorado,Hombre,26,Mayor,Normal,Pick up,Sym,Volco,2011
15,Diciembre,Jueves,15,Quetzaltenango,Ignorado,Hombre,30,Mayor,Normal,Pick up,Sym,Colisión,2011
15,Diciembre,Jueves,20,Quiche,Ignorado,Hombre,Ignorado,Mayor,Normal,Pick up,Sym,Empotro,2011
16,Diciembre,Viernes,14,Chiquimula,Ignorado,Hombre,42,Mayor,Ignorado,Microbus,Sym,Volco,2011
16,Diciembre,Viernes,13,Huehuetenango,4,Hombre,32,Mayor,Ignorado,Automovil,Sym,Empotro,2011
16,Diciembre,Viernes,19,Chimaltenango,Ignorado,Hombre,35,Mayor,Ebrio,Pick up,Sym,Colisión,2011
17,Diciembre,Sabado,23,Guatemala,18,Hombre,33,Mayor,Ignorado,Automovil,Sym,Colisión,2011
17,Diciembre,Sabado,11,Guatemala,5,Hombre,37,Mayor,Ignorado,Pick up,Sym,Colisión,2011
17,Diciembre,Sabado,9,Jutiapa,Ignorado,Hombre,32,Mayor,Ignorado,Automovil,Sym,Colisión,2011
17,Diciembre,Sabado,20,Chiquimula,Ignorado,Hombre,24,Mayor,Ignorado,Camioneta,Sym,Colisión,2011
17,Diciembre,Sabado,21,El Progreso,Ignorado,Hombre,47,Mayor,Ignorado,Pick up,Sym,Colisión,2011
17,Diciembre,Sabado,21,Peten,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Empotro,2011
19,Diciembre,Lunes,7,Jutiapa,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Microbus,Sym,Colisión,2011
19,Diciembre,Lunes,10,San Marcos,Ignorado,Hombre,37,Mayor,Ignorado,Pick up,Sym,Caida,2011
19,Diciembre,Lunes,11,Huehuetenango,Ignorado,Hombre,30,Mayor,Ignorado,Pick up,Sym,Colisión,2011
19,Diciembre,Lunes,9,Izabal,Ignorado,Hombre,52,Mayor,Normal,Microbus,Sym,Colisión,2011
19,Diciembre,Lunes,18,Solola,Ignorado,Mujer,42,Mayor,Normal,Automovil,Sym,Volco,2011
19,Diciembre,Lunes,11,Guatemala,10,Hombre,27,Mayor,Ignorado,Automovil,Sym,Empotro,2011
20,Diciembre,Martes,0,Jutiapa,Ignorado,Hombre,29,Mayor,Ebrio,Automovil,Sym,Empotro,2011
20,Diciembre,Martes,9,Quetzaltenango,Ignorado,Hombre,51,Mayor,Normal,Pick up,Sym,Colisión,2011
20,Diciembre,Martes,17,Huehuetenango,Ignorado,Hombre,31,Mayor,Ebrio,Pick up,Sym,Colisión,2011
21,Diciembre,Miercoles,15,Quetzaltenango,Ignorado,Hombre,52,Mayor,Ebrio,Pick up,Sym,Colisión,2011
22,Diciembre,Jueves,10,Guatemala,1,Hombre,25,Mayor,Ebrio,Pick up,Sym,Colisión,2011
25,Diciembre,Domingo,22,Guatemala,1,Hombre,39,Mayor,Ebrio,Pick up,Sym,Colisión,2011
25,Diciembre,Domingo,20,Escuintla,Ignorado,Hombre,30,Mayor,Ignorado,Automovil,Sym,Colisión,2011
26,Diciembre,Lunes,17,Guatemala,12,Hombre,40,Mayor,Ignorado,Pick up,Sym,Colisión,2011
26,Diciembre,Lunes,9,Guatemala,Ignorado,Hombre,28,Mayor,Ignorado,Pick up,Sym,Colisión,2011
27,Diciembre,Martes,18,San Marcos,Ignorado,Hombre,44,Mayor,Ignorado,Pick up,Sym,Empotro,2011
28,Diciembre,Miercoles,5,Guatemala,1,Hombre,47,Mayor,Normal,Pick up,Sym,Colisión,2011
28,Diciembre,Miercoles,18,Chiquimula,Ignorado,Hombre,62,Mayor,Ignorado,Pick up,Sym,Colisión,2011
28,Diciembre,Miercoles,10,Santa Rosa,Ignorado,Hombre,55,Mayor,Ignorado,Pick up,Sym,Empotro,2011
28,Diciembre,Miercoles,18,Izabal,Ignorado,Hombre,34,Mayor,Normal,Microbus,Sym,Colisión,2011
28,Diciembre,Miercoles,22,Quiche,Ignorado,Hombre,34,Mayor,Ebrio,Pick up,Sym,Empotro,2011
29,Diciembre,Jueves,11,Santa Rosa,Ignorado,Hombre,67,Mayor,Normal,Automovil,Sym,Volco,2011
29,Diciembre,Jueves,14,Totonicapan,Ignorado,Hombre,18,Mayor,Normal,Pick up,Sym,Colisión,2011
29,Diciembre,Jueves,19,Alta Verpaz,12,Hombre,36,Mayor,Ebrio,Microbus,Sym,Colisión,2011
30,Diciembre,Viernes,20,Solola,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Volco,2011
31,Diciembre,Sabado,12,Huehuetenango,11,Hombre,29,Mayor,Ignorado,Microbus,Sym,Colisión,2011
31,Julio,Domingo,19,Guatemala,9,Hombre,24,Mayor,Ignorado,Motocicleta,Toyota,Volco,2011
3,Enero,Lunes,2,Jutiapa,Ignorado,Hombre,39,Mayor,Ebrio,Automovil,Tvs,Empotro,2011
18,Enero,Martes,6,Guatemala,2,Hombre,32,Mayor,Normal,Automovil,Tvs,Colisión,2011
24,Enero,Lunes,21,Guatemala,Ignorado,Hombre,46,Mayor,Ebrio,Automovil,Tvs,Colisión,2011
1,Marzo,Martes,23,Guatemala,5,Hombre,24,Mayor,Ignorado,Automovil,Tvs,Empotro,2011
4,Marzo,Viernes,16,Guatemala,7,Hombre,32,Mayor,Ignorado,Automovil,Tvs,Colisión,2011
13,Marzo,Domingo,3,Chimaltenango,Ignorado,Hombre,26,Mayor,Ignorado,Automovil,Tvs,Volco,2011
19,Marzo,Sabado,13,Guatemala,11,Mujer,70,Mayor,Normal,Automovil,Tvs,Colisión,2011
31,Marzo,Jueves,21,Chimaltenango,Ignorado,Hombre,46,Mayor,Ignorado,Automovil,Tvs,Colisión,2011
7,Abril,Jueves,1,Guatemala,8,Hombre,45,Mayor,Ignorado,Automovil,Tvs,Empotro,2011
9,Mayo,Lunes,21,Alta Verpaz,9,Hombre,22,Mayor,Ebrio,Automovil,Tvs,Colisión,2011
22,Mayo,Domingo,1,Guatemala,9,Hombre,26,Mayor,Normal,Automovil,Tvs,Colisión,2011
25,Mayo,Miercoles,14,El Progreso,Ignorado,Hombre,50,Mayor,Ignorado,Pick up,Tvs,Colisión,2011
3,Junio,Viernes,19,Guatemala,17,Hombre,41,Mayor,Ignorado,Pick up,Tvs,Colisión,2011
16,Junio,Jueves,20,Guatemala,17,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Tvs,Colisión,2011
30,Junio,Jueves,23,Guatemala,1,Hombre,29,Mayor,Ebrio,Automovil,Tvs,Colisión,2011
1,Julio,Viernes,23,Guatemala,1,Hombre,26,Mayor,Normal,Automovil,Tvs,Colisión,2011
4,Julio,Lunes,15,Escuintla,Ignorado,Hombre,30,Mayor,Normal,Automovil,Tvs,Empotro,2011
23,Julio,Sabado,15,Quetzaltenango,Ignorado,Hombre,20,Mayor,Ignorado,Ignorado,Tvs,Colisión,2011
5,Agosto,Viernes,21,Guatemala,13,Hombre,42,Mayor,Normal,Automovil,Tvs,Colisión,2011
21,Agosto,Domingo,1,Guatemala,1,Hombre,21,Mayor,Ebrio,Camioneta,Tvs,Colisión,2011
4,Septiembre,Domingo,18,Guatemala,17,Hombre,62,Mayor,Ignorado,Camioneta,Tvs,Colisión,2011
10,Septiembre,Sabado,8,Guatemala,3,Hombre,26,Mayor,Ebrio,Motocicleta,Tvs,Colisión,2011
11,Septiembre,Domingo,15,Chimaltenango,Ignorado,Hombre,23,Mayor,Ignorado,Automovil,Tvs,Colisión,2011
24,Octubre,Lunes,9,Chimaltenango,Ignorado,Hombre,25,Mayor,Ignorado,Automovil,Tvs,Colisión,2011
23,Noviembre,Miercoles,5,Suchitepequez,Ignorado,Hombre,46,Mayor,Ebrio,Automovil,Tvs,Colisión,2011
25,Noviembre,Viernes,23,Guatemala,1,Hombre,19,Mayor,Ignorado,Automovil,Tvs,Colisión,2011
25,Noviembre,Viernes,4,Guatemala,10,Hombre,38,Mayor,Ignorado,Automovil,Tvs,Empotro,2011
3,Diciembre,Sabado,22,Guatemala,Ignorado,Hombre,38,Mayor,Ebrio,Automovil,Tvs,Volco,2011
11,Diciembre,Domingo,4,Guatemala,12,Hombre,26,Mayor,Ignorado,Automovil,Tvs,Colisión,2011
16,Enero,Domingo,6,Guatemala,Ignorado,Hombre,43,Mayor,Normal,Automovil,Volkswagen,Colisión,2011
3,Febrero,Jueves,18,Escuintla,Ignorado,Hombre,40,Mayor,Ignorado,Cabezal,Volkswagen,Volco,2011
26,Mayo,Jueves,8,Chiquimula,Ignorado,Hombre,40,Mayor,Ignorado,Cabezal,Volkswagen,Volco,2011
5,Julio,Martes,18,Escuintla,Ignorado,Hombre,23,Mayor,Normal,Cabezal,Volkswagen,Colisión,2011
23,Agosto,Martes,14,Guatemala,10,Mujer,39,Mayor,Ignorado,Automovil,Volkswagen,Colisión,2011
13,Septiembre,Martes,13,Guatemala,1,Hombre,42,Mayor,Normal,Bus urbano,Volkswagen,Colisión,2011
8,Octubre,Sabado,10,Guatemala,3,Hombre,47,Mayor,Normal,Camioneta,Volkswagen,Colisión,2011
13,Octubre,Jueves,17,Guatemala,3,Hombre,29,Mayor,Normal,Camioneta,Volkswagen,Colisión,2011
13,Noviembre,Domingo,0,Guatemala,1,Hombre,19,Mayor,Ignorado,Camioneta,Volkswagen,Colisión,2011
6,Diciembre,Martes,3,Guatemala,Ignorado,Hombre,22,Mayor,Ebrio,Camioneta,Volkswagen,Colisión,2011
28,Diciembre,Miercoles,3,Guatemala,3,Hombre,40,Mayor,Ebrio,Automovil,Volkswagen,Colisión,2011
5,Marzo,Sabado,16,Peten,Ignorado,Hombre,17,Menor,Ignorado,Camioneta,Volvo,Colisión,2011
19,Abril,Martes,19,Retalhuleu,Ignorado,Hombre,25,Mayor,Normal,Motocicleta,Wuling,Colisión,2011
5,Noviembre,Sabado,17,Izabal,Ignorado,Hombre,38,Mayor,Ignorado,Motocicleta,Wuling,Colisión,2011
1,Enero,Sabado,5,Suchitepequez,Ignorado,Hombre,43,Mayor,Ebrio,Automovil,Chevrolet,Empotro,2011
6,Enero,Jueves,20,Escuintla,Ignorado,Hombre,27,Mayor,Ebrio,Camioneta,Chevrolet,Colisión,2011
16,Enero,Domingo,2,Guatemala,12,Hombre,27,Mayor,Ignorado,Automovil,Chevrolet,Empotro,2011
24,Enero,Lunes,20,Guatemala,Ignorado,Hombre,27,Mayor,Ebrio,Microbus,Chevrolet,Colisión,2011
5,Febrero,Sabado,22,Jalapa,Ignorado,Hombre,28,Mayor,Ebrio,Pick up,Chevrolet,Colisión,2011
28,Febrero,Lunes,22,Quiche,Ignorado,Hombre,47,Mayor,Ebrio,Pick up,Chevrolet,Colisión,2011
8,Marzo,Martes,21,Guatemala,6,Hombre,37,Mayor,Ebrio,Automovil,Chevrolet,Empotro,2011
10,Marzo,Jueves,21,Guatemala,15,Hombre,41,Mayor,Ignorado,Automovil,Chevrolet,Empotro,2011
10,Marzo,Jueves,22,Peten,Ignorado,Hombre,44,Mayor,Ebrio,Pick up,Chevrolet,Colisión,2011
15,Marzo,Martes,22,Guatemala,10,Hombre,66,Mayor,Normal,Pick up,Chevrolet,Colisión,2011
19,Marzo,Sabado,12,Guatemala,10,Hombre,20,Mayor,Normal,Camioneta,Chevrolet,Colisión,2011
20,Marzo,Domingo,20,Guatemala,9,Hombre,20,Mayor,Normal,Camioneta,Chevrolet,Colisión,2011
26,Marzo,Sabado,23,Chiquimula,Ignorado,Hombre,27,Mayor,Ebrio,Automovil,Chevrolet,Volco,2011
27,Marzo,Domingo,10,Santa Rosa,Ignorado,Hombre,34,Mayor,Ebrio,Automovil,Chevrolet,Empotro,2011
7,Abril,Jueves,19,Guatemala,Ignorado,Hombre,48,Mayor,Ebrio,Camioneta,Chevrolet,Colisión,2011
11,Abril,Lunes,2,Santa Rosa,Ignorado,Hombre,45,Mayor,Normal,Microbus,Chevrolet,Empotro,2011
15,Abril,Viernes,16,Guatemala,18,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Chevrolet,Empotro,2011
21,Abril,Jueves,11,Peten,Ignorado,Hombre,19,Mayor,Ignorado,Automovil,Chevrolet,Colisión,2011
23,Abril,Sabado,10,Escuintla,Ignorado,Mujer,22,Mayor,Normal,Automovil,Chevrolet,Colisión,2011
24,Mayo,Martes,12,Peten,Ignorado,Hombre,57,Mayor,Normal,Camión,Chevrolet,Colisión,2011
25,Mayo,Miercoles,22,Sacatepequez,Ignorado,Mujer,65,Mayor,Ignorado,Camioneta,Chevrolet,Colisión,2011
30,Mayo,Lunes,17,Guatemala,1,Mujer,23,Mayor,Normal,Automovil,Chevrolet,Colisión,2011
30,Mayo,Lunes,9,Guatemala,13,Hombre,25,Mayor,Normal,Camioneta,Chevrolet,Colisión,2011
22,Junio,Miercoles,7,Guatemala,10,Hombre,43,Mayor,Ignorado,Automovil,Chevrolet,Volco,2011
25,Junio,Sabado,22,Guatemala,Ignorado,Hombre,35,Mayor,Ignorado,Pick up,Chevrolet,Colisión,2011
8,Julio,Viernes,12,Quetzaltenango,Ignorado,Hombre,29,Mayor,Normal,Pick up,Chevrolet,Colisión,2011
12,Agosto,Viernes,15,Guatemala,Ignorado,Hombre,33,Mayor,Normal,Automovil,Chevrolet,Colisión,2011
5,Septiembre,Lunes,2,Guatemala,6,Hombre,45,Mayor,Ignorado,Microbus,Chevrolet,Colisión,2011
13,Septiembre,Martes,8,Guatemala,9,Hombre,49,Mayor,Ignorado,Camión,Chevrolet,Colisión,2011
25,Septiembre,Domingo,6,El Progreso,Ignorado,Hombre,37,Mayor,Normal,Automovil,Chevrolet,Colisión,2011
2,Octubre,Domingo,0,Guatemala,13,Hombre,28,Mayor,Ebrio,Pick up,Chevrolet,Colisión,2011
4,Octubre,Martes,22,Guatemala,5,Hombre,55,Mayor,Ebrio,Microbus,Chevrolet,Colisión,2011
10,Octubre,Lunes,14,Guatemala,4,Hombre,24,Mayor,Ebrio,Automovil,Chevrolet,Empotro,2011
23,Octubre,Domingo,1,Guatemala,10,Hombre,25,Mayor,Ignorado,Automovil,Chevrolet,Colisión,2011
2,Noviembre,Miercoles,10,Guatemala,12,Hombre,69,Mayor,Ignorado,Automovil,Chevrolet,Colisión,2011
2,Noviembre,Miercoles,7,Jutiapa,Ignorado,Hombre,34,Mayor,Ignorado,Automovil,Chevrolet,Caida,2011
8,Noviembre,Martes,14,Guatemala,1,Hombre,37,Mayor,Ignorado,Pick up,Chevrolet,Colisión,2011
13,Noviembre,Domingo,23,Guatemala,Ignorado,Hombre,33,Mayor,Normal,Automovil,Chevrolet,Colisión,2011
25,Diciembre,Domingo,16,Retalhuleu,Ignorado,Hombre,45,Mayor,Normal,Pick up,Chevrolet,Colisión,2011
26,Diciembre,Lunes,0,Escuintla,Ignorado,Hombre,23,Mayor,Ebrio,Automovil,Chevrolet,Colisión,2011
23,Marzo,Miercoles,19,Sacatepequez,Ignorado,Hombre,42,Mayor,Ignorado,Automovil,Chevy,Colisión,2011
23,Noviembre,Miercoles,18,Chiquimula,Ignorado,Hombre,32,Mayor,Normal,Automovil,Chevy,Colisión,2011
25,Noviembre,Viernes,2,Guatemala,Ignorado,Hombre,33,Mayor,Ignorado,Automovil,Chevy,Empotro,2011
6,Marzo,Domingo,3,Alta Verpaz,1,Hombre,23,Mayor,Ebrio,Automovil,Chrysler,Colisión,2011
7,Marzo,Lunes,19,Guatemala,Ignorado,Hombre,29,Mayor,Ebrio,Camión,Chrysler,Empotro,2011
26,Marzo,Sabado,0,Jalapa,Ignorado,Hombre,22,Mayor,Ebrio,Camioneta,Chrysler,Colisión,2011
13,Mayo,Viernes,22,Suchitepequez,Ignorado,Hombre,30,Mayor,Normal,Automovil,Chrysler,Empotro,2011
5,Agosto,Viernes,22,Guatemala,13,Hombre,33,Mayor,Normal,Camioneta,Chrysler,Colisión,2011
6,Febrero,Domingo,16,Santa Rosa,Ignorado,Hombre,41,Mayor,Ebrio,Automovil,Daewoo,Colisión,2011
9,Noviembre,Miercoles,14,Sacatepequez,Ignorado,Hombre,37,Mayor,Ignorado,Camión,Daewoo,Colisión,2011
22,Mayo,Domingo,21,Guatemala,6,Hombre,63,Mayor,Ebrio,Automovil,Datsun,Empotro,2011
13,Julio,Miercoles,11,Guatemala,Ignorado,Mujer,34,Mayor,Ignorado,Automovil,Datsun,Colisión,2011
24,Julio,Domingo,2,Guatemala,Ignorado,Hombre,30,Mayor,Ebrio,Automovil,Datsun,Empotro,2011
30,Julio,Sabado,21,Guatemala,4,Hombre,28,Mayor,Ignorado,Automovil,Datsun,Colisión,2011
2,Agosto,Martes,6,Guatemala,1,Hombre,25,Mayor,Normal,Pick up,Datsun,Volco,2011
2,Agosto,Martes,21,Guatemala,Ignorado,Hombre,23,Mayor,Normal,Pick up,Datsun,Volco,2011
29,Octubre,Sabado,22,Guatemala,18,Hombre,20,Mayor,Ignorado,Automovil,Datsun,Colisión,2011
26,Diciembre,Lunes,0,Guatemala,10,Mujer,45,Mayor,Ebrio,Microbus,Datsun,Empotro,2011
1,Enero,Sabado,14,Escuintla,Ignorado,Hombre,22,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2011
1,Enero,Sabado,0,Guatemala,Ignorado,Hombre,52,Mayor,Ignorado,Motocicleta,Ignorado,Empotro,2011
1,Enero,Sabado,19,Izabal,Ignorado,Hombre,22,Mayor,Ignorado,Motocicleta,Ignorado,Empotro,2011
1,Enero,Sabado,0,Guatemala,3,Hombre,45,Mayor,Ignorado,Motocicleta,Ignorado,Volco,2011
2,Enero,Domingo,10,Guatemala,7,Hombre,31,Mayor,Ebrio,Taxi,Ignorado,Colisión,2011
5,Enero,Miercoles,19,Jutiapa,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2011
6,Enero,Jueves,17,Escuintla,1,Hombre,28,Mayor,Normal,Panel,Ignorado,Colisión,2011
8,Enero,Sabado,20,Zacapa,Ignorado,Hombre,31,Mayor,Ignorado,Bus urbano,Ignorado,Colisión,2011
10,Enero,Lunes,15,Peten,Ignorado,Hombre,40,Mayor,Ignorado,Pick up,Ignorado,Empotro,2011
13,Enero,Jueves,21,Alta Verpaz,Ignorado,Hombre,42,Mayor,Ignorado,Pick up,Ignorado,Colisión,2011
13,Enero,Jueves,9,Peten,Ignorado,Hombre,32,Mayor,Ignorado,Pick up,Ignorado,Colisión,2011
14,Enero,Viernes,0,Chiquimula,Ignorado,Hombre,57,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2011
14,Enero,Viernes,7,Escuintla,Ignorado,Hombre,56,Mayor,Ignorado,Pick up,Ignorado,Colisión,2011
14,Enero,Viernes,8,Escuintla,Ignorado,Hombre,63,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2011
14,Enero,Viernes,16,Peten,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Colisión,2011
15,Enero,Sabado,19,Escuintla,Ignorado,Mujer,38,Mayor,Ignorado,Ignorado,Ignorado,Empotro,2011
15,Enero,Sabado,17,Quetzaltenango,7,Hombre,21,Mayor,Ignorado,Bus urbano,Ignorado,Colisión,2011
16,Enero,Domingo,11,Guatemala,5,Mujer,25,Mayor,Ignorado,Automovil,Ignorado,Colisión,2011
16,Enero,Domingo,17,San Marcos,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Empotro,2011
16,Enero,Domingo,4,Alta Verpaz,Ignorado,Hombre,21,Mayor,Ignorado,Bus extraurbano,Ignorado,Empotro,2011
16,Enero,Domingo,22,Alta Verpaz,Ignorado,Hombre,37,Mayor,Ignorado,Microbus,Ignorado,Colisión,2011
17,Enero,Lunes,18,Peten,Ignorado,Hombre,20,Mayor,Ebrio,Motocicleta,Ignorado,Colisión,2011
19,Enero,Miercoles,6,Guatemala,1,Hombre,54,Mayor,Normal,Motocicleta,Ignorado,Colisión,2011
19,Enero,Miercoles,21,Guatemala,6,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Colisión,2011
19,Enero,Miercoles,16,Guatemala,25,Hombre,Ignorado,Mayor,Ignorado,Cabezal,Ignorado,Volco,2011
19,Enero,Miercoles,4,Guatemala,12,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2011
19,Enero,Miercoles,16,Quetzaltenango,2,Hombre,35,Mayor,Ebrio,Camioneta,Ignorado,Colisión,2011
21,Enero,Viernes,14,Solola,Ignorado,Hombre,29,Mayor,Ignorado,Cabezal,Ignorado,Colisión,2011
22,Enero,Sabado,18,Chimaltenango,Ignorado,Hombre,52,Mayor,Normal,Pick up,Ignorado,Colisión,2011
23,Enero,Domingo,9,Santa Rosa,Ignorado,Hombre,21,Mayor,Normal,Mototaxi,Ignorado,Empotro,2011
24,Enero,Lunes,16,Zacapa,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Mototaxi,Ignorado,Volco,2011
24,Enero,Lunes,15,Totonicapan,Ignorado,Hombre,37,Mayor,Normal,Pick up,Ignorado,Empotro,2011
25,Enero,Martes,18,Izabal,Ignorado,Hombre,25,Mayor,Normal,Camioneta,Ignorado,Colisión,2011
26,Enero,Miercoles,15,Zacapa,Ignorado,Hombre,20,Mayor,Ignorado,Pick up,Ignorado,Colisión,2011
26,Enero,Miercoles,13,Peten,Ignorado,Mujer,46,Mayor,Ignorado,Automovil,Ignorado,Empotro,2011
28,Enero,Viernes,22,Jalapa,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Volco,2011
29,Enero,Sabado,21,Guatemala,Ignorado,Hombre,25,Mayor,Ignorado,Automovil,Ignorado,Volco,2011
30,Enero,Domingo,22,San Marcos,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Volco,2011
30,Enero,Domingo,13,Huehuetenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Volco,2011
31,Enero,Lunes,15,Guatemala,1,Hombre,18,Mayor,Normal,Bus extraurbano,Ignorado,Colisión,2011
31,Enero,Lunes,19,Guatemala,10,Hombre,24,Mayor,Ignorado,Camioneta,Ignorado,Colisión,2011
31,Enero,Lunes,19,Quiche,Ignorado,Hombre,22,Mayor,Ignorado,Motocicleta,Ignorado,Caida,2011
31,Enero,Lunes,20,Quiche,Ignorado,Hombre,34,Mayor,Ignorado,Motocicleta,Ignorado,Caida,2011
1,Febrero,Martes,12,Peten,Ignorado,Hombre,14,Menor,Ignorado,Motocicleta,Ignorado,Caida,2011
2,Febrero,Miercoles,2,Retalhuleu,Ignorado,Hombre,18,Mayor,Ignorado,Motocicleta,Ignorado,Empotro,2011
2,Febrero,Miercoles,23,Peten,Ignorado,Mujer,32,Mayor,Ignorado,Motocicleta,Ignorado,Volco,2011
3,Febrero,Jueves,12,Guatemala,12,Hombre,32,Mayor,Ignorado,Bus urbano,Ignorado,Colisión,2011
3,Febrero,Jueves,9,Escuintla,Ignorado,Mujer,40,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2011
4,Febrero,Viernes,20,Chimaltenango,Ignorado,Hombre,16,Menor,Ignorado,Motocicleta,Ignorado,Colisión,2011
5,Febrero,Sabado,7,Guatemala,1,Hombre,30,Mayor,Normal,Motocicleta,Ignorado,Colisión,2011
5,Febrero,Sabado,15,Chiquimula,Ignorado,Hombre,35,Mayor,Ignorado,Motocicleta,Ignorado,Caida,2011
5,Febrero,Sabado,18,Chiquimula,Ignorado,Hombre,26,Mayor,Ignorado,Motocicleta,Ignorado,Caida,2011
5,Febrero,Sabado,17,Chiquimula,Ignorado,Hombre,25,Mayor,Ignorado,Motocicleta,Ignorado,Caida,2011
5,Febrero,Sabado,20,Santa Rosa,Ignorado,Hombre,17,Menor,Ignorado,Motocicleta,Ignorado,Caida,2011
6,Febrero,Domingo,1,Retalhuleu,4,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Ignorado,Caida,2011
6,Febrero,Domingo,4,Solola,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Volco,2011
