dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,g_edad_pil,mayor_menor,estado_pil,tipo_vehi,modelo_vehi,causa_acc,year
5,Febrero,Domingo,15,Chiquimula,Rural,Ignorado,Hombre,24,20-24,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2012
5,Febrero,Domingo,12,Chiquimula,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Vuelco,2012
5,Febrero,Domingo,14,Quetzaltenango,Rural,Ignorado,Hombre,24,20-24,Mayor,Ignorado,Automovil,Ignorado,Colisión,2012
5,Febrero,Domingo,14,Quetzaltenango,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Colisión,2012
5,Febrero,Domingo,14,Quetzaltenango,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Colisión,2012
5,Febrero,Domingo,14,El Progreso,Rural,Ignorado,Hombre,24,20-24,Mayor,Ignorado,Camión,Ignorado,Choque,2012
5,Febrero,Domingo,21,El Progreso,Rural,Ignorado,Hombre,37,35-39,Mayor,Ignorado,Camión,Ignorado,Choque,2012
5,Febrero,Domingo,22,Petén,Rural,Ignorado,Hombre,28,25-29,Mayor,Ignorado,Motocicleta,Ignorado,Choque,2012
5,Febrero,Domingo,14,Petén,Rural,Ignorado,Hombre,27,25-29,Mayor,Ignorado,Pick up,Ignorado,Choque,2012
5,Febrero,Domingo,4,Chimaltenango,Rural,Ignorado,Hombre,24,20-24,Mayor,Ignorado,Motocicleta,Ignorado,Choque,2012
6,Febrero,Lunes,19,Guatemala,Urbano,Ignorado,Hombre,32,30-34,Mayor,Normal,Camioneta,2004,Colisión,2012
6,Febrero,Lunes,19,Guatemala,Urbano,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Ignorado,Colisión,2012
6,Febrero,Lunes,5,Guatemala,Urbano,18,Hombre,30,30-34,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
6,Febrero,Lunes,5,Guatemala,Urbano,18,Hombre,30,30-34,Mayor,Normal,Bus urbano,Ignorado,Colisión,2012
6,Febrero,Lunes,11,Guatemala,Urbano,13,Hombre,20,20-24,Mayor,Ignorado,Motocicleta,2009,Colisión,2012
6,Febrero,Lunes,11,Guatemala,Urbano,13,Hombre,30,30-34,Mayor,Ignorado,Camioneta,1999,Colisión,2012
6,Febrero,Lunes,11,Guatemala,Urbano,13,Hombre,24,20-24,Mayor,Ignorado,Automovil,Ignorado,Colisión,2012
6,Febrero,Lunes,19,Guatemala,Rural,13,Hombre,22,20-24,Mayor,Normal,Camioneta,2000,Colisión,2012
6,Febrero,Lunes,19,Guatemala,Rural,13,Hombre,26,25-29,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
6,Febrero,Lunes,21,Suchitepéquez,Rural,Ignorado,Hombre,30,30-34,Mayor,Ignorado,Automovil,Ignorado,Vuelco,2012
6,Febrero,Lunes,7,Quetzaltenango,Rural,Ignorado,Hombre,44,40-44,Mayor,Ignorado,Pick up,1994,Choque,2012
6,Febrero,Lunes,16,San Marcos,Rural,Ignorado,Hombre,63,55 y más,Mayor,Ignorado,Pick up,1993,Choque,2012
6,Febrero,Lunes,19,Huehuetenango,Rural,Ignorado,Hombre,29,25-29,Mayor,Ignorado,Pick up,2012,Vuelco,2012
6,Febrero,Lunes,13,El Progreso,Rural,Ignorado,Hombre,44,40-44,Mayor,Ignorado,Camión,2000,Colisión,2012
6,Febrero,Lunes,13,El Progreso,Rural,Ignorado,Hombre,38,35-39,Mayor,Ignorado,Automovil,Ignorado,Colisión,2012
6,Febrero,Lunes,0,Izabal,Urbano,Ignorado,Hombre,22,20-24,Mayor,Ebrio,Motocicleta,Ignorado,Colisión,2012
6,Febrero,Lunes,0,Izabal,Urbano,Ignorado,Hombre,29,25-29,Mayor,Normal,Automovil,1994,Colisión,2012
6,Febrero,Lunes,7,Izabal,Urbano,Ignorado,Hombre,46,45-49,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
6,Febrero,Lunes,7,Izabal,Urbano,Ignorado,Hombre,54,50-54,Mayor,Normal,Automovil,2001,Colisión,2012
6,Febrero,Lunes,9,Solola,Rural,Ignorado,Hombre,49,45-49,Mayor,Normal,Automovil,Ignorado,Colisión,2012
6,Febrero,Lunes,9,Solola,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Ignorado,Colisión,2012
6,Febrero,Lunes,18,Solola,Rural,Ignorado,Hombre,59,55 y más,Mayor,Normal,Pick up,1986,Colisión,2012
6,Febrero,Lunes,18,Solola,Rural,Ignorado,Hombre,43,40-44,Mayor,Normal,Pick up,Ignorado,Colisión,2012
7,Febrero,Martes,20,Guatemala,Urbano,7,Hombre,32,30-34,Mayor,Ebrio,Camioneta,Ignorado,Colisión,2012
7,Febrero,Martes,20,Guatemala,Urbano,7,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Ignorado,Colisión,2012
7,Febrero,Martes,20,Guatemala,Urbano,7,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,2007,Colisión,2012
7,Febrero,Martes,19,Santa Rosa,Rural,Ignorado,Hombre,25,25-29,Mayor,Normal,Motocicleta,Ignorado,Choque,2012
7,Febrero,Martes,23,San Marcos,Urbano,4,Hombre,27,25-29,Mayor,Ebrio,Automovil,1993,Colisión,2012
7,Febrero,Martes,23,San Marcos,Urbano,4,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,1993,Colisión,2012
7,Febrero,Martes,9,El Progreso,Rural,Ignorado,Hombre,41,40-44,Mayor,Normal,Camión,1993,Colisión,2012
7,Febrero,Martes,9,El Progreso,Rural,Ignorado,Hombre,22,20-24,Mayor,Normal,Pick up,Ignorado,Colisión,2012
7,Febrero,Martes,15,Petén,Rural,Ignorado,Hombre,32,30-34,Mayor,Normal,Motocicleta,2007,Colisión,2012
7,Febrero,Martes,15,Petén,Rural,Ignorado,Hombre,21,20-24,Mayor,Normal,Motocicleta,2005,Colisión,2012
7,Febrero,Martes,14,Solola,Rural,Ignorado,Hombre,42,40-44,Mayor,Normal,Camioneta,Ignorado,Choque,2012
7,Febrero,Martes,12,Chimaltenango,Rural,Ignorado,Hombre,49,45-49,Mayor,Normal,Camión,1996,Colisión,2012
7,Febrero,Martes,12,Chimaltenango,Rural,Ignorado,Hombre,28,25-29,Mayor,Normal,Pick up,Ignorado,Colisión,2012
7,Febrero,Martes,22,Chimaltenango,Rural,Ignorado,Hombre,22,20-24,Mayor,Ignorado,Motocicleta,Ignorado,Choque,2012
8,Febrero,Miercoles,8,Guatemala,Urbano,10,Hombre,25,25-29,Mayor,Normal,Camioneta,Ignorado,Colisión,2012
8,Febrero,Miercoles,8,Guatemala,Urbano,10,Hombre,28,25-29,Mayor,Normal,Automovil,Ignorado,Colisión,2012
8,Febrero,Miercoles,11,Guatemala,Urbano,Ignorado,Hombre,77,55 y más,Mayor,Normal,Automovil,Ignorado,Colisión,2012
8,Febrero,Miercoles,11,Guatemala,Urbano,Ignorado,Hombre,16,15-19,Menor,Normal,Motocicleta,Ignorado,Colisión,2012
8,Febrero,Miercoles,6,Guatemala,Urbano,5,Hombre,Ignorado,Ignorado,Mayor,Normal,Pick up,Ignorado,Colisión,2012
8,Febrero,Miercoles,6,Guatemala,Urbano,5,Hombre,45,45-49,Mayor,Ignorado,Bus urbano,Ignorado,Colisión,2012
8,Febrero,Miercoles,13,Jalapa,Rural,Ignorado,Hombre,40,40-44,Mayor,Ebrio,Pick up,Ignorado,Choque,2012
8,Febrero,Miercoles,9,Zacapa,Rural,Ignorado,Hombre,26,25-29,Mayor,Ebrio,Pick up,1993,Choque,2012
8,Febrero,Miercoles,17,Suchitepéquez,Urbano,2,Hombre,30,30-34,Mayor,Ebrio,Camioneta,1994,Colisión,2012
8,Febrero,Miercoles,17,Suchitepéquez,Urbano,2,Hombre,50,50-54,Mayor,Normal,Microbus,2004,Colisión,2012
8,Febrero,Miercoles,20,Alta Verapaz,Urbano,Ignorado,Hombre,35,35-39,Mayor,Ebrio,Motocicleta,2009,Colisión,2012
8,Febrero,Miercoles,20,Alta Verapaz,Urbano,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,2012,Colisión,2012
8,Febrero,Miercoles,22,Baja Verapaz,Rural,Ignorado,Mujer,28,25-29,Mayor,Ignorado,Pick up,Ignorado,Caida,2012
8,Febrero,Miercoles,21,El Progreso,Rural,Ignorado,Hombre,34,30-34,Mayor,Ignorado,Pick up,2006,Colisión,2012
8,Febrero,Miercoles,21,El Progreso,Rural,Ignorado,Hombre,59,55 y más,Mayor,Ignorado,Motocicleta,2007,Colisión,2012
8,Febrero,Miercoles,20,Izabal,Urbano,Ignorado,Hombre,58,55 y más,Mayor,Ebrio,Pick up,1992,Colisión,2012
8,Febrero,Miercoles,20,Izabal,Urbano,Ignorado,Mujer,37,35-39,Mayor,Normal,Motocicleta,2010,Colisión,2012
8,Febrero,Miercoles,12,Izabal,Urbano,Ignorado,Hombre,30,30-34,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
8,Febrero,Miercoles,12,Izabal,Urbano,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Ignorado,Colisión,2012
8,Febrero,Miercoles,15,Quiché,Urbano,Ignorado,Hombre,38,35-39,Mayor,Ebrio,Pick up,Ignorado,Colisión,2012
8,Febrero,Miercoles,15,Quiché,Urbano,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Ignorado,Colisión,2012
8,Febrero,Miercoles,6,Solola,Rural,Ignorado,Hombre,45,45-49,Mayor,Normal,Camión,Ignorado,Vuelco,2012
9,Febrero,Jueves,14,Chiquimula,Rural,Ignorado,Hombre,47,45-49,Mayor,Normal,Automovil,1991,Colisión,2012
9,Febrero,Jueves,14,Chiquimula,Rural,Ignorado,Hombre,28,25-29,Mayor,Normal,Automovil,2011,Colisión,2012
9,Febrero,Jueves,11,Zacapa,Rural,Ignorado,Hombre,58,55 y más,Mayor,Normal,Bus extraurbano,1984,Colisión,2012
9,Febrero,Jueves,11,Zacapa,Rural,Ignorado,Hombre,29,25-29,Mayor,Normal,Microbus,1999,Colisión,2012
9,Febrero,Jueves,14,Zacapa,Urbano,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Ignorado,Choque,2012
9,Febrero,Jueves,2,Escuintla,Urbano,2,Hombre,41,40-44,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
9,Febrero,Jueves,2,Escuintla,Urbano,2,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Ignorado,Colisión,2012
9,Febrero,Jueves,6,San Marcos,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Ignorado,Choque,2012
9,Febrero,Jueves,22,El Progreso,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Caida,2012
9,Febrero,Jueves,14,Petén,Rural,Ignorado,Hombre,Ignorado,Ignorado,Mayor,Normal,Pick up,Ignorado,Choque,2012
9,Febrero,Jueves,22,Quiché,Rural,Ignorado,Hombre,28,25-29,Mayor,Ignorado,Pick up,2008,Colisión,2012
9,Febrero,Jueves,22,Quiché,Rural,Ignorado,Hombre,21,20-24,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2012
9,Febrero,Jueves,23,Chimaltenango,Rural,Ignorado,Hombre,24,20-24,Mayor,Ignorado,Motocicleta,2010,Colisión,2012
9,Febrero,Jueves,23,Chimaltenango,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Ignorado,Colisión,2012
10,Febrero,Viernes,15,Suchitepéquez,Rural,Ignorado,Hombre,30,30-34,Mayor,Ignorado,Motocicleta,2005,Colisión,2012
10,Febrero,Viernes,15,Suchitepéquez,Rural,Ignorado,Hombre,27,25-29,Mayor,Ignorado,Pick up,2010,Colisión,2012
10,Febrero,Viernes,0,Retalhuleu,Rural,Ignorado,Hombre,29,25-29,Mayor,Ignorado,Automovil,Ignorado,Colisión,2012
10,Febrero,Viernes,0,Retalhuleu,Rural,Ignorado,Hombre,34,30-34,Mayor,Ignorado,Pick up,Ignorado,Colisión,2012
10,Febrero,Viernes,20,San Marcos,Rural,Ignorado,Hombre,23,20-24,Mayor,Ignorado,Automovil,Ignorado,Colisión,2012
10,Febrero,Viernes,20,San Marcos,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Colisión,2012
10,Febrero,Viernes,17,El Progreso,Rural,Ignorado,Mujer,39,35-39,Mayor,Ignorado,Pick up,Ignorado,Vuelco,2012
10,Febrero,Viernes,17,Solola,Rural,Ignorado,Hombre,40,40-44,Mayor,Ignorado,Pick up,1990,Caida,2012
11,Febrero,Sábado,0,Guatemala,Urbano,1,Hombre,27,25-29,Mayor,Ebrio,Automovil,1999,Colisión,2012
11,Febrero,Sábado,0,Guatemala,Urbano,1,Hombre,31,30-34,Mayor,Normal,Automovil,2007,Colisión,2012
11,Febrero,Sábado,2,Guatemala,Urbano,6,Hombre,41,40-44,Mayor,Ebrio,Automovil,Ignorado,Colisión,2012
11,Febrero,Sábado,2,Guatemala,Urbano,6,Hombre,34,30-34,Mayor,Normal,Automovil,2007,Colisión,2012
11,Febrero,Sábado,2,Guatemala,Urbano,6,Hombre,45,45-49,Mayor,Normal,Automovil,1988,Colisión,2012
11,Febrero,Sábado,2,Guatemala,Urbano,6,Hombre,24,20-24,Mayor,Normal,Motocicleta,2008,Colisión,2012
11,Febrero,Sábado,22,Zacapa,Rural,Ignorado,Hombre,30,30-34,Mayor,Normal,Motocicleta,2009,Colisión,2012
11,Febrero,Sábado,22,Zacapa,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,2011,Colisión,2012
11,Febrero,Sábado,16,Escuintla,Rural,Ignorado,Hombre,33,30-34,Mayor,Ignorado,Bus extraurbano,Ignorado,Vuelco,2012
11,Febrero,Sábado,18,Retalhuleu,Rural,Ignorado,Hombre,27,25-29,Mayor,Ignorado,Cabezal,Ignorado,Colisión,2012
11,Febrero,Sábado,18,Retalhuleu,Rural,Ignorado,Hombre,38,35-39,Mayor,Ignorado,Pick up,Ignorado,Colisión,2012
11,Febrero,Sábado,1,Alta Verapaz,Rural,Ignorado,Hombre,30,30-34,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2012
11,Febrero,Sábado,16,Quiché,Rural,Ignorado,Hombre,37,35-39,Mayor,Ignorado,Motocicleta,2008,Colisión,2012
11,Febrero,Sábado,10,Solola,Rural,Ignorado,Hombre,27,25-29,Mayor,Ignorado,Camión,2005,Colisión,2012
11,Febrero,Sábado,11,Solola,Rural,Ignorado,Hombre,24,20-24,Mayor,Ignorado,Automovil,1999,Colisión,2012
11,Febrero,Sábado,11,Solola,Rural,Ignorado,Hombre,33,30-34,Mayor,Ignorado,Camión,1992,Colisión,2012
11,Febrero,Sábado,9,Sacatepéquez,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Microbus,Ignorado,Colisión,2012
12,Febrero,Domingo,0,Guatemala,Urbano,8,Hombre,29,25-29,Mayor,Ignorado,Automovil,2002,Colisión,2012
12,Febrero,Domingo,0,Guatemala,Urbano,8,Hombre,33,30-34,Mayor,Ignorado,Automovil,1987,Colisión,2012
12,Febrero,Domingo,9,Guatemala,Urbano,6,Hombre,30,30-34,Mayor,Ignorado,Automovil,Ignorado,Colisión,2012
12,Febrero,Domingo,9,Guatemala,Urbano,6,Hombre,48,45-49,Mayor,Ignorado,Automovil,Ignorado,Colisión,2012
12,Febrero,Domingo,14,Guatemala,Rural,Ignorado,Hombre,23,20-24,Mayor,Ignorado,Pick up,Ignorado,Colisión,2012
12,Febrero,Domingo,14,Guatemala,Rural,Ignorado,Hombre,30,30-34,Mayor,Ignorado,Automovil,Ignorado,Colisión,2012
12,Febrero,Domingo,14,Guatemala,Rural,Ignorado,Hombre,39,35-39,Mayor,Ignorado,Automovil,Ignorado,Colisión,2012
12,Febrero,Domingo,14,Guatemala,Rural,Ignorado,Hombre,59,55 y más,Mayor,Ignorado,Automovil,Ignorado,Colisión,2012
12,Febrero,Domingo,21,Suchitepéquez,Rural,Ignorado,Hombre,32,30-34,Mayor,Ignorado,Pick up,1994,Vuelco,2012
12,Febrero,Domingo,9,Suchitepéquez,Rural,Ignorado,Hombre,37,35-39,Mayor,Ignorado,Camión,1985,Colisión,2012
12,Febrero,Domingo,9,Suchitepéquez,Rural,Ignorado,Hombre,46,45-49,Mayor,Ignorado,Pick up,2010,Colisión,2012
12,Febrero,Domingo,9,Suchitepéquez,Rural,Ignorado,Hombre,69,55 y más,Mayor,Ignorado,Pick up,1987,Colisión,2012
12,Febrero,Domingo,9,Suchitepéquez,Rural,Ignorado,Mujer,24,20-24,Mayor,Ignorado,Motocicleta,2008,Colisión,2012
12,Febrero,Domingo,9,Quetzaltenango,Rural,Ignorado,Hombre,43,40-44,Mayor,Ignorado,Pick up,Ignorado,Vuelco,2012
12,Febrero,Domingo,14,Quetzaltenango,Rural,Ignorado,Hombre,34,30-34,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2012
12,Febrero,Domingo,14,Quetzaltenango,Rural,Ignorado,Hombre,37,35-39,Mayor,Ignorado,Automovil,1994,Colisión,2012
12,Febrero,Domingo,17,El Progreso,Rural,Ignorado,Hombre,35,35-39,Mayor,Ignorado,Microbus,1988,Caida,2012
12,Febrero,Domingo,2,Solola,Rural,Ignorado,Hombre,31,30-34,Mayor,Ignorado,Camión,1996,Colisión,2012
12,Febrero,Domingo,2,Solola,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Ignorado,Colisión,2012
12,Febrero,Domingo,18,Chimaltenango,Rural,Ignorado,Hombre,22,20-24,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2012
12,Febrero,Domingo,18,Chimaltenango,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Ignorado,Colisión,2012
13,Febrero,Lunes,11,Guatemala,Urbano,11,Hombre,21,20-24,Mayor,Ignorado,Automovil,Ignorado,Colisión,2012
13,Febrero,Lunes,11,Guatemala,Urbano,11,Hombre,30,30-34,Mayor,Ignorado,Pick up,2005,Colisión,2012
13,Febrero,Lunes,11,Guatemala,Urbano,19,Hombre,38,35-39,Mayor,Ignorado,Automovil,1999,Colisión,2012
13,Febrero,Lunes,11,Guatemala,Urbano,19,Hombre,31,30-34,Mayor,Ignorado,Motocicleta,2008,Colisión,2012
13,Febrero,Lunes,23,Jutiapa,Rural,Ignorado,Hombre,40,40-44,Mayor,Ignorado,Pick up,1988,Colisión,2012
13,Febrero,Lunes,21,Chiquimula,Rural,Ignorado,Hombre,32,30-34,Mayor,Ignorado,Pick up,2011,Colisión,2012
13,Febrero,Lunes,21,Chiquimula,Rural,Ignorado,Hombre,34,30-34,Mayor,Ignorado,Pick up,2006,Colisión,2012
13,Febrero,Lunes,23,Suchitepéquez,Rural,Ignorado,Hombre,22,20-24,Mayor,Ignorado,Automovil,1998,Colisión,2012
13,Febrero,Lunes,20,Suchitepéquez,Rural,Ignorado,Hombre,20,20-24,Mayor,Ignorado,Mototaxi,2004,Colisión,2012
13,Febrero,Lunes,20,Suchitepéquez,Rural,Ignorado,Hombre,20,20-24,Mayor,Ignorado,Microbus,Ignorado,Colisión,2012
14,Febrero,Martes,20,Guatemala,Rural,Ignorado,Hombre,43,40-44,Mayor,Ignorado,Camioneta,1993,Colisión,2012
14,Febrero,Martes,20,Guatemala,Rural,Ignorado,Hombre,32,30-34,Mayor,Ignorado,Motocicleta,2008,Colisión,2012
14,Febrero,Martes,1,Guatemala,Urbano,8,Hombre,39,35-39,Mayor,Ignorado,Automovil,2000,Colisión,2012
14,Febrero,Martes,1,Guatemala,Urbano,8,Hombre,25,25-29,Mayor,Ignorado,Motocicleta,2005,Colisión,2012
14,Febrero,Martes,21,Jalapa,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Pick up,Ignorado,Vuelco,2012
14,Febrero,Martes,7,San Marcos,Rural,Ignorado,Hombre,40,40-44,Mayor,Ignorado,Camión,Ignorado,Vuelco,2012
14,Febrero,Martes,0,Alta Verapaz,Rural,Ignorado,Hombre,30,30-34,Mayor,Ignorado,Pick up,1994,Choque,2012
14,Febrero,Martes,18,Solola,Rural,Ignorado,Hombre,38,35-39,Mayor,Ignorado,Pick up,2005,Colisión,2012
14,Febrero,Martes,18,Solola,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Colisión,2012
15,Febrero,Miercoles,2,Quetzaltenango,Urbano,5,Hombre,24,20-24,Mayor,Ignorado,Automovil,Ignorado,Choque,2012
15,Febrero,Miercoles,14,Totonicapán,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Ignorado,Colisión,2012
15,Febrero,Miercoles,14,Totonicapán,Rural,Ignorado,Hombre,42,40-44,Mayor,Ignorado,Pick up,Ignorado,Colisión,2012
15,Febrero,Miercoles,0,Alta Verapaz,Rural,Ignorado,Hombre,41,40-44,Mayor,Ignorado,Pick up,Ignorado,Colisión,2012
15,Febrero,Miercoles,0,Alta Verapaz,Rural,Ignorado,Hombre,33,30-34,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2012
15,Febrero,Miercoles,0,Izabal,Urbano,Ignorado,Hombre,33,30-34,Mayor,Ignorado,Pick up,Ignorado,Colisión,2012
15,Febrero,Miercoles,0,Izabal,Urbano,Ignorado,Hombre,26,25-29,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2012
15,Febrero,Miercoles,10,Guatemala,Urbano,13,Hombre,45,45-49,Mayor,Ignorado,Automovil,Ignorado,Colisión,2012
15,Febrero,Miercoles,22,Guatemala,Urbano,9,Mujer,22,20-24,Mayor,Normal,Camioneta,2002,Colisión,2012
15,Febrero,Miercoles,22,Guatemala,Urbano,9,Hombre,31,30-34,Mayor,Normal,Motocicleta,2006,Colisión,2012
15,Febrero,Miercoles,9,Guatemala,Urbano,10,Hombre,37,35-39,Mayor,Ignorado,Camión,Ignorado,Colisión,2012
15,Febrero,Miercoles,9,Guatemala,Urbano,10,Hombre,24,20-24,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2012
15,Febrero,Miercoles,14,Guatemala,Rural,Ignorado,Hombre,39,35-39,Mayor,Ignorado,Camión,2000,Colisión,2012
15,Febrero,Miercoles,14,Guatemala,Rural,Ignorado,Hombre,Ignorado,Ignorado,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2012
15,Febrero,Miercoles,23,Sacatepéquez,Rural,Ignorado,Hombre,17,15-19,Menor,Ebrio,Automovil,1996,Colisión,2012
15,Febrero,Miercoles,23,Sacatepéquez,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Menor,Ignorado,Pick up,Ignorado,Colisión,2012
16,Febrero,Jueves,2,Guatemala,Urbano,9,Hombre,22,20-24,Mayor,Ebrio,Motocicleta,Ignorado,Choque,2012
16,Febrero,Jueves,6,Guatemala,Urbano,9,Hombre,34,30-34,Mayor,Ignorado,Bus extraurbano,1992,Colisión,2012
16,Febrero,Jueves,6,Guatemala,Urbano,9,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Ignorado,Colisión,2012
16,Febrero,Jueves,15,Guatemala,Urbano,12,Hombre,41,40-44,Mayor,Ignorado,Camión,Ignorado,Colisión,2012
16,Febrero,Jueves,15,Guatemala,Urbano,12,Hombre,67,55 y más,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2012
16,Febrero,Jueves,23,Guatemala,Rural,Ignorado,Hombre,28,25-29,Mayor,Ebrio,Automovil,1992,Colisión,2012
16,Febrero,Jueves,23,Guatemala,Rural,Ignorado,Hombre,32,30-34,Mayor,Normal,Automovil,Ignorado,Colisión,2012
16,Febrero,Jueves,9,Jalapa,Rural,Ignorado,Hombre,67,55 y más,Mayor,Normal,Camioneta,2001,Colisión,2012
16,Febrero,Jueves,9,Jalapa,Rural,Ignorado,Hombre,40,40-44,Mayor,Ignorado,Pick up,2004,Colisión,2012
16,Febrero,Jueves,14,Zacapa,Rural,Ignorado,Hombre,34,30-34,Mayor,Ignorado,Pick up,2004,Colisión,2012
16,Febrero,Jueves,14,Zacapa,Rural,Ignorado,Hombre,25,25-29,Mayor,Ignorado,Automovil,1997,Colisión,2012
16,Febrero,Jueves,17,Escuintla,Rural,Ignorado,Hombre,24,20-24,Mayor,Ebrio,Pick up,Ignorado,Choque,2012
16,Febrero,Jueves,22,Suchitepéquez,Rural,Ignorado,Hombre,47,45-49,Mayor,Ignorado,Cabezal,1996,Colisión,2012
16,Febrero,Jueves,22,Suchitepéquez,Rural,Ignorado,Hombre,44,40-44,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2012
16,Febrero,Jueves,14,Petén,Rural,Ignorado,Hombre,26,25-29,Mayor,Ignorado,Camión,Ignorado,Caida,2012
17,Febrero,Viernes,20,Guatemala,Urbano,1,Hombre,51,50-54,Mayor,Normal,Automovil,2003,Colisión,2012
17,Febrero,Viernes,20,Guatemala,Urbano,1,Mujer,36,35-39,Mayor,Normal,Automovil,1999,Colisión,2012
17,Febrero,Viernes,10,Guatemala,Urbano,18,Hombre,43,40-44,Mayor,Normal,Panel,Ignorado,Colisión,2012
17,Febrero,Viernes,10,Guatemala,Urbano,18,Hombre,Ignorado,Ignorado,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2012
17,Febrero,Viernes,15,Guatemala,Urbano,1,Hombre,37,35-39,Mayor,Ignorado,Cabezal,Ignorado,Colisión,2012
17,Febrero,Viernes,15,Guatemala,Urbano,1,Hombre,25,25-29,Mayor,Ignorado,Automovil,Ignorado,Colisión,2012
17,Febrero,Viernes,18,Jutiapa,Rural,Ignorado,Hombre,19,15-19,Mayor,Normal,Mototaxi,Ignorado,Colisión,2012
17,Febrero,Viernes,18,Jutiapa,Rural,Ignorado,Hombre,17,15-19,Menor,Normal,Motocicleta,Ignorado,Colisión,2012
17,Febrero,Viernes,7,Quetzaltenango,Rural,Ignorado,Hombre,27,25-29,Mayor,Normal,Bus extraurbano,Ignorado,Vuelco,2012
17,Febrero,Viernes,13,Alta Verapaz,Rural,Ignorado,Hombre,43,40-44,Mayor,Normal,Pick up,1994,Caida,2012
17,Febrero,Viernes,22,Quiché,Rural,Ignorado,Hombre,18,15-19,Mayor,Ebrio,Motocicleta,Ignorado,Choque,2012
17,Febrero,Viernes,0,Chimaltenango,Rural,Ignorado,Hombre,22,20-24,Mayor,Ebrio,Automovil,1990,Colisión,2012
17,Febrero,Viernes,0,Chimaltenango,Rural,Ignorado,Hombre,Ignorado,Ignorado,Mayor,Normal,Pick up,Ignorado,Colisión,2012
18,Febrero,Sábado,19,Guatemala,Urbano,2,Mujer,56,55 y más,Mayor,Ebrio,Automovil,2000,Colisión,2012
18,Febrero,Sábado,19,Guatemala,Urbano,2,Hombre,56,55 y más,Mayor,Normal,Automovil,2003,Colisión,2012
18,Febrero,Sábado,20,Guatemala,Rural,Ignorado,Hombre,29,25-29,Mayor,Ignorado,Motocicleta,2009,Colisión,2012
18,Febrero,Sábado,20,Guatemala,Rural,Ignorado,Hombre,39,35-39,Mayor,Normal,Pick up,2008,Colisión,2012
