dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,g_edad_pil,mayor_menor,estado_pil,tipo_vehi,modelo_vehi,causa_acc,year
1,Enero,Domingo,12,Guatemala,Urbano,3,Hombre,40,40-44,Mayor,Normal,Automovil,1999,Colisión,2012
1,Enero,Domingo,12,Guatemala,Urbano,3,Hombre,65,55 y más,Mayor,Normal,Automovil,1997,Colisión,2012
1,Enero,Domingo,17,Guatemala,Urbano,18,Hombre,44,40-44,Mayor,Ebrio,Automovil,Ignorado,Colisión,2012
1,Enero,Domingo,17,Guatemala,Urbano,18,Hombre,Ignorado,Ignorado,Mayor,Normal,Pick up,Ignorado,Colisión,2012
1,Enero,Domingo,10,Guatemala,Rural,Ignorado,Hombre,52,50-54,Mayor,Normal,Pick up,Ignorado,Choque,2012
1,Enero,Domingo,17,Guatemala,Urbano,11,Mujer,35,35-39,Mayor,Normal,Automovil,1997,Colisión,2012
1,Enero,Domingo,17,Guatemala,Urbano,11,Hombre,44,40-44,Mayor,Ebrio,Pick up,Ignorado,Colisión,2012
1,Enero,Domingo,17,Guatemala,Urbano,11,Hombre,Ignorado,Ignorado,Mayor,Normal,Pick up,Ignorado,Colisión,2012
1,Enero,Domingo,9,Guatemala,Urbano,6,Hombre,19,15-19,Mayor,Ebrio,Motocicleta,Ignorado,Colisión,2012
1,Enero,Domingo,9,Guatemala,Urbano,6,Hombre,28,25-29,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
1,Enero,Domingo,12,Guatemala,Rural,1,Hombre,40,40-44,Mayor,Ebrio,Bus urbano,1990,Vuelco,2012
1,Enero,Domingo,11,Guatemala,Rural,Ignorado,Hombre,43,40-44,Mayor,Normal,Motocicleta,2000,Choque,2012
1,Enero,Domingo,10,Jutiapa,Rural,Ignorado,Hombre,31,30-34,Mayor,Normal,Pick up,Ignorado,Choque,2012
1,Enero,Domingo,16,Jalapa,Rural,Ignorado,Hombre,42,40-44,Mayor,Ebrio,Pick up,1987,Colisión,2012
1,Enero,Domingo,16,Jalapa,Rural,Ignorado,Hombre,23,20-24,Mayor,Normal,Motocicleta,2005,Colisión,2012
1,Enero,Domingo,2,Chiquimula,Rural,Ignorado,Hombre,45,45-49,Mayor,Ebrio,Automovil,1978,Colisión,2012
1,Enero,Domingo,2,Chiquimula,Rural,Ignorado,Hombre,19,15-19,Mayor,Ebrio,Automovil,1995,Colisión,2012
1,Enero,Domingo,0,Zacapa,Rural,Ignorado,Hombre,33,30-34,Mayor,Ebrio,Pick up,1994,Vuelco,2012
1,Enero,Domingo,19,Zacapa,Rural,Ignorado,Hombre,Ignorado,Ignorado,Mayor,Ebrio,Camioneta,Ignorado,Choque,2012
1,Enero,Domingo,18,Zacapa,Rural,Ignorado,Hombre,58,55 y más,Mayor,Ebrio,Camioneta,Ignorado,Colisión,2012
1,Enero,Domingo,18,Zacapa,Rural,Ignorado,Hombre,41,40-44,Mayor,Normal,Camioneta,2003,Colisión,2012
1,Enero,Domingo,18,Zacapa,Rural,Ignorado,Hombre,42,40-44,Mayor,Normal,Pick up,1995,Colisión,2012
1,Enero,Domingo,22,Zacapa,Rural,Ignorado,Hombre,38,35-39,Mayor,Normal,Pick up,Ignorado,Colisión,2012
1,Enero,Domingo,22,Zacapa,Rural,Ignorado,Hombre,58,55 y más,Mayor,Normal,Pick up,2010,Colisión,2012
1,Enero,Domingo,17,Escuintla,Rural,Ignorado,Hombre,35,35-39,Mayor,Ebrio,Pick up,2004,Vuelco,2012
1,Enero,Domingo,11,Escuintla,Rural,Ignorado,Hombre,Ignorado,Ignorado,Mayor,Normal,Pick up,Ignorado,Vuelco,2012
1,Enero,Domingo,12,Suchitepéquez,Rural,Ignorado,Hombre,76,55 y más,Mayor,Normal,Pick up,Ignorado,Vuelco,2012
1,Enero,Domingo,11,Retalhuleu,Rural,Ignorado,Hombre,27,25-29,Mayor,Ebrio,Pick up,Ignorado,Colisión,2012
1,Enero,Domingo,11,Retalhuleu,Rural,Ignorado,Hombre,43,40-44,Mayor,Normal,Automovil,2002,Colisión,2012
1,Enero,Domingo,19,Quetzaltenango,Rural,Ignorado,Hombre,28,25-29,Mayor,Ebrio,Pick up,1990,Colisión,2012
1,Enero,Domingo,19,Quetzaltenango,Rural,Ignorado,Hombre,19,15-19,Mayor,Ebrio,Pick up,Ignorado,Colisión,2012
1,Enero,Domingo,14,San Marcos,Rural,Ignorado,Hombre,29,25-29,Mayor,Ebrio,Pick up,Ignorado,Colisión,2012
1,Enero,Domingo,14,San Marcos,Rural,Ignorado,Hombre,29,25-29,Mayor,Normal,Automovil,2000,Colisión,2012
1,Enero,Domingo,4,Huehuetenango,Rural,Ignorado,Hombre,29,25-29,Mayor,Normal,Pick up,Ignorado,Vuelco,2012
1,Enero,Domingo,15,Huehuetenango,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camioneta,Ignorado,Colisión,2012
1,Enero,Domingo,15,Huehuetenango,Rural,Ignorado,Hombre,24,20-24,Mayor,Ignorado,Pick up,Ignorado,Colisión,2012
1,Enero,Domingo,6,Huehuetenango,Rural,Ignorado,Hombre,29,25-29,Mayor,Ebrio,Pick up,Ignorado,Vuelco,2012
1,Enero,Domingo,13,Baja Verapaz,Rural,Ignorado,Hombre,26,25-29,Mayor,Ebrio,Motocicleta,Ignorado,Choque,2012
1,Enero,Domingo,17,El Progreso,Rural,Ignorado,Hombre,27,25-29,Mayor,Ebrio,Mototaxi,2009,Vuelco,2012
1,Enero,Domingo,2,Izabal,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2012
1,Enero,Domingo,2,Izabal,Rural,Ignorado,Mujer,19,15-19,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
1,Enero,Domingo,2,Petén,Rural,Ignorado,Hombre,46,45-49,Mayor,Normal,Pick up,Ignorado,Vuelco,2012
1,Enero,Domingo,14,Solola,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Pick up,Ignorado,Choque,2012
2,Enero,Lunes,22,Guatemala,Urbano,3,Hombre,38,35-39,Mayor,Normal,Automovil,2002,Colisión,2012
2,Enero,Lunes,22,Guatemala,Urbano,3,Hombre,18,15-19,Mayor,Normal,Automovil,Ignorado,Colisión,2012
2,Enero,Lunes,22,Guatemala,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Normal,Pick up,Ignorado,Colisión,2012
2,Enero,Lunes,22,Guatemala,Rural,Ignorado,Hombre,23,20-24,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
2,Enero,Lunes,13,Guatemala,Urbano,3,Hombre,33,30-34,Mayor,Ebrio,Automovil,1994,Colisión,2012
2,Enero,Lunes,13,Guatemala,Urbano,3,Hombre,42,40-44,Mayor,Normal,Automovil,1991,Colisión,2012
2,Enero,Lunes,13,Guatemala,Urbano,3,Hombre,21,20-24,Mayor,Normal,Bus urbano,Ignorado,Colisión,2012
2,Enero,Lunes,22,Guatemala,Urbano,4,Hombre,30,30-34,Mayor,Normal,Motocicleta,Ignorado,Vuelco,2012
2,Enero,Lunes,10,Chiquimula,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Pick up,Ignorado,Vuelco,2012
2,Enero,Lunes,17,Santa Rosa,Rural,Ignorado,Hombre,32,30-34,Mayor,Normal,Pick up,1994,Colisión,2012
2,Enero,Lunes,17,Santa Rosa,Rural,Ignorado,Hombre,54,50-54,Mayor,Normal,Pick up,1987,Colisión,2012
2,Enero,Lunes,17,Santa Rosa,Rural,Ignorado,Hombre,21,20-24,Mayor,Normal,Microbus,2007,Colisión,2012
2,Enero,Lunes,22,Suchitepéquez,Rural,Ignorado,Hombre,45,45-49,Mayor,Ebrio,Automovil,1986,Colisión,2012
2,Enero,Lunes,22,Suchitepéquez,Rural,Ignorado,Hombre,29,25-29,Mayor,Normal,Microbus,2008,Colisión,2012
2,Enero,Lunes,7,Suchitepéquez,Urbano,1,Hombre,22,20-24,Mayor,Ignorado,Motocicleta,2001,Choque,2012
2,Enero,Lunes,21,Baja Verapaz,Rural,Ignorado,Hombre,38,35-39,Mayor,Normal,Pick up,1998,Vuelco,2012
2,Enero,Lunes,22,El Progreso,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Choque,2012
2,Enero,Lunes,11,Solola,Rural,Ignorado,Hombre,58,55 y más,Mayor,Normal,Microbus,2005,Colisión,2012
2,Enero,Lunes,11,Solola,Rural,Ignorado,Hombre,42,40-44,Mayor,Normal,Cabezal,Ignorado,Colisión,2012
2,Enero,Lunes,16,Solola,Rural,Ignorado,Hombre,56,55 y más,Mayor,Normal,Pick up,Ignorado,Colisión,2012
3,Enero,Martes,19,Guatemala,Rural,Ignorado,Hombre,24,20-24,Mayor,Normal,Motocicleta,1986,Vuelco,2012
3,Enero,Martes,6,Guatemala,Rural,Ignorado,Hombre,25,25-29,Mayor,Ignorado,Cabezal,Ignorado,Colisión,2012
3,Enero,Martes,6,Guatemala,Rural,Ignorado,Mujer,26,25-29,Mayor,Ignorado,Automovil,Ignorado,Colisión,2012
3,Enero,Martes,6,Guatemala,Rural,Ignorado,Hombre,33,30-34,Mayor,Ignorado,Camioneta,1986,Colisión,2012
3,Enero,Martes,18,Guatemala,Urbano,10,Hombre,53,50-54,Mayor,Normal,Automovil,2008,Colisión,2012
3,Enero,Martes,18,Guatemala,Urbano,10,Mujer,35,35-39,Mayor,Normal,Camioneta,2001,Colisión,2012
3,Enero,Martes,9,Suchitepéquez,Rural,Ignorado,Hombre,76,55 y más,Mayor,Normal,Camión,Ignorado,Colisión,2012
3,Enero,Martes,8,Quiché,Rural,Ignorado,Hombre,36,35-39,Mayor,Normal,Microbus,2009,Colisión,2012
3,Enero,Martes,8,Quiché,Rural,Ignorado,Hombre,27,25-29,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
3,Enero,Martes,15,Quiché,Rural,Ignorado,Hombre,29,25-29,Mayor,Normal,Camioneta,Ignorado,Choque,2012
3,Enero,Martes,9,Suchitepéquez,Rural,Ignorado,Hombre,31,30-34,Mayor,Normal,Pick up,1999,Colisión,2012
4,Enero,Miercoles,16,Guatemala,Rural,Ignorado,Hombre,37,35-39,Mayor,Normal,Camión,Ignorado,Colisión,2012
4,Enero,Miercoles,16,Guatemala,Rural,Ignorado,Hombre,23,20-24,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
4,Enero,Miercoles,10,Guatemala,Rural,Ignorado,Hombre,44,40-44,Mayor,Normal,Pick up,Ignorado,Choque,2012
4,Enero,Miercoles,19,Escuintla,Urbano,1,Hombre,25,25-29,Mayor,Normal,Pick up,Ignorado,Colisión,2012
4,Enero,Miercoles,19,Escuintla,Urbano,1,Mujer,21,20-24,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
5,Enero,Jueves,18,Guatemala,Urbano,6,Hombre,38,35-39,Mayor,Normal,Jeep,2003,Colisión,2012
5,Enero,Jueves,18,Guatemala,Urbano,6,Hombre,17,15-19,Menor,Normal,Motocicleta,Ignorado,Colisión,2012
5,Enero,Jueves,21,Guatemala,Rural,Ignorado,Hombre,20,20-24,Mayor,Ebrio,Automovil,2006,Colisión,2012
5,Enero,Jueves,21,Guatemala,Rural,Ignorado,Mujer,42,40-44,Mayor,Normal,Camioneta,2008,Colisión,2012
5,Enero,Jueves,9,Guatemala,Urbano,12,Hombre,36,35-39,Mayor,Normal,Pick up,Ignorado,Colisión,2012
5,Enero,Jueves,9,Guatemala,Urbano,12,Hombre,20,20-24,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
5,Enero,Jueves,18,Izabal,Rural,Ignorado,Hombre,40,40-44,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
5,Enero,Jueves,18,Izabal,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Cabezal,Ignorado,Colisión,2012
6,Enero,Viernes,20,Escuintla,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Cabezal,1999,Colisión,2012
6,Enero,Viernes,20,Escuintla,Rural,Ignorado,Hombre,38,35-39,Mayor,Ignorado,Pick up,1981,Colisión,2012
6,Enero,Viernes,11,Quiché,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Mototaxi,Ignorado,Caida,2012
7,Enero,Sábado,21,Guatemala,Urbano,1,Hombre,31,30-34,Mayor,Normal,Camioneta,Ignorado,Colisión,2012
7,Enero,Sábado,21,Guatemala,Urbano,1,Hombre,27,25-29,Mayor,Normal,Pick up,Ignorado,Colisión,2012
7,Enero,Sábado,22,Guatemala,Urbano,17,Hombre,25,25-29,Mayor,Normal,Automovil,2000,Colisión,2012
7,Enero,Sábado,22,Guatemala,Urbano,17,Hombre,33,30-34,Mayor,Normal,Pick up,1987,Colisión,2012
7,Enero,Sábado,18,Jutiapa,Rural,Ignorado,Hombre,36,35-39,Mayor,Ignorado,Motocicleta,2010,Colisión,2012
7,Enero,Sábado,18,Jutiapa,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus urbano,Ignorado,Colisión,2012
7,Enero,Sábado,20,Santa Rosa,Rural,Ignorado,Hombre,56,55 y más,Mayor,Ignorado,Camión,Ignorado,Colisión,2012
7,Enero,Sábado,20,Santa Rosa,Rural,Ignorado,Hombre,Ignorado,Ignorado,Mayor,Ignorado,Camioneta,Ignorado,Colisión,2012
7,Enero,Sábado,11,Retalhuleu,Rural,Ignorado,Hombre,32,30-34,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2012
7,Enero,Sábado,11,Retalhuleu,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Ignorado,Colisión,2012
7,Enero,Sábado,22,Quetzaltenango,Rural,Ignorado,Hombre,21,20-24,Mayor,Ebrio,Microbus,Ignorado,Colisión,2012
7,Enero,Sábado,22,Quetzaltenango,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,1994,Colisión,2012
7,Enero,Sábado,1,Baja Verapaz,Rural,Ignorado,Hombre,Ignorado,Ignorado,Mayor,Normal,Automovil,Ignorado,Choque,2012
7,Enero,Sábado,13,El Progreso,Rural,Ignorado,Hombre,60,55 y más,Mayor,Normal,Automovil,1997,Choque,2012
7,Enero,Sábado,12,Sacatepéquez,Rural,Ignorado,Hombre,32,30-34,Mayor,Normal,Automovil,2001,Colisión,2012
7,Enero,Sábado,12,Sacatepéquez,Rural,Ignorado,Hombre,51,50-54,Mayor,Normal,Camioneta,2002,Colisión,2012
8,Enero,Domingo,21,Escuintla,Rural,Ignorado,Hombre,25,25-29,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
8,Enero,Domingo,21,Escuintla,Rural,Ignorado,Hombre,Ignorado,Ignorado,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
8,Enero,Domingo,1,Huehuetenango,Rural,Ignorado,Hombre,49,45-49,Mayor,Ebrio,Pick up,Ignorado,Choque,2012
8,Enero,Domingo,1,Guatemala,Urbano,12,Hombre,23,20-24,Mayor,Ignorado,Automovil,2003,Choque,2012
8,Enero,Domingo,16,Petén,Urbano,Ignorado,Hombre,28,25-29,Mayor,Ignorado,Motocicleta,Ignorado,Choque,2012
8,Enero,Domingo,1,Guatemala,Urbano,7,Hombre,29,25-29,Mayor,Ignorado,Automovil,Ignorado,Colisión,2012
8,Enero,Domingo,1,Guatemala,Urbano,7,Hombre,Ignorado,Ignorado,Mayor,Ignorado,Pick up,Ignorado,Colisión,2012
9,Enero,Lunes,0,Guatemala,Rural,Ignorado,Hombre,22,20-24,Mayor,Ignorado,Motocicleta,Ignorado,Vuelco,2012
9,Enero,Lunes,15,Guatemala,Urbano,9,Hombre,36,35-39,Mayor,Ignorado,Pick up,Ignorado,Colisión,2012
9,Enero,Lunes,15,Guatemala,Urbano,9,Hombre,44,40-44,Mayor,Ignorado,Pick up,1986,Colisión,2012
9,Enero,Lunes,16,Quetzaltenango,Rural,Ignorado,Hombre,39,35-39,Mayor,Ebrio,Camión,1990,Colisión,2012
9,Enero,Lunes,16,Quetzaltenango,Rural,Ignorado,Mujer,24,20-24,Mayor,Normal,Automovil,2011,Colisión,2012
9,Enero,Lunes,11,Huehuetenango,Rural,Ignorado,Hombre,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Vuelco,2012
9,Enero,Lunes,20,Totonicapán,Rural,Ignorado,Hombre,44,40-44,Mayor,Ebrio,Pick up,Ignorado,Colisión,2012
9,Enero,Lunes,20,Totonicapán,Rural,Ignorado,Hombre,36,35-39,Mayor,Normal,Pick up,2006,Colisión,2012
9,Enero,Lunes,7,Solola,Rural,Ignorado,Hombre,34,30-34,Mayor,Normal,Camión,1995,Vuelco,2012
9,Enero,Lunes,5,Chimaltenango,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Bus extraurbano,Ignorado,Vuelco,2012
9,Enero,Lunes,7,Chimaltenango,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Bus extraurbano,Ignorado,Vuelco,2012
9,Enero,Lunes,15,Sacatepéquez,Rural,Ignorado,Hombre,27,25-29,Mayor,Ebrio,Pick up,Ignorado,Choque,2012
9,Enero,Lunes,11,Sacatepéquez,Rural,Ignorado,Hombre,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Ignorado,Vuelco,2012
10,Enero,Martes,20,Quetzaltenango,Rural,Ignorado,Hombre,32,30-34,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
10,Enero,Martes,20,Quetzaltenango,Rural,Ignorado,Hombre,26,25-29,Mayor,Normal,Motocicleta,2006,Colisión,2012
10,Enero,Martes,12,Quetzaltenango,Urbano,1,Hombre,24,20-24,Mayor,Normal,Automovil,Ignorado,Colisión,2012
10,Enero,Martes,12,Quetzaltenango,Urbano,1,Hombre,26,25-29,Mayor,Normal,Motocicleta,2012,Colisión,2012
10,Enero,Martes,1,Quetzaltenango,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus urbano,1992,Colisión,2012
10,Enero,Martes,1,Quetzaltenango,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus urbano,1992,Colisión,2012
10,Enero,Martes,19,San Marcos,Rural,Ignorado,Hombre,31,30-34,Mayor,Ebrio,Microbus,1989,Choque,2012
11,Enero,Miercoles,9,Guatemala,Rural,4,Hombre,23,20-24,Mayor,Normal,Motocicleta,2007,Colisión,2012
11,Enero,Miercoles,9,Guatemala,Rural,4,Hombre,Ignorado,Ignorado,Mayor,Normal,Cabezal,1997,Colisión,2012
11,Enero,Miercoles,11,Escuintla,Rural,Ignorado,Hombre,31,30-34,Mayor,Normal,Grua,Ignorado,Vuelco,2012
11,Enero,Miercoles,17,Escuintla,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Normal,Camión,Ignorado,Colisión,2012
11,Enero,Miercoles,17,Escuintla,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Normal,Cabezal,Ignorado,Colisión,2012
11,Enero,Miercoles,18,Escuintla,Rural,Ignorado,Hombre,Ignorado,Ignorado,Mayor,Normal,Bus extraurbano,Ignorado,Vuelco,2012
11,Enero,Miercoles,18,Quetzaltenango,Rural,2,Hombre,35,35-39,Mayor,Normal,Pick up,2004,Colisión,2012
11,Enero,Miercoles,18,Quetzaltenango,Rural,2,Hombre,30,30-34,Mayor,Normal,Motocicleta,2008,Colisión,2012
11,Enero,Miercoles,20,Totonicapán,Urbano,1,Ignorado,Ignorado,Ignorado,Ignorado,Normal,Pick up,Ignorado,Colisión,2012
11,Enero,Miercoles,20,Totonicapán,Urbano,1,Hombre,25,25-29,Mayor,Normal,Motocicleta,2007,Colisión,2012
12,Enero,Jueves,0,Guatemala,Urbano,3,Hombre,Ignorado,Ignorado,Mayor,Normal,Pick up,Ignorado,Colisión,2012
12,Enero,Jueves,0,Guatemala,Urbano,3,Hombre,21,20-24,Mayor,Normal,Pick up,Ignorado,Colisión,2012
12,Enero,Jueves,5,Guatemala,Urbano,6,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Ignorado,Choque,2012
12,Enero,Jueves,21,Guatemala,Urbano,Ignorado,Hombre,23,20-24,Mayor,Normal,Automovil,1992,Colisión,2012
12,Enero,Jueves,21,Guatemala,Urbano,Ignorado,Hombre,21,20-24,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
12,Enero,Jueves,18,Jalapa,Rural,Ignorado,Hombre,19,15-19,Mayor,Ebrio,Motocicleta,Ignorado,Choque,2012
12,Enero,Jueves,8,Chiquimula,Rural,Ignorado,Hombre,51,50-54,Mayor,Normal,Automovil,1994,Colisión,2012
12,Enero,Jueves,8,Chiquimula,Rural,Ignorado,Hombre,42,40-44,Mayor,Normal,Camión,1997,Colisión,2012
12,Enero,Jueves,8,Escuintla,Rural,Ignorado,Hombre,24,20-24,Mayor,Normal,Camión,1998,Choque,2012
12,Enero,Jueves,20,Quetzaltenango,Rural,Ignorado,Hombre,36,35-39,Mayor,Normal,Bus extraurbano,Ignorado,Colisión,2012
12,Enero,Jueves,20,Quetzaltenango,Rural,Ignorado,Hombre,30,30-34,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
12,Enero,Jueves,10,San Marcos,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Vuelco,2012
12,Enero,Jueves,9,Alta Verapaz,Rural,Ignorado,Hombre,26,25-29,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
12,Enero,Jueves,9,Alta Verapaz,Rural,Ignorado,Hombre,24,20-24,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
12,Enero,Jueves,15,Quiché,Urbano,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Microbus,Ignorado,Vuelco,2012
13,Enero,Sábado,4,Guatemala,Rural,11,Hombre,22,20-24,Mayor,Ebrio,Automovil,2001,Choque,2012
13,Enero,Sábado,17,Jalapa,Urbano,Ignorado,Hombre,22,20-24,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
13,Enero,Sábado,17,Jalapa,Urbano,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Colisión,2012
13,Enero,Sábado,23,Zacapa,Urbano,Ignorado,Hombre,31,30-34,Mayor,Ignorado,Pick up,1987,Choque,2012
13,Enero,Sábado,20,Escuintla,Urbano,Ignorado,Hombre,13,Menos de 15,Menor,Ignorado,Motocicleta,Ignorado,Colisión,2012
13,Enero,Sábado,20,Escuintla,Urbano,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,Ignorado,Colisión,2012
14,Enero,Domingo,3,Guatemala,Urbano,1,Hombre,35,35-39,Mayor,Ignorado,Automovil,2001,Colisión,2012
14,Enero,Domingo,3,Guatemala,Urbano,1,Hombre,24,20-24,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2012
14,Enero,Domingo,17,Guatemala,Urbano,18,Hombre,27,25-29,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2012
14,Enero,Domingo,17,Guatemala,Urbano,18,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Colisión,2012
14,Enero,Domingo,1,Guatemala,Urbano,21,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Ignorado,Colisión,2012
14,Enero,Domingo,19,Guatemala,Urbano,21,Hombre,27,25-29,Mayor,Ignorado,Pick up,Ignorado,Colisión,2012
14,Enero,Domingo,7,Escuintla,Rural,Ignorado,Hombre,38,35-39,Mayor,Ignorado,Cabezal,Ignorado,Colisión,2012
14,Enero,Domingo,7,Escuintla,Rural,Ignorado,Hombre,30,30-34,Mayor,Ignorado,Cabezal,Ignorado,Colisión,2012
14,Enero,Domingo,17,Escuintla,Rural,Ignorado,Hombre,37,35-39,Mayor,Ignorado,Pick up,Ignorado,Vuelco,2012
14,Enero,Domingo,19,Suchitepéquez,Rural,Ignorado,Hombre,20,20-24,Mayor,Ignorado,Mototaxi,Ignorado,Colisión,2012
14,Enero,Domingo,19,Suchitepéquez,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Ignorado,Colisión,2012
14,Enero,Domingo,1,Chimaltenango,Rural,Ignorado,Hombre,45,45-49,Mayor,Ignorado,Pick up,2006,Colisión,2012
14,Enero,Domingo,1,Chimaltenango,Rural,Ignorado,Hombre,30,30-34,Mayor,Ignorado,Camión,1997,Colisión,2012
15,Enero,Domingo,9,Jutiapa,Rural,Ignorado,Hombre,32,30-34,Mayor,Ignorado,Pick up,1998,Colisión,2012
15,Enero,Domingo,9,Jutiapa,Rural,Ignorado,Hombre,20,20-24,Mayor,Ignorado,Mototaxi,2006,Colisión,2012
15,Enero,Domingo,16,Jutiapa,Rural,Ignorado,Hombre,50,50-54,Mayor,Ebrio,Automovil,1993,Colisión,2012
15,Enero,Domingo,16,Jutiapa,Rural,Ignorado,Hombre,30,30-34,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
15,Enero,Domingo,19,Jalapa,Rural,Ignorado,Hombre,54,50-54,Mayor,Ebrio,Camioneta,1993,Choque,2012
15,Enero,Domingo,8,Escuintla,Rural,Ignorado,Hombre,18,15-19,Mayor,Ignorado,Pick up,Ignorado,Vuelco,2012
15,Enero,Domingo,13,Escuintla,Rural,Ignorado,Hombre,26,25-29,Mayor,Normal,Pick up,Ignorado,Vuelco,2012
15,Enero,Domingo,20,Santa Rosa,Rural,Ignorado,Hombre,28,25-29,Mayor,Normal,Motocicleta,2011,Colisión,2012
15,Enero,Domingo,20,Santa Rosa,Rural,Ignorado,Mujer,28,25-29,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
15,Enero,Domingo,17,Suchitepéquez,Rural,Ignorado,Hombre,28,25-29,Mayor,Ignorado,Motocicleta,2010,Vuelco,2012
15,Enero,Domingo,3,Retalhuleu,Rural,Ignorado,Hombre,23,20-24,Mayor,Ebrio,Motocicleta,Ignorado,Vuelco,2012
15,Enero,Domingo,22,Baja Verapaz,Rural,Ignorado,Hombre,16,15-19,Menor,Normal,Motocicleta,Ignorado,Colisión,2012
15,Enero,Domingo,22,Baja Verapaz,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,1994,Colisión,2012
15,Enero,Domingo,18,Izabal,Rural,Ignorado,Hombre,46,45-49,Mayor,Ebrio,Motocicleta,2011,Caida,2012
15,Enero,Domingo,22,Petén,Rural,Ignorado,Hombre,17,15-19,Menor,Normal,Pick up,Ignorado,Choque,2012
16,Enero,Lunes,3,Guatemala,Rural,Ignorado,Hombre,19,15-19,Mayor,Normal,Automovil,Ignorado,Colisión,2012
16,Enero,Lunes,3,Guatemala,Rural,Ignorado,Hombre,40,40-44,Mayor,Normal,Cabezal,Ignorado,Colisión,2012
16,Enero,Lunes,3,Chiquimula,Rural,Ignorado,Hombre,26,25-29,Mayor,Normal,Motocicleta,Ignorado,Colisión,2012
16,Enero,Lunes,3,Chiquimula,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Colisión,2012
16,Enero,Lunes,21,Retalhuleu,Rural,Ignorado,Hombre,28,25-29,Mayor,Ebrio,Mototaxi,2009,Colisión,2012
16,Enero,Lunes,21,Retalhuleu,Rural,Ignorado,Mujer,22,20-24,Mayor,Normal,Pick up,2000,Colisión,2012
