mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,estado_con,tipo_veh,color_veh,modelo_veh,tipo_eve,year
Mayo,Domingo,20,Peten,99,Hombre,37,Ebrio,Pick-up,Cafe,1986,Colision,2010
Mayo,Domingo,20,Peten,99,Hombre,999,No Ebrio,Pick-up,Rojo,9999,Colision,2010
Agosto,Sabado,20,Totonicapan,99,Hombre,39,No Ebrio,Pick-up,Corinto,1988,Colision,2010
Agosto,Sabado,20,Totonicapan,99,Hombre,30,No Ebrio,Pick-up,Verde,1994,Colision,2010
Julio,Martes,20,Escuintla,99,Hombre,40,Ignorado,Camioneta,Ignorado,1996,Colision,2010
Julio,Martes,20,Escuintla,99,Hombre,38,Ignorado,Pick-up,Rojo,9999,Colision,2010
Abril,Jueves,20,Chimaltenango,99,Hombre,36,No Ebrio,Pick-up,Rojo,1991,Colision,2010
Abril,Jueves,20,Chimaltenango,99,Ignorado,999,Ignorado,Pick-up,Azul,9999,Colision,2010
Abril,Sabado,20,Guatemala,17,Hombre,18,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Abril,Sabado,20,Guatemala,17,Hombre,57,No Ebrio,Automovil,Verde,9999,Colision,2010
Julio,Jueves,20,Guatemala,21,Mujer,31,No Ebrio,Automovil,Rojo,9999,Colision,2010
Julio,Jueves,20,Guatemala,21,Hombre,37,Ebrio,Automovil,Rojo,1982,Colision,2010
Agosto,Lunes,20,Chimaltenango,99,Hombre,34,No Ebrio,Pick-up,Gris,9999,Colision,2010
Diciembre,Viernes,20,Guatemala,1,Hombre,25,Ignorado,Motocicleta,Azul,2005,Colision,2010
Diciembre,Viernes,20,Guatemala,1,Hombre,20,Ignorado,Bus extraurbano,Rojo,9999,Colision,2010
Marzo,Domingo,20,El Progreso,99,Hombre,34,No Ebrio,Microbus,Verde,1976,Colision,2010
Marzo,Domingo,20,El Progreso,99,Mujer,37,No Ebrio,Automovil,Verde,2000,Colision,2010
Marzo,Lunes,20,Retalhuleu,99,Hombre,32,No Ebrio,Motocicleta,Blanco,9999,Colision,2010
Marzo,Lunes,20,Retalhuleu,99,Ignorado,999,Ignorado,Pick-up,Blanco,9999,Colision,2010
Abril,Lunes,20,Santa Rosa,99,Hombre,41,No Ebrio,Pick-up,Gris,2008,Colision,2010
Diciembre,Viernes,20,Izabal,99,Hombre,45,No Ebrio,Camioneta,Ignorado,9999,Colision,2010
Diciembre,Viernes,20,Izabal,99,Hombre,22,Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Julio,Viernes,20,Escuintla,99,Hombre,32,Ebrio,Bus urbano,Rojo,9999,Colision,2010
Julio,Viernes,20,Escuintla,99,Hombre,32,No Ebrio,Camioneta,Rojo,9999,Colision,2010
Julio,Viernes,20,Quetzaltenango,2,Mujer,26,No Ebrio,Motocicleta,Verde,2006,Colision,2010
Julio,Viernes,20,Quetzaltenango,2,Hombre,38,Ebrio,Pick-up,Beige,9999,Colision,2010
Diciembre,Viernes,20,Huehuetenango,99,Ignorado,999,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Diciembre,Viernes,20,Huehuetenango,99,Hombre,18,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Marzo,Martes,20,Alta Verapaz,99,Hombre,999,No Ebrio,Microbus,Azul,2007,Colision,2010
Marzo,Martes,20,Alta Verapaz,99,Hombre,30,Ebrio,Pick-up,Rojo,2007,Colision,2010
Julio,Viernes,20,Peten,99,Ignorado,999,Ignorado,Mototaxi,Rojo,9999,Colision,2010
Julio,Viernes,20,Peten,99,Hombre,21,Ignorado,Mototaxi,Rojo,9999,Colision,2010
Junio,Miercoles,20,Jutiapa,99,Hombre,24,Ebrio,Automovil,Blanco,1995,Choque,2010
Julio,Sabado,20,Guatemala,12,Hombre,53,No Ebrio,Pick-up,Blanco,9999,Choque,2010
Noviembre,Lunes,20,Peten,99,Hombre,28,Ebrio,Pick-up,Negro,1998,Choque,2010
Octubre,Domingo,20,Quetzaltenango,99,Ignorado,999,Ignorado,Camioneta,Beige,1999,Choque,2010
Noviembre,Martes,20,Guatemala,12,Hombre,18,Ebrio,Motocicleta,Azul,2009,Choque,2010
Febrero,Domingo,20,Escuintla,99,Hombre,23,Ignorado,Motocicleta,Rojo,9999,Choque,2010
Abril,Viernes,20,Suchitepequez,99,Ignorado,999,Ignorado,Mototaxi,Ignorado,9999,Vuelco,2010
Junio,Sabado,20,Guatemala,99,Hombre,41,Ebrio,Pick-up,Rojo,1988,Vuelco,2010
Noviembre,Viernes,20,Guatemala,21,Hombre,28,Ebrio,Automovil,Blanco,1996,Choque,2010
Octubre,Viernes,20,Guatemala,7,Hombre,15,Ignorado,Mototaxi,Corinto,2008,Vuelco,2010
Junio,Martes,20,Santa Rosa,99,Hombre,27,No Ebrio,Pick-up,Negro,9999,Choque,2010
Enero,Domingo,20,Jalapa,99,Hombre,20,No Ebrio,Pick-up,Gris,1989,Choque,2010
Abril,Sabado,20,Retalhuleu,99,Hombre,47,Ebrio,Pick-up,Ignorado,9999,Caida,2010
Noviembre,Domingo,20,Guatemala,99,Hombre,999,Ignorado,Pick-up,Negro,9999,Choque,2010
Mayo,Miercoles,20,Alta Verapaz,99,Hombre,25,No Ebrio,Camion,Blanco,2000,Choque,2010
Abril,Domingo,20,Guatemala,18,Hombre,35,Ignorado,Camioneta,Blanco,1989,Choque,2010
Mayo,Jueves,20,Chimaltenango,99,Hombre,31,Ebrio,Automovil,Gris,9999,Choque,2010
Agosto,Domingo,20,Peten,99,Ignorado,999,Ignorado,Pick-up,Ignorado,9999,Caida,2010
Septiembre,Lunes,20,Zacapa,99,Hombre,29,Ebrio,Motocicleta,Rojo,2007,Choque,2010
Diciembre,Lunes,20,Peten,99,Hombre,5,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Diciembre,Miercoles,20,Santa Rosa,99,Ignorado,999,Ignorado,Pick-up,Azul,9999,Choque,2010
Enero,Sabado,20,Jalapa,99,Hombre,30,Ebrio,Pick-up,Ignorado,9999,Vuelco,2010
Agosto,Lunes,20,Peten,99,Mujer,33,No Ebrio,Motocicleta,Ignorado,9999,Caida,2010
Septiembre,Viernes,20,Alta Verapaz,9,Hombre,52,No Ebrio,Pick-up,Rojo,1985,Choque,2010
Enero,Domingo,20,Guatemala,9,Hombre,29,Ignorado,Motocicleta,Blanco,2008,Caida,2010
Agosto,Miercoles,20,Izabal,99,Mujer,20,No Ebrio,Motocicleta,Ignorado,9999,Choque,2010
Septiembre,Sabado,20,Peten,99,Ignorado,999,Ignorado,Pick-up,Negro,9999,Colision,2010
Septiembre,Sabado,20,Peten,99,Hombre,22,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Junio,Sabado,20,Escuintla,3,Hombre,26,Ebrio,Automovil,Ignorado,1998,Choque,2010
Octubre,Lunes,20,Jalapa,99,Hombre,60,Ebrio,Pick-up,Azul,9999,Choque,2010
Octubre,Lunes,20,Sacatepequez,99,Hombre,60,Ebrio,Automovil,Ignorado,9999,Choque,2010
Septiembre,Lunes,20,Guatemala,99,Ignorado,999,Ignorado,Cabezal,Blanco,9999,Vuelco,2010
Enero,Viernes,20,Guatemala,18,Hombre,22,Ignorado,Pick-up,Celeste,9999,Caida,2010
Marzo,Sabado,20,Izabal,99,Hombre,22,No Ebrio,Motocicleta,Rojo,9999,Choque,2010
Octubre,Jueves,20,Peten,99,Hombre,24,Ignorado,Motocicleta,Ignorado,9999,Choque,2010
Enero,Sabado,20,Retalhuleu,99,Hombre,20,Ebrio,Pick-up,Gris,9999,Vuelco,2010
Agosto,Domingo,20,Peten,99,Hombre,15,Ignorado,Motocicleta,Ignorado,9999,Caida,2010
Mayo,Sabado,20,Jalapa,99,Hombre,45,No Ebrio,Microbus,Blanco,9999,Choque,2010
Diciembre,Domingo,20,Escuintla,99,Hombre,39,No Ebrio,Pick-up,Ignorado,9999,Choque,2010
Septiembre,Jueves,20,Huehuetenango,1,Hombre,18,Ignorado,Automovil,Blanco,1992,Vuelco,2010
Julio,Viernes,20,Guatemala,99,Hombre,36,No Ebrio,Cabezal,Blanco,1989,Colision,2010
Julio,Viernes,20,Guatemala,99,Hombre,23,No Ebrio,Camioneta,Verde,1999,Colision,2010
Enero,Viernes,21,Guatemala,99,Hombre,67,Ignorado,Automovil,Rojo,1990,Colision,2010
Enero,Viernes,21,Guatemala,99,Ignorado,999,Ignorado,Automovil,Azul,9999,Colision,2010
Abril,Jueves,21,Guatemala,12,Hombre,39,No Ebrio,Automovil,Verde,1994,Colision,2010
Abril,Jueves,21,Guatemala,12,Hombre,39,No Ebrio,Automovil,Corinto,1997,Colision,2010
Marzo,Martes,21,Guatemala,1,Hombre,27,Ignorado,Automovil,Celeste,1993,Colision,2010
Marzo,Martes,21,Guatemala,1,Hombre,28,Ignorado,Automovil,Rojo,1998,Colision,2010
Mayo,Sabado,21,Guatemala,5,Hombre,24,Ebrio,Taxi,Blanco,9999,Colision,2010
Mayo,Sabado,21,Guatemala,5,Ignorado,999,Ignorado,Automovil,Celeste,9999,Colision,2010
Junio,Miercoles,21,Guatemala,6,Hombre,49,Ebrio,Bus extraurbano,Amarillo,9999,Colision,2010
Junio,Miercoles,21,Guatemala,6,Hombre,50,No Ebrio,Automovil,Verde,9999,Colision,2010
Julio,Jueves,21,Peten,99,Ignorado,999,Ignorado,Bus urbano,Rojo,1984,Colision,2010
Julio,Jueves,21,Peten,99,Hombre,55,No Ebrio,Pick-up,Gris,9999,Colision,2010
Septiembre,Viernes,21,Guatemala,15,Hombre,38,No Ebrio,Automovil,Blanco,9999,Colision,2010
Septiembre,Viernes,21,Guatemala,15,Hombre,25,Ebrio,Automovil,Celeste,9999,Colision,2010
Abril,Jueves,21,Quetzaltenango,99,Ignorado,999,Ignorado,Pick-up,Ignorado,9999,Colision,2010
Agosto,Lunes,21,Quetzaltenango,99,Mujer,53,No Ebrio,Automovil,Blanco,1975,Colision,2010
Agosto,Lunes,21,Quetzaltenango,99,Hombre,30,Ebrio,Automovil,Verde,1975,Colision,2010
Septiembre,Viernes,21,San Marcos,99,Ignorado,999,Ignorado,Automovil,Beige,9999,Colision,2010
Septiembre,Viernes,21,San Marcos,99,Ignorado,999,Ignorado,Camion,Ignorado,9999,Colision,2010
Agosto,Lunes,21,Sacatepequez,99,Mujer,40,No Ebrio,Automovil,Blanco,1996,Colision,2010
Agosto,Lunes,21,Sacatepequez,99,Hombre,37,No Ebrio,Cabezal,Morado,1998,Colision,2010
Febrero,Sabado,21,Escuintla,99,Hombre,34,Ignorado,Pick-up,Blanco,1987,Colision,2010
Febrero,Sabado,21,Escuintla,99,Hombre,32,Ignorado,Automovil,Azul,9999,Colision,2010
Septiembre,Sabado,21,Guatemala,99,Hombre,31,No Ebrio,Pick-up,Blanco,9999,Colision,2010
Septiembre,Sabado,21,Guatemala,99,Hombre,35,Ebrio,Pick-up,Ignorado,9999,Colision,2010
Octubre,Martes,21,Quetzaltenango,99,Hombre,32,Ignorado,Camioneta,Rojo,1984,Colision,2010
Octubre,Martes,21,Quetzaltenango,99,Hombre,49,Ignorado,Automovil,Azul,1995,Colision,2010
Octubre,Miercoles,21,Guatemala,3,Hombre,27,No Ebrio,Automovil,Beige,1996,Colision,2010
Octubre,Miercoles,21,Guatemala,3,Hombre,24,No Ebrio,Camioneta,Blanco,2008,Colision,2010
Febrero,Lunes,21,Escuintla,99,Hombre,35,Ebrio,Automovil,Negro,1998,Colision,2010
Febrero,Lunes,21,Escuintla,99,Hombre,35,No Ebrio,Automovil,Cafe,2001,Colision,2010
Marzo,Viernes,21,Guatemala,3,Hombre,44,Ignorado,Camioneta,Gris,1998,Colision,2010
Marzo,Viernes,21,Guatemala,3,Hombre,999,Ignorado,Motocicleta,Amarillo,9999,Colision,2010
Agosto,Miercoles,21,San Marcos,3,Hombre,27,No Ebrio,Automovil,Blanco,1990,Colision,2010
Agosto,Miercoles,21,San Marcos,3,Hombre,19,No Ebrio,Automovil,Blanco,1995,Colision,2010
Julio,Lunes,21,Alta Verapaz,99,Hombre,30,Ebrio,Pick-up,Ignorado,1990,Colision,2010
Julio,Lunes,21,Alta Verapaz,99,Hombre,34,No Ebrio,Microbus,Blanco,2007,Colision,2010
Septiembre,Domingo,21,Guatemala,99,Hombre,45,No Ebrio,Bus extraurbano,Blanco,9999,Colision,2010
Septiembre,Domingo,21,Guatemala,99,Hombre,26,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Enero,Jueves,21,Huehuetenango,11,Hombre,60,No Ebrio,Pick-up,Blanco,1990,Colision,2010
Enero,Jueves,21,Huehuetenango,11,Hombre,999,No Ebrio,Pick-up,Negro,9999,Colision,2010
Septiembre,Domingo,21,Quetzaltenango,1,Hombre,25,Ebrio,Automovil,Corinto,1989,Colision,2010
Septiembre,Domingo,21,Quetzaltenango,1,Ignorado,999,Ignorado,Automovil,Verde,9999,Colision,2010
Diciembre,Domingo,21,Quetzaltenango,99,Hombre,28,Ignorado,Automovil,Blanco,2001,Colision,2010
Diciembre,Domingo,21,Quetzaltenango,99,Hombre,29,Ebrio,Pick-up,Corinto,9999,Colision,2010
Febrero,Jueves,21,Chiquimula,99,Hombre,25,Ignorado,Pick-up,Azul,1992,Colision,2010
Febrero,Jueves,21,Chiquimula,99,Hombre,27,Ignorado,Motocicleta,Rojo,2006,Colision,2010
Abril,Sabado,21,Santa Rosa,99,Mujer,17,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Abril,Sabado,21,Santa Rosa,99,Ignorado,999,Ignorado,Pick-up,Ignorado,9999,Colision,2010
Agosto,Viernes,21,Guatemala,99,Hombre,24,No Ebrio,Pick-up,Blanco,9999,Colision,2010
Agosto,Viernes,21,Guatemala,99,Hombre,32,No Ebrio,Camion,Negro,9999,Colision,2010
Agosto,Viernes,21,Chiquimula,99,Hombre,26,Ebrio,Pick-up,Gris,2008,Colision,2010
Noviembre,Sabado,21,Guatemala,24,Hombre,29,Ignorado,Automovil,Rojo,9999,Colision,2010
Noviembre,Sabado,21,Guatemala,24,Hombre,21,Ignorado,Mototaxi,Rojo,9999,Colision,2010
Mayo,Miercoles,21,Escuintla,99,Hombre,53,No Ebrio,Cabezal,Ignorado,9999,Colision,2010
Julio,Jueves,21,Guatemala,7,Hombre,34,No Ebrio,Automovil,Rojo,2007,Colision,2010
Julio,Jueves,21,Guatemala,7,Hombre,40,No Ebrio,Pick-up,Rojo,9999,Colision,2010
Febrero,Viernes,21,Santa Rosa,99,Hombre,35,Ignorado,Automovil,Gris,1988,Colision,2010
Febrero,Viernes,21,Santa Rosa,99,Hombre,28,Ebrio,Automovil,Azul,9999,Colision,2010
Abril,Sabado,21,Sacatepequez,99,Ignorado,999,Ignorado,Automovil,Negro,9999,Colision,2010
Abril,Sabado,21,Sacatepequez,99,Mujer,21,No Ebrio,Pick-up,Negro,9999,Colision,2010
Junio,Jueves,21,El Progreso,99,Hombre,32,No Ebrio,Automovil,Verde,1993,Colision,2010
Junio,Jueves,21,El Progreso,99,Hombre,19,No Ebrio,Camioneta,Gris,1996,Colision,2010
Diciembre,Miercoles,21,Huehuetenango,99,Hombre,25,No Ebrio,Pick-up,Beige,9999,Colision,2010
Diciembre,Miercoles,21,Huehuetenango,99,Hombre,37,Ebrio,Automovil,Ignorado,9999,Colision,2010
Diciembre,Miercoles,21,Guatemala,6,Hombre,23,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Diciembre,Miercoles,21,Guatemala,6,Hombre,21,No Ebrio,Automovil,Verde,9999,Colision,2010
Octubre,Sabado,21,Jalapa,1,Hombre,50,Ebrio,Motocicleta,Corinto,1987,Colision,2010
Octubre,Sabado,21,Jalapa,1,Hombre,21,No Ebrio,Motocicleta,Rojo,1998,Colision,2010
Julio,Viernes,21,Guatemala,12,Hombre,24,Ebrio,Automovil,Gris,1998,Colision,2010
Julio,Viernes,21,Guatemala,12,Hombre,43,No Ebrio,Automovil,Gris,1998,Colision,2010
Abril,Domingo,21,Peten,99,Ignorado,999,Ignorado,Ignorado,Ignorado,9999,Colision,2010
Abril,Domingo,21,Peten,99,Hombre,28,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Julio,Viernes,21,Escuintla,99,Hombre,42,No Ebrio,Tractor,Rojo,9999,Colision,2010
Abril,Lunes,21,Jalapa,99,Hombre,42,Ebrio,Pick-up,Blanco,1991,Colision,2010
Abril,Lunes,21,Jalapa,99,Hombre,48,No Ebrio,Automovil,Ignorado,9999,Colision,2010
Junio,Domingo,21,Guatemala,99,Hombre,34,No Ebrio,Automovil,Negro,1987,Colision,2010
Junio,Domingo,21,Guatemala,99,Hombre,28,No Ebrio,Motocicleta,Azul,9999,Colision,2010
Julio,Domingo,21,Guatemala,99,Hombre,48,No Ebrio,Automovil,Blanco,1998,Colision,2010
Julio,Domingo,21,Guatemala,99,Hombre,31,No Ebrio,Automovil,Gris,2001,Colision,2010
Septiembre,Sabado,21,Quiche,99,Hombre,999,No Ebrio,Motocicleta,Blanco,2007,Colision,2010
Septiembre,Sabado,21,Quiche,99,Hombre,43,Ebrio,Pick-up,Blanco,2007,Colision,2010
Enero,Viernes,21,El Progreso,99,Hombre,35,No Ebrio,Automovil,Corinto,1994,Colision,2010
Enero,Viernes,21,El Progreso,99,Hombre,32,Ebrio,Pick-up,Blanco,9999,Colision,2010
Octubre,Miercoles,21,Escuintla,99,Hombre,28,Ebrio,Pick-up,Gris,9999,Colision,2010
Octubre,Miercoles,21,Escuintla,99,Hombre,25,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Enero,Sabado,21,Guatemala,1,Hombre,23,Ignorado,Camion,Ignorado,9999,Colision,2010
Enero,Sabado,21,Guatemala,1,Hombre,20,Ignorado,Motocicleta,Rojo,9999,Colision,2010
Noviembre,Sabado,21,Quetzaltenango,5,Ignorado,999,Ignorado,Camion,Rojo,9999,Colision,2010
Octubre,Jueves,21,Guatemala,13,Hombre,32,No Ebrio,Automovil,Blanco,2002,Colision,2010
Octubre,Jueves,21,Guatemala,13,Mujer,40,No Ebrio,Automovil,Gris,2005,Colision,2010
Abril,Miercoles,21,Guatemala,12,Hombre,22,No Ebrio,Automovil,Blanco,1997,Colision,2010
Abril,Miercoles,21,Guatemala,12,Ignorado,999,Ignorado,Automovil,Cafe,9999,Colision,2010
Julio,Domingo,21,Alta Verapaz,99,Hombre,49,Ebrio,Automovil,Blanco,9999,Colision,2010
Julio,Domingo,21,Alta Verapaz,99,Hombre,999,No Ebrio,Pick-up,Ignorado,9999,Colision,2010
Julio,Domingo,21,Peten,99,Ignorado,999,Ignorado,Automovil,Gris,9999,Colision,2010
Julio,Domingo,21,Quiche,99,Hombre,50,No Ebrio,Pick-up,Rojo,1986,Colision,2010
Julio,Domingo,21,Quiche,99,Hombre,30,No Ebrio,Bus extraurbano,Rojo,1995,Colision,2010
Febrero,Martes,21,Alta Verapaz,99,Hombre,29,Ignorado,Pick-up,Azul,9999,Colision,2010
Febrero,Martes,21,Alta Verapaz,99,Hombre,25,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Octubre,Sabado,21,Guatemala,6,Hombre,17,No Ebrio,Bus urbano,Ignorado,9999,Colision,2010
Octubre,Sabado,21,Guatemala,6,Hombre,17,No Ebrio,Bus urbano,Ignorado,9999,Colision,2010
Diciembre,Domingo,21,Jalapa,1,Hombre,51,Ebrio,Automovil,Azul,1998,Colision,2010
Diciembre,Domingo,21,Jalapa,1,Mujer,16,No Ebrio,Motocicleta,Rojo,2008,Colision,2010
Septiembre,Lunes,21,Alta Verapaz,99,Hombre,28,Ebrio,Camioneta,Blanco,9999,Colision,2010
Septiembre,Lunes,21,Alta Verapaz,99,Hombre,999,No Ebrio,Automovil,Ignorado,9999,Colision,2010
Octubre,Sabado,21,Guatemala,99,Hombre,37,Ebrio,Automovil,Beige,1986,Colision,2010
Octubre,Sabado,21,Guatemala,99,Hombre,25,Ebrio,Automovil,Rojo,1986,Colision,2010
Junio,Jueves,21,Jalapa,99,Hombre,30,Ebrio,Pick-up,Rojo,1990,Colision,2010
Junio,Jueves,21,Jalapa,99,Hombre,45,No Ebrio,Pick-up,Gris,1995,Colision,2010
Mayo,Miercoles,21,Huehuetenango,99,Ignorado,999,Ignorado,Camion,Blanco,9999,Colision,2010
Mayo,Miercoles,21,Huehuetenango,99,Hombre,42,No Ebrio,Camion,Blanco,9999,Colision,2010
Mayo,Jueves,21,Huehuetenango,99,Hombre,23,No Ebrio,Automovil,Negro,1997,Colision,2010
Mayo,Jueves,21,Huehuetenango,99,Hombre,13,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Agosto,Viernes,21,Guatemala,19,Hombre,27,Ebrio,Automovil,Celeste,1995,Colision,2010
Agosto,Viernes,21,Guatemala,19,Hombre,32,No Ebrio,Taxi,Blanco,1997,Colision,2010
Diciembre,Lunes,21,Guatemala,99,Hombre,20,Ignorado,Cabezal,Blanco,9999,Colision,2010
Junio,Viernes,21,Suchitepequez,99,Hombre,18,Ebrio,Mototaxi,Rojo,2004,Colision,2010
Junio,Viernes,21,Suchitepequez,99,Hombre,31,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Noviembre,Miercoles,21,Guatemala,7,Hombre,20,Ignorado,Motocicleta,Azul,1986,Colision,2010
Noviembre,Miercoles,21,Guatemala,7,Ignorado,999,Ignorado,Automovil,Gris,9999,Colision,2010
Abril,Viernes,21,Huehuetenango,99,Hombre,43,Ebrio,Ignorado,Gris,9999,Colision,2010
Abril,Viernes,21,Huehuetenango,99,Hombre,28,No Ebrio,Ignorado,Negro,9999,Colision,2010
Agosto,Sabado,21,Guatemala,11,Hombre,33,Ebrio,Automovil,Blanco,1987,Colision,2010
Agosto,Sabado,21,Guatemala,11,Hombre,999,Ebrio,Automovil,Corinto,1987,Colision,2010
Marzo,Domingo,21,Chimaltenango,2,Hombre,41,Ignorado,Microbus,Blanco,1987,Colision,2010
Marzo,Domingo,21,Chimaltenango,2,Hombre,30,Ebrio,Automovil,Gris,1987,Colision,2010
Mayo,Viernes,21,Chimaltenango,99,Hombre,16,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Mayo,Viernes,21,Chimaltenango,99,Ignorado,999,Ignorado,Mototaxi,Rojo,9999,Colision,2010
Mayo,Sabado,21,Escuintla,1,Ignorado,999,Ignorado,Motocicleta,Negro,1978,Colision,2010
Mayo,Sabado,21,Escuintla,1,Hombre,33,Ebrio,Automovil,Negro,1989,Colision,2010
Mayo,Sabado,21,Escuintla,1,Ignorado,999,Ignorado,Automovil,Verde,1993,Colision,2010
Marzo,Lunes,21,Chimaltenango,99,Ignorado,999,Ignorado,Ignorado,Ignorado,9999,Colision,2010
Marzo,Lunes,21,Chimaltenango,99,Hombre,22,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Mayo,Domingo,21,Guatemala,17,Hombre,19,No Ebrio,Motocicleta,Azul,9999,Colision,2010
Mayo,Domingo,21,Guatemala,17,Hombre,27,No Ebrio,Automovil,Rojo,9999,Colision,2010
Junio,Lunes,21,Suchitepequez,99,Hombre,52,No Ebrio,Pick-up,Anaranjado,1990,Colision,2010
Junio,Lunes,21,Suchitepequez,99,Hombre,46,Ebrio,Pick-up,Negro,2000,Colision,2010
Diciembre,Jueves,21,Guatemala,8,Hombre,23,No Ebrio,Automovil,Corinto,9999,Colision,2010
Diciembre,Jueves,21,Guatemala,8,Hombre,25,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Enero,Sabado,21,Guatemala,3,Hombre,34,No Ebrio,Automovil,Corinto,2001,Colision,2010
Enero,Sabado,21,Guatemala,3,Hombre,20,No Ebrio,Automovil,Verde,9999,Colision,2010
Mayo,Domingo,21,Escuintla,99,Hombre,31,Ebrio,Camion,Blanco,9999,Colision,2010
Mayo,Domingo,21,Escuintla,99,Hombre,27,No Ebrio,Pick-up,Verde,9999,Colision,2010
Febrero,Lunes,21,Guatemala,7,Hombre,57,No Ebrio,Automovil,Blanco,1999,Colision,2010
Febrero,Lunes,21,Guatemala,7,Hombre,47,Ignorado,Motocicleta,Azul,9999,Colision,2010
Junio,Lunes,21,Peten,99,Ignorado,999,Ignorado,Camioneta,Azul,2003,Colision,2010
Junio,Lunes,21,Peten,99,Hombre,23,Ebrio,Mototaxi,Rojo,2010,Colision,2010
Enero,Sabado,21,Suchitepequez,1,Hombre,24,No Ebrio,Pick-up,Corinto,1985,Colision,2010
Enero,Sabado,21,Suchitepequez,1,Hombre,30,Ebrio,Camioneta,Blanco,1997,Colision,2010
Enero,Sabado,21,Totonicapan,1,Hombre,30,Ebrio,Camion,Blanco,1988,Colision,2010
Enero,Sabado,21,Totonicapan,1,Hombre,40,Ebrio,Camion,Blanco,1988,Colision,2010
Enero,Sabado,21,Totonicapan,1,Ignorado,999,Ignorado,Automovil,Negro,9999,Colision,2010
Marzo,Martes,21,Baja Verapaz,99,Hombre,36,Ignorado,Camion,Blanco,1994,Colision,2010
Marzo,Martes,21,Baja Verapaz,99,Hombre,36,Ignorado,Pick-up,Gris,9999,Colision,2010
Abril,Domingo,21,Quetzaltenango,5,Ignorado,999,Ignorado,Camioneta,Azul,1976,Colision,2010
Abril,Domingo,21,Quetzaltenango,5,Ignorado,999,Ignorado,Camioneta,Rojo,1994,Colision,2010
Abril,Domingo,21,Quetzaltenango,5,Hombre,49,Ebrio,Pick-up,Gris,1996,Colision,2010
Noviembre,Domingo,21,Guatemala,13,Hombre,37,Ignorado,Pick-up,Gris,1991,Colision,2010
Noviembre,Domingo,21,Guatemala,13,Hombre,51,Ignorado,Automovil,Azul,2001,Colision,2010
Julio,Lunes,21,Guatemala,99,Hombre,23,No Ebrio,Automovil,Negro,1997,Colision,2010
Julio,Lunes,21,Guatemala,99,Hombre,999,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Diciembre,Viernes,21,Santa Rosa,99,Hombre,999,No Ebrio,Camion,Blanco,1989,Colision,2010
Octubre,Domingo,21,Zacapa,99,Hombre,36,Ignorado,Pick-up,Ignorado,1987,Colision,2010
Octubre,Domingo,21,Zacapa,99,Hombre,32,Ignorado,Automovil,Corinto,1991,Colision,2010
Mayo,Miercoles,21,Solola,99,Hombre,25,No Ebrio,Camion,Blanco,2010,Colision,2010
Mayo,Miercoles,21,Solola,99,Hombre,23,No Ebrio,Mototaxi,Ignorado,9999,Colision,2010
Marzo,Viernes,21,Guatemala,1,Hombre,45,Ignorado,Automovil,Ignorado,1998,Colision,2010
Marzo,Viernes,21,Guatemala,1,Mujer,48,Ignorado,Automovil,Azul,9999,Colision,2010
Noviembre,Domingo,21,San Marcos,5,Hombre,42,Ebrio,Pick-up,Beige,9999,Colision,2010
Noviembre,Domingo,21,San Marcos,5,Hombre,37,No Ebrio,Taxi,Blanco,9999,Colision,2010
Junio,Sabado,21,Jalapa,99,Hombre,33,Ebrio,Pick-up,Corinto,1994,Colision,2010
Junio,Sabado,21,Jalapa,99,Ignorado,999,Ignorado,Microbus,Corinto,1995,Colision,2010
Julio,Martes,21,Escuintla,99,Ignorado,999,Ignorado,Cabezal,Blanco,9999,Colision,2010
Julio,Martes,21,Escuintla,99,Hombre,20,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Diciembre,Domingo,21,Guatemala,1,Hombre,23,Ebrio,Camioneta,Anaranjado,2004,Colision,2010
Diciembre,Domingo,21,Guatemala,1,Hombre,40,Ignorado,Bus urbano,Verde,9999,Colision,2010
Abril,Martes,21,Peten,99,Mujer,58,No Ebrio,Automovil,Rojo,9999,Colision,2010
Abril,Martes,21,Peten,99,Hombre,62,No Ebrio,Cabezal,Rojo,9999,Colision,2010
Julio,Martes,21,Izabal,99,Ignorado,999,Ignorado,Camion,Azul,9999,Colision,2010
