dia_ocu,hora_ocu,mes_ocu,dia_sem_ocu,depto_ocu,zona_ocu,sexo_pil,edad_pil,estado_pil,mayor_menor,tipo_vehi,marca_vehi,causa_acc,year
1,16,Enero,Lunes,Guatemala,Ignorada,Hombre,28,Ignorado,Mayor,Motocicleta,Italika,Choque,2018
1,12,Enero,Lunes,Jutiapa,Ignorada,Hombre,19,No ebrio,Mayor,Automóvil,Toyota,Colisión,2018
1,12,Enero,Lunes,Jutiapa,Ignorada,Hombre,60,No ebrio,Mayor,Motocicleta,Bajaj,Colisión,2018
1,7,Enero,Lunes,Jalapa,Ignorada,Hombre,42,Ignorado,Mayor,Automóvil,Ignorado,Choque,2018
1,22,Enero,Lunes,Zacapa,Ignorada,Hombre,17,Ignorado,Menor,Motocicleta,Ignorado,Choque,2018
1,23,Enero,Lunes,Zacapa,Ignorada,Hombre,47,Ignorado,Mayor,Motocicleta,Honda,Choque,2018
1,1,Enero,Lunes,Escuintla,Ignorada,Hombre,23,No ebrio,Mayor,Automóvil,Toyota,Colisión,2018
1,1,Enero,Lunes,Escuintla,Ignorada,Hombre,30,No ebrio,Mayor,Pick up,Toyota,Colisión,2018
1,4,Enero,Lunes,Escuintla,Ignorada,Hombre,30,No ebrio,Mayor,Motocicleta,Suzuki,Choque,2018
1,21,Enero,Lunes,Santa Rosa,Ignorada,Hombre,17,No ebrio,Menor,Motocicleta,Suzuki,Choque,2018
1,9,Enero,Lunes,Santa Rosa,Ignorada,Hombre,25,Ignorado,Mayor,Pick up,Toyota,Vuelco,2018
1,11,Enero,Lunes,Retalhuleu,Ignorada,Hombre,49,No ebrio,Mayor,Automóvil,Mazda,Colisión,2018
1,11,Enero,Lunes,Retalhuleu,Ignorada,Hombre,23,Ebrio,Mayor,Motocicleta,Yumbo dakar,Colisión,2018
1,18,Enero,Lunes,Retalhuleu,Ignorada,Hombre,18,No ebrio,Mayor,Camioneta,Honda,Colisión,2018
1,18,Enero,Lunes,Retalhuleu,Ignorada,Hombre,39,No ebrio,Mayor,Bicicleta,Ignorado,Colisión,2018
1,23,Enero,Lunes,Baja Verapaz,Ignorada,Hombre,18,Ignorado,Mayor,Motocicleta,Ignorado,Choque,2018
1,23,Enero,Lunes,Petén,Ignorada,Hombre,35,Ignorado,Mayor,Motocicleta,Ignorado,Choque,2018
1,5,Enero,Lunes,Quiché,Ignorada,Hombre,72,No ebrio,Mayor,Panel,Toyota,Choque,2018
1,16,Enero,Lunes,Quiché,Ignorada,Hombre,44,No ebrio,Mayor,Automóvil,Geo,Colisión,2018
1,16,Enero,Lunes,Quiché,Ignorada,Hombre,25,Ebrio,Mayor,Motocicleta,Italika,Colisión,2018
1,7,Enero,Lunes,Sacatepéquez,Ignorada,Hombre,53,No ebrio,Mayor,Pick up,Toyota,Colisión,2018
1,7,Enero,Lunes,Sacatepéquez,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Automóvil,Mitsubishi,Colisión,2018
1,7,Enero,Lunes,Sacatepéquez,Ignorada,Hombre,42,No ebrio,Mayor,Pick up,Toyota,Colisión,2018
1,7,Enero,Lunes,Sacatepéquez,Ignorada,Hombre,29,Ebrio,Mayor,Automóvil,Mitsubishi,Colisión,2018
2,15,Enero,Martes,Guatemala,5,Hombre,44,Ignorado,Mayor,Camioneta,Ignorado,Colisión,2018
2,15,Enero,Martes,Guatemala,5,Hombre,27,Ignorado,Mayor,Motocicleta,Suzuki,Colisión,2018
2,5,Enero,Martes,Guatemala,Ignorada,Hombre,47,No ebrio,Mayor,Pick up,Toyota,Embarranco,2018
2,2,Enero,Martes,Petén,Ignorada,Hombre,34,Ebrio,Mayor,Camioneta,Ignorado,Colisión,2018
2,2,Enero,Martes,Petén,Ignorada,Hombre,21,No ebrio,Mayor,Motocicleta,Ignorado,Colisión,2018
2,10,Enero,Martes,Sololá,Ignorada,Hombre,55,No ebrio,Mayor,Camioneta,Honda,Colisión,2018
2,10,Enero,Martes,Sololá,Ignorada,Hombre,39,No ebrio,Mayor,Pick up,Toyota,Colisión,2018
2,23,Enero,Martes,Sololá,Ignorada,Hombre,62,No ebrio,Mayor,Pick up,Toyota,Embarranco,2018
2,18,Enero,Martes,Chimaltenango,Ignorada,Hombre,20,No ebrio,Mayor,Pick up,Toyota,Choque,2018
2,6,Enero,Martes,Sacatepéquez,Ignorada,Hombre,33,No ebrio,Mayor,Microbús,Hyundai,Colisión,2018
2,6,Enero,Martes,Sacatepéquez,Ignorada,Hombre,34,No ebrio,Mayor,Cabezal,Freightliner,Colisión,2018
2,15,Enero,Martes,Jalapa,Ignorada,Hombre,Ignorada,No ebrio,Mayor,Pick up,Toyota,Colisión,2018
2,15,Enero,Martes,Jalapa,Ignorada,Hombre,Ignorada,No ebrio,Mayor,Motocicleta,Rhino,Colisión,2018
2,21,Enero,Martes,Baja Verapaz,Ignorada,Hombre,37,Ebrio,Mayor,Ignorado,Toyota,Embarranco,2018
2,19,Enero,Martes,Guatemala,Ignorada,Hombre,17,No ebrio,Menor,Motocicleta,Ignorado,Colisión,2018
2,19,Enero,Martes,Guatemala,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2018
2,15,Enero,Martes,Escuintla,Ignorada,Hombre,60,No ebrio,Mayor,Camión,Mitsubishi,Choque,2018
2,23,Enero,Martes,Escuintla,Ignorada,Ignorado,Ignorada,No ebrio,Ignorado,Camioneta,Kia,Choque,2018
3,22,Enero,Miércoles,Guatemala,Ignorada,Hombre,28,Ignorado,Mayor,Motocicleta,Haojue,Colisión,2018
3,22,Enero,Miércoles,Guatemala,Ignorada,Hombre,26,Ignorado,Mayor,Motocicleta,Italika,Colisión,2018
3,8,Enero,Miércoles,Guatemala,12,Hombre,33,No ebrio,Mayor,Motocicleta,Hero Hunk,Colisión,2018
3,8,Enero,Miércoles,Guatemala,12,Mujer,25,No ebrio,Mayor,Automóvil,Honda,Colisión,2018
3,9,Enero,Miércoles,Santa Rosa,Ignorada,Hombre,27,Ignorado,Mayor,Automóvil,Toyota,Colisión,2018
3,9,Enero,Miércoles,Santa Rosa,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Camioneta,Isuzu,Colisión,2018
3,21,Enero,Miércoles,Suchitepéquez,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Bus urbano,Internacional,Vuelco,2018
3,23,Enero,Miércoles,Petén,Ignorada,Hombre,23,No ebrio,Mayor,Automóvil,Audi,Colisión,2018
3,23,Enero,Miércoles,Petén,Ignorada,Hombre,37,Ebrio,Mayor,Motocicleta,Italika,Colisión,2018
3,18,Enero,Miércoles,Quiché,Ignorada,Hombre,29,No ebrio,Mayor,Camión,Ford,Colisión,2018
3,18,Enero,Miércoles,Quiché,Ignorada,Hombre,58,Ignorado,Mayor,Pick up,Toyota,Colisión,2018
3,10,Enero,Miércoles,Sololá,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Pick up,Toyota,Vuelco,2018
3,14,Enero,Miércoles,Chimaltenango,Ignorada,Hombre,57,No ebrio,Mayor,Automóvil,Toyota,Colisión,2018
3,14,Enero,Miércoles,Chimaltenango,Ignorada,Hombre,28,Ignorado,Mayor,Motocicleta,Italika,Colisión,2018
4,13,Enero,Jueves,Guatemala,12,Hombre,54,Ignorado,Mayor,Camión,Kia,Colisión,2018
4,13,Enero,Jueves,Guatemala,12,Hombre,32,Ignorado,Mayor,Motocicleta,Freedom,Colisión,2018
4,15,Enero,Jueves,Alta Verapaz,Ignorada,Hombre,42,Ignorado,Mayor,Bus urbano,Hyundai,Colisión,2018
4,22,Enero,Jueves,Baja Verapaz,Ignorada,Hombre,27,Ebrio,Mayor,Pick up,Toyota,Colisión,2018
4,22,Enero,Jueves,Baja Verapaz,Ignorada,Mujer,20,No ebrio,Mayor,Camioneta,Ignorado,Colisión,2018
4,14,Enero,Jueves,Chimaltenango,Ignorada,Hombre,40,Ignorado,Mayor,Pick up,Kia,Colisión,2018
4,14,Enero,Jueves,Chimaltenango,Ignorada,Hombre,19,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2018
5,0,Enero,Viernes,Guatemala,6,Hombre,22,Ebrio,Mayor,Motocicleta,Suzuki,Choque,2018
5,2,Enero,Viernes,Guatemala,Ignorada,Hombre,25,Ignorado,Mayor,Automóvil,Subaru,Choque,2018
5,6,Enero,Viernes,Escuintla,Ignorada,Hombre,57,No ebrio,Mayor,Cabezal,Freightliner,Colisión,2018
5,6,Enero,Viernes,Escuintla,Ignorada,Hombre,56,Ignorado,Mayor,Cabezal,Ford,Colisión,2018
5,6,Enero,Viernes,Escuintla,Ignorada,Hombre,28,Ignorado,Mayor,Motocicleta,Ignorado,Choque,2018
5,8,Enero,Viernes,Suchitepéquez,Ignorada,Hombre,51,No ebrio,Mayor,Bus urbano,Ignorado,Colisión,2018
5,8,Enero,Viernes,Suchitepéquez,Ignorada,Hombre,32,No ebrio,Mayor,Motocicleta,Bajaj,Colisión,2018
5,13,Enero,Viernes,Retalhuleu,Ignorada,Mujer,18,No ebrio,Mayor,Motocicleta,TVS Apache,Colisión,2018
5,13,Enero,Viernes,Retalhuleu,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Camión,Internacional,Colisión,2018
5,7,Enero,Viernes,Alta Verapaz,Ignorada,Hombre,32,No ebrio,Mayor,Microbús,Toyota,Colisión,2018
5,7,Enero,Viernes,Alta Verapaz,Ignorada,Hombre,32,No ebrio,Mayor,Pick up,Toyota,Colisión,2018
5,11,Enero,Viernes,Izabal,Ignorada,Hombre,43,No ebrio,Mayor,Pick up,Toyota,Colisión,2018
5,11,Enero,Viernes,Izabal,Ignorada,Hombre,17,No ebrio,Menor,Motocicleta,Suzuki,Colisión,2018
6,11,Enero,Sábado,Guatemala,6,Hombre,23,No ebrio,Mayor,Automóvil,Honda,Colisión,2018
6,3,Enero,Sábado,Guatemala,1,Hombre,33,No ebrio,Mayor,Automóvil,Chevrolet,Colisión,2018
6,3,Enero,Sábado,Guatemala,1,Hombre,27,No ebrio,Mayor,Automóvil,Hyundai,Colisión,2018
6,21,Enero,Sábado,Guatemala,3,Ignorado,Ignorada,Ignorado,Ignorado,Motocicleta,Ignorado,Colisión,2018
6,15,Enero,Sábado,San Marcos,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Camión,Internacional,Colisión,2018
6,16,Enero,Sábado,Izabal,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Camión,Ignorado,Colisión,2018
6,11,Enero,Sábado,Petén,Ignorada,Hombre,29,Ignorado,Mayor,Automóvil,Mazda,Colisión,2018
6,11,Enero,Sábado,Petén,Ignorada,Hombre,29,Ignorado,Mayor,Motocicleta,Suzuki,Colisión,2018
6,17,Enero,Sábado,Quiché,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Bus extraurbano,Ignorado,Vuelco,2018
6,22,Enero,Sábado,Guatemala,6,Mujer,36,Ignorado,Mayor,Automóvil,Toyota,Colisión,2018
6,22,Enero,Sábado,Guatemala,6,Hombre,24,Ignorado,Mayor,Motocicleta,Asia Hero,Colisión,2018
6,11,Enero,Sábado,Escuintla,Ignorada,Hombre,58,Ignorado,Mayor,Cabezal,Honda,Colisión,2018
6,11,Enero,Sábado,Escuintla,Ignorada,Hombre,28,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2018
6,22,Enero,Sábado,Guatemala,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Vuelco,2018
6,12,Enero,Sábado,Huehuetenango,Ignorada,Hombre,25,Ebrio,Mayor,Motocicleta,Freedom,Caída,2018
6,16,Enero,Sábado,Retalhuleu,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2018
6,16,Enero,Sábado,Retalhuleu,Ignorada,Hombre,25,Ebrio,Mayor,Motocicleta,Ignorado,Colisión,2018
7,21,Enero,Domingo,Guatemala,1,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2018
7,21,Enero,Domingo,Guatemala,1,Hombre,30,Ignorado,Mayor,Motocicleta,AHM,Colisión,2018
7,0,Enero,Domingo,Guatemala,Ignorada,Hombre,45,Ignorado,Mayor,Motocicleta,Bajaj,Colisión,2018
7,0,Enero,Domingo,Guatemala,Ignorada,Hombre,21,Ignorado,Mayor,Motocicleta,Honda,Colisión,2018
7,17,Enero,Domingo,Guatemala,Ignorada,Hombre,39,Ignorado,Mayor,Pick up,Nissan,Colisión,2018
7,17,Enero,Domingo,Guatemala,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Motocicleta,Yamaha,Colisión,2018
7,14,Enero,Domingo,Zacapa,Ignorada,Hombre,53,Ignorado,Mayor,Camión,Mitsubishi,Colisión,2018
7,14,Enero,Domingo,Zacapa,Ignorada,Hombre,25,Ignorado,Mayor,Pick up,Toyota,Colisión,2018
7,16,Enero,Domingo,Escuintla,Ignorada,Hombre,37,Ebrio,Mayor,Pick up,Nissan,Colisión,2018
7,16,Enero,Domingo,Escuintla,Ignorada,Hombre,53,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2018
7,1,Enero,Domingo,Escuintla,Ignorada,Hombre,23,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2018
7,1,Enero,Domingo,Escuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Camión,Ignorado,Colisión,2018
7,14,Enero,Domingo,Escuintla,Ignorada,Mujer,30,Ignorado,Mayor,Automóvil,Mitsubishi,Vuelco,2018
7,9,Enero,Domingo,Quetzaltenango,Ignorada,Hombre,34,Ignorado,Mayor,Jeep,Suzuki,Vuelco,2018
7,11,Enero,Domingo,Baja Verapaz,Ignorada,Hombre,38,Ignorado,Mayor,Motocicleta,Italika,Colisión,2018
7,11,Enero,Domingo,Baja Verapaz,Ignorada,Hombre,27,Ignorado,Mayor,Moto taxi,Bajaj,Colisión,2018
7,16,Enero,Domingo,Izabal,Ignorada,Hombre,22,Ignorado,Mayor,Cabezal,Freightliner,Colisión,2018
7,16,Enero,Domingo,Petén,Ignorada,Hombre,50,Ignorado,Mayor,Automóvil,Hyundai,Colisión,2018
7,16,Enero,Domingo,Petén,Ignorada,Hombre,47,Ignorado,Mayor,Automóvil,Toyota,Colisión,2018
7,10,Enero,Domingo,Petén,Ignorada,Hombre,31,Ebrio,Mayor,Camioneta,Isuzu,Colisión,2018
7,12,Enero,Domingo,Quiché,Ignorada,Hombre,48,Ignorado,Mayor,Pick up,Toyota,Colisión,2018
7,12,Enero,Domingo,Quiché,Ignorada,Hombre,35,Ignorado,Mayor,Microbús,Toyota,Colisión,2018
8,14,Enero,Lunes,Guatemala,Ignorada,Hombre,40,Ignorado,Mayor,Pick up,Toyota,Vuelco,2018
8,23,Enero,Lunes,Guatemala,3,Hombre,27,Ignorado,Mayor,Motocicleta,Serpento,Colisión,2018
8,12,Enero,Lunes,Guatemala,18,Hombre,20,Ignorado,Mayor,Microbús,Suzuki,Colisión,2018
8,12,Enero,Lunes,Guatemala,18,Ignorado,Ignorada,Ignorado,Mayor,Panel,Ignorado,Colisión,2018
8,21,Enero,Lunes,Guatemala,Ignorada,Hombre,38,Ignorado,Mayor,Camión,Isuzu,Colisión,2018
8,21,Enero,Lunes,Guatemala,Ignorada,Hombre,64,Ignorado,Mayor,Pick up,Kia,Colisión,2018
8,21,Enero,Lunes,Guatemala,Ignorada,Hombre,54,Ebrio,Mayor,Pick up,Toyota,Colisión,2018
8,21,Enero,Lunes,Guatemala,Ignorada,Hombre,Ignorada,No ebrio,Mayor,Motocicleta,Bajaj,Colisión,2018
8,19,Enero,Lunes,Chiquimula,Ignorada,Hombre,22,Ignorado,Mayor,Automóvil,Honda,Colisión,2018
8,19,Enero,Lunes,Chiquimula,Ignorada,Hombre,39,Ignorado,Mayor,Microbús,Toyota,Colisión,2018
8,21,Enero,Lunes,Zacapa,Ignorada,Hombre,23,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2018
8,21,Enero,Lunes,Zacapa,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Moto taxi,Ignorado,Colisión,2018
8,0,Enero,Lunes,Retalhuleu,Ignorada,Hombre,19,Ignorado,Mayor,Motocicleta,Bajaj,Colisión,2018
8,0,Enero,Lunes,Retalhuleu,Ignorada,Hombre,Ignorada,Ignorado,Mayor,Automóvil,Ignorado,Colisión,2018
8,0,Enero,Lunes,San Marcos,Ignorada,Hombre,57,Ignorado,Mayor,Automóvil,Toyota,Colisión,2018
8,0,Enero,Lunes,San Marcos,Ignorada,Hombre,42,Ignorado,Mayor,Automóvil,Toyota,Colisión,2018
8,13,Enero,Lunes,Alta Verapaz,Ignorada,Hombre,28,Ignorado,Mayor,Automóvil,Kia,Colisión,2018
8,13,Enero,Lunes,Alta Verapaz,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Camioneta,Isuzu,Choque,2018
8,14,Enero,Lunes,Petén,Ignorada,Hombre,32,Ignorado,Mayor,Camión,Sterling,Colisión,2018
8,14,Enero,Lunes,Petén,Ignorada,Hombre,27,Ignorado,Mayor,Moto taxi,Bajaj,Colisión,2018
8,17,Enero,Lunes,Quiché,Ignorada,Hombre,35,No ebrio,Mayor,Pick up,Toyota,Vuelco,2018
8,15,Enero,Lunes,Chimaltenango,Ignorada,Hombre,22,Ignorado,Mayor,Motocicleta,Bajaj,Colisión,2018
8,15,Enero,Lunes,Chimaltenango,Ignorada,Ignorado,Ignorada,Ignorado,Mayor,Pick up,Toyota,Colisión,2018
8,13,Enero,Lunes,Chimaltenango,Ignorada,Hombre,50,Ignorado,Mayor,Camión,Internacional,Colisión,2018
8,13,Enero,Lunes,Chimaltenango,Ignorada,Hombre,27,Ignorado,Mayor,Bus extraurbano,Ignorado,Colisión,2018
9,2,Enero,Martes,Guatemala,6,Hombre,23,Ignorado,Mayor,Automóvil,Kia,Colisión,2018
9,2,Enero,Martes,Guatemala,6,Hombre,19,Ignorado,Mayor,Motocicleta,Yamaha,Colisión,2018
9,2,Enero,Martes,Guatemala,2,Hombre,41,Ignorado,Mayor,Taxi,Hyundai,Colisión,2018
9,2,Enero,Martes,Guatemala,2,Hombre,28,Ignorado,Mayor,Motocicleta,Honda,Colisión,2018
9,2,Enero,Martes,Guatemala,Ignorada,Hombre,30,Ignorado,Mayor,Cabezal,Ignorado,Vuelco,2018
9,20,Enero,Martes,El Progreso,Ignorada,Hombre,72,Ignorado,Mayor,Microbús,Toyota,Colisión,2018
9,20,Enero,Martes,El Progreso,Ignorada,Hombre,24,Ignorado,Mayor,Camión,Hino,Colisión,2018
9,18,Enero,Martes,Chiquimula,Ignorada,Hombre,44,Ignorado,Mayor,Pick up,Toyota,Colisión,2018
9,15,Enero,Martes,Chimaltenango,Ignorada,Hombre,36,Ignorado,Mayor,Camión,Internacional,Colisión,2018
9,15,Enero,Martes,Chimaltenango,Ignorada,Hombre,22,Ignorado,Mayor,Motocicleta,Serpento,Colisión,2018
9,10,Enero,Martes,Santa Rosa,Ignorada,Hombre,44,No ebrio,Mayor,Pick up,Toyota,Colisión,2018
9,10,Enero,Martes,Santa Rosa,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Cabezal,Internacional,Colisión,2018
9,10,Enero,Martes,Santa Rosa,Ignorada,Hombre,37,No ebrio,Mayor,Motocicleta,Serpento,Colisión,2018
9,11,Enero,Martes,Alta Verapaz,Ignorada,Hombre,31,No ebrio,Mayor,Pick up,Toyota,Vuelco,2018
9,7,Enero,Martes,Guatemala,Ignorada,Hombre,21,No ebrio,Mayor,Ignorado,Ignorado,Colisión,2018
9,9,Enero,Martes,Chimaltenango,Ignorada,Hombre,39,No ebrio,Mayor,Pick up,Toyota,Colisión,2018
9,9,Enero,Martes,Chimaltenango,Ignorada,Hombre,47,No ebrio,Mayor,Camión,Ford,Colisión,2018
10,20,Enero,Miércoles,Guatemala,10,Hombre,57,Ignorado,Mayor,Automóvil,Volkswagen,Colisión,2018
10,20,Enero,Miércoles,Guatemala,10,Hombre,35,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2018
10,16,Enero,Miércoles,Izabal,Ignorada,Hombre,22,Ignorado,Mayor,Motocicleta,Suzuki,Colisión,2018
10,16,Enero,Miércoles,Izabal,Ignorada,Hombre,57,Ignorado,Mayor,Camioneta,Nissan,Colisión,2018
10,14,Enero,Miércoles,Sacatepéquez,Ignorada,Hombre,45,Ignorado,Mayor,Pick up,Ignorado,Colisión,2018
10,14,Enero,Miércoles,Sacatepéquez,Ignorada,Hombre,27,Ignorado,Mayor,Motocicleta,Italika,Colisión,2018
10,22,Enero,Miércoles,Petén,Ignorada,Hombre,21,Ignorado,Mayor,Automóvil,Seat,Vuelco,2018
10,14,Enero,Miércoles,Petén,Ignorada,Hombre,65,Ignorado,Mayor,Camioneta,Isuzu,Colisión,2018
10,14,Enero,Miércoles,Petén,Ignorada,Hombre,37,Ignorado,Mayor,Motocicleta,Honda,Colisión,2018
10,16,Enero,Miércoles,Baja Verapaz,Ignorada,Hombre,64,Ignorado,Mayor,Camioneta,Toyota,Choque,2018
10,14,Enero,Miércoles,Guatemala,7,Ignorado,Ignorada,Ignorado,Ignorado,Bus extraurbano,Ignorado,Colisión,2018
10,14,Enero,Miércoles,Guatemala,7,Hombre,22,Ignorado,Mayor,Motocicleta,Suzuki,Colisión,2018
11,7,Enero,Jueves,Guatemala,Ignorada,Hombre,28,Ignorado,Mayor,Motocicleta,Bajaj,Colisión,2018
11,7,Enero,Jueves,Guatemala,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Bus urbano,Ignorado,Colisión,2018
11,10,Enero,Jueves,Guatemala,17,Hombre,22,Ignorado,Mayor,Motocicleta,Hyundai,Colisión,2018
11,10,Enero,Jueves,Guatemala,17,Hombre,56,Ignorado,Mayor,Motocicleta,Bajaj,Colisión,2018
11,19,Enero,Jueves,Jalapa,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Pick up,Ignorado,Vuelco,2018
11,21,Enero,Jueves,Alta Verapaz,Ignorada,Hombre,Ignorada,Ignorado,Mayor,Camión,Kia,Colisión,2018
11,21,Enero,Jueves,Alta Verapaz,Ignorada,Hombre,Ignorada,Ignorado,Mayor,Pick up,Toyota,Colisión,2018
11,11,Enero,Jueves,El Progreso,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2018
11,7,Enero,Jueves,Guatemala,Ignorada,Hombre,32,No ebrio,Mayor,Automóvil,Ignorado,Colisión,2018
11,7,Enero,Jueves,Guatemala,Ignorada,Hombre,Ignorada,No ebrio,Ignorado,Motocicleta,Ignorado,Colisión,2018
11,21,Enero,Jueves,Retalhuleu,Ignorada,Hombre,34,No ebrio,Mayor,Pick up,Toyota,Colisión,2018
11,21,Enero,Jueves,Retalhuleu,Ignorada,Hombre,54,No ebrio,Mayor,Motocicleta,Bajaj,Colisión,2018
11,23,Enero,Jueves,Izabal,Ignorada,Hombre,34,No ebrio,Mayor,Cabezal,Ignorado,Colisión,2018
11,23,Enero,Jueves,Izabal,Ignorada,Hombre,40,No ebrio,Mayor,Microbús,Ignorado,Colisión,2018
11,19,Enero,Jueves,Jalapa,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Vuelco,2018
11,2,Enero,Jueves,Guatemala,16,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2018
11,2,Enero,Jueves,Guatemala,16,Hombre,22,No ebrio,Mayor,Motocicleta,Ignorado,Colisión,2018
11,10,Enero,Jueves,El Progreso,Ignorada,Hombre,22,No ebrio,Mayor,Motocicleta,Ignorado,Colisión,2018
11,10,Enero,Jueves,El Progreso,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Motocicleta,Ignorado,Colisión,2018
11,18,Enero,Jueves,Escuintla,Ignorada,Hombre,50,Ignorado,Mayor,Motocicleta,Ignorado,Caída,2018
11,21,Enero,Jueves,Baja Verapaz,Ignorada,Hombre,33,Ignorado,Mayor,Pick up,Toyota,Vuelco,2018
12,4,Enero,Viernes,Guatemala,13,Hombre,42,Ignorado,Mayor,Automóvil,Volkswagen,Choque,2018
12,16,Enero,Viernes,Jutiapa,Ignorada,Hombre,40,Ignorado,Mayor,Moto taxi,Bajaj,Colisión,2018
12,16,Enero,Viernes,Jutiapa,Ignorada,Hombre,39,Ignorado,Mayor,Pick up,Nissan,Colisión,2018
12,18,Enero,Viernes,Escuintla,Ignorada,Hombre,50,No ebrio,Mayor,Motocicleta,BMW,Choque,2018
12,6,Enero,Viernes,Escuintla,Ignorada,Hombre,35,Ignorado,Mayor,Motocicleta,Bajaj,Choque,2018
12,6,Enero,Viernes,Retalhuleu,Ignorada,Mujer,19,No ebrio,Mayor,Camioneta,Toyota,Colisión,2018
12,6,Enero,Viernes,Retalhuleu,Ignorada,Hombre,52,No ebrio,Mayor,Camión,Isuzu,Colisión,2018
12,12,Enero,Viernes,Retalhuleu,Ignorada,Hombre,39,No ebrio,Mayor,Bus urbano,Internacional,Colisión,2018
12,12,Enero,Viernes,Retalhuleu,Ignorada,Mujer,29,No ebrio,Mayor,Camioneta,Honda,Colisión,2018
12,17,Enero,Viernes,Santa Rosa,Ignorada,Hombre,59,No ebrio,Mayor,Motocicleta,Rhino,Caída,2018
12,18,Enero,Viernes,Suchitepéquez,Ignorada,Hombre,30,No ebrio,Mayor,Motocicleta,Honda,Colisión,2018
12,18,Enero,Viernes,Suchitepéquez,Ignorada,Hombre,26,No ebrio,Mayor,Moto taxi,Bajaj,Colisión,2018
12,20,Enero,Viernes,San Marcos,Ignorada,Hombre,32,Ebrio,Mayor,Motocicleta,Suzuki,Colisión,2018
12,20,Enero,Viernes,San Marcos,Ignorada,Ignorado,Ignorada,No ebrio,Ignorado,Moto taxi,Ignorado,Colisión,2018
12,16,Enero,Viernes,Alta Verapaz,Ignorada,Hombre,19,Ebrio,Mayor,Pick up,Toyota,Colisión,2018
12,16,Enero,Viernes,Alta Verapaz,Ignorada,Hombre,31,No ebrio,Mayor,Jeep,Jeep,Colisión,2018
12,9,Enero,Viernes,El Progreso,Ignorada,Hombre,30,No ebrio,Mayor,Pick up,Toyota,Choque,2018
12,16,Enero,Viernes,El Progreso,Ignorada,Hombre,36,Ebrio,Mayor,Camioneta,Toyota,Colisión,2018
12,16,Enero,Viernes,El Progreso,Ignorada,Hombre,24,No ebrio,Mayor,Motocicleta,Bajaj,Colisión,2018
12,23,Enero,Viernes,Petén,Ignorada,Hombre,33,Ebrio,Mayor,Camioneta,Honda,Vuelco,2018
12,13,Enero,Viernes,Chimaltenango,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Automóvil,Toyota,Choque,2018
12,22,Enero,Viernes,Guatemala,8,Hombre,42,Ebrio,Mayor,Pick up,Kia,Colisión,2018
12,22,Enero,Viernes,Guatemala,8,Hombre,36,No ebrio,Mayor,Automóvil,Honda,Colisión,2018
12,20,Enero,Viernes,Guatemala,12,Hombre,25,Ignorado,Mayor,Motocicleta,TVS Apache,Choque,2018
12,20,Enero,Viernes,Escuintla,Ignorada,Hombre,39,Ignorado,Mayor,Cabezal,Volvo,Colisión,2018
12,20,Enero,Viernes,Escuintla,Ignorada,Mujer,Ignorada,Ignorado,Mayor,Pick up,Mitsubishi,Colisión,2018
13,10,Enero,Sábado,Guatemala,17,Hombre,35,No ebrio,Mayor,Bus urbano,Internacional,Colisión,2018
13,10,Enero,Sábado,Guatemala,17,Hombre,19,No ebrio,Mayor,Motocicleta,Bajaj,Colisión,2018
13,12,Enero,Sábado,Guatemala,7,Hombre,41,No ebrio,Mayor,Jeep,Jeep,Colisión,2018
