"año_ocu",dia_ocu,"hora_ocu","g_hora","g_hora_5","mes_ocu",dia_sem_ocu,"depto_ocu","mupio_ocu","zona_ocu","zona_ciudad","sexo_per","edad_per","g_edad_80ymás","g_edad_60ymás","edad_quinquenales","estado_con","mayor_menor","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","causa_acc","year"
2021,1,"7","06:00 a 11:59","Mañana","Enero","Viernes","Guatemala","Guatemala ","8","8","Hombre","23","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Suzuki","Gris","2020","2020-2029","Derrape","2021"
2021,1,"9","06:00 a 11:59","Mañana","Enero","Viernes","Guatemala","Guatemala ","18","18","Hombre","34","30-34","30-34","30 - 34","No Ebrio","Mayor","Camioneta","Kia","Gris","2006","2000-2009","Colision","2021"
2021,1,"9","06:00 a 11:59","Mañana","Enero","Viernes","Guatemala","Guatemala ","18","18","Hombre","25","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","Genesis","Rojo","Ignorado","Ignorado","Colision","2021"
2021,1,"5","00:00 a 05:59","Mañana","Enero","Viernes","Guatemala","Guatemala ","21","21","Hombre","35","35-39","35-39","35 - 39","Ignorado","Mayor","Motocicleta","Haojue","Negro","Ignorado","Ignorado","Derrape","2021"
2021,1,"2","00:00 a 05:59","Mañana","Enero","Viernes","Guatemala","Villa Nueva","Ignorada","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,1,"2","00:00 a 05:59","Mañana","Enero","Viernes","Guatemala","Villa Nueva","Ignorada","Ignorada","Hombre","20","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Asia Hero","Negro","Ignorado","Ignorado","Colision","2021"
2021,1,"19","18:00 a 23:59","Noche","Enero","Viernes","Guatemala","Amatitlán","Ignorada","Ignorada","Hombre","24","20-24","20-24","20 - 24","Ignorado","Mayor","Pick up","Nissan","Blanco","2015","2010-2019","Colision","2021"
2021,1,"19","18:00 a 23:59","Noche","Enero","Viernes","Guatemala","Amatitlán","Ignorada","Ignorada","Hombre","40","40-44","40-44","40 - 44","Ignorado","Mayor","Motocicleta","Freedom","Amarillo","2015","2010-2019","Colision","2021"
2021,1,"23","18:00 a 23:59","Noche","Enero","Viernes","Guatemala","Amatitlán","Ignorada","Ignorada","Hombre","22","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Derrape","2021"
2021,1,"11","06:00 a 11:59","Mañana","Enero","Viernes","Guatemala","Mixco","4","Ignorada","Hombre","32","30-34","30-34","30 - 34","Ignorado","Mayor","Automóvil","Mitsubishi","Rojo","2017","2010-2019","Choque","2021"
2021,1,"17","12:00 a 17:59","Tarde","Enero","Viernes","Guatemala","Mixco","4","Ignorada","Hombre","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Derrape","2021"
2021,1,"17","12:00 a 17:59","Tarde","Enero","Viernes","Guatemala","San Juan Sacatepéquez","Ignorada","Ignorada","Hombre","54","50-54","50-54","50 - 54","Ignorado","Mayor","Pick up","Nissan","Celeste","1983","1980-1989","Colision","2021"
2021,1,"17","12:00 a 17:59","Tarde","Enero","Viernes","Guatemala","San Juan Sacatepéquez","Ignorada","Ignorada","Hombre","54","50-54","50-54","50 - 54","Ignorado","Mayor","Motocicleta","Honda","Negro","2003","2000-2009","Colision","2021"
2021,1,"1","00:00 a 05:59","Mañana","Enero","Viernes","Santa Rosa","San Rafael las Flores","Ignorada","Ignorada","Hombre","19","15-19","15-19","15 - 19","No Ebrio","Mayor","Automóvil","Volvo","Azul","Ignorado","Ignorado","Colision","2021"
2021,1,"1","00:00 a 05:59","Mañana","Enero","Viernes","Santa Rosa","San Rafael las Flores","Ignorada","Ignorada","Hombre","54","50-54","50-54","50 - 54","Ebrio","Mayor","Automóvil","Honda","Azul","Ignorado","Ignorado","Colision","2021"
2021,1,"19","18:00 a 23:59","Noche","Enero","Viernes","Retalhuleu","Retalhuleu","6","Ignorada","Mujer","29","25-29","25-29","25 - 29","Ignorado","Mayor","Automóvil","Toyota","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,1,"19","18:00 a 23:59","Noche","Enero","Viernes","Retalhuleu","Retalhuleu","6","Ignorada","Hombre","34","30-34","30-34","30 - 34","Ebrio","Mayor","Motocicleta","Italika","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,1,"0","00:00 a 05:59","Mañana","Enero","Viernes","Retalhuleu","Santa Cruz Muluá","Ignorada","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Ignorado","Gris","Ignorado","Ignorado","Colision","2021"
2021,1,"0","00:00 a 05:59","Mañana","Enero","Viernes","Retalhuleu","Santa Cruz Muluá","Ignorada","Ignorada","Hombre","24","20-24","20-24","20 - 24","Ignorado","Mayor","Bicicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,1,"18","18:00 a 23:59","Noche","Enero","Viernes","Baja Verapaz","San Jerónimo","Ignorada","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Ignorado","Blanco","Ignorado","Ignorado","Colision","2021"
2021,1,"18","18:00 a 23:59","Noche","Enero","Viernes","Baja Verapaz","San Jerónimo","Ignorada","Ignorada","Hombre","29","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","MRT","Rojo","Ignorado","Ignorado","Colision","2021"
2021,1,"14","12:00 a 17:59","Tarde","Enero","Viernes","Izabal","Puerto Barrios","Ignorada","Ignorada","Hombre","31","30-34","30-34","30 - 34","Ignorado","Mayor","Motocicleta","Freedom","Negro","Ignorado","Ignorado","Derrape","2021"
2021,1,"16","12:00 a 17:59","Tarde","Enero","Viernes","Izabal","Puerto Barrios","Ignorada","Ignorada","Hombre","48","45-49","45-49","45 - 49","Ignorado","Mayor","Motocicleta","Suzuki","Rojo","Ignorado","Ignorado","Colision","2021"
2021,1,"16","12:00 a 17:59","Tarde","Enero","Viernes","Izabal","Puerto Barrios","Ignorada","Ignorada","Hombre","19","15-19","15-19","15 - 19","Ignorado","Mayor","Motocicleta","Bajaj","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,1,"1","00:00 a 05:59","Mañana","Enero","Viernes","Petén","Melchor de Mencos","Ignorada","Ignorada","Hombre","19","15-19","15-19","15 - 19","Ebrio","Mayor","Pick up","Toyota","Rojo","2001","2000-2009","Colision","2021"
2021,1,"1","00:00 a 05:59","Mañana","Enero","Viernes","Petén","Melchor de Mencos","Ignorada","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Toyota","Negro","Ignorado","Ignorado","Colision","2021"
2021,2,"12","12:00 a 17:59","Tarde","Enero","Sabado","Guatemala","Guatemala ","12","12","Hombre","28","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","Freedom","Negro","Ignorado","Ignorado","Colision","2021"
2021,2,"12","12:00 a 17:59","Tarde","Enero","Sabado","Guatemala","Guatemala ","12","12","Mujer","67","65-69","60 y más","65 - 69","Ignorado","Mayor","Automóvil","Toyota","Azul","Ignorado","Ignorado","Colision","2021"
2021,2,"13","12:00 a 17:59","Tarde","Enero","Sabado","Guatemala","Guatemala ","7","7","Hombre","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,2,"13","12:00 a 17:59","Tarde","Enero","Sabado","Guatemala","Guatemala ","7","7","Hombre","48","45-49","45-49","45 - 49","Ignorado","Mayor","Motocicleta","Suzuki","Azul","2014","2010-2019","Colision","2021"
2021,2,"21","18:00 a 23:59","Noche","Enero","Sabado","Guatemala","Villa Canales","Ignorada","Ignorada","Hombre","29","25-29","25-29","25 - 29","Ignorado","Mayor","Automóvil","Mazda","Verde","2005","2000-2009","Colision","2021"
2021,2,"21","18:00 a 23:59","Noche","Enero","Sabado","Guatemala","Villa Canales","Ignorada","Ignorada","Hombre","23","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Serpento","Negro","2014","2010-2019","Colision","2021"
2021,2,"20","18:00 a 23:59","Noche","Enero","Sabado","Guatemala","Mixco","4","Ignorada","Hombre","24","20-24","20-24","20 - 24","Ignorado","Mayor","Automóvil","Nissan","Azul","2011","2010-2019","Choque","2021"
2021,2,"13","12:00 a 17:59","Tarde","Enero","Sabado","Chiquimula","Chiquimula","Ignorada","Ignorada","Hombre","22","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Yamaha","Blanco","2013","2010-2019","Colision","2021"
2021,2,"13","12:00 a 17:59","Tarde","Enero","Sabado","Chiquimula","Chiquimula","Ignorada","Ignorada","Hombre","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,2,"5","00:00 a 05:59","Mañana","Enero","Sabado","Zacapa","Usumatlán","Ignorada","Ignorada","Hombre","33","30-34","30-34","30 - 34","Ignorado","Mayor","Cabezal","Internacional","Ignorado","1994","1990-1999","Colision","2021"
2021,2,"5","00:00 a 05:59","Mañana","Enero","Sabado","Zacapa","Usumatlán","Ignorada","Ignorada","Hombre","26","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,2,"5","00:00 a 05:59","Mañana","Enero","Sabado","Zacapa","Gualán","Ignorada","Ignorada","Hombre","67","65-69","60 y más","65 - 69","Ignorado","Mayor","Panel","Chevrolet","Blanco","Ignorado","Ignorado","Colision","2021"
2021,2,"5","00:00 a 05:59","Mañana","Enero","Sabado","Zacapa","Gualán","Ignorada","Ignorada","Hombre","29","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","Yamaha","Azul","Ignorado","Ignorado","Colision","2021"
2021,2,"23","18:00 a 23:59","Noche","Enero","Sabado","Escuintla","Escuintla","Ignorada","Ignorada","Hombre","47","45-49","45-49","45 - 49","Ebrio","Mayor","Automóvil","Honda","Gris","Ignorado","Ignorado","Colision","2021"
2021,2,"23","18:00 a 23:59","Noche","Enero","Sabado","Escuintla","Escuintla","Ignorada","Ignorada","Hombre","34","30-34","30-34","30 - 34","Ignorado","Mayor","Camioneta","Mitsubishi","Verde","1993","1990-1999","Colision","2021"
2021,2,"23","18:00 a 23:59","Noche","Enero","Sabado","Escuintla","Escuintla","Ignorada","Ignorada","Hombre","20","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Haojue","Azul","Ignorado","Ignorado","Colision","2021"
2021,2,"18","18:00 a 23:59","Noche","Enero","Sabado","Santa Rosa","Cuilapa","Ignorada","Ignorada","Hombre","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Bajaj","Ignorado","Ignorado","Ignorado","Derrape","2021"
2021,2,"21","18:00 a 23:59","Noche","Enero","Sabado","Retalhuleu","San Felipe Retalhuleu","Ignorada","Ignorada","Hombre","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automóvil","Mitsubishi","Azul","Ignorado","Ignorado","Colision","2021"
2021,2,"21","18:00 a 23:59","Noche","Enero","Sabado","Retalhuleu","San Felipe Retalhuleu","Ignorada","Ignorada","Hombre","27","25-29","25-29","25 - 29","Ignorado","Mayor","Automóvil","Chevrolet","Gris","2016","2010-2019","Colision","2021"
2021,2,"0","00:00 a 05:59","Mañana","Enero","Sabado","Retalhuleu","San Andrés Villa Seca","Ignorada","Ignorada","Hombre","39","35-39","35-39","35 - 39","Ignorado","Mayor","Motocicleta","Suzuki","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,2,"0","00:00 a 05:59","Mañana","Enero","Sabado","Retalhuleu","San Andrés Villa Seca","Ignorada","Ignorada","Hombre","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Toyota","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,2,"18","18:00 a 23:59","Noche","Enero","Sabado","Huehuetenango","Chiantla","Ignorada","Ignorada","Hombre","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Toyota","Blanco","Ignorado","Ignorado","Embarranco","2021"
2021,2,"0","00:00 a 05:59","Mañana","Enero","Sabado","Alta Verapaz","Tactic","Ignorada","Ignorada","Hombre","33","30-34","30-34","30 - 34","Ignorado","Mayor","Pick up","Toyota","Blanco","2006","2000-2009","Colision","2021"
2021,2,"0","00:00 a 05:59","Mañana","Enero","Sabado","Alta Verapaz","Tactic","Ignorada","Ignorada","Hombre","32","30-34","30-34","30 - 34","Ignorado","Mayor","Motocicleta","Italika","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,2,"18","18:00 a 23:59","Noche","Enero","Sabado","Baja Verapaz","Rabinal","2","Ignorada","Hombre","21","20-24","20-24","20 - 24","Ignorado","Mayor","Automóvil","Scion","Ignorado","2010","2010-2019","Colision","2021"
2021,2,"18","18:00 a 23:59","Noche","Enero","Sabado","Baja Verapaz","Rabinal","2","Ignorada","Mujer","19","15-19","15-19","15 - 19","Ignorado","Mayor","Motocicleta","Freedom","Azul","2016","2010-2019","Colision","2021"
2021,2,"18","18:00 a 23:59","Noche","Enero","Sabado","Izabal","Puerto Barrios","Ignorada","Ignorada","Hombre","25","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","Italika","Rojo","Ignorado","Ignorado","Colision","2021"
2021,2,"18","18:00 a 23:59","Noche","Enero","Sabado","Izabal","Puerto Barrios","Ignorada","Ignorada","Hombre","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,2,"16","12:00 a 17:59","Tarde","Enero","Sabado","Petén","San Luis","Ignorada","Ignorada","Hombre","25","25-29","25-29","25 - 29","Ignorado","Mayor","Camioneta","Toyota","Verde","Ignorado","Ignorado","Colision","2021"
2021,2,"16","12:00 a 17:59","Tarde","Enero","Sabado","Petén","San Luis","Ignorada","Ignorada","Hombre","24","20-24","20-24","20 - 24","Ignorado","Mayor","Automóvil","Audi","Negro","Ignorado","Ignorado","Colision","2021"
2021,3,"10","06:00 a 11:59","Mañana","Enero","Domingo","Guatemala","Guatemala ","12","12","Mujer","33","30-34","30-34","30 - 34","Ignorado","Mayor","Automóvil","Toyota","Gris","2013","2010-2019","Colision","2021"
2021,3,"10","06:00 a 11:59","Mañana","Enero","Domingo","Guatemala","Guatemala ","12","12","Hombre","23","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Italika","Azul","Ignorado","Ignorado","Colision","2021"
2021,3,"22","18:00 a 23:59","Noche","Enero","Domingo","Guatemala","Villa Nueva","Ignorada","Ignorada","Hombre","28","25-29","25-29","25 - 29","Ignorado","Mayor","Automóvil","Volvo","Blanco","2013","2010-2019","Colision","2021"
2021,3,"22","18:00 a 23:59","Noche","Enero","Domingo","Guatemala","Villa Nueva","Ignorada","Ignorada","Hombre","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Haojue","Rojo","Ignorado","Ignorado","Colision","2021"
2021,3,"23","18:00 a 23:59","Noche","Enero","Domingo","Guatemala","Mixco","4","Ignorada","Hombre","26","25-29","25-29","25 - 29","Ignorado","Mayor","Automóvil","Volkswagen","Negro","2010","2010-2019","Colision","2021"
2021,3,"23","18:00 a 23:59","Noche","Enero","Domingo","Guatemala","Mixco","4","Ignorada","Hombre","22","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,3,"0","00:00 a 05:59","Mañana","Enero","Domingo","Chiquimula","Chiquimula","5","Ignorada","Hombre","39","35-39","35-39","35 - 39","Ignorado","Mayor","Motocicleta","Suzuki","Negro","Ignorado","Ignorado","Choque","2021"
2021,3,"8","06:00 a 11:59","Mañana","Enero","Domingo","Chiquimula","Quezaltepeque","Ignorada","Ignorada","Hombre","72","70-74","60 y más","70 - 74","Ignorado","Mayor","Jeep","Suzuki","Verde","Ignorado","Ignorado","Embarranco","2021"
2021,3,"19","18:00 a 23:59","Noche","Enero","Domingo","Escuintla","Escuintla","Ignorada","Ignorada","Hombre","29","25-29","25-29","25 - 29","Ignorado","Mayor","Automóvil","Volkswagen","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,3,"19","18:00 a 23:59","Noche","Enero","Domingo","Escuintla","Escuintla","Ignorada","Ignorada","Mujer","38","35-39","35-39","35 - 39","Ignorado","Mayor","Camioneta","Toyota","Gris","Ignorado","Ignorado","Colision","2021"
2021,3,"22","18:00 a 23:59","Noche","Enero","Domingo","San Marcos","Malacatán","Ignorada","Ignorada","Hombre","28","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,3,"22","18:00 a 23:59","Noche","Enero","Domingo","San Marcos","Malacatán","Ignorada","Ignorada","Hombre","22","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,3,"20","18:00 a 23:59","Noche","Enero","Domingo","Alta Verapaz","Tamahú","Ignorada","Ignorada","Hombre","25","25-29","25-29","25 - 29","Ignorado","Mayor","Pick up","Toyota","Negro","Ignorado","Ignorado","Choque","2021"
2021,3,"19","18:00 a 23:59","Noche","Enero","Domingo","Petén","San Luis","Ignorada","Ignorada","Hombre","38","35-39","35-39","35 - 39","Ebrio","Mayor","Motocicleta","Suzuki","Negro","Ignorado","Ignorado","Choque","2021"
2021,3,"19","18:00 a 23:59","Noche","Enero","Domingo","Petén","La Libertad_duplicated_1705","Ignorada","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Toyota","Gris","Ignorado","Ignorado","Choque","2021"
2021,3,"19","18:00 a 23:59","Noche","Enero","Domingo","Petén","La Libertad_duplicated_1705","Ignorada","Ignorada","Hombre","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Suzuki","Rojo","Ignorado","Ignorado","Choque","2021"
2021,3,"0","00:00 a 05:59","Mañana","Enero","Domingo","Quiché","Santa María Nebaj","Ignorada","Ignorada","Hombre","52","50-54","50-54","50 - 54","Ignorado","Mayor","Pick up","Toyota","Blanco","Ignorado","Ignorado","Colision","2021"
2021,3,"0","00:00 a 05:59","Mañana","Enero","Domingo","Quiché","Santa María Nebaj","Ignorada","Ignorada","Hombre","19","15-19","15-19","15 - 19","Ignorado","Mayor","Pick up","Toyota","Blanco","1995","1990-1999","Colision","2021"
2021,3,"8","06:00 a 11:59","Mañana","Enero","Domingo","Chimaltenango","Patzicía","Ignorada","Ignorada","Hombre","20","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Loncin","Negro","2006","2000-2009","Choque","2021"
2021,4,"19","18:00 a 23:59","Noche","Enero","Lunes","Guatemala","Guatemala ","18","18","Hombre","25","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","Bajaj","Gris","2020","2020-2029","Colision","2021"
2021,4,"19","18:00 a 23:59","Noche","Enero","Lunes","Guatemala","Guatemala ","18","18","Hombre","72","70-74","60 y más","70 - 74","Ignorado","Mayor","Motocicleta","Honda","Negro","2006","2000-2009","Colision","2021"
2021,4,"10","06:00 a 11:59","Mañana","Enero","Lunes","Guatemala","Guatemala ","18","18","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,4,"10","06:00 a 11:59","Mañana","Enero","Lunes","Guatemala","Guatemala ","18","18","Hombre","18","15-19","15-19","15 - 19","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,4,"20","18:00 a 23:59","Noche","Enero","Lunes","Guatemala","San José Pinula","Ignorada","Ignorada","Hombre","44","40-44","40-44","40 - 44","Ignorado","Mayor","Ignorado","Mazda","Corinto","1996","1990-1999","Colision","2021"
2021,4,"20","18:00 a 23:59","Noche","Enero","Lunes","Guatemala","San José Pinula","Ignorada","Ignorada","Hombre","19","15-19","15-19","15 - 19","Ignorado","Mayor","Motocicleta","Asia Hero","Rojo","2014","2010-2019","Colision","2021"
2021,4,"21","18:00 a 23:59","Noche","Enero","Lunes","Guatemala","Mixco","5","Ignorada","Hombre","36","35-39","35-39","35 - 39","No Ebrio","Mayor","Automóvil","Toyota","Gris","2003","2000-2009","Colision","2021"
2021,4,"21","18:00 a 23:59","Noche","Enero","Lunes","Guatemala","Mixco","5","Ignorada","Hombre","43","40-44","40-44","40 - 44","Ignorado","Mayor","Motocicleta","Bajaj","Rojo","2014","2010-2019","Colision","2021"
2021,4,"12","12:00 a 17:59","Tarde","Enero","Lunes","Retalhuleu","El Asintal","Ignorada","Ignorada","Mujer","35","35-39","35-39","35 - 39","Ignorado","Mayor","Automóvil","Honda","Gris","2008","2000-2009","Colision","2021"
2021,4,"12","12:00 a 17:59","Tarde","Enero","Lunes","Retalhuleu","El Asintal","Ignorada","Ignorada","Hombre","41","40-44","40-44","40 - 44","Ignorado","Mayor","Camión","Freightliner","Blanco","Ignorado","Ignorado","Colision","2021"
2021,4,"16","12:00 a 17:59","Tarde","Enero","Lunes","San Marcos","San Pedro Sacatepéquez_duplicated_1202","Ignorada","Ignorada","Hombre","22","20-24","20-24","20 - 24","Ebrio","Mayor","Automóvil","Toyota","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,4,"16","12:00 a 17:59","Tarde","Enero","Lunes","San Marcos","San Pedro Sacatepéquez_duplicated_1202","Ignorada","Ignorada","Hombre","41","40-44","40-44","40 - 44","No Ebrio","Mayor","Automóvil","Toyota","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,4,"11","06:00 a 11:59","Mañana","Enero","Lunes","Quiché","San Andrés Sajcabajá","Ignorada","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Toyota","Azul","1994","1990-1999","Embarranco","2021"
2021,4,"17","12:00 a 17:59","Tarde","Enero","Lunes","Sololá","Santa Catarina Ixtahuacán","Ignorada","Ignorada","Hombre","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Ignorado","Beige","Ignorado","Ignorado","Embarranco","2021"
2021,5,"17","12:00 a 17:59","Tarde","Enero","Martes","Guatemala","Santa Catarina Pinula ","Ignorada","Ignorada","Hombre","31","30-34","30-34","30 - 34","Ignorado","Mayor","Motocicleta","Honda","Rojo","2017","2010-2019","Colision","2021"
2021,5,"17","12:00 a 17:59","Tarde","Enero","Martes","Guatemala","Santa Catarina Pinula ","Ignorada","Ignorada","Hombre","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Ignorado","Verde","Ignorado","Ignorado","Colision","2021"
2021,5,"17","12:00 a 17:59","Tarde","Enero","Martes","Guatemala","Villa Nueva","Ignorada","Ignorada","Hombre","28","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","Haojue","Negro","Ignorado","Ignorado","Colision","2021"
2021,5,"17","12:00 a 17:59","Tarde","Enero","Martes","Guatemala","Villa Nueva","Ignorada","Ignorada","Hombre","32","30-34","30-34","30 - 34","Ignorado","Mayor","Camión","Hino","Blanco","Ignorado","Ignorado","Colision","2021"
2021,5,"21","18:00 a 23:59","Noche","Enero","Martes","Guatemala","Villa Nueva","3","Ignorada","Hombre","18","15-19","15-19","15 - 19","Ignorado","Mayor","Motocicleta","Serpento","Negro","Ignorado","Ignorado","Colision","2021"
2021,5,"21","18:00 a 23:59","Noche","Enero","Martes","Guatemala","Villa Nueva","3","Ignorada","Hombre","21","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Bajaj","Blanco","Ignorado","Ignorado","Colision","2021"
2021,5,"13","12:00 a 17:59","Tarde","Enero","Martes","Chiquimula","San Juan Ermita","Ignorada","Ignorada","Hombre","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Mitsubishi","Blanco","2001","2000-2009","Choque","2021"
2021,5,"22","18:00 a 23:59","Noche","Enero","Martes","Santa Rosa","Santa Cruz el Naranjo","Ignorada","Ignorada","Hombre","39","35-39","35-39","35 - 39","Ignorado","Mayor","Pick up","Toyota","Gris","Ignorado","Ignorado","Vuelco","2021"
2021,5,"20","18:00 a 23:59","Noche","Enero","Martes","Santa Rosa","Chiquimulilla","Ignorada","Ignorada","Hombre","42","40-44","40-44","40 - 44","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,5,"20","18:00 a 23:59","Noche","Enero","Martes","Santa Rosa","Chiquimulilla","Ignorada","Ignorada","Hombre","23","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,5,"16","12:00 a 17:59","Tarde","Enero","Martes","Quetzaltenango","Salcajá","Ignorada","Ignorada","Hombre","33","30-34","30-34","30 - 34","Ignorado","Mayor","Bus urbano","Hyundai","Amarillo","Ignorado","Ignorado","Colision","2021"
2021,5,"16","12:00 a 17:59","Tarde","Enero","Martes","Quetzaltenango","Salcajá","Ignorada","Ignorada","Hombre","26","25-29","25-29","25 - 29","Ignorado","Mayor","Automóvil","Hyundai","Negro","Ignorado","Ignorado","Colision","2021"
2021,5,"17","12:00 a 17:59","Tarde","Enero","Martes","El Progreso","San Cristóbal Acasaguastlán ","Ignorada","Ignorada","Hombre","41","40-44","40-44","40 - 44","Ignorado","Mayor","Automóvil","Hyundai","Gris","Ignorado","Ignorado","Colision","2021"
2021,5,"17","12:00 a 17:59","Tarde","Enero","Martes","El Progreso","San Cristóbal Acasaguastlán ","Ignorada","Ignorada","Hombre","45","45-49","45-49","45 - 49","Ignorado","Mayor","Motocicleta","Suzuki","Gris","2012","2010-2019","Colision","2021"
2021,5,"9","06:00 a 11:59","Mañana","Enero","Martes","Chimaltenango","Yepocapa","Ignorada","Ignorada","Hombre","49","45-49","45-49","45 - 49","Ignorado","Mayor","Cabezal","Internacional","Verde","1989","1980-1989","Colision","2021"
2021,5,"9","06:00 a 11:59","Mañana","Enero","Martes","Chimaltenango","Yepocapa","Ignorada","Ignorada","Hombre","42","40-44","40-44","40 - 44","Ignorado","Mayor","Motocicleta","Serpento","Negro","2020","2020-2029","Colision","2021"
2021,6,"8","06:00 a 11:59","Mañana","Enero","Miercoles","Suchitepéquez","San Antonio Suchitepéquez","Ignorada","Ignorada","Hombre","28","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","Bajaj","Azul","Ignorado","Ignorado","Colision","2021"
2021,6,"8","06:00 a 11:59","Mañana","Enero","Miercoles","Suchitepéquez","San Antonio Suchitepéquez","Ignorada","Ignorada","Hombre","Ignorada","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2021"
2021,6,"21","18:00 a 23:59","Noche","Enero","Miercoles","Quetzaltenango","Coatepeque","Ignorada","Ignorada","Hombre","19","15-19","15-19","15 - 19","Ignorado","Mayor","Automóvil","Ignorado","Blanco","2012","2010-2019","Colision","2021"
2021,6,"21","18:00 a 23:59","Noche","Enero","Miercoles","Quetzaltenango","Coatepeque","Ignorada","Ignorada","Hombre","27","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","Bajaj","Azul","2015","2010-2019","Colision","2021"
