dia_ocu,dia_sem_ocu,hora_ocu,mes_ocu,depto_ocu,zona_ocu,sexo_pil,edad_pil,mayor_menor,estado_pil,tipo_vehi,marca_vehi,causa_acc,year
1,Miércoles,4,Enero,Guatemala,7,Hombre,20,Mayor,Ignorado,Automóvil,Mazda,Colisión,2014
1,Miércoles,4,Enero,Guatemala,7,Hombre,21,Mayor,Ignorado,Automóvil,Volsk waguen,Colisión,2014
1,Miércoles,4,Enero,Guatemala,7,Mujer,21,Mayor,Ignorado,Camioneta,Honda,Colisión,2014
1,Miércoles,4,Enero,Guatemala,7,Hombre,30,Mayor,Ignorado,Automóvil,Volsk waguen,Colisión,2014
1,Miércoles,4,Enero,Guatemala,7,Hombre,26,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2014
1,Miércoles,20,Enero,Guatemala,1,Hombre,18,Mayor,Ignorado,Automóvil,Suzuki,Colisión,2014
1,Miércoles,20,Enero,Guatemala,1,Hombre,27,Mayor,Ignorado,Automóvil,Chevrolet,Colisión,2014
1,Miércoles,2,Enero,Escuintla,1,Hombre,21,Mayor,Ignorado,Motocicleta,Suzuki,Colisión,2014
1,Miércoles,2,Enero,Escuintla,1,Hombre,16,Menor,Ignorado,Motocicleta,Seat,Colisión,2014
1,Miércoles,18,Enero,Retalhuleu,Ignorado,Hombre,53,Mayor,Ebrio,Camioneta,Isuzu,Choque,2014
1,Miércoles,1,Enero,Alta Verapaz,8,Hombre,56,Mayor,Ebrio,Automóvil,Toyota,Colisión,2014
1,Miércoles,1,Enero,Alta Verapaz,8,Hombre,32,Mayor,Normal,Pick up,Toyota,Colisión,2014
1,Miércoles,9,Enero,Izabal,Ignorado,Hombre,23,Mayor,Ebrio,Automóvil,Honda,Choque,2014
1,Miércoles,18,Enero,Chimaltenango,Ignorado,Hombre,45,Mayor,Ignorado,Automóvil,Seat,Choque,2014
1,Miércoles,22,Enero,Peten,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Colisión,2014
1,Miércoles,22,Enero,Peten,Ignorado,Hombre,20,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
1,Miércoles,22,Enero,Zacapa,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Colisión,2014
1,Miércoles,2,Enero,Escuintla,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2014
1,Miércoles,2,Enero,Escuintla,Ignorado,Hombre,Ignorado,Ignorado,Ignorado,Motocicleta,Suzuki,Colisión,2014
2,Jueves,19,Enero,Peten,Ignorado,Hombre,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Colisión,2014
2,Jueves,19,Enero,Suchitepéquez,Ignorado,Hombre,20,Mayor,Ignorado,Automóvil,Toyota,Colisión,2014
2,Jueves,19,Enero,Suchitepéquez,Ignorado,Hombre,39,Mayor,Ignorado,Microbus,Toyota,Colisión,2014
2,Jueves,17,Enero,Guatemala,8,Hombre,58,Mayor,Ignorado,Pick up,Chevrolet,Colisión,2014
2,Jueves,17,Enero,Retalhuleu,Ignorado,Hombre,21,Mayor,Ignorado,Tractor,Ignorado,Colisión,2014
2,Jueves,17,Enero,Retalhuleu,Ignorado,Mujer,63,Mayor,Ignorado,Camioneta,Chevrolet,Colisión,2014
2,Jueves,16,Enero,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,Ignorado,Choque,2014
2,Jueves,18,Enero,Guatemala,5,Mujer,30,Mayor,Ignorado,Automóvil,Mitsubishi,Choque,2014
3,Viernes,13,Enero,Guatemala,5,Hombre,26,Mayor,Ignorado,Automóvil,Ignorado,Colisión,2014
3,Viernes,13,Enero,Guatemala,5,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2014
3,Viernes,19,Enero,Guatemala,12,Hombre,27,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
3,Viernes,19,Enero,Guatemala,12,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Colisión,2014
3,Viernes,19,Enero,Suchitepéquez,Ignorado,Hombre,17,Menor,Ignorado,Motocicleta,Ignorado,Colisión,2014
3,Viernes,19,Enero,Suchitepéquez,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Colisión,2014
3,Viernes,11,Enero,Retalhuleu,Ignorado,Hombre,17,Menor,Ignorado,Motocicleta,Ignorado,Colisión,2014
3,Viernes,11,Enero,Retalhuleu,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camioneta,Ignorado,Colisión,2014
3,Viernes,16,Enero,San Marcos,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Choque,2014
3,Viernes,19,Enero,Santa rosa,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Camioneta,Toyota,Colisión,2014
3,Viernes,19,Enero,Santa rosa,Ignorado,Hombre,57,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
4,Sábado,10,Enero,Guatemala,19,Hombre,24,Mayor,Ignorado,Bus extraurbano,Mercedes Benz,Colisión,2014
4,Sábado,10,Enero,Guatemala,19,Hombre,Ignorado,Mayor,Ignorado,Bus extraurbano,Mercedes Benz,Colisión,2014
4,Sábado,21,Enero,Guatemala,9,Hombre,35,Mayor,Ignorado,Pick up,Mazda,Colisión,2014
4,Sábado,19,Enero,Quetzaltenango,Ignorado,Hombre,35,Mayor,Ignorado,Automóvil,Geo,Colisión,2014
4,Sábado,21,Enero,San Marcos,Ignorado,Hombre,27,Mayor,Ignorado,Automóvil,Volsk waguen,Colisión,2014
4,Sábado,18,Enero,Guatemala,3,Hombre,50,Mayor,Ignorado,Automóvil,Kia,Colisión,2014
4,Sábado,10,Enero,Guatemala,1,Hombre,52,Mayor,Ignorado,Cabezal,Hino,Colisión,2014
4,Sábado,13,Enero,Alta Verapaz,Ignorado,Hombre,50,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
5,Domingo,2,Enero,Guatemala,1,Hombre,31,Mayor,Ignorado,Motocicleta,Land Rover,Choque,2014
5,Domingo,2,Enero,Guatemala,7,Hombre,21,Mayor,Ignorado,Camioneta,Land Rover,Choque,2014
5,Domingo,3,Enero,Guatemala,7,Hombre,37,Mayor,Ignorado,Automóvil,Mitsubishi,Colisión,2014
5,Domingo,18,Enero,Santa rosa,Ignorado,Hombre,39,Mayor,Ignorado,Pick up,Ignorado,Colisión,2014
5,Domingo,14,Enero,San Marcos,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Automóvil,Ignorado,Vuelco,2014
5,Domingo,0,Enero,Totonicapán,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Bus extraurbano,Ignorado,Vuelco,2014
5,Domingo,23,Enero,Peten,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Vuelco,2014
6,Lunes,8,Enero,Guatemala,10,Mujer,50,Mayor,Ignorado,Automóvil,Peugeut,Colisión,2014
6,Lunes,3,Enero,Santa rosa,Ignorado,Mujer,14,Menor,Ignorado,Motocicleta,Ignorado,Choque,2014
6,Lunes,21,Enero,Quetzaltenango,8,Mujer,21,Mayor,Ignorado,Automóvil,Mazda,Colisión,2014
6,Lunes,21,Enero,Quetzaltenango,8,Hombre,24,Mayor,Ignorado,Motocicleta,Suzuki,Colisión,2014
6,Lunes,9,Enero,Huehuetenango,Ignorado,Hombre,28,Mayor,Ignorado,Pick up,Mazda,Choque,2014
7,Martes,5,Enero,El Progreso,Ignorado,Hombre,38,Mayor,Ignorado,Camión,Hino,Colisión,2014
7,Martes,5,Enero,El Progreso,Ignorado,Hombre,48,Mayor,Ignorado,Bus urbano,Ford,Colisión,2014
7,Martes,7,Enero,Jalapa,Ignorado,Hombre,23,Mayor,Ignorado,Pick up,Seat,Colisión,2014
7,Martes,18,Enero,Jalapa,Ignorado,Hombre,23,Mayor,Ignorado,Moto taxi,Bajaj,Colisión,2014
7,Martes,18,Enero,Jalapa,Ignorado,Hombre,23,Mayor,Ignorado,Motocicleta,Honda,Colisión,2014
7,Martes,16,Enero,Sololá,Ignorado,Hombre,51,Mayor,Ignorado,Camión,Isuzu,Caída,2014
8,Miércoles,19,Enero,Guatemala,2,Hombre,25,Mayor,Normal,Automóvil,Mazda,Colisión,2014
8,Miércoles,19,Enero,Guatemala,2,Mujer,48,Mayor,Normal,Automóvil,Toyota,Colisión,2014
8,Miércoles,16,Enero,Guatemala,1,Hombre,35,Mayor,Normal,Pick up,Seat,Colisión,2014
8,Miércoles,16,Enero,Guatemala,1,Hombre,39,Mayor,Normal,Automóvil,Toyota,Colisión,2014
8,Miércoles,8,Enero,Guatemala,7,Hombre,35,Mayor,Ignorado,Bus urbano,Ignorado,Colisión,2014
8,Miércoles,8,Enero,Guatemala,7,Hombre,37,Mayor,Ignorado,Motocicleta,Jialing,Colisión,2014
8,Miércoles,4,Enero,Guatemala,Ignorado,Hombre,22,Mayor,Ignorado,Motocicleta,Italica,Colisión,2014
8,Miércoles,4,Enero,Guatemala,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Camión,Ignorado,Colisión,2014
8,Miércoles,13,Enero,Guatemala,Ignorado,Mujer,Ignorado,Mayor,Ignorado,Automóvil,Seat,Colisión,2014
8,Miércoles,13,Enero,Guatemala,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Cabezal,Freightliner,Colisión,2014
8,Miércoles,15,Enero,Santa rosa,Ignorado,Hombre,37,Mayor,Ignorado,Pick up,Seat,Colisión,2014
8,Miércoles,15,Enero,Santa rosa,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Bus extraurbano,Ignorado,Colisión,2014
8,Miércoles,21,Enero,Retalhuleu,Ignorado,Hombre,21,Mayor,Ignorado,Pick up,Ignorado,Vuelco,2014
8,Miércoles,6,Enero,Peten,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Colisión,2014
8,Miércoles,6,Enero,Peten,Ignorado,Hombre,30,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
9,Jueves,8,Enero,Guatemala,18,Hombre,35,Mayor,Normal,Motocicleta,Bajaj,Vuelco,2014
9,Jueves,6,Enero,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Mitsubishi,Colisión,2014
9,Jueves,6,Enero,Guatemala,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Pick up,Ignorado,Colisión,2014
9,Jueves,14,Enero,Guatemala,Ignorado,Hombre,37,Mayor,Normal,Bus urbano,Ford,Colisión,2014
9,Jueves,14,Enero,Guatemala,Ignorado,Hombre,27,Mayor,Normal,Bus urbano,Ford,Colisión,2014
9,Jueves,15,Enero,Escuintla,Ignorado,Hombre,31,Mayor,Normal,Cabezal,Ignorado,Choque,2014
9,Jueves,7,Enero,Quetzaltenango,2,Hombre,38,Mayor,Ignorado,Bus extraurbano,Ford,Vuelco,2014
9,Jueves,15,Enero,San Marcos,Ignorado,Hombre,40,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
9,Jueves,15,Enero,San Marcos,Ignorado,Hombre,23,Mayor,Ignorado,Automóvil,Toyota,Colisión,2014
9,Jueves,22,Enero,San Marcos,Ignorado,Hombre,47,Mayor,Ebrio,Ignorado,Toyota,Colisión,2014
9,Jueves,22,Enero,San Marcos,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Jeep,Ignorado,Colisión,2014
9,Jueves,22,Enero,Totonicapán,Ignorado,Hombre,36,Mayor,Normal,Camión,Hino,Vuelco,2014
9,Jueves,18,Enero,Totonicapán,Ignorado,Hombre,35,Mayor,Normal,Motocicleta,Honda,Vuelco,2014
9,Jueves,20,Enero,Peten,Ignorado,Hombre,44,Mayor,Ebrio,Pick up,Toyota,Colisión,2014
9,Jueves,20,Enero,Peten,Ignorado,Hombre,Ignorado,Mayor,Normal,Furgón,Hino,Colisión,2014
9,Jueves,17,Enero,Peten,Ignorado,Hombre,30,Mayor,Ignorado,Camioneta,Toyota,Vuelco,2014
10,Viernes,21,Enero,Guatemala,12,Hombre,72,Mayor,Normal,Panel,Toyota,Colisión,2014
10,Viernes,21,Enero,Guatemala,12,Hombre,36,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2014
10,Viernes,10,Enero,Chiquimula,Ignorado,Hombre,29,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
10,Viernes,10,Enero,Chiquimula,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Ignorado,Colisión,2014
10,Viernes,14,Enero,Escuintla,Ignorado,Hombre,24,Mayor,Ignorado,Motocicleta,Ignorado,Caída,2014
10,Viernes,21,Enero,Escuintla,Ignorado,Hombre,55,Mayor,Ignorado,Bus extraurbano,Ignorado,Colisión,2014
10,Viernes,21,Enero,Escuintla,Ignorado,Hombre,55,Mayor,Ignorado,Pick up,Ignorado,Colisión,2014
10,Viernes,0,Enero,Quetzaltenango,Ignorado,Hombre,19,Mayor,Ignorado,Pick up,Hyundai,Colisión,2014
10,Viernes,0,Enero,Quetzaltenango,Ignorado,Hombre,36,Mayor,Ignorado,Motocicleta,Honda,Colisión,2014
10,Viernes,19,Enero,Quetzaltenango,3,Mujer,22,Mayor,Ignorado,Automóvil,Mitsubishi,Colisión,2014
10,Viernes,19,Enero,Quetzaltenango,3,Hombre,22,Mayor,Ignorado,Motocicleta,Honda,Colisión,2014
10,Viernes,20,Enero,Quetzaltenango,3,Hombre,53,Mayor,Ebrio,Pick up,Toyota,Choque,2014
10,Viernes,3,Enero,Quetzaltenango,Ignorado,Hombre,25,Mayor,Ignorado,Motocicleta,Suzuki,Colisión,2014
10,Viernes,3,Enero,Quetzaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Toyota,Colisión,2014
10,Viernes,11,Enero,Quetzaltenango,Ignorado,Hombre,26,Mayor,Ignorado,Automóvil,Ignorado,Colisión,2014
10,Viernes,11,Enero,Quetzaltenango,Ignorado,Hombre,26,Mayor,Ignorado,Pick up,Ignorado,Colisión,2014
10,Viernes,11,Enero,Quetzaltenango,Ignorado,Hombre,30,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
10,Viernes,18,Enero,Huehuetenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,Ignorado,Colisión,2014
10,Viernes,18,Enero,Huehuetenango,Ignorado,Hombre,57,Mayor,Ignorado,Automóvil,Seat,Colisión,2014
10,Viernes,17,Enero,Chimaltenango,Ignorado,Hombre,25,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
10,Viernes,17,Enero,Chimaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Ignorado,Colisión,2014
10,Viernes,18,Enero,Chimaltenango,Ignorado,Hombre,23,Mayor,Ignorado,Motocicleta,Ignorado,Choque,2014
11,Sábado,4,Enero,Guatemala,9,Hombre,24,Mayor,Ignorado,Automóvil,Chevrolet,Choque,2014
11,Sábado,20,Enero,Guatemala,1,Hombre,28,Mayor,Normal,Automóvil,Ignorado,Colisión,2014
11,Sábado,20,Enero,Guatemala,1,Hombre,39,Mayor,Normal,Automóvil,Bmw,Colisión,2014
11,Sábado,22,Enero,Guatemala,17,Hombre,24,Mayor,Normal,Automóvil,Ignorado,Choque,2014
11,Sábado,13,Enero,Guatemala,6,Hombre,38,Mayor,Normal,Camión,Freightliner,Colisión,2014
11,Sábado,13,Enero,Guatemala,6,Hombre,32,Mayor,Normal,Bus urbano,Blue bird,Colisión,2014
11,Sábado,13,Enero,Guatemala,6,Hombre,26,Mayor,Normal,Motocicleta,Honda,Colisión,2014
11,Sábado,5,Enero,Guatemala,15,Hombre,26,Mayor,Ebrio,Pick up,Toyota,Colisión,2014
11,Sábado,5,Enero,Guatemala,15,Mujer,27,Mayor,Ebrio,Automóvil,Chevy,Colisión,2014
11,Sábado,13,Enero,Guatemala,10,Mujer,32,Mayor,Normal,Camioneta,Hyundai,Colisión,2014
11,Sábado,13,Enero,Guatemala,10,Hombre,21,Mayor,Normal,Motocicleta,Bajaj,Colisión,2014
11,Sábado,0,Enero,Guatemala,11,Hombre,Ignorado,Mayor,Normal,Motocicleta,Ignorado,Colisión,2014
11,Sábado,3,Enero,Guatemala,6,Hombre,24,Mayor,Ebrio,Automóvil,Honda,Colisión,2014
11,Sábado,3,Enero,Guatemala,6,Hombre,30,Mayor,Normal,Motocicleta,Ignorado,Colisión,2014
11,Sábado,0,Enero,Guatemala,3,Hombre,29,Mayor,Ebrio,Cabezal,Internacional,Colisión,2014
11,Sábado,0,Enero,Guatemala,3,Hombre,29,Mayor,Normal,Panel,Ignorado,Colisión,2014
11,Sábado,0,Enero,Guatemala,3,Mujer,35,Mayor,Normal,Camioneta,Kia,Colisión,2014
11,Sábado,0,Enero,Guatemala,3,Hombre,Ignorado,Mayor,Normal,Ignorado,Ignorado,Colisión,2014
11,Sábado,0,Enero,Guatemala,3,Hombre,40,Mayor,Normal,Automóvil,Ignorado,Colisión,2014
11,Sábado,13,Enero,Zacapa,Ignorado,Hombre,25,Mayor,Normal,Automóvil,Toyota,Colisión,2014
11,Sábado,13,Enero,Zacapa,Ignorado,Hombre,Ignorado,Mayor,Normal,Camión,Hino,Colisión,2014
11,Sábado,13,Enero,Escuintla,Ignorado,Hombre,35,Mayor,Normal,Cabezal,Ignorado,Colisión,2014
11,Sábado,13,Enero,Escuintla,Ignorado,Hombre,36,Mayor,Normal,Motocicleta,Movesa,Colisión,2014
11,Sábado,21,Enero,Santa rosa,Ignorado,Hombre,22,Mayor,Normal,Pick up,Toyota,Colisión,2014
11,Sábado,21,Enero,Santa rosa,Ignorado,Hombre,27,Mayor,Normal,Pick up,Toyota,Colisión,2014
11,Sábado,3,Enero,Suchitepéquez,Ignorado,Hombre,32,Mayor,Normal,Pick up,Toyota,Colisión,2014
11,Sábado,3,Enero,Suchitepéquez,Ignorado,Hombre,Ignorado,Mayor,Normal,Cabezal,Freightliner,Colisión,2014
11,Sábado,18,Enero,Quetzaltenango,Ignorado,Hombre,31,Mayor,Ebrio,Pick up,Toyota,Colisión,2014
11,Sábado,18,Enero,Quetzaltenango,Ignorado,Hombre,24,Mayor,Normal,Camioneta,Mitsubishi,Colisión,2014
11,Sábado,1,Enero,El Progreso,Ignorado,Hombre,42,Mayor,Normal,Bus urbano,Ignorado,Colisión,2014
11,Sábado,1,Enero,El Progreso,Ignorado,Hombre,33,Mayor,Normal,Pick up,Toyota,Colisión,2014
12,Domingo,2,Enero,Guatemala,12,Hombre,22,Mayor,Normal,Camión,Ignorado,Colisión,2014
12,Domingo,2,Enero,Guatemala,12,Hombre,27,Mayor,Normal,Camioneta,Ignorado,Colisión,2014
12,Domingo,19,Enero,Guatemala,12,Hombre,18,Mayor,Normal,Automóvil,Mitsubishi,Colisión,2014
12,Domingo,19,Enero,Guatemala,12,Hombre,37,Mayor,Normal,Motocicleta,Ignorado,Colisión,2014
12,Domingo,9,Enero,Guatemala,1,Mujer,29,Mayor,Normal,Automóvil,Hyundai,Colisión,2014
12,Domingo,9,Enero,Guatemala,1,Hombre,20,Mayor,Normal,Motocicleta,Suzuki,Colisión,2014
12,Domingo,19,Enero,Guatemala,6,Hombre,Ignorado,Mayor,Normal,Motocicleta,Suzuki,Colisión,2014
12,Domingo,19,Enero,Guatemala,6,Hombre,55,Mayor,Normal,Motocicleta,Chevrolet,Colisión,2014
12,Domingo,2,Enero,Santa rosa,Ignorado,Hombre,33,Mayor,Normal,Cabezal,Freightliner,Colisión,2014
12,Domingo,2,Enero,Santa rosa,Ignorado,Hombre,22,Mayor,Ebrio,Cabezal,Hyundai,Colisión,2014
12,Domingo,22,Enero,Suchitepéquez,Ignorado,Hombre,Ignorado,Mayor,Normal,Motocicleta,Ignorado,Choque,2014
12,Domingo,0,Enero,Quetzaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Mazda,Colisión,2014
12,Domingo,0,Enero,Quetzaltenango,Ignorado,Hombre,28,Mayor,Normal,Camioneta,Ignorado,Colisión,2014
12,Domingo,4,Enero,Peten,Ignorado,Hombre,18,Mayor,Normal,Motocicleta,Honda,Vuelco,2014
12,Domingo,3,Enero,Peten,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Cabezal,Ignorado,Colisión,2014
12,Domingo,3,Enero,Peten,Ignorado,Hombre,27,Mayor,Ebrio,Motocicleta,Jialing,Colisión,2014
12,Domingo,16,Enero,Quiche,Ignorado,Hombre,41,Mayor,Ignorado,Microbus,Toyota,Caída,2014
12,Domingo,12,Enero,Quiche,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Toyota,Choque,2014
12,Domingo,21,Enero,Huehuetenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Microbus,Toyota,Colisión,2014
12,Domingo,21,Enero,Huehuetenango,Ignorado,Hombre,20,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2014
12,Domingo,0,Enero,Guatemala,1,Hombre,35,Mayor,Ignorado,Automóvil,Mazda,Colisión,2014
12,Domingo,0,Enero,Guatemala,1,Hombre,20,Mayor,Ignorado,Automóvil,Chevrolet,Colisión,2014
12,Domingo,14,Enero,Guatemala,7,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Colisión,2014
12,Domingo,14,Enero,Guatemala,7,Mujer,40,Mayor,Ignorado,Motocicleta,Italica,Colisión,2014
12,Domingo,16,Enero,Guatemala,Ignorado,Hombre,17,Menor,Ignorado,Moto taxi,Ignorado,Colisión,2014
12,Domingo,21,Enero,Chiquimula,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Caída,2014
13,Lunes,1,Enero,Guatemala,1,Hombre,35,Mayor,Normal,Automóvil,Mazda,Colisión,2014
13,Lunes,1,Enero,Guatemala,1,Hombre,20,Mayor,Normal,Automóvil,Chevrolet,Colisión,2014
13,Lunes,23,Enero,Escuintla,1,Hombre,59,Mayor,Normal,Automóvil,Ignorado,Colisión,2014
13,Lunes,20,Enero,Escuintla,1,Hombre,45,Mayor,Normal,Automóvil,Ignorado,Colisión,2014
13,Lunes,11,Enero,Baja Verapaz,Ignorado,Hombre,40,Mayor,Normal,Automóvil,Ignorado,Colisión,2014
14,Martes,21,Enero,Guatemala,11,Hombre,26,Mayor,Normal,Pick up,Isuzu,Choque,2014
14,Martes,15,Enero,Santa rosa,Ignorado,Hombre,Ignorado,Ignorado,Ebrio,Moto taxi,Ignorado,Choque,2014
14,Martes,7,Enero,Alta Verapaz,Ignorado,Hombre,18,Mayor,Normal,Pick up,Toyota,Colisión,2014
14,Martes,1,Enero,Izabal,Ignorado,Hombre,28,Mayor,Ebrio,Automóvil,Toyota,Choque,2014
15,Miércoles,2,Enero,Guatemala,7,Hombre,26,Mayor,Normal,Automóvil,Seat,Colisión,2014
15,Miércoles,18,Enero,Jutiapa,Ignorado,Hombre,Ignorado,Mayor,Normal,Microbus,Ignorado,Colisión,2014
15,Miércoles,22,Enero,Escuintla,Ignorado,Hombre,Ignorado,Mayor,Normal,Motocicleta,Bajaj,Choque,2014
15,Miércoles,20,Enero,San Marcos,Ignorado,Hombre,41,Mayor,Ebrio,Pick up,Toyota,Colisión,2014
15,Miércoles,21,Enero,Sacatepéquez,Ignorado,Hombre,36,Mayor,Ebrio,Automóvil,Volsk waguen,Choque,2014
16,Jueves,22,Enero,Zacapa,Ignorado,Mujer,35,Mayor,Normal,Automóvil,Chevy,Colisión,2014
16,Jueves,22,Enero,Zacapa,Ignorado,Hombre,45,Mayor,Normal,Motocicleta,Bajaj,Colisión,2014
16,Jueves,14,Enero,Escuintla,Ignorado,Mujer,26,Mayor,Normal,Camioneta,Ignorado,Vuelco,2014
16,Jueves,22,Enero,Escuintla,Ignorado,Hombre,31,Mayor,Normal,Motocicleta,Bajaj,Choque,2014
16,Jueves,16,Enero,Izabal,Ignorado,Hombre,30,Mayor,Normal,Microbus,Toyota,Vuelco,2014
16,Jueves,14,Enero,Chimaltenango,Ignorado,Hombre,24,Mayor,Normal,Automóvil,Honda,Colisión,2014
16,Jueves,15,Enero,Quetzaltenango,Ignorado,Hombre,21,Mayor,Normal,Motocicleta,Italica,Colisión,2014
16,Jueves,15,Enero,Quetzaltenango,Ignorado,Hombre,26,Mayor,Normal,Motocicleta,Italica,Colisión,2014
16,Jueves,15,Enero,Guatemala,Ignorado,Hombre,22,Mayor,Normal,Camión,Internacional,Colisión,2014
17,Viernes,0,Enero,Guatemala,Ignorado,Hombre,27,Mayor,Ignorado,Bus extraurbano,Internacional,Choque,2014
17,Viernes,21,Enero,Guatemala,13,Hombre,26,Mayor,Ignorado,Ignorado,Ignorado,Choque,2014
17,Viernes,18,Enero,Chiquimula,4,Hombre,58,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
17,Viernes,18,Enero,Chiquimula,4,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2014
17,Viernes,20,Enero,Chiquimula,Ignorado,Hombre,27,Mayor,Ignorado,Motocicleta,Freedom,Colisión,2014
17,Viernes,20,Enero,Chiquimula,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Cabezal,Freightliner,Colisión,2014
17,Viernes,21,Enero,Chiquimula,Ignorado,Hombre,22,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
17,Viernes,11,Enero,Escuintla,Ignorado,Hombre,39,Mayor,Ignorado,Pick up,Toyota,Choque,2014
17,Viernes,23,Enero,Suchitepéquez,Ignorado,Hombre,29,Mayor,Ignorado,Motocicleta,Kymco,Colisión,2014
17,Viernes,23,Enero,Suchitepéquez,Ignorado,Hombre,28,Mayor,Ignorado,Motocicleta,Italica,Colisión,2014
17,Viernes,0,Enero,Suchitepéquez,Ignorado,Hombre,20,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2014
17,Viernes,0,Enero,Suchitepéquez,Ignorado,Hombre,30,Mayor,Ignorado,Microbus,Seat,Colisión,2014
17,Viernes,18,Enero,Izabal,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Camioneta,Toyota,Colisión,2014
17,Viernes,18,Enero,Izabal,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
17,Viernes,9,Enero,Sacatepéquez,Ignorado,Hombre,58,Mayor,Ignorado,Camioneta,Internacional,Colisión,2014
17,Viernes,9,Enero,Sacatepéquez,Ignorado,Hombre,26,Mayor,Ignorado,Motocicleta,Suzuki,Colisión,2014
18,Sábado,3,Enero,Guatemala,18,Hombre,19,Mayor,Ignorado,Motocicleta,Seat,Colisión,2014
18,Sábado,3,Enero,Guatemala,18,Hombre,20,Mayor,Ignorado,Motocicleta,Italica,Colisión,2014
18,Sábado,21,Enero,Guatemala,24,Hombre,42,Mayor,Ignorado,Cabezal,Freightliner,Colisión,2014
18,Sábado,21,Enero,Guatemala,24,Hombre,27,Mayor,Ebrio,Automóvil,Toyota,Colisión,2014
18,Sábado,12,Enero,Chiquimula,Ignorado,Hombre,52,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
18,Sábado,20,Enero,Chiquimula,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Cabezal,Freightliner,Colisión,2014
18,Sábado,20,Enero,Escuintla,Ignorado,Hombre,24,Mayor,Ignorado,Automóvil,Toyota,Colisión,2014
18,Sábado,20,Enero,Escuintla,Ignorado,Hombre,21,Mayor,Ignorado,Camioneta,Mitsubishi,Colisión,2014
18,Sábado,11,Enero,Escuintla,Ignorado,Hombre,32,Mayor,Ignorado,Automóvil,Seat,Colisión,2014
18,Sábado,11,Enero,Escuintla,Ignorado,Hombre,28,Mayor,Ignorado,Motocicleta,Honda,Colisión,2014
