dia_ocu,dia_sem_ocu,hora_ocu,mes_ocu,depto_ocu,zona_ocu,sexo_pil,edad_pil,mayor_menor,estado_pil,tipo_vehi,marca_vehi,causa_acc,year
9,Miércoles,19,Abril,El Progreso,Ignorado,Hombre,45,Mayor,Ignorado,Camión,Hino,Colisión,2014
9,Miércoles,19,Abril,El Progreso,Ignorado,Hombre,39,Mayor,Ignorado,Camión,Toyota,Colisión,2014
9,Miércoles,8,Abril,Peten,Ignorado,Hombre,33,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
9,Miércoles,8,Abril,Peten,Ignorado,Mujer,16,Menor,Ignorado,Motocicleta,Italica,Colisión,2014
9,Miércoles,20,Abril,Quiche,Ignorado,Hombre,27,Mayor,Ignorado,Pick up,Toyota,Vuelco,2014
9,Miércoles,16,Abril,Sololá,Ignorado,Hombre,45,Mayor,Ignorado,Pick up,Toyota,Caída,2014
10,Jueves,0,Abril,Guatemala,1,Mujer,25,Mayor,Ignorado,Automóvil,Chevrolet,Colisión,2014
10,Jueves,0,Abril,Guatemala,1,Hombre,32,Mayor,Ignorado,Motocicleta,Seat,Colisión,2014
10,Jueves,23,Abril,Guatemala,4,Hombre,28,Mayor,Ignorado,Automóvil,Seat,Colisión,2014
10,Jueves,23,Abril,Guatemala,4,Hombre,55,Mayor,Ignorado,Motocicleta,Suzuki,Colisión,2014
10,Jueves,23,Abril,Suchitepéquez,Ignorado,Hombre,25,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
10,Jueves,23,Abril,Suchitepéquez,Ignorado,Hombre,28,Mayor,Ignorado,Camión,Freightliner,Colisión,2014
10,Jueves,0,Abril,Baja Verapaz,Ignorado,Hombre,28,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
10,Jueves,0,Abril,Baja Verapaz,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Toyota,Colisión,2014
10,Jueves,18,Abril,Izabal,Ignorado,Mujer,58,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
10,Jueves,18,Abril,Izabal,Ignorado,Hombre,23,Mayor,Ignorado,Motocicleta,Suzuki,Colisión,2014
10,Jueves,11,Abril,Izabal,Ignorado,Hombre,36,Mayor,Ignorado,Camión,Ignorado,Colisión,2014
10,Jueves,11,Abril,Izabal,Ignorado,Hombre,28,Mayor,Ignorado,Motocicleta,Sniper,Colisión,2014
10,Jueves,7,Abril,Chimaltenango,Ignorado,Hombre,54,Mayor,Ignorado,Camión,Hino,Colisión,2014
10,Jueves,7,Abril,Chimaltenango,Ignorado,Hombre,29,Mayor,Ignorado,Camión,Isuzu,Colisión,2014
11,Viernes,7,Abril,Guatemala,18,Hombre,19,Mayor,Ignorado,Motocicleta,Italica,Colisión,2014
11,Viernes,7,Abril,Guatemala,18,Hombre,25,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2014
11,Viernes,18,Abril,Guatemala,13,Mujer,79,Mayor,Ignorado,Camioneta,Hyundai,Colisión,2014
11,Viernes,18,Abril,Guatemala,13,Hombre,Ignorado,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
11,Viernes,17,Abril,Guatemala,7,Hombre,66,Mayor,Ebrio,Automóvil,Geo,Choque,2014
11,Viernes,9,Abril,Guatemala,7,Hombre,19,Mayor,Ignorado,Motocicleta,Freedom,Colisión,2014
11,Viernes,9,Abril,Guatemala,7,Ignorado,Ignorado,Ignorado,Ignorado,Panel,Ignorado,Colisión,2014
11,Viernes,11,Abril,Guatemala,Ignorado,Hombre,35,Mayor,Ignorado,Camión,Hyundai,Colisión,2014
11,Viernes,11,Abril,Guatemala,Ignorado,Hombre,25,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
11,Viernes,17,Abril,Suchitepéquez,Ignorado,Hombre,37,Mayor,Ebrio,Bus urbano,Internacional,Colisión,2014
11,Viernes,17,Abril,Suchitepéquez,Ignorado,Hombre,33,Mayor,Ignorado,Automóvil,Mazda,Colisión,2014
11,Viernes,22,Abril,Suchitepéquez,Ignorado,Hombre,39,Mayor,Ignorado,Motocicleta,Movesa,Colisión,2014
11,Viernes,22,Abril,Suchitepéquez,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Motocicleta,Suzuki,Colisión,2014
11,Viernes,21,Abril,Suchitepéquez,Ignorado,Hombre,46,Mayor,Ebrio,Pick up,Toyota,Colisión,2014
11,Viernes,21,Abril,Suchitepéquez,Ignorado,Mujer,28,Mayor,Ignorado,Camioneta,Ford,Colisión,2014
11,Viernes,21,Abril,Retalhuleu,Ignorado,Hombre,21,Mayor,Ignorado,Motocicleta,Bajaj,Vuelco,2014
11,Viernes,1,Abril,Retalhuleu,Ignorado,Hombre,27,Mayor,Ebrio,Motocicleta,Bajaj,Colisión,2014
11,Viernes,1,Abril,Retalhuleu,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Gmc,Colisión,2014
11,Viernes,10,Abril,Chimaltenango,Ignorado,Hombre,23,Mayor,Ignorado,Motocicleta,Italica,Colisión,2014
11,Viernes,10,Abril,Chimaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camioneta,Isuzu,Colisión,2014
12,Sábado,4,Abril,Guatemala,7,Hombre,25,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
12,Sábado,4,Abril,Guatemala,7,Hombre,60,Mayor,Ignorado,Cabezal,Ignorado,Colisión,2014
12,Sábado,4,Abril,Guatemala,13,Hombre,30,Mayor,Ebrio,Camioneta,Jeep,Choque,2014
12,Sábado,23,Abril,Guatemala,18,Hombre,34,Mayor,Ebrio,Motocicleta,Ignorado,Colisión,2014
12,Sábado,23,Abril,Guatemala,18,Hombre,22,Mayor,Ignorado,Motocicleta,Suzuki,Colisión,2014
12,Sábado,18,Abril,Guatemala,4,Hombre,20,Mayor,Ignorado,Automóvil,Mazda,Colisión,2014
12,Sábado,18,Abril,Guatemala,4,Hombre,Ignorado,Mayor,Ignorado,Camión,Ford,Colisión,2014
12,Sábado,21,Abril,Guatemala,Ignorado,Hombre,45,Mayor,Ebrio,Automóvil,Ignorado,Colisión,2014
12,Sábado,21,Abril,Guatemala,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Moto taxi,Ignorado,Colisión,2014
12,Sábado,21,Abril,Guatemala,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Moto taxi,Ignorado,Colisión,2014
12,Sábado,18,Abril,Jutiapa,Ignorado,Hombre,34,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
12,Sábado,18,Abril,Jutiapa,Ignorado,Mujer,18,Mayor,Ignorado,Motocicleta,Suzuki,Colisión,2014
12,Sábado,1,Abril,Jutiapa,Ignorado,Hombre,27,Mayor,Ignorado,Motocicleta,Italica,Colisión,2014
12,Sábado,1,Abril,Jutiapa,Ignorado,Hombre,27,Mayor,Ignorado,Motocicleta,Italica,Colisión,2014
12,Sábado,9,Abril,Escuintla,Ignorado,Hombre,41,Mayor,Ignorado,Bus urbano,Internacional,Colisión,2014
12,Sábado,9,Abril,Escuintla,Ignorado,Hombre,22,Mayor,Ignorado,Motocicleta,Honda,Colisión,2014
12,Sábado,23,Abril,Quiche,Ignorado,Hombre,43,Mayor,Ignorado,Microbus,Toyota,Colisión,2014
12,Sábado,23,Abril,Quiche,Ignorado,Hombre,23,Mayor,Ignorado,Microbus,Toyota,Colisión,2014
12,Sábado,5,Abril,Quetzaltenango,Ignorado,Mujer,25,Mayor,Ignorado,Motocicleta,Ignorado,Choque,2014
12,Sábado,11,Abril,Quiche,Ignorado,Hombre,12,Menor,Normal,Pick up,Toyota,Vuelco,2014
12,Sábado,11,Abril,Quiche,1,Hombre,17,Menor,Normal,Pick up,Toyota,Vuelco,2014
13,Domingo,10,Abril,Santa rosa,Ignorado,Hombre,28,Mayor,Ignorado,Camión,Kia,Colisión,2014
13,Domingo,10,Abril,Santa rosa,Ignorado,Hombre,70,Mayor,Ignorado,Pick up,Mazda,Colisión,2014
13,Domingo,1,Abril,Jutiapa,Ignorado,Hombre,22,Mayor,Ignorado,Motocicleta,Suzuki,Choque,2014
13,Domingo,1,Abril,San Marcos,Ignorado,Hombre,40,Mayor,Ebrio,Automóvil,Toyota,Colisión,2014
13,Domingo,1,Abril,San Marcos,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Microbus,Toyota,Colisión,2014
13,Domingo,1,Abril,San Marcos,Ignorado,Hombre,26,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
13,Domingo,1,Abril,San Marcos,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Honda,Colisión,2014
13,Domingo,19,Abril,Quiche,Ignorado,Hombre,27,Mayor,Ebrio,Motocicleta,Bajaj,Colisión,2014
13,Domingo,19,Abril,Quiche,Ignorado,Hombre,42,Mayor,Ignorado,Motocicleta,Suzuki,Colisión,2014
13,Domingo,4,Abril,Peten,Ignorado,Hombre,34,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2014
13,Domingo,4,Abril,Peten,Ignorado,Hombre,Ignorado,Ignorado,Ignorado,Camioneta,Mitsubishi,Colisión,2014
13,Domingo,1,Abril,Peten,Ignorado,Hombre,26,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2014
13,Domingo,1,Abril,Peten,Ignorado,Hombre,19,Mayor,Ignorado,Motocicleta,Italica,Colisión,2014
13,Domingo,1,Abril,Peten,Ignorado,Hombre,26,Mayor,Ebrio,Motocicleta,Subaru,Colisión,2014
13,Domingo,1,Abril,Peten,Ignorado,Hombre,41,Mayor,Ignorado,Motocicleta,Italica,Colisión,2014
14,Lunes,16,Abril,Guatemala,8,Hombre,25,Mayor,Ignorado,Motocicleta,Suzuki,Caída,2014
14,Lunes,0,Abril,Guatemala,18,Hombre,50,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
14,Lunes,0,Abril,Guatemala,18,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2014
14,Lunes,17,Abril,Guatemala,10,Hombre,37,Mayor,Ignorado,Pick up,Isuzu,Colisión,2014
14,Lunes,17,Abril,Guatemala,10,Mujer,32,Mayor,Ignorado,Automóvil,Mazda,Colisión,2014
14,Lunes,16,Abril,Guatemala,10,Hombre,26,Mayor,Ignorado,Automóvil,Mitsubishi,Colisión,2014
14,Lunes,16,Abril,Guatemala,10,Mujer,33,Mayor,Ignorado,Automóvil,Toyota,Colisión,2014
14,Lunes,8,Abril,Guatemala,13,Hombre,Ignorado,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
14,Lunes,8,Abril,Guatemala,13,Hombre,27,Mayor,Ignorado,Camioneta,Ignorado,Colisión,2014
14,Lunes,5,Abril,Guatemala,12,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Toyota,Choque,2014
14,Lunes,8,Abril,Guatemala,Ignorado,Hombre,21,Mayor,Ignorado,Motocicleta,Suzuki,Colisión,2014
14,Lunes,8,Abril,Guatemala,Ignorado,Hombre,89,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
14,Lunes,19,Abril,Chiquimula,2,Mujer,17,Menor,Ignorado,Motocicleta,Kymco,Colisión,2014
14,Lunes,19,Abril,Chiquimula,2,Hombre,22,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
14,Lunes,18,Abril,Escuintla,Ignorado,Hombre,22,Mayor,Ignorado,Bus urbano,Internacional,Choque,2014
14,Lunes,10,Abril,Escuintla,Ignorado,Hombre,68,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
14,Lunes,10,Abril,Escuintla,Ignorado,Hombre,44,Mayor,Ignorado,Cabezal,Ignorado,Colisión,2014
14,Lunes,5,Abril,Santa rosa,1,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Toyota,Choque,2014
14,Lunes,23,Abril,Suchitepéquez,Ignorado,Hombre,26,Mayor,Ignorado,Motocicleta,Ignorado,Vuelco,2014
14,Lunes,8,Abril,Suchitepéquez,Ignorado,Hombre,44,Mayor,Ignorado,Camión,Mitsubishi,Colisión,2014
14,Lunes,8,Abril,Suchitepéquez,Ignorado,Hombre,37,Mayor,Ignorado,Bus urbano,Internacional,Colisión,2014
14,Lunes,13,Abril,Quetzaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Microbus,Ignorado,Colisión,2014
14,Lunes,13,Abril,Quetzaltenango,Ignorado,Mujer,45,Mayor,Normal,Automóvil,Toyota,Colisión,2014
14,Lunes,10,Abril,Izabal,Ignorado,Hombre,31,Mayor,Ignorado,Motocicleta,Suzuki,Choque,2014
14,Lunes,18,Abril,Izabal,Ignorado,Hombre,54,Mayor,Ignorado,Cabezal,Ignorado,Colisión,2014
14,Lunes,18,Abril,Izabal,Ignorado,Hombre,30,Mayor,Ignorado,Motocicleta,Sniper,Colisión,2014
14,Lunes,20,Abril,Sacatepéquez,Ignorado,Hombre,32,Mayor,Ebrio,Automóvil,Geo,Colisión,2014
14,Lunes,20,Abril,Sacatepéquez,Ignorado,Hombre,43,Mayor,Ignorado,Cabezal,Freightliner,Colisión,2014
15,Martes,23,Abril,Guatemala,Ignorado,Hombre,24,Mayor,Ignorado,Camioneta,Kia,Colisión,2014
15,Martes,23,Abril,Guatemala,Ignorado,Hombre,33,Mayor,Ignorado,Motocicleta,Honda,Colisión,2014
15,Martes,19,Abril,Jutiapa,Ignorado,Hombre,27,Mayor,Ignorado,Pick up,Toyota,Vuelco,2014
15,Martes,12,Abril,Jutiapa,Ignorado,Mujer,21,Mayor,Ignorado,Motocicleta,Italica,Choque,2014
15,Martes,19,Abril,Zacapa,Ignorado,Hombre,19,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
15,Martes,19,Abril,Zacapa,Ignorado,Mujer,40,Mayor,Ignorado,Automóvil,Geo,Colisión,2014
15,Martes,9,Abril,Santa rosa,Ignorado,Hombre,36,Mayor,Ignorado,Automóvil,Toyota,Colisión,2014
15,Martes,9,Abril,Santa rosa,Ignorado,Hombre,50,Mayor,Ignorado,Motocicleta,Italica,Colisión,2014
15,Martes,1,Abril,Suchitepéquez,Ignorado,Hombre,27,Mayor,Ignorado,Motocicleta,Suzuki,Vuelco,2014
15,Martes,12,Abril,Suchitepéquez,Ignorado,Hombre,46,Mayor,Ignorado,Camión,Toyota,Colisión,2014
15,Martes,12,Abril,Suchitepéquez,Ignorado,Hombre,20,Mayor,Ignorado,Motocicleta,Honda,Colisión,2014
15,Martes,23,Abril,Suchitepéquez,Ignorado,Hombre,20,Mayor,Ignorado,Motocicleta,Honda,Choque,2014
15,Martes,19,Abril,Alta Verapaz,Ignorado,Hombre,25,Mayor,Ignorado,Camión,Isuzu,Colisión,2014
15,Martes,19,Abril,Alta Verapaz,Ignorado,Hombre,21,Mayor,Ignorado,Automóvil,Chevrolet,Colisión,2014
15,Martes,17,Abril,Alta Verapaz,Ignorado,Hombre,38,Mayor,Ignorado,Pick up,Toyota,Choque,2014
15,Martes,13,Abril,Izabal,Ignorado,Hombre,38,Mayor,Ignorado,Microbus,Kia,Colisión,2014
15,Martes,13,Abril,Izabal,Ignorado,Hombre,15,Menor,Ignorado,Microbus,Toyota,Colisión,2014
15,Martes,2,Abril,Chimaltenango,Ignorado,Hombre,38,Mayor,Ignorado,Automóvil,Mitsubishi,Caída,2014
16,Miércoles,23,Abril,Guatemala,6,Hombre,34,Mayor,Ebrio,Camioneta,Chevrolet,Colisión,2014
16,Miércoles,23,Abril,Guatemala,6,Hombre,30,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
16,Miércoles,4,Abril,Guatemala,11,Hombre,37,Mayor,Ignorado,Camión,Ford,Colisión,2014
16,Miércoles,4,Abril,Guatemala,11,Mujer,23,Mayor,Ignorado,Automóvil,Kia,Colisión,2014
16,Miércoles,13,Abril,Guatemala,7,Hombre,41,Mayor,Ignorado,Automóvil,Suzuki,Colisión,2014
16,Miércoles,13,Abril,Guatemala,7,Mujer,36,Mayor,Ignorado,Automóvil,Mazda,Colisión,2014
16,Miércoles,13,Abril,Guatemala,7,Hombre,27,Mayor,Ignorado,Automóvil,Toyota,Colisión,2014
16,Miércoles,16,Abril,Guatemala,1,Hombre,35,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
16,Miércoles,16,Abril,Guatemala,1,Hombre,30,Mayor,Ignorado,Automóvil,Bmw,Colisión,2014
16,Miércoles,5,Abril,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Colisión,2014
16,Miércoles,5,Abril,Guatemala,Ignorado,Hombre,40,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2014
16,Miércoles,6,Abril,Zacapa,Ignorado,Hombre,30,Mayor,Ignorado,Cabezal,Kenworth,Colisión,2014
16,Miércoles,6,Abril,Zacapa,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Cabezal,Freightliner,Colisión,2014
16,Miércoles,6,Abril,Zacapa,Ignorado,Hombre,23,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
16,Miércoles,16,Abril,Escuintla,Ignorado,Hombre,36,Mayor,Ignorado,Pick up,Toyota,Vuelco,2014
16,Miércoles,16,Abril,El Progreso,Ignorado,Hombre,58,Mayor,Ignorado,Cabezal,Freightliner,Colisión,2014
16,Miércoles,16,Abril,El Progreso,Ignorado,Hombre,38,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
16,Miércoles,22,Abril,El Progreso,Ignorado,Hombre,24,Mayor,Ignorado,Microbus,Chevrolet,Choque,2014
16,Miércoles,20,Abril,Izabal,Ignorado,Hombre,29,Mayor,Ignorado,Motocicleta,Suzuki,Vuelco,2014
16,Miércoles,22,Abril,Guatemala,6,Hombre,34,Mayor,Ignorado,Cabezal,Freightliner,Colisión,2014
16,Miércoles,21,Abril,Guatemala,5,Hombre,33,Mayor,Ignorado,Motocicleta,Hyundai,Colisión,2014
16,Miércoles,0,Abril,Escuintla,Ignorado,Hombre,24,Mayor,Ignorado,Pick up,Mitsubishi,Colisión,2014
16,Miércoles,0,Abril,Escuintla,Ignorado,Hombre,30,Mayor,Ignorado,Camioneta,Kia,Colisión,2014
16,Miércoles,19,Abril,Santa rosa,Ignorado,Hombre,30,Mayor,Ignorado,Pick up,Ignorado,Vuelco,2014
17,Jueves,20,Abril,Guatemala,8,Hombre,23,Mayor,Ignorado,Automóvil,Hyundai,Colisión,2014
17,Jueves,20,Abril,Guatemala,8,Hombre,24,Mayor,Ignorado,Automóvil,Bmw,Colisión,2014
17,Jueves,3,Abril,Guatemala,5,Hombre,30,Mayor,Ignorado,Motocicleta,Honda,Colisión,2014
17,Jueves,3,Abril,Guatemala,5,Hombre,24,Mayor,Ignorado,Automóvil,Mitsubishi,Colisión,2014
17,Jueves,20,Abril,Guatemala,16,Hombre,42,Mayor,Ignorado,Motocicleta,Jialing,Colisión,2014
17,Jueves,20,Abril,Guatemala,16,Ignorado,Ignorado,Ignorado,Ignorado,Camioneta,Subaru,Colisión,2014
17,Jueves,2,Abril,Guatemala,11,Hombre,20,Mayor,Ignorado,Automóvil,Mitsubishi,Choque,2014
17,Jueves,5,Abril,Guatemala,12,Hombre,22,Mayor,Ignorado,Automóvil,Toyota,Choque,2014
17,Jueves,22,Abril,Guatemala,1,Hombre,27,Mayor,Ignorado,Automóvil,Mazda,Colisión,2014
17,Jueves,22,Abril,Guatemala,1,Hombre,50,Mayor,Ignorado,Camioneta,Subaru,Colisión,2014
17,Jueves,7,Abril,Guatemala,Ignorado,Mujer,23,Mayor,Ignorado,Automóvil,Toyota,Colisión,2014
17,Jueves,7,Abril,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Cabezal,Freightliner,Colisión,2014
17,Jueves,23,Abril,Guatemala,6,Hombre,26,Mayor,Ignorado,Automóvil,Hyundai,Colisión,2014
17,Jueves,23,Abril,Guatemala,6,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Honda,Colisión,2014
17,Jueves,1,Abril,Jalapa,Ignorado,Hombre,25,Mayor,Ignorado,Jeep,Suzuki,Colisión,2014
17,Jueves,1,Abril,Jalapa,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camioneta,Ignorado,Colisión,2014
17,Jueves,18,Abril,Zacapa,Ignorado,Hombre,27,Mayor,Ignorado,Motocicleta,Honda,Vuelco,2014
17,Jueves,22,Abril,Escuintla,Ignorado,Hombre,61,Mayor,Ignorado,Automóvil,Volsk waguen,Colisión,2014
17,Jueves,22,Abril,Escuintla,Ignorado,Hombre,23,Mayor,Ignorado,Motocicleta,Sniper,Colisión,2014
17,Jueves,21,Abril,El Progreso,Ignorado,Hombre,58,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
17,Jueves,21,Abril,El Progreso,Ignorado,Hombre,40,Mayor,Ignorado,Camioneta,Suzuki,Colisión,2014
17,Jueves,18,Abril,Izabal,Ignorado,Hombre,27,Mayor,Ignorado,Microbus,Mitsubishi,Colisión,2014
17,Jueves,18,Abril,Izabal,Ignorado,Hombre,53,Mayor,Ignorado,Automóvil,Ignorado,Colisión,2014
18,Viernes,2,Abril,Guatemala,1,Hombre,27,Mayor,Ignorado,Automóvil,Mazda,Colisión,2014
18,Viernes,2,Abril,Guatemala,1,Hombre,50,Mayor,Ignorado,Automóvil,Subaru,Colisión,2014
18,Viernes,2,Abril,Guatemala,1,Hombre,23,Mayor,Ignorado,Motocicleta,Italica,Colisión,2014
18,Viernes,1,Abril,Guatemala,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Caída,2014
18,Viernes,16,Abril,Retalhuleu,Ignorado,Hombre,68,Mayor,Ignorado,Automóvil,Toyota,Colisión,2014
18,Viernes,16,Abril,Retalhuleu,Ignorado,Hombre,20,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
18,Viernes,13,Abril,Quetzaltenango,Ignorado,Hombre,22,Mayor,Ignorado,Camioneta,Toyota,Choque,2014
18,Viernes,4,Abril,Huehuetenango,Ignorado,Hombre,77,Mayor,Ignorado,Pick up,Toyota,Caída,2014
18,Viernes,2,Abril,Totonicapán,Ignorado,Hombre,43,Mayor,Ignorado,Pick up,Seat,Colisión,2014
18,Viernes,2,Abril,Totonicapán,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Pick up,Seat,Colisión,2014
18,Viernes,17,Abril,Alta Verapaz,Ignorado,Mujer,31,Mayor,Ignorado,Automóvil,Toyota,Colisión,2014
18,Viernes,17,Abril,Alta Verapaz,Ignorado,Mujer,20,Mayor,Ignorado,Automóvil,Toyota,Colisión,2014
18,Viernes,15,Abril,Peten,Ignorado,Hombre,38,Mayor,Ignorado,Automóvil,Toyota,Colisión,2014
18,Viernes,15,Abril,Peten,Ignorado,Hombre,33,Mayor,Ignorado,Motocicleta,Serpento,Colisión,2014
18,Viernes,4,Abril,Escuintla,Ignorado,Hombre,23,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
18,Viernes,4,Abril,Escuintla,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2014
18,Viernes,7,Abril,Escuintla,Ignorado,Hombre,Ignorado,Ignorado,Ignorado,Pick up,Toyota,Choque,2014
19,Sábado,20,Abril,Jutiapa,Ignorado,Hombre,54,Mayor,Ebrio,Pick up,Toyota,Choque,2014
19,Sábado,15,Abril,Chiquimula,Ignorado,Hombre,54,Mayor,Normal,Automóvil,Honda,Colisión,2014
19,Sábado,15,Abril,Chiquimula,Ignorado,Hombre,54,Mayor,Normal,Pick up,Mazda,Colisión,2014
19,Sábado,17,Abril,Chiquimula,Ignorado,Hombre,37,Mayor,Ignorado,Pick up,Mitsubishi,Colisión,2014
19,Sábado,17,Abril,Chiquimula,Ignorado,Hombre,21,Mayor,Ignorado,Motocicleta,Suzuki,Colisión,2014
19,Sábado,19,Abril,Santa rosa,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
19,Sábado,19,Abril,Santa rosa,Ignorado,Hombre,21,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
19,Sábado,18,Abril,Santa rosa,Ignorado,Hombre,19,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
19,Sábado,14,Abril,Escuintla,Ignorado,Hombre,21,Mayor,Ignorado,Automóvil,Mazda,Colisión,2014
19,Sábado,19,Abril,Suchitepéquez,Ignorado,Hombre,39,Mayor,Ignorado,Motocicleta,Honda,Colisión,2014
19,Sábado,19,Abril,Suchitepéquez,Ignorado,Hombre,30,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
19,Sábado,21,Abril,Peten,Ignorado,Hombre,33,Mayor,Ignorado,Motocicleta,Suzuki,Colisión,2014
19,Sábado,21,Abril,Peten,Ignorado,Hombre,28,Mayor,Ignorado,Motocicleta,Ignorado,Colisión,2014
19,Sábado,15,Abril,Guatemala,Ignorado,Hombre,42,Mayor,Ebrio,Motocicleta,Ignorado,Colisión,2014
19,Sábado,15,Abril,Guatemala,Ignorado,Mujer,42,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2014
19,Sábado,15,Abril,San Marcos,Ignorado,Hombre,31,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
19,Sábado,21,Abril,Escuintla,Ignorado,Hombre,45,Mayor,Ignorado,Pick up,Chevrolet,Vuelco,2014
19,Sábado,21,Abril,El Progreso,Ignorado,Hombre,22,Mayor,Ignorado,Automóvil,Hyundai,Colisión,2014
19,Sábado,21,Abril,El Progreso,Ignorado,Hombre,30,Mayor,Ignorado,Moto taxi,Bajaj,Colisión,2014
19,Sábado,17,Abril,Quetzaltenango,Ignorado,Hombre,48,Mayor,Ignorado,Pick up,Isuzu,Choque,2014
19,Sábado,0,Abril,Sacatepéquez,Ignorado,Mujer,31,Mayor,Ignorado,Motocicleta,Italica,Choque,2014
19,Sábado,15,Abril,Guatemala,12,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Colisión,2014
19,Sábado,15,Abril,Guatemala,12,Hombre,26,Mayor,Ignorado,Motocicleta,Asia Hero,Colisión,2014
19,Sábado,3,Abril,Baja Verapaz,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Pick up,Toyota,Colisión,2014
19,Sábado,3,Abril,Baja Verapaz,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Camioneta,Toyota,Colisión,2014
19,Sábado,1,Abril,Guatemala,Ignorado,Hombre,29,Mayor,Ignorado,Motocicleta,Bajaj,Vuelco,2014
19,Sábado,9,Abril,Guatemala,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Motocicleta,Seat,Choque,2014
19,Sábado,17,Abril,Quetzaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Toyota,Choque,2014
20,Domingo,12,Abril,Guatemala,8,Hombre,63,Mayor,Ignorado,Automóvil,Toyota,Colisión,2014
20,Domingo,12,Abril,Guatemala,8,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Bajaj,Colisión,2014
20,Domingo,17,Abril,Guatemala,Ignorado,Hombre,42,Mayor,Ignorado,Automóvil,Honda,Colisión,2014
20,Domingo,17,Abril,Guatemala,Ignorado,Hombre,27,Mayor,Ignorado,Motocicleta,Suzuki,Colisión,2014
20,Domingo,15,Abril,Guatemala,6,Mujer,50,Mayor,Ignorado,Automóvil,Toyota,Colisión,2014
20,Domingo,15,Abril,Guatemala,6,Hombre,22,Mayor,Ignorado,Motocicleta,Suzuki,Colisión,2014
20,Domingo,2,Abril,Guatemala,13,Mujer,69,Mayor,Ignorado,Camioneta,Suzuki,Colisión,2014
20,Domingo,2,Abril,Guatemala,13,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Mitsubishi,Colisión,2014
