"año_ocu",dia_ocu,"hora_ocu","g_hora","g_hora_5","mes_ocu",dia_sem_ocu,"depto_ocu","mupio_ocu","zona_ocu","sexo_per","edad_per","g_edad_80ymás","g_edad_60ymás","edad_quinquenales","estado_con","mayor_menor","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve","year"
2019,1,"5","00:00 a 05:59","Mañana","Enero","Martes","Guatemala","Guatemala ","3","Hombre","20","20-24","20-24","20 - 24","No Ebrio","Mayor","Motocicleta","Serpento","Negro","2018","2010-2019","Derrape","2019"
2019,1,"21","18:00 a 23:59","Noche","Enero","Martes","Guatemala","Guatemala ","1","Hombre","26","25-29","25-29","25 - 29","Ignorado","Mayor","Camioneta","Scion","Anaranjado","Ignorado","Ignorado","Colision","2019"
2019,1,"21","18:00 a 23:59","Noche","Enero","Martes","Guatemala","Guatemala ","1","Hombre","30","30-34","30-34","30 - 34","Ignorado","Mayor","Motocicleta","Bajaj","Negro","2018","2010-2019","Colision","2019"
2019,1,"7","06:00 a 11:59","Mañana","Enero","Martes","Guatemala","Guatemala ","18","Hombre","40","40-44","40-44","40 - 44","No Ebrio","Mayor","Automóvil","Kia","Celeste","2019","2010-2019","Colision","2019"
2019,1,"7","06:00 a 11:59","Mañana","Enero","Martes","Guatemala","Guatemala ","18","Hombre","30","30-34","30-34","30 - 34","No Ebrio","Mayor","Motocicleta","Freedom","Negro","2018","2010-2019","Colision","2019"
2019,1,"11","06:00 a 11:59","Mañana","Enero","Martes","Guatemala","Santa Catarina Pinula ","Ignorada","Hombre","25","25-29","25-29","25 - 29","Ignorado","Mayor","Automóvil","Toyota","Negro","2007","2000-2009","Colision","2019"
2019,1,"11","06:00 a 11:59","Mañana","Enero","Martes","Guatemala","Santa Catarina Pinula ","Ignorada","Hombre","23","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Suzuki","Azul","2006","2000-2009","Colision","2019"
2019,1,"8","06:00 a 11:59","Mañana","Enero","Martes","Guatemala","Guatemala ","7","Hombre","25","25-29","25-29","25 - 29","No Ebrio","Mayor","Motocicleta","Honda","Rojo","Ignorado","Ignorado","Derrape","2019"
2019,1,"0","00:00 a 05:59","Mañana","Enero","Martes","Guatemala","Guatemala ","7","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,1,"0","00:00 a 05:59","Mañana","Enero","Martes","Guatemala","Guatemala ","7","Hombre","32","30-34","30-34","30 - 34","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,1,"4","00:00 a 05:59","Mañana","Enero","Martes","Guatemala","Villa Nueva","Ignorada","Mujer","24","20-24","20-24","20 - 24","No Ebrio","Mayor","Motocicleta","Ignorado","Rojo","Ignorado","Ignorado","Derrape","2019"
2019,1,"4","00:00 a 05:59","Mañana","Enero","Martes","Guatemala","Amatitlán","Ignorada","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,1,"4","00:00 a 05:59","Mañana","Enero","Martes","Guatemala","Amatitlán","Ignorada","Hombre","50","50-54","50-54","50 - 54","Ignorado","Mayor","Motocicleta","Yumbo dakar","Azul","Ignorado","Ignorado","Colision","2019"
2019,1,"11","06:00 a 11:59","Mañana","Enero","Martes","Guatemala","Mixco","Ignorada","Mujer","28","25-29","25-29","25 - 29","No Ebrio","Mayor","Automóvil","Toyota","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,1,"11","06:00 a 11:59","Mañana","Enero","Martes","Guatemala","Mixco","Ignorada","Hombre","41","40-44","40-44","40 - 44","No Ebrio","Mayor","Motocicleta","Italika","Negro","Ignorado","Ignorado","Colision","2019"
2019,1,"12","12:00 a 17:59","Tarde","Enero","Martes","Guatemala","San Juan Sacatepéquez","Ignorada","Mujer","23","20-24","20-24","20 - 24","No Ebrio","Mayor","Automóvil","Nissan","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,1,"12","12:00 a 17:59","Tarde","Enero","Martes","Guatemala","San Juan Sacatepéquez","Ignorada","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Automóvil","BMW","Corinto","Ignorado","Ignorado","Colision","2019"
2019,1,"16","12:00 a 17:59","Tarde","Enero","Martes","Guatemala","Chuarrancho","Ignorada","Mujer","14","Menor de 15","Menor de 15","10 - 14","Ignorado","Menor","Camioneta","Ignorado","Ignorado","Ignorado","Ignorado","Vuelco","2019"
2019,1,"22","18:00 a 23:59","Noche","Enero","Martes","Guatemala","San Raymundo","Ignorada","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,1,"1","00:00 a 05:59","Mañana","Enero","Martes","Jalapa","Jalapa","Ignorada","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Motocicleta","Yumbo dakar","Negro","Ignorado","Ignorado","Derrape","2019"
2019,1,"4","00:00 a 05:59","Mañana","Enero","Martes","Chiquimula","Quezaltepeque","Ignorada","Hombre","24","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Suzuki","Azul","Ignorado","Ignorado","Derrape","2019"
2019,1,"9","06:00 a 11:59","Mañana","Enero","Martes","Chiquimula","Quezaltepeque","Ignorada","Hombre","26","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","Suzuki","Blanco","Ignorado","Ignorado","Derrape","2019"
2019,1,"11","06:00 a 11:59","Mañana","Enero","Martes","Zacapa","Teculután","Ignorada","Hombre","39","35-39","35-39","35 - 39","No Ebrio","Mayor","Camioneta","Mitsubishi","Corinto","Ignorado","Ignorado","Colision","2019"
2019,1,"11","06:00 a 11:59","Mañana","Enero","Martes","Zacapa","Teculután","Ignorada","Hombre","35","35-39","35-39","35 - 39","No Ebrio","Mayor","Automóvil","Toyota","Blanco","Ignorado","Ignorado","Colision","2019"
2019,1,"11","06:00 a 11:59","Mañana","Enero","Martes","Zacapa","Teculután","Ignorada","Hombre","44","40-44","40-44","40 - 44","Ebrio","Mayor","Motocicleta","Suzuki","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,1,"22","18:00 a 23:59","Noche","Enero","Martes","Escuintla","Escuintla","Ignorada","Hombre","40","40-44","40-44","40 - 44","Ignorado","Mayor","Pick up","Toyota","Blanco","Ignorado","Ignorado","Colision","2019"
2019,1,"22","18:00 a 23:59","Noche","Enero","Martes","Escuintla","Escuintla","Ignorada","Hombre","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,1,"1","00:00 a 05:59","Mañana","Enero","Martes","Escuintla","Tiquisate","Ignorada","Hombre","28","25-29","25-29","25 - 29","Ebrio","Mayor","Motocicleta","Bajaj","Negro","Ignorado","Ignorado","Colision","2019"
2019,1,"1","00:00 a 05:59","Mañana","Enero","Martes","Escuintla","Tiquisate","Ignorada","Mujer","18","15-19","15-19","15 - 19","Ebrio","Mayor","Motocicleta","Suzuki","Negro","2016","2010-2019","Colision","2019"
2019,1,"7","06:00 a 11:59","Mañana","Enero","Martes","Escuintla","Escuintla","Ignorada","Hombre","25","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","Honda","Azul","Ignorado","Ignorado","Derrape","2019"
2019,1,"15","12:00 a 17:59","Tarde","Enero","Martes","Escuintla","Escuintla","Ignorada","Hombre","37","35-39","35-39","35 - 39","Ignorado","Mayor","Automóvil","Nissan","Verde","Ignorado","Ignorado","Vuelco","2019"
2019,1,"5","00:00 a 05:59","Mañana","Enero","Martes","Santa Rosa","Chiquimulilla","Ignorada","Hombre","39","35-39","35-39","35 - 39","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Derrape","2019"
2019,1,"0","00:00 a 05:59","Mañana","Enero","Martes","Santa Rosa","Pueblo Nuevo Viñas","Ignorada","Hombre","21","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Derrape","2019"
2019,1,"16","12:00 a 17:59","Tarde","Enero","Martes","Suchitepéquez","Zunilito","Ignorada","Hombre","64","60-64","60-64","60 - 64","Ignorado","Mayor","Pick up","Toyota","Corinto","Ignorado","Ignorado","Colision","2019"
2019,1,"16","12:00 a 17:59","Tarde","Enero","Martes","Suchitepéquez","Zunilito","Ignorada","Hombre","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Mayor","Automóvil","Ignorado","Gris","Ignorado","Ignorado","Colision","2019"
2019,1,"16","12:00 a 17:59","Tarde","Enero","Martes","Suchitepéquez","Zunilito","Ignorada","Hombre","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Mayor","Motocicleta","Honda","Gris","Ignorado","Ignorado","Colision","2019"
2019,1,"8","06:00 a 11:59","Mañana","Enero","Martes","Quetzaltenango","San Mateo","Ignorada","Hombre","25","25-29","25-29","25 - 29","Ebrio","Mayor","Motocicleta","Freedom","Rojo","Ignorado","Ignorado","Colision","2019"
2019,1,"21","18:00 a 23:59","Noche","Enero","Martes","Quetzaltenango","La Esperanza","Ignorada","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,1,"21","18:00 a 23:59","Noche","Enero","Martes","Quetzaltenango","La Esperanza","Ignorada","Hombre","37","35-39","35-39","35 - 39","Ignorado","Mayor","Motocicleta","Jialing","Negro","Ignorado","Ignorado","Colision","2019"
2019,1,"8","06:00 a 11:59","Mañana","Enero","Martes","Quetzaltenango","San Mateo","Ignorada","Hombre","27","25-29","25-29","25 - 29","No Ebrio","Mayor","Motocicleta","Ignorado","Verde","Ignorado","Ignorado","Colision","2019"
2019,1,"14","12:00 a 17:59","Tarde","Enero","Martes","San Marcos","Ixchiguán","Ignorada","Hombre","23","20-24","20-24","20 - 24","Ignorado","Mayor","Camioneta","Toyota","Verde","Ignorado","Ignorado","Colision","2019"
2019,1,"14","12:00 a 17:59","Tarde","Enero","Martes","San Marcos","Ixchiguán","Ignorada","Hombre","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,1,"1","00:00 a 05:59","Mañana","Enero","Martes","San Marcos","Esquipulas Palo Gordo","Ignorada","Hombre","27","25-29","25-29","25 - 29","Ignorado","Mayor","Bus urbano","Internacional","Verde","1988","1980-1989","Colision","2019"
2019,1,"1","00:00 a 05:59","Mañana","Enero","Martes","San Marcos","Esquipulas Palo Gordo","Ignorada","Hombre","33","30-34","30-34","30 - 34","Ignorado","Mayor","Pick up","Toyota","Gris","Ignorado","Ignorado","Colision","2019"
2019,1,"3","00:00 a 05:59","Mañana","Enero","Martes","San Marcos","La Blanca","Ignorada","Hombre","25","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Derrape","2019"
2019,1,"19","18:00 a 23:59","Noche","Enero","Martes","Totonicapán","Totonicapán","Ignorada","Hombre","30","30-34","30-34","30 - 34","Ignorado","Mayor","Pick up","Toyota","Gris","Ignorado","Ignorado","Colision","2019"
2019,1,"19","18:00 a 23:59","Noche","Enero","Martes","Totonicapán","Totonicapán","Ignorada","Hombre","30","30-34","30-34","30 - 34","Ignorado","Mayor","Pick up","Toyota","Negro","Ignorado","Ignorado","Colision","2019"
2019,1,"16","12:00 a 17:59","Tarde","Enero","Martes","Baja Verapaz","San Miguel Chicaj","Ignorada","Hombre","40","40-44","40-44","40 - 44","No Ebrio","Mayor","Motocicleta","Yamaha","Azul","2012","2010-2019","Colision","2019"
2019,1,"16","12:00 a 17:59","Tarde","Enero","Martes","Baja Verapaz","San Miguel Chicaj","Ignorada","Hombre","17","15-19","15-19","15 - 19","No Ebrio","Menor","Motocicleta","Suzuki","Azul","2014","2010-2019","Colision","2019"
2019,1,"4","00:00 a 05:59","Mañana","Enero","Martes","Izabal","Puerto Barrios","Ignorada","Hombre","22","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Bajaj","Gris","Ignorado","Ignorado","Caida","2019"
2019,1,"8","06:00 a 11:59","Mañana","Enero","Martes","Izabal","Puerto Barrios","Ignorada","Mujer","35","35-39","35-39","35 - 39","No Ebrio","Mayor","Automóvil","Toyota","Blanco","2006","2000-2009","Colision","2019"
2019,1,"8","06:00 a 11:59","Mañana","Enero","Martes","Izabal","Puerto Barrios","Ignorada","Hombre","22","20-24","20-24","20 - 24","No Ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,1,"11","06:00 a 11:59","Mañana","Enero","Martes","Petén","La Libertad_duplicated_1705","Ignorada","Hombre","35","35-39","35-39","35 - 39","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Derrape","2019"
2019,1,"0","00:00 a 05:59","Mañana","Enero","Martes","Petén","Dolores","Ignorada","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,1,"0","00:00 a 05:59","Mañana","Enero","Martes","Petén","Dolores","Ignorada","Hombre","16","15-19","15-19","15 - 19","Ignorado","Menor","Motocicleta","Honda","Negro","Ignorado","Ignorado","Colision","2019"
2019,1,"18","18:00 a 23:59","Noche","Enero","Martes","Petén","Flores","Ignorada","Hombre","24","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Suzuki","Negro","Ignorado","Ignorado","Colision","2019"
2019,1,"18","18:00 a 23:59","Noche","Enero","Martes","Petén","Flores","Ignorada","Hombre","24","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Italika","Negro","Ignorado","Ignorado","Colision","2019"
2019,1,"18","18:00 a 23:59","Noche","Enero","Martes","Quiché","Chichicastenango","Ignorada","Hombre","22","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","TVS Apache","Ignorado","Ignorado","Ignorado","Caida","2019"
2019,1,"21","18:00 a 23:59","Noche","Enero","Martes","Sololá","Sololá","Ignorada","Hombre","69","65-69","60-64","65 - 69","Ignorado","Mayor","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Vuelco","2019"
2019,1,"7","06:00 a 11:59","Mañana","Enero","Martes","Chimaltenango","Patzicía","Ignorada","Hombre","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Mayor","Motocicleta","Yamaha","Negro","Ignorado","Ignorado","Choque","2019"
2019,1,"5","00:00 a 05:59","Mañana","Enero","Martes","Chimaltenango","Patzicía","Ignorada","Hombre","23","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Ignorado","Azul","Ignorado","Ignorado","Derrape","2019"
2019,1,"0","00:00 a 05:59","Mañana","Enero","Martes","Sacatepéquez","Antigua Guatemala","Ignorada","Hombre","27","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","Ignorado","Negro","Ignorado","Ignorado","Derrape","2019"
2019,2,"6","06:00 a 11:59","Mañana","Enero","Miercoles","Guatemala","Mixco","Ignorada","Hombre","44","40-44","40-44","40 - 44","No Ebrio","Mayor","Automóvil","BYD","Amarillo","2014","2010-2019","Colision","2019"
2019,2,"6","06:00 a 11:59","Mañana","Enero","Miercoles","Guatemala","Mixco","Ignorada","Mujer","22","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Keeway","Negro","2017","2010-2019","Colision","2019"
2019,2,"19","18:00 a 23:59","Noche","Enero","Miercoles","Jutiapa","Jutiapa","Ignorada","Hombre","20","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Yamaha","Azul","Ignorado","Ignorado","Colision","2019"
2019,2,"19","18:00 a 23:59","Noche","Enero","Miercoles","Jutiapa","Jutiapa","Ignorada","Hombre","55","55-59","55-59","55 - 59","Ignorado","Mayor","Motocicleta","Yumbo dakar","Rojo","2012","2010-2019","Colision","2019"
2019,2,"20","18:00 a 23:59","Noche","Enero","Miercoles","Jutiapa","Zapotitlán","Ignorada","Hombre","18","15-19","15-19","15 - 19","Ignorado","Mayor","Motocicleta","Ignorado","Negro","Ignorado","Ignorado","Colision","2019"
2019,2,"20","18:00 a 23:59","Noche","Enero","Miercoles","Jutiapa","Zapotitlán","Ignorada","Hombre","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Mayor","Motocicleta","Ignorado","Negro","Ignorado","Ignorado","Colision","2019"
2019,2,"16","12:00 a 17:59","Tarde","Enero","Miercoles","Jalapa","San Manuel Chaparrón","Ignorada","Hombre","39","35-39","35-39","35 - 39","No Ebrio","Mayor","Moto taxi","Bajaj","Rojo","2003","2000-2009","Colision","2019"
2019,2,"9","06:00 a 11:59","Mañana","Enero","Miercoles","Escuintla","Escuintla","Ignorada","Hombre","34","30-34","30-34","30 - 34","No Ebrio","Mayor","Camión","Isuzu","Blanco","Ignorado","Ignorado","Colision","2019"
2019,2,"9","06:00 a 11:59","Mañana","Enero","Miercoles","Escuintla","Escuintla","Ignorada","Hombre","58","55-59","55-59","55 - 59","No Ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,2,"5","00:00 a 05:59","Mañana","Enero","Miercoles","Escuintla","Escuintla","Ignorada","Hombre","38","35-39","35-39","35 - 39","No Ebrio","Mayor","Camión","Ignorado","Blanco","2017","2010-2019","Colision","2019"
2019,2,"5","00:00 a 05:59","Mañana","Enero","Miercoles","Escuintla","Escuintla","Ignorada","Hombre","49","45-49","45-49","45 - 49","No Ebrio","Mayor","Motocicleta","Italika","Negro","Ignorado","Ignorado","Colision","2019"
2019,2,"14","12:00 a 17:59","Tarde","Enero","Miercoles","Escuintla","Escuintla","Ignorada","Hombre","70","70-74","60-64","70 - 74","No Ebrio","Mayor","Automóvil","Peugeot","Gris","Ignorado","Ignorado","Colision","2019"
2019,2,"14","12:00 a 17:59","Tarde","Enero","Miercoles","Escuintla","Escuintla","Ignorada","Hombre","64","60-64","60-64","60 - 64","No Ebrio","Mayor","Motocicleta","Italika","Negro","Ignorado","Ignorado","Colision","2019"
2019,2,"0","00:00 a 05:59","Mañana","Enero","Miercoles","Escuintla","Escuintla","Ignorada","Hombre","19","15-19","15-19","15 - 19","Ignorado","Mayor","Automóvil","Mazda","Gris","Ignorado","Ignorado","Choque","2019"
2019,2,"19","18:00 a 23:59","Noche","Enero","Miercoles","Santa Rosa","Cuilapa","Ignorada","Hombre","38","35-39","35-39","35 - 39","Ignorado","Mayor","Motocicleta","Suzuki","Rojo","Ignorado","Ignorado","Colision","2019"
2019,2,"19","18:00 a 23:59","Noche","Enero","Miercoles","Santa Rosa","Cuilapa","Ignorada","Mujer","44","40-44","40-44","40 - 44","Ignorado","Mayor","Cuatrimoto","Ignorado","Gris","Ignorado","Ignorado","Colision","2019"
2019,2,"9","06:00 a 11:59","Mañana","Enero","Miercoles","Alta Verapaz","Tamahú","Ignorada","Hombre","40","40-44","40-44","40 - 44","No Ebrio","Mayor","Camión","Ignorado","Blanco","2018","2010-2019","Colision","2019"
2019,2,"9","06:00 a 11:59","Mañana","Enero","Miercoles","Alta Verapaz","Tamahú","Ignorada","Hombre","42","40-44","40-44","40 - 44","No Ebrio","Mayor","Camioneta","Mitsubishi","Azul","2011","2010-2019","Colision","2019"
2019,2,"18","18:00 a 23:59","Noche","Enero","Miercoles","Baja Verapaz","Salamá","Ignorada","Hombre","22","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,2,"18","18:00 a 23:59","Noche","Enero","Miercoles","Baja Verapaz","Salamá","Ignorada","Hombre","26","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,2,"19","18:00 a 23:59","Noche","Enero","Miercoles","Baja Verapaz","Salamá","Ignorada","Hombre","35","35-39","35-39","35 - 39","No Ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,2,"19","18:00 a 23:59","Noche","Enero","Miercoles","Baja Verapaz","Salamá","Ignorada","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Mayor","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,2,"21","18:00 a 23:59","Noche","Enero","Miercoles","Guatemala","San Juan Sacatepéquez","Ignorada","Hombre","28","25-29","25-29","25 - 29","Ebrio","Mayor","Automóvil","Toyota","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,2,"21","18:00 a 23:59","Noche","Enero","Miercoles","Guatemala","San Juan Sacatepéquez","Ignorada","Mujer","30","30-34","30-34","30 - 34","No Ebrio","Mayor","Camioneta","Isuzu","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,3,"8","06:00 a 11:59","Mañana","Enero","Jueves","Guatemala","Guatemala ","9","Hombre","19","15-19","15-19","15 - 19","No Ebrio","Mayor","Motocicleta","Keeway","Rojo","Ignorado","Ignorado","Colision","2019"
2019,3,"8","06:00 a 11:59","Mañana","Enero","Jueves","Guatemala","Guatemala ","9","Hombre","42","40-44","40-44","40 - 44","No Ebrio","Mayor","Motocicleta","United Motors (UM)","Negro","Ignorado","Ignorado","Colision","2019"
2019,3,"21","18:00 a 23:59","Noche","Enero","Jueves","Guatemala","Villa Nueva","Ignorada","Hombre","44","40-44","40-44","40 - 44","No Ebrio","Mayor","Pick up","Toyota","Negro","1989","1980-1989","Colision","2019"
2019,3,"21","18:00 a 23:59","Noche","Enero","Jueves","Guatemala","Villa Nueva","Ignorada","Hombre","25","25-29","25-29","25 - 29","No Ebrio","Mayor","Automóvil","Honda","Celeste","2007","2000-2009","Colision","2019"
2019,3,"15","12:00 a 17:59","Tarde","Enero","Jueves","Jutiapa","San José Acatempa","Ignorada","Hombre","34","30-34","30-34","30 - 34","No Ebrio","Mayor","Bus urbano","Ignorado","Ignorado","Ignorado","Ignorado","Vuelco","2019"
2019,3,"17","12:00 a 17:59","Tarde","Enero","Jueves","Escuintla","San José","Ignorada","Hombre","28","25-29","25-29","25 - 29","No Ebrio","Mayor","Motocicleta","Ignorado","Rojo","Ignorado","Ignorado","Colision","2019"
2019,3,"17","12:00 a 17:59","Tarde","Enero","Jueves","Escuintla","San José","Ignorada","Hombre","39","35-39","35-39","35 - 39","No Ebrio","Mayor","Motocicleta","Suzuki","Negro","Ignorado","Ignorado","Colision","2019"
2019,3,"18","18:00 a 23:59","Noche","Enero","Jueves","Escuintla","Escuintla","Ignorada","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,3,"18","18:00 a 23:59","Noche","Enero","Jueves","Escuintla","Escuintla","Ignorada","Hombre","22","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,3,"19","18:00 a 23:59","Noche","Enero","Jueves","Escuintla","Escuintla","Ignorada","Hombre","24","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Derrape","2019"
2019,3,"21","18:00 a 23:59","Noche","Enero","Jueves","Santa Rosa","Chiquimulilla","Ignorada","Hombre","21","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Movesa","Blanco","Ignorado","Ignorado","Derrape","2019"
2019,3,"16","12:00 a 17:59","Tarde","Enero","Jueves","San Marcos","San Pedro Sacatepéquez_duplicated_1202","Ignorada","Hombre","20","20-24","20-24","20 - 24","No Ebrio","Mayor","Pick up","Toyota","Beige","Ignorado","Ignorado","Colision","2019"
2019,3,"16","12:00 a 17:59","Tarde","Enero","Jueves","San Marcos","San Pedro Sacatepéquez_duplicated_1202","Ignorada","Hombre","24","20-24","20-24","20 - 24","No Ebrio","Mayor","Motocicleta","Italika","Negro","Ignorado","Ignorado","Colision","2019"
2019,3,"23","18:00 a 23:59","Noche","Enero","Jueves","Izabal","Puerto Barrios","Ignorada","Hombre","56","55-59","55-59","55 - 59","No Ebrio","Mayor","Motocicleta","Italika","Rojo","2018","2010-2019","Colision","2019"
2019,3,"23","18:00 a 23:59","Noche","Enero","Jueves","Izabal","Puerto Barrios","Ignorada","Hombre","23","20-24","20-24","20 - 24","No Ebrio","Mayor","Motocicleta","Suzuki","Gris","2017","2010-2019","Colision","2019"
2019,3,"6","06:00 a 11:59","Mañana","Enero","Jueves","Izabal","Morales","Ignorada","Hombre","29","25-29","25-29","25 - 29","Ebrio","Mayor","Cuatrimoto","TVS Apache","Negro","2012","2010-2019","Colision","2019"
2019,3,"6","06:00 a 11:59","Mañana","Enero","Jueves","Izabal","Morales","Ignorada","Hombre","29","25-29","25-29","25 - 29","Ebrio","Mayor","Camioneta","Honda","Gris","2005","2000-2009","Colision","2019"
2019,3,"7","06:00 a 11:59","Mañana","Enero","Jueves","Petén","Flores","Ignorada","Hombre","18","15-19","15-19","15 - 19","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Derrape","2019"
2019,3,"14","12:00 a 17:59","Tarde","Enero","Jueves","Chimaltenango","Acatenango","Ignorada","Hombre","27","25-29","25-29","25 - 29","No Ebrio","Mayor","Pick up","Toyota","Blanco","Ignorado","Ignorado","Vuelco","2019"
2019,4,"10","06:00 a 11:59","Mañana","Enero","Viernes","Guatemala","Guatemala ","4","Hombre","26","25-29","25-29","25 - 29","No Ebrio","Mayor","Camioneta","Toyota","Negro","1996","1990-1999","Colision","2019"
2019,4,"10","06:00 a 11:59","Mañana","Enero","Viernes","Guatemala","Guatemala ","4","Hombre","49","45-49","45-49","45 - 49","No Ebrio","Mayor","Motocicleta","Suzuki","Azul","Ignorado","Ignorado","Colision","2019"
2019,4,"5","00:00 a 05:59","Mañana","Enero","Viernes","Guatemala","Guatemala ","3","Hombre","67","65-69","60-64","65 - 69","No Ebrio","Mayor","Automóvil","Toyota","Gris","Ignorado","Ignorado","Colision","2019"
2019,4,"5","00:00 a 05:59","Mañana","Enero","Viernes","Guatemala","Guatemala ","3","Hombre","32","30-34","30-34","30 - 34","No Ebrio","Mayor","Motocicleta","Bajaj","Negro","2012","2010-2019","Colision","2019"
2019,4,"4","00:00 a 05:59","Mañana","Enero","Viernes","Guatemala","Guatemala ","10","Hombre","32","30-34","30-34","30 - 34","No Ebrio","Mayor","Automóvil","Kia","Blanco","2017","2010-2019","Colision","2019"
2019,4,"4","00:00 a 05:59","Mañana","Enero","Viernes","Guatemala","Guatemala ","10","Hombre","20","20-24","20-24","20 - 24","No Ebrio","Mayor","Motocicleta","Bajaj","Negro","2018","2010-2019","Colision","2019"
2019,4,"23","18:00 a 23:59","Noche","Enero","Viernes","Guatemala","Guatemala ","10","Hombre","33","30-34","30-34","30 - 34","No Ebrio","Mayor","Camioneta","Land Rover","Blanco","2005","2000-2009","Colision","2019"
2019,4,"23","18:00 a 23:59","Noche","Enero","Viernes","Guatemala","Guatemala ","10","Hombre","35","35-39","35-39","35 - 39","No Ebrio","Mayor","Motocicleta","Ignorado","Azul","Ignorado","Ignorado","Colision","2019"
2019,4,"14","12:00 a 17:59","Tarde","Enero","Viernes","Guatemala","Guatemala ","12","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Camión","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
