"año_ocu",dia_ocu,"hora_ocu","g_hora","g_hora_5","mes_ocu",dia_sem_ocu,"depto_ocu","mupio_ocu","zona_ocu","sexo_per","edad_per","g_edad_80ymás","g_edad_60ymás","edad_quinquenales","estado_con","mayor_menor","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve","year"
2019,11,"19","18:00 a 23:59","Noche","Junio","Martes","Guatemala","Guatemala ","4","Hombre","20","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Bajaj","Negro","Ignorado","Ignorado","Colision","2019"
2019,11,"13","12:00 a 17:59","Tarde","Junio","Martes","Guatemala","Fraijanes","Ignorada","Hombre","49","45-49","45-49","45 - 49","Ignorado","Mayor","Automóvil","Honda","Gris","Ignorado","Ignorado","Colision","2019"
2019,11,"13","12:00 a 17:59","Tarde","Junio","Martes","Guatemala","Fraijanes","Ignorada","Hombre","57","55-59","55-59","55 - 59","Ignorado","Mayor","Motocicleta","Suzuki","Rojo","Ignorado","Ignorado","Colision","2019"
2019,11,"17","12:00 a 17:59","Tarde","Junio","Martes","Guatemala","Guatemala ","14","Hombre","43","40-44","40-44","40 - 44","Ignorado","Mayor","Camioneta","Chevrolet","Azul","Ignorado","Ignorado","Colision","2019"
2019,11,"17","12:00 a 17:59","Tarde","Junio","Martes","Guatemala","Guatemala ","14","Hombre","22","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","TVS Apache","Gris","Ignorado","Ignorado","Colision","2019"
2019,11,"16","12:00 a 17:59","Tarde","Junio","Martes","Escuintla","Escuintla","Ignorada","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,11,"16","12:00 a 17:59","Tarde","Junio","Martes","Escuintla","Escuintla","Ignorada","Hombre","18","15-19","15-19","15 - 19","Ignorado","Mayor","Motocicleta","TVS Apache","Rojo","Ignorado","Ignorado","Colision","2019"
2019,11,"20","18:00 a 23:59","Noche","Junio","Martes","Guatemala","Guatemala ","7","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,11,"20","18:00 a 23:59","Noche","Junio","Martes","Guatemala","Guatemala ","7","Hombre","23","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,11,"13","12:00 a 17:59","Tarde","Junio","Martes","Escuintla","Nueva Concepción","Ignorada","Hombre","21","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,11,"13","12:00 a 17:59","Tarde","Junio","Martes","Escuintla","Nueva Concepción","Ignorada","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Camioneta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,12,"15","12:00 a 17:59","Tarde","Junio","Miercoles","Guatemala","Guatemala ","17","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Microbús","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,12,"15","12:00 a 17:59","Tarde","Junio","Miercoles","Guatemala","Guatemala ","17","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,12,"4","00:00 a 05:59","Mañana","Junio","Miercoles","Guatemala","Fraijanes","Ignorada","Hombre","50","50-54","50-54","50 - 54","Ignorado","Mayor","Pick up","Ford","Café","1986","1980-1989","Colision","2019"
2019,12,"4","00:00 a 05:59","Mañana","Junio","Miercoles","Guatemala","Fraijanes","Ignorada","Hombre","50","50-54","50-54","50 - 54","Ignorado","Mayor","Motocicleta","Suzuki","Negro","2018","2010-2019","Colision","2019"
2019,12,"11","06:00 a 11:59","Mañana","Junio","Miercoles","Guatemala","Guatemala ","13","Hombre","72","70-74","60-64","70 - 74","Ignorado","Mayor","Pick up","Isuzu","Blanco","2018","2010-2019","Colision","2019"
2019,12,"11","06:00 a 11:59","Mañana","Junio","Miercoles","Guatemala","Guatemala ","13","Hombre","42","40-44","40-44","40 - 44","Ignorado","Mayor","Motocicleta","Honda","Negro","2018","2010-2019","Colision","2019"
2019,12,"1","00:00 a 05:59","Mañana","Junio","Miercoles","Guatemala","Guatemala ","7","Hombre","77","75-79","60-64","75 - 79","Ebrio","Mayor","Automóvil","Honda","Azul","Ignorado","Ignorado","Colision","2019"
2019,12,"1","00:00 a 05:59","Mañana","Junio","Miercoles","Guatemala","Guatemala ","7","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Automóvil","Hyundai","Blanco","Ignorado","Ignorado","Colision","2019"
2019,12,"8","06:00 a 11:59","Mañana","Junio","Miercoles","Guatemala","Guatemala ","7","Hombre","22","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Bajaj","Azul","Ignorado","Ignorado","Colision","2019"
2019,12,"8","06:00 a 11:59","Mañana","Junio","Miercoles","Guatemala","Guatemala ","7","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Camioneta","Ignorado","Blanco","Ignorado","Ignorado","Colision","2019"
2019,12,"10","06:00 a 11:59","Mañana","Junio","Miercoles","Zacapa","Río Hondo","Ignorada","Mujer","19","15-19","15-19","15 - 19","No Ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Caida","2019"
2019,12,"0","00:00 a 05:59","Mañana","Junio","Miercoles","Huehuetenango","Huehuetenango","Ignorada","Hombre","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Motocicleta","Italika","Rojo","Ignorado","Ignorado","Colision","2019"
2019,12,"0","00:00 a 05:59","Mañana","Junio","Miercoles","Huehuetenango","Huehuetenango","Ignorada","Hombre","36","35-39","35-39","35 - 39","Ignorado","Mayor","Camión","Ignorado","Blanco","Ignorado","Ignorado","Colision","2019"
2019,12,"22","18:00 a 23:59","Noche","Junio","Miercoles","Alta Verapaz","San Pedro Carchá","Ignorada","Hombre","35","35-39","35-39","35 - 39","Ebrio","Mayor","Camión","Hino","Blanco","2005","2000-2009","Colision","2019"
2019,12,"22","18:00 a 23:59","Noche","Junio","Miercoles","Alta Verapaz","San Pedro Carchá","Ignorada","Hombre","26","25-29","25-29","25 - 29","No Ebrio","Mayor","Motocicleta","Honda","Negro","2005","2000-2009","Colision","2019"
2019,12,"20","18:00 a 23:59","Noche","Junio","Miercoles","Izabal","Los Amates","Ignorada","Hombre","26","25-29","25-29","25 - 29","No Ebrio","Mayor","Cabezal","Freightliner","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,12,"20","18:00 a 23:59","Noche","Junio","Miercoles","Izabal","Los Amates","Ignorada","Hombre","43","40-44","40-44","40 - 44","No Ebrio","Mayor","Camión","Hino","Blanco","Ignorado","Ignorado","Colision","2019"
2019,12,"11","06:00 a 11:59","Mañana","Junio","Miercoles","Izabal","Morales","Ignorada","Hombre","25","25-29","25-29","25 - 29","No Ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Caida","2019"
2019,12,"1","00:00 a 05:59","Mañana","Junio","Miercoles","Sololá","Sololá","Ignorada","Hombre","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Camioneta","Ignorado","Verde","Ignorado","Ignorado","Colision","2019"
2019,12,"1","00:00 a 05:59","Mañana","Junio","Miercoles","Sololá","Sololá","Ignorada","Hombre","26","25-29","25-29","25 - 29","No Ebrio","Mayor","Camión","Ignorado","Rojo","Ignorado","Ignorado","Colision","2019"
2019,12,"17","12:00 a 17:59","Tarde","Junio","Miercoles","Sacatepéquez","Santo Domingo Xenacoj","Ignorada","Hombre","24","20-24","20-24","20 - 24","No Ebrio","Mayor","Automóvil","Nissan","Negro","2005","2000-2009","Colision","2019"
2019,12,"17","12:00 a 17:59","Tarde","Junio","Miercoles","Sacatepéquez","Santo Domingo Xenacoj","Ignorada","Hombre","Ignorada","Ignorado","65-69","Ignorado","No Ebrio","Ignorado","Pick up","Toyota","Rojo","2005","2000-2009","Colision","2019"
2019,13,"11","06:00 a 11:59","Mañana","Junio","Jueves","Guatemala","Guatemala ","1","Hombre","29","25-29","25-29","25 - 29","Ignorado","Mayor","Automóvil","Toyota","Gris","2006","2000-2009","Colision","2019"
2019,13,"11","06:00 a 11:59","Mañana","Junio","Jueves","Guatemala","Guatemala ","1","Hombre","20","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Benelli","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,13,"17","12:00 a 17:59","Tarde","Junio","Jueves","Guatemala","Guatemala ","18","Hombre","40","40-44","40-44","40 - 44","No Ebrio","Mayor","Pick up","Toyota","Rojo","Ignorado","Ignorado","Colision","2019"
2019,13,"17","12:00 a 17:59","Tarde","Junio","Jueves","Guatemala","Guatemala ","18","Hombre","33","30-34","30-34","30 - 34","No Ebrio","Mayor","Motocicleta","Bajaj","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,13,"19","18:00 a 23:59","Noche","Junio","Jueves","Guatemala","Fraijanes","Ignorada","Hombre","39","35-39","35-39","35 - 39","No Ebrio","Mayor","Automóvil","Toyota","Gris","Ignorado","Ignorado","Colision","2019"
2019,13,"19","18:00 a 23:59","Noche","Junio","Jueves","Guatemala","Fraijanes","Ignorada","Hombre","25","25-29","25-29","25 - 29","No Ebrio","Mayor","Motocicleta","Italika","Negro","Ignorado","Ignorado","Colision","2019"
2019,13,"1","00:00 a 05:59","Mañana","Junio","Jueves","Guatemala","Guatemala ","12","Hombre","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Motocicleta","Ignorado","Negro","Ignorado","Ignorado","Caida","2019"
2019,13,"8","06:00 a 11:59","Mañana","Junio","Jueves","Guatemala","Mixco","Ignorada","Hombre","24","20-24","20-24","20 - 24","No Ebrio","Mayor","Motocicleta","Bajaj","Azul","Ignorado","Ignorado","Colision","2019"
2019,13,"8","06:00 a 11:59","Mañana","Junio","Jueves","Guatemala","Mixco","Ignorada","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,13,"22","18:00 a 23:59","Noche","Junio","Jueves","Guatemala","Mixco","Ignorada","Hombre","38","35-39","35-39","35 - 39","Ebrio","Mayor","Automóvil","Mazda","Blanco","Ignorado","Ignorado","Choque","2019"
2019,13,"0","00:00 a 05:59","Mañana","Junio","Jueves","Escuintla","Escuintla","Ignorada","Hombre","35","35-39","35-39","35 - 39","Ignorado","Mayor","Camión","Hyundai","Beige","2002","2000-2009","Choque","2019"
2019,13,"12","12:00 a 17:59","Tarde","Junio","Jueves","Escuintla","Masagua","Ignorada","Hombre","33","30-34","30-34","30 - 34","No Ebrio","Mayor","Cabezal","Freightliner","Blanco","Ignorado","Ignorado","Colision","2019"
2019,13,"12","12:00 a 17:59","Tarde","Junio","Jueves","Escuintla","Masagua","Ignorada","Hombre","33","30-34","30-34","30 - 34","No Ebrio","Mayor","Camión","Hino","Blanco","Ignorado","Ignorado","Colision","2019"
2019,13,"12","12:00 a 17:59","Tarde","Junio","Jueves","Escuintla","Masagua","Ignorada","Hombre","46","45-49","45-49","45 - 49","No Ebrio","Mayor","Camioneta","Mazda","Blanco","Ignorado","Ignorado","Colision","2019"
2019,13,"19","18:00 a 23:59","Noche","Junio","Jueves","Escuintla","San José","Ignorada","Hombre","40","40-44","40-44","40 - 44","No Ebrio","Mayor","Cabezal","Freightliner","Morado","Ignorado","Ignorado","Colision","2019"
2019,13,"19","18:00 a 23:59","Noche","Junio","Jueves","Escuintla","San José","Ignorada","Hombre","20","20-24","20-24","20 - 24","No Ebrio","Mayor","Motocicleta","Bajaj","Azul","Ignorado","Ignorado","Colision","2019"
2019,13,"16","12:00 a 17:59","Tarde","Junio","Jueves","Santa Rosa","Barberena","Ignorada","Hombre","49","45-49","45-49","45 - 49","Ignorado","Mayor","Microbús","Toyota","Blanco","Ignorado","Ignorado","Choque","2019"
2019,13,"13","12:00 a 17:59","Tarde","Junio","Jueves","Quetzaltenango","Coatepeque","Ignorada","Hombre","35","35-39","35-39","35 - 39","No Ebrio","Mayor","Camioneta","Toyota","Azul","Ignorado","Ignorado","Colision","2019"
2019,13,"13","12:00 a 17:59","Tarde","Junio","Jueves","Quetzaltenango","Coatepeque","Ignorada","Hombre","24","20-24","20-24","20 - 24","No Ebrio","Mayor","Pick up","Toyota","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,13,"9","06:00 a 11:59","Mañana","Junio","Jueves","Izabal","Morales","Ignorada","Hombre","47","45-49","45-49","45 - 49","Ignorado","Mayor","Pick up","Nissan","Rojo","Ignorado","Ignorado","Colision","2019"
2019,13,"9","06:00 a 11:59","Mañana","Junio","Jueves","Izabal","Morales","Ignorada","Hombre","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Motocicleta","Yamaha","Rojo","Ignorado","Ignorado","Colision","2019"
2019,13,"11","06:00 a 11:59","Mañana","Junio","Jueves","Petén","San Benito","Ignorada","Hombre","27","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","Suzuki","Negro","2019","2010-2019","Colision","2019"
2019,13,"11","06:00 a 11:59","Mañana","Junio","Jueves","Petén","San Benito","Ignorada","Hombre","24","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Suzuki","Rojo","2017","2010-2019","Colision","2019"
2019,13,"11","06:00 a 11:59","Mañana","Junio","Jueves","Petén","San Benito","Ignorada","Hombre","45","45-49","45-49","45 - 49","Ignorado","Mayor","Automóvil","Toyota","Gris","2008","2000-2009","Colision","2019"
2019,13,"11","06:00 a 11:59","Mañana","Junio","Jueves","Petén","San Benito","Ignorada","Hombre","45","45-49","45-49","45 - 49","Ignorado","Mayor","Motocicleta","Freedom","Rojo","Ignorado","Ignorado","Colision","2019"
2019,13,"7","06:00 a 11:59","Mañana","Junio","Jueves","Quiché","Chiché","Ignorada","Hombre","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Mayor","Bus urbano","Internacional","Rojo","Ignorado","Ignorado","Colision","2019"
2019,13,"7","06:00 a 11:59","Mañana","Junio","Jueves","Quiché","Chiché","Ignorada","Mujer","23","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Suzuki","Negro","Ignorado","Ignorado","Colision","2019"
2019,14,"13","12:00 a 17:59","Tarde","Junio","Viernes","Guatemala","Guatemala ","1","Mujer","54","50-54","50-54","50 - 54","Ignorado","Mayor","Camioneta","Suzuki","Blanco","Ignorado","Ignorado","Colision","2019"
2019,14,"13","12:00 a 17:59","Tarde","Junio","Viernes","Guatemala","Guatemala ","1","Hombre","34","30-34","30-34","30 - 34","Ignorado","Mayor","Camión","Kia","Blanco","2016","2010-2019","Colision","2019"
2019,14,"10","06:00 a 11:59","Mañana","Junio","Viernes","Guatemala","Guatemala ","5","Mujer","26","25-29","25-29","25 - 29","Ignorado","Mayor","Automóvil","Hyundai","Rojo","Ignorado","Ignorado","Colision","2019"
2019,14,"10","06:00 a 11:59","Mañana","Junio","Viernes","Guatemala","Guatemala ","5","Hombre","40","40-44","40-44","40 - 44","Ignorado","Mayor","Motocicleta","Hero Hunk","Gris","Ignorado","Ignorado","Colision","2019"
2019,14,"11","06:00 a 11:59","Mañana","Junio","Viernes","Guatemala","Guatemala ","12","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Camioneta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,14,"11","06:00 a 11:59","Mañana","Junio","Viernes","Guatemala","Guatemala ","12","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Motocicleta","Bajaj","Rojo","Ignorado","Ignorado","Colision","2019"
2019,14,"17","12:00 a 17:59","Tarde","Junio","Viernes","Guatemala","Guatemala ","11","Hombre","47","45-49","45-49","45 - 49","No Ebrio","Mayor","Panel","Mitsubishi","Blanco","Ignorado","Ignorado","Colision","2019"
2019,14,"17","12:00 a 17:59","Tarde","Junio","Viernes","Guatemala","Guatemala ","11","Hombre","26","25-29","25-29","25 - 29","No Ebrio","Mayor","Motocicleta","Suzuki","Rojo","Ignorado","Ignorado","Colision","2019"
2019,14,"8","06:00 a 11:59","Mañana","Junio","Viernes","Guatemala","Amatitlán","Ignorada","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Camioneta","Ignorado","Gris","Ignorado","Ignorado","Colision","2019"
2019,14,"8","06:00 a 11:59","Mañana","Junio","Viernes","Guatemala","Amatitlán","Ignorada","Hombre","21","20-24","20-24","20 - 24","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,14,"20","18:00 a 23:59","Noche","Junio","Viernes","Guatemala","Villa Nueva","Ignorada","Hombre","25","25-29","25-29","25 - 29","No Ebrio","Mayor","Bus urbano","Internacional","Gris","Ignorado","Ignorado","Colision","2019"
2019,14,"20","18:00 a 23:59","Noche","Junio","Viernes","Guatemala","Villa Nueva","Ignorada","Hombre","27","25-29","25-29","25 - 29","No Ebrio","Mayor","Motocicleta","Bajaj","Azul","Ignorado","Ignorado","Colision","2019"
2019,14,"18","18:00 a 23:59","Noche","Junio","Viernes","Guatemala","Villa Canales","Ignorada","Hombre","44","40-44","40-44","40 - 44","No Ebrio","Mayor","Bus urbano","Internacional","Azul","1997","1990-1999","Colision","2019"
2019,14,"18","18:00 a 23:59","Noche","Junio","Viernes","Guatemala","Villa Canales","Ignorada","Hombre","56","55-59","55-59","55 - 59","No Ebrio","Mayor","Motocicleta","Italika","Rojo","Ignorado","Ignorado","Colision","2019"
2019,14,"1","00:00 a 05:59","Mañana","Junio","Viernes","Guatemala","Mixco","Ignorada","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Automóvil","Ignorado","Gris","Ignorado","Ignorado","Colision","2019"
2019,14,"1","00:00 a 05:59","Mañana","Junio","Viernes","Guatemala","Mixco","Ignorada","Hombre","26","25-29","25-29","25 - 29","Ignorado","Mayor","Motocicleta","Ignorado","Gris","Ignorado","Ignorado","Colision","2019"
2019,14,"21","18:00 a 23:59","Noche","Junio","Viernes","Chiquimula","Chiquimula","Ignorada","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Automóvil","Ignorado","Rojo","Ignorado","Ignorado","Colision","2019"
2019,14,"21","18:00 a 23:59","Noche","Junio","Viernes","Chiquimula","Chiquimula","Ignorada","Hombre","21","20-24","20-24","20 - 24","No Ebrio","Mayor","Motocicleta","Suzuki","Rojo","Ignorado","Ignorado","Colision","2019"
2019,14,"15","12:00 a 17:59","Tarde","Junio","Viernes","Escuintla","Escuintla","Ignorada","Hombre","21","20-24","20-24","20 - 24","No Ebrio","Mayor","Automóvil","Suzuki","Negro","Ignorado","Ignorado","Colision","2019"
2019,14,"15","12:00 a 17:59","Tarde","Junio","Viernes","Escuintla","Escuintla","Ignorada","Hombre","23","20-24","20-24","20 - 24","No Ebrio","Mayor","Motocicleta","Suzuki","Negro","Ignorado","Ignorado","Colision","2019"
2019,14,"18","18:00 a 23:59","Noche","Junio","Viernes","Santa Rosa","Chiquimulilla","Ignorada","Hombre","28","25-29","25-29","25 - 29","No Ebrio","Mayor","Cabezal","Freightliner","Negro","Ignorado","Ignorado","Colision","2019"
2019,14,"18","18:00 a 23:59","Noche","Junio","Viernes","Santa Rosa","Chiquimulilla","Ignorada","Hombre","60","60-64","60-64","60 - 64","No Ebrio","Mayor","Motocicleta","Freedom","Negro","Ignorado","Ignorado","Colision","2019"
2019,14,"20","18:00 a 23:59","Noche","Junio","Viernes","Santa Rosa","Cuilapa","Ignorada","Hombre","52","50-54","50-54","50 - 54","Ebrio","Mayor","Pick up","Toyota","Corinto","Ignorado","Ignorado","Colision","2019"
2019,14,"20","18:00 a 23:59","Noche","Junio","Viernes","Santa Rosa","Cuilapa","Ignorada","Hombre","23","20-24","20-24","20 - 24","No Ebrio","Mayor","Automóvil","Toyota","Gris","Ignorado","Ignorado","Colision","2019"
2019,14,"18","18:00 a 23:59","Noche","Junio","Viernes","Alta Verapaz","Tactic","Ignorada","Hombre","28","25-29","25-29","25 - 29","Ignorado","Mayor","Camioneta","Honda","Negro","Ignorado","Ignorado","Colision","2019"
2019,14,"18","18:00 a 23:59","Noche","Junio","Viernes","Alta Verapaz","Tactic","Ignorada","Hombre","32","30-34","30-34","30 - 34","Ignorado","Mayor","Pick up","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,14,"6","06:00 a 11:59","Mañana","Junio","Viernes","Izabal","Livingston","Ignorada","Hombre","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Mayor","Pick up","Ignorado","Ignorado","Ignorado","Ignorado","Choque","2019"
2019,14,"17","12:00 a 17:59","Tarde","Junio","Viernes","Izabal","Morales","Ignorada","Hombre","40","40-44","40-44","40 - 44","Ebrio","Mayor","Motocicleta","Sanyang","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,14,"17","12:00 a 17:59","Tarde","Junio","Viernes","Izabal","Morales","Ignorada","Hombre","27","25-29","25-29","25 - 29","Ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,14,"19","18:00 a 23:59","Noche","Junio","Viernes","Petén","San Luis","Ignorada","Hombre","30","30-34","30-34","30 - 34","No Ebrio","Mayor","Pick up","Toyota","Rojo","Ignorado","Ignorado","Colision","2019"
2019,14,"19","18:00 a 23:59","Noche","Junio","Viernes","Petén","San Luis","Ignorada","Hombre","35","35-39","35-39","35 - 39","No Ebrio","Mayor","Camión","Freightliner","Blanco","Ignorado","Ignorado","Colision","2019"
2019,15,"9","06:00 a 11:59","Mañana","Junio","Sabado","Guatemala","Guatemala ","1","Hombre","31","30-34","30-34","30 - 34","No Ebrio","Mayor","Automóvil","Honda","Blanco","2007","2000-2009","Colision","2019"
2019,15,"9","06:00 a 11:59","Mañana","Junio","Sabado","Guatemala","Guatemala ","1","Hombre","69","65-69","60-64","65 - 69","No Ebrio","Mayor","Automóvil","Hyundai","Blanco","2016","2010-2019","Colision","2019"
2019,15,"12","12:00 a 17:59","Tarde","Junio","Sabado","Guatemala","Guatemala ","4","Hombre","25","25-29","25-29","25 - 29","No Ebrio","Mayor","Camioneta","Kia","Amarillo","2008","2000-2009","Colision","2019"
2019,15,"12","12:00 a 17:59","Tarde","Junio","Sabado","Guatemala","Guatemala ","4","Hombre","25","25-29","25-29","25 - 29","No Ebrio","Mayor","Motocicleta","Bajaj","Negro","2019","2010-2019","Colision","2019"
2019,15,"15","12:00 a 17:59","Tarde","Junio","Sabado","Guatemala","Guatemala ","1","Hombre","27","25-29","25-29","25 - 29","No Ebrio","Mayor","Automóvil","Mazda","Negro","2013","2010-2019","Colision","2019"
2019,15,"15","12:00 a 17:59","Tarde","Junio","Sabado","Guatemala","Guatemala ","1","Hombre","62","60-64","60-64","60 - 64","No Ebrio","Mayor","Camioneta","Toyota","Beige","1985","1980-1989","Colision","2019"
2019,15,"0","00:00 a 05:59","Mañana","Junio","Sabado","Guatemala","Guatemala ","18","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,15,"0","00:00 a 05:59","Mañana","Junio","Sabado","Guatemala","Guatemala ","18","Hombre","27","25-29","25-29","25 - 29","No Ebrio","Mayor","Motocicleta","Bajaj","Azul","Ignorado","Ignorado","Colision","2019"
2019,15,"0","00:00 a 05:59","Mañana","Junio","Sabado","Guatemala","Guatemala ","16","Hombre","32","30-34","30-34","30 - 34","Ebrio","Mayor","Automóvil","Volkswagen","Gris","Ignorado","Ignorado","Choque","2019"
2019,15,"1","00:00 a 05:59","Mañana","Junio","Sabado","Guatemala","Guatemala ","12","Hombre","49","45-49","45-49","45 - 49","Ebrio","Mayor","Pick up","Chevrolet","Café","Ignorado","Ignorado","Colision","2019"
2019,15,"1","00:00 a 05:59","Mañana","Junio","Sabado","Guatemala","Guatemala ","12","Hombre","47","45-49","45-49","45 - 49","No Ebrio","Mayor","Panel","Mitsubishi","Blanco","Ignorado","Ignorado","Colision","2019"
2019,15,"0","00:00 a 05:59","Mañana","Junio","Sabado","Guatemala","Villa Nueva","Ignorada","Hombre","22","20-24","20-24","20 - 24","No Ebrio","Mayor","Motocicleta","Honda","Negro","2018","2010-2019","Colision","2019"
2019,15,"0","00:00 a 05:59","Mañana","Junio","Sabado","Guatemala","Villa Nueva","Ignorada","Hombre","69","65-69","60-64","65 - 69","No Ebrio","Mayor","Cabezal","Freightliner","Azul","2018","2010-2019","Colision","2019"
2019,15,"7","06:00 a 11:59","Mañana","Junio","Sabado","Chiquimula","Chiquimula","Ignorada","Hombre","45","45-49","45-49","45 - 49","No Ebrio","Mayor","Camión","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,15,"7","06:00 a 11:59","Mañana","Junio","Sabado","Chiquimula","Chiquimula","Ignorada","Hombre","23","20-24","20-24","20 - 24","No Ebrio","Mayor","Motocicleta","Honda","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,15,"1","00:00 a 05:59","Mañana","Junio","Sabado","Chiquimula","Chiquimula","Ignorada","Hombre","24","20-24","20-24","20 - 24","No Ebrio","Mayor","Pick up","Toyota","Gris","Ignorado","Ignorado","Vuelco","2019"
2019,15,"14","12:00 a 17:59","Tarde","Junio","Sabado","Zacapa","Usumatlán","Ignorada","Mujer","33","30-34","30-34","30 - 34","No Ebrio","Mayor","Motocicleta","Haojue","Gris","Ignorado","Ignorado","Colision","2019"
2019,15,"14","12:00 a 17:59","Tarde","Junio","Sabado","Zacapa","Usumatlán","Ignorada","Hombre","33","30-34","30-34","30 - 34","No Ebrio","Mayor","Pick up","Mitsubishi","Gris","2015","2010-2019","Colision","2019"
2019,15,"14","12:00 a 17:59","Tarde","Junio","Sabado","Zacapa","Usumatlán","Ignorada","Hombre","27","25-29","25-29","25 - 29","No Ebrio","Mayor","Automóvil","Mitsubishi","Gris","2003","2000-2009","Colision","2019"
2019,15,"0","00:00 a 05:59","Mañana","Junio","Sabado","Escuintla","Tiquisate","Ignorada","Hombre","21","20-24","20-24","20 - 24","No Ebrio","Mayor","Motocicleta","Bajaj","Negro","Ignorado","Ignorado","Colision","2019"
2019,15,"0","00:00 a 05:59","Mañana","Junio","Sabado","Escuintla","Tiquisate","Ignorada","Hombre","18","15-19","15-19","15 - 19","No Ebrio","Mayor","Motocicleta","Italika","Negro","Ignorado","Ignorado","Colision","2019"
2019,15,"22","18:00 a 23:59","Noche","Junio","Sabado","Alta Verapaz","Santa Cruz Verapaz","Ignorada","Mujer","32","30-34","30-34","30 - 34","Ebrio","Mayor","Automóvil","Mitsubishi","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,15,"22","18:00 a 23:59","Noche","Junio","Sabado","Alta Verapaz","Santa Cruz Verapaz","Ignorada","Ignorado","Ignorada","Ignorado","65-69","Ignorado","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colision","2019"
2019,15,"11","06:00 a 11:59","Mañana","Junio","Sabado","Izabal","Puerto Barrios","Ignorada","Hombre","16","15-19","15-19","15 - 19","No Ebrio","Menor","Motocicleta","Freedom","Negro","Ignorado","Ignorado","Colision","2019"
