"año_ocu",dia_ocu,"hora_ocu","g_hora","g_hora_5","mes_ocu",dia_sem_ocu,"mupio_ocu","depto_ocu","zona_ocu","sexo_per","edad_per","g_edad_80ymás","g_edad_60ymás","edad_quinquenales","estado_con","mayor_menor","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve","year"
2017,21,"22","18:00 a 23:59","Noche","Agosto","Lunes","San Juan Chamelco","Alta Verapaz","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,21,"10","06:00 a 11:59","Mañana","Agosto","Lunes","San Martín Jilotepeque","Chimaltenango","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,22,"6","06:00 a 11:59","Mañana","Agosto","Martes","San Pedro Ayampuc","Guatemala","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Camioneta","Ignorado","Blanco","Ignorado","Ignorado","Atropello","2017"
2017,22,"19","18:00 a 23:59","Noche","Agosto","Martes","Jalapa","Jalapa","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,22,"7","06:00 a 11:59","Mañana","Agosto","Martes","Comalapa","Chimaltenango","Ignorada","Hombre","33","30-34","30-34","30 - 34 ","No ebrio","Mayor","Bus extraurbano","Internacional","Rojo","Ignorado","Ignorado","Atropello","2017"
2017,22,"2","00:00 a 05:59","Mañana","Agosto","Martes","El Tejar","Chimaltenango","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,23,"2","00:00 a 05:59","Mañana","Agosto","Miércoles","Morales","Izabal","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,23,"20","18:00 a 23:59","Noche","Agosto","Miércoles","Tecpán Guatemala","Chimaltenango","Ignorada","Hombre","32","30-34","30-34","30 - 34 ","Ignorado","Mayor","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,23,"11","06:00 a 11:59","Mañana","Agosto","Miércoles","Antigua Guatemala","Sacatepéquez","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,23,"22","18:00 a 23:59","Noche","Agosto","Miércoles","Petapa","Guatemala","Ignorada","Hombre","25","25-29","25-29","25 - 29 ","Ignorado","Mayor","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,23,"10","06:00 a 11:59","Mañana","Agosto","Miércoles","Chiquimula","Chiquimula","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,23,"13","12:00 a 17:59","Tarde","Agosto","Miércoles","Senahú","Alta Verapaz","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,24,"12","12:00 a 17:59","Tarde","Agosto","Jueves","Petapa","Guatemala","Ignorada","Hombre","23","20-24","20-24","20 - 24 ","Ignorado","Mayor","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,24,"16","12:00 a 17:59","Tarde","Agosto","Jueves","Gualán","Zacapa","Ignorada","Hombre","10","Menor de 15","Menor de 15","10 - 14","Ignorado","Menor","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,25,"23","18:00 a 23:59","Noche","Agosto","Viernes","Río Hondo","Zacapa","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,25,"8","06:00 a 11:59","Mañana","Agosto","Viernes","Escuintla","Escuintla","Ignorada","Hombre","19","15-19","15-19","15 - 19 ","Ignorado","Mayor","Motocicleta","Movesa","Negro","Ignorado","Ignorado","Atropello","2017"
2017,25,"0","00:00 a 05:59","Mañana","Agosto","Viernes","Quetzaltenango","Quetzaltenango","Ignorada","Hombre","21","20-24","20-24","20 - 24 ","Ebrio","Mayor","Motocicleta","Italika","Negro","Ignorado","Ignorado","Atropello","2017"
2017,25,"20","18:00 a 23:59","Noche","Agosto","Viernes","La Libertad_duplicated_1705","Peten","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,26,"19","18:00 a 23:59","Noche","Agosto","Sábado","Guatemala","Guatemala","12","Hombre","41","40-44","40-44","40 - 44 ","Ignorado","Mayor","Motocicleta","Italika","Gris","2015","2010-2018","Atropello","2017"
2017,26,"2","00:00 a 05:59","Mañana","Agosto","Sábado","Guatemala","Guatemala","5","Hombre","32","30-34","30-34","30 - 34 ","Ignorado","Mayor","Ignorado","Ignorado","Blanco","Ignorado","Ignorado","Atropello","2017"
2017,26,"2","00:00 a 05:59","Mañana","Agosto","Sábado","Petapa","Guatemala","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,26,"17","12:00 a 17:59","Tarde","Agosto","Sábado","Jalapa","Jalapa","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Ignorado","Toyota","Celeste","Ignorado","Ignorado","Atropello","2017"
2017,26,"19","18:00 a 23:59","Noche","Agosto","Sábado","Chiquimula","Chiquimula","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,26,"23","18:00 a 23:59","Noche","Agosto","Sábado","Santa Lucía Cotzumalguapa","Escuintla","Ignorada","Hombre","28","25-29","25-29","25 - 29 ","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,26,"17","12:00 a 17:59","Tarde","Agosto","Sábado","Quetzaltenango","Quetzaltenango","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Pick up","Toyota","Rojo","Ignorado","Ignorado","Atropello","2017"
2017,26,"11","06:00 a 11:59","Mañana","Agosto","Sábado","Fray Bartolomé de Las Casas","Alta Verapaz","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Motocicleta","Bajaj","Negro","Ignorado","Ignorado","Atropello","2017"
2017,26,"22","18:00 a 23:59","Noche","Agosto","Sábado","San Agustín Acasaguastlán","El Progreso","Ignorada","Hombre","28","25-29","25-29","25 - 29 ","Ignorado","Mayor","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,26,"19","18:00 a 23:59","Noche","Agosto","Sábado","San Lucas Sacatepéquez","Sacatepéquez","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,27,"20","18:00 a 23:59","Noche","Agosto","Domingo","San Juan Sacatepéquez","Guatemala","Ignorada","Hombre","41","40-44","40-44","40 - 44 ","Ignorado","Mayor","Camioneta","Hyundai","Gris","2004","2000-2009","Atropello","2017"
2017,27,"6","06:00 a 11:59","Mañana","Agosto","Domingo","San Antonio Suchitepéquez","Suchitepéquez","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,27,"19","18:00 a 23:59","Noche","Agosto","Domingo","Sayaxché","Peten","Ignorada","Hombre","20","20-24","20-24","20 - 24 ","Ignorado","Mayor","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,27,"16","12:00 a 17:59","Tarde","Agosto","Domingo","Antigua Guatemala","Sacatepéquez","Ignorada","Hombre","19","15-19","15-19","15 - 19 ","Ignorado","Mayor","Motocicleta","Ignorado","Morado","Ignorado","Ignorado","Atropello","2017"
2017,28,"15","12:00 a 17:59","Tarde","Agosto","Lunes","San Raymundo","Guatemala","Ignorada","Hombre","24","20-24","20-24","20 - 24 ","Ebrio","Mayor","Automóvil","Toyota","Ignorado","2003","2000-2009","Atropello","2017"
2017,28,"5","00:00 a 05:59","Mañana","Agosto","Lunes","Guatemala","Guatemala","19","Mujer","24","20-24","20-24","20 - 24 ","Ignorado","Mayor","Automóvil","Mazda","Rojo","Ignorado","Ignorado","Atropello","2017"
2017,28,"13","12:00 a 17:59","Tarde","Agosto","Lunes","Cubulco","Baja Verapaz","Ignorada","Hombre","32","30-34","30-34","30 - 34 ","Ignorado","Mayor","Tractor","Ignorado","Amarillo","Ignorado","Ignorado","Atropello","2017"
2017,28,"11","06:00 a 11:59","Mañana","Agosto","Lunes","Puerto Barrios","Izabal","Ignorada","Hombre","32","30-34","30-34","30 - 34 ","Ignorado","Mayor","Cabezal","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,29,"22","18:00 a 23:59","Noche","Agosto","Martes","Chuarrancho","Guatemala","Ignorada","Hombre","22","20-24","20-24","20 - 24 ","Ignorado","Mayor","Motocicleta","Asia Hero","Negro","2016","2010-2018","Atropello","2017"
2017,29,"6","06:00 a 11:59","Mañana","Agosto","Martes","Chuarrancho","Guatemala","Ignorada","Hombre","28","25-29","25-29","25 - 29 ","Ignorado","Mayor","Automóvil","Mazda","Negro","Ignorado","Ignorado","Atropello","2017"
2017,29,"6","06:00 a 11:59","Mañana","Agosto","Martes","Chuarrancho","Guatemala","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,29,"6","06:00 a 11:59","Mañana","Agosto","Martes","Petapa","Guatemala","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,29,"1","00:00 a 05:59","Mañana","Agosto","Martes","Teculután","Zacapa","Ignorada","Hombre","18","15-19","15-19","15 - 19 ","Ignorado","Mayor","Motocicleta","Honda","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,29,"14","12:00 a 17:59","Tarde","Agosto","Martes","Escuintla","Escuintla","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Motocicleta","Mazda","Negro","Ignorado","Ignorado","Atropello","2017"
2017,29,"1","00:00 a 05:59","Mañana","Agosto","Martes","Santa Cruz del Quiché","Quiche","Ignorada","Hombre","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Mayor","Motocicleta","Toyota","Verde","2005","2000-2009","Atropello","2017"
2017,30,"9","06:00 a 11:59","Mañana","Agosto","Miércoles","Guatemala","Guatemala","1","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,30,"18","18:00 a 23:59","Noche","Agosto","Miércoles","San Luis Jilotepeque","Jalapa","Ignorada","Hombre","27","25-29","25-29","25 - 29 ","Ignorado","Mayor","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Atropello","2017"
2017,31,"15","12:00 a 17:59","Tarde","Agosto","Jueves","Guatemala","Guatemala","18","Mujer","31","30-34","30-34","30 - 34 ","No ebrio","Mayor","Automóvil","Ignorado","Azul","2015","2010-2018","Atropello","2017"
2017,31,"17","12:00 a 17:59","Tarde","Agosto","Jueves","Tactic","Alta Verapaz","Ignorada","Hombre","28","25-29","25-29","25 - 29 ","No ebrio","Mayor","Pick up","Dodge","Café","1983","1980-1989","Atropello","2017"
2017,31,"20","18:00 a 23:59","Noche","Agosto","Jueves","Guatemala","Guatemala","16","Mujer","28","25-29","25-29","25 - 29 ","No ebrio","Mayor","Automóvil","Toyota","Corinto","2010","2010-2018","Atropello","2017"
2017,1,"20","18:00 a 23:59","Noche","Septiembre","Viernes","Jutiapa","Jutiapa","Ignorada","Hombre","27","25-29","25-29","25 - 29 ","Ebrio","Mayor","Jeep","Suzuki","Verde","Ignorado","Ignorado","Colisión","2017"
2017,1,"20","18:00 a 23:59","Noche","Septiembre","Viernes","Jutiapa","Jutiapa","Ignorada","Hombre","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Mayor","Automóvil","Mitsubishi","Verde","Ignorado","Ignorado","Colisión","2017"
2017,1,"9","06:00 a 11:59","Mañana","Septiembre","Viernes","Chiquimula","Chiquimula","Ignorada","Hombre","46","45-49","45-49","45 - 49 ","No ebrio","Mayor","Pick up","Toyota","Gris","2016","2010-2018","Colisión","2017"
2017,1,"9","06:00 a 11:59","Mañana","Septiembre","Viernes","Chiquimula","Chiquimula","Ignorada","Hombre","17","15-19","15-19","15 - 19 ","No ebrio","Menor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,1,"19","18:00 a 23:59","Noche","Septiembre","Viernes","Cuilapa","Santa Rosa","Ignorada","Hombre","38","35-39","35-39","35 - 39 ","Ebrio","Mayor","Camioneta","Toyota","Beige","1998","1990-1999","Colisión","2017"
2017,1,"19","18:00 a 23:59","Noche","Septiembre","Viernes","Cuilapa","Santa Rosa","Ignorada","Hombre","27","25-29","25-29","25 - 29 ","No ebrio","Mayor","Motocicleta","Italika","Rojo","2009","2000-2009","Colisión","2017"
2017,1,"11","06:00 a 11:59","Mañana","Septiembre","Viernes","Livingston","Izabal","Ignorada","Hombre","19","15-19","15-19","15 - 19 ","Ignorado","Mayor","Moto taxi","Italika","Rojo","2010","2010-2018","Colisión","2017"
2017,1,"11","06:00 a 11:59","Mañana","Septiembre","Viernes","Livingston","Izabal","Ignorada","Hombre","60","60-64","60 y más","60 - 64 ","Ignorado","Mayor","Motocicleta","Jialing","Rojo","Ignorado","Ignorado","Colisión","2017"
2017,1,"18","18:00 a 23:59","Noche","Septiembre","Viernes","Guatemala","Guatemala","9","Hombre","19","15-19","15-19","15 - 19 ","Ignorado","Mayor","Automóvil","Toyota","Azul","2000","2000-2009","Colisión","2017"
2017,1,"18","18:00 a 23:59","Noche","Septiembre","Viernes","Guatemala","Guatemala","9","Hombre","22","20-24","20-24","20 - 24 ","Ignorado","Mayor","Motocicleta","Bajaj","Negro","2000","2000-2009","Colisión","2017"
2017,1,"16","12:00 a 17:59","Tarde","Septiembre","Viernes","La Libertad_duplicated_1705","Peten","Ignorada","Hombre","60","60-64","60 y más","60 - 64 ","Ignorado","Mayor","Microbús","Toyota","Verde","2009","2000-2009","Colisión","2017"
2017,1,"16","12:00 a 17:59","Tarde","Septiembre","Viernes","La Libertad_duplicated_1705","Peten","Ignorada","Hombre","46","45-49","45-49","45 - 49 ","Ignorado","Mayor","Microbús","Nissan","Blanco","Ignorado","Ignorado","Colisión","2017"
2017,1,"15","12:00 a 17:59","Tarde","Septiembre","Viernes","San Lucas Toliman","Sololá","Ignorada","Mujer","58","55-59","55-59","55 - 59 ","Ignorado","Mayor","Pick up","Volkswagen","Gris","Ignorado","Ignorado","Colisión","2017"
2017,1,"15","12:00 a 17:59","Tarde","Septiembre","Viernes","San Lucas Toliman","Sololá","Ignorada","Hombre","23","20-24","20-24","20 - 24 ","Ignorado","Mayor","Camión","Ignorado","Blanco","Ignorado","Ignorado","Colisión","2017"
