dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,zona_ocu,sexo_pil,edad_pil,mayor_menor,tipo_vehi,causa_acc,marca_vehi,estado_pil,year
16,Abril,Martes,1,El Progreso,Ignorado,Hombre,40,Mayor,Camión,COLISION,Hino,IGNORADO,2013
16,Abril,Martes,1,El Progreso,Ignorado,Hombre,52,Mayor,Camión,COLISION,Freightliner,IGNORADO,2013
16,Abril,Martes,5,Sacatepéquez,Ignorado,Hombre,32,Mayor,Pick up,COLISION,Nissan_duplicated_37,IGNORADO,2013
16,Abril,Martes,5,Sacatepéquez,Ignorado,Hombre,36,Mayor,Bus urbano,COLISION,International,IGNORADO,2013
17,Abril,Miercoles,1,Guatemala,Ignorado,Hombre,40,Mayor,Camión,CHOQUE,Hino,IGNORADO,2013
17,Abril,Miercoles,13,Guatemala,1,Mujer,44,Mayor,Automovil,COLISION,Suzuki,NORMAL,2013
17,Abril,Miercoles,13,Guatemala,1,Hombre,14,Menor,Motocicleta,COLISION,Bajaj,NORMAL,2013
17,Abril,Miercoles,22,Guatemala,7,Hombre,22,Mayor,Motocicleta,COLISION,Suzuki,NORMAL,2013
17,Abril,Miercoles,22,Guatemala,7,Hombre,18,Mayor,Motocicleta,COLISION,Ignorado,NORMAL,2013
17,Abril,Miercoles,15,Guatemala,21,Hombre,25,Mayor,Taxi,CHOQUE,Toyota,IGNORADO,2013
17,Abril,Miercoles,9,Escuintla,Ignorado,Hombre,35,Mayor,Cabezal,COLISION,Kenworth,IGNORADO,2013
17,Abril,Miercoles,9,Escuintla,Ignorado,Hombre,37,Mayor,Motocicleta,COLISION,Freedom,IGNORADO,2013
17,Abril,Miercoles,22,Santa Rosa,Ignorado,Hombre,18,Mayor,Motocicleta,CHOQUE,Tvs,IGNORADO,2013
17,Abril,Miercoles,13,Santa Rosa,Ignorado,Hombre,45,Mayor,Camioneta,CHOQUE,Suzuki,IGNORADO,2013
17,Abril,Miercoles,13,Santa Rosa,Ignorado,Hombre,55,Mayor,Camión,CHOQUE,Isuzu,IGNORADO,2013
17,Abril,Miercoles,0,Retalhuleu,Ignorado,Hombre,24,Mayor,Mototaxi,VUELCO,Bajaj,IGNORADO,2013
17,Abril,Miercoles,16,Retalhuleu,Ignorado,Hombre,28,Mayor,Pick up,CHOQUE,Datsun,IGNORADO,2013
17,Abril,Miercoles,6,Quetzaltenango,Ignorado,Hombre,28,Mayor,Pick up,VUELCO,Toyota,IGNORADO,2013
17,Abril,Miercoles,19,Huehuetenango,Ignorado,Hombre,38,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
17,Abril,Miercoles,19,Huehuetenango,Ignorado,Hombre,43,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
17,Abril,Miercoles,23,Alta Verapaz,Ignorado,Hombre,27,Mayor,Pick up,CAIDA,Toyota,IGNORADO,2013
17,Abril,Miercoles,10,Chimaltenango,1,Hombre,17,Menor,Mototaxi,COLISION,Bajaj,IGNORADO,2013
17,Abril,Miercoles,10,Chimaltenango,1,Hombre,17,Menor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
17,Abril,Miercoles,17,Sacatepéquez,Ignorado,Hombre,Ignorado,Mayor,Cabezal,COLISION,Freightliner,IGNORADO,2013
17,Abril,Miercoles,17,Sacatepéquez,Ignorado,Hombre,18,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
18,Abril,Jueves,9,Escuintla,Ignorado,Hombre,47,Mayor,Cabezal,COLISION,Ignorado,IGNORADO,2013
18,Abril,Jueves,9,Escuintla,Ignorado,Hombre,Ignorado,Mayor,Bus extraurbano,COLISION,Ignorado,IGNORADO,2013
18,Abril,Jueves,11,Escuintla,Ignorado,Hombre,20,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
18,Abril,Jueves,11,Escuintla,Ignorado,Mujer,35,Mayor,Motocicleta,COLISION,Honda,IGNORADO,2013
18,Abril,Jueves,18,Escuintla,Ignorado,Hombre,35,Mayor,Cabezal,COLISION,Freightliner,IGNORADO,2013
18,Abril,Jueves,18,Escuintla,Ignorado,Hombre,40,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
18,Abril,Jueves,16,Suchitepéquez,Ignorado,Hombre,23,Mayor,Mototaxi,COLISION,Bajaj,IGNORADO,2013
18,Abril,Jueves,16,Suchitepéquez,Ignorado,Mujer,20,Mayor,Motocicleta,COLISION,Subaru,IGNORADO,2013
18,Abril,Jueves,16,Quetzaltenango,Ignorado,Hombre,35,Mayor,Automovil,COLISION,Mazda,IGNORADO,2013
18,Abril,Jueves,16,Quetzaltenango,Ignorado,Hombre,37,Mayor,Automovil,COLISION,Toyota,IGNORADO,2013
18,Abril,Jueves,3,Huehuetenango,5,Hombre,33,Mayor,Automovil,CHOQUE,Mazda,IGNORADO,2013
18,Abril,Jueves,7,El Progreso,Ignorado,Hombre,34,Mayor,Pick up,COLISION,Sniper,IGNORADO,2013
18,Abril,Jueves,7,Guatemala,4,Mujer,23,Mayor,Pick up,COLISION,Fiat,IGNORADO,2013
18,Abril,Jueves,7,Guatemala,4,Hombre,25,Mayor,Motocicleta,COLISION,Bajaj,IGNORADO,2013
18,Abril,Jueves,20,Guatemala,19,Hombre,42,Mayor,Camión,COLISION,Ignorado,IGNORADO,2013
18,Abril,Jueves,20,Guatemala,19,Hombre,30,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
18,Abril,Jueves,17,Guatemala,5,Hombre,34,Mayor,Pick up,COLISION,Toyota,NORMAL,2013
18,Abril,Jueves,17,Guatemala,5,Hombre,25,Mayor,Automovil,COLISION,Ignorado,NORMAL,2013
19,Abril,Viernes,6,Guatemala,18,Hombre,26,Mayor,Bus urbano,COLISION,International,NORMAL,2013
19,Abril,Viernes,6,Guatemala,18,Hombre,Ignorado,Mayor,Bus urbano,COLISION,International,IGNORADO,2013
19,Abril,Viernes,8,Guatemala,10,Hombre,52,Mayor,Camioneta,COLISION,Suzuki,NORMAL,2013
19,Abril,Viernes,8,Guatemala,10,Hombre,24,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
19,Abril,Viernes,19,Jutiapa,Ignorado,Mujer,31,Mayor,Automovil,CHOQUE,Mazda,NORMAL,2013
19,Abril,Viernes,12,Santa Rosa,Ignorado,Hombre,23,Mayor,Pick up,CHOQUE,Toyota,NORMAL,2013
19,Abril,Viernes,12,Santa Rosa,Ignorado,Hombre,47,Mayor,Motocicleta,CHOQUE,Honda,NORMAL,2013
19,Abril,Viernes,19,Suchitepéquez,Ignorado,Hombre,28,Mayor,Mototaxi,VUELCO,Bajaj,NORMAL,2013
19,Abril,Viernes,0,Retalhuleu,Ignorado,Hombre,43,Mayor,Motocicleta,VUELCO,Subaru,EBRIO,2013
19,Abril,Viernes,21,Quetzaltenango,Ignorado,Hombre,36,Mayor,Pick up,COLISION,Isuzu,NORMAL,2013
19,Abril,Viernes,21,Quetzaltenango,Ignorado,Hombre,40,Mayor,Automovil,COLISION,Ford,EBRIO,2013
19,Abril,Viernes,20,Baja Verapaz,Ignorado,Hombre,31,Mayor,Automovil,COLISION,Mitsubishi,IGNORADO,2013
19,Abril,Viernes,20,Alta Verapaz,Ignorado,Hombre,23,Mayor,Automovil,COLISION,Toyota,IGNORADO,2013
19,Abril,Viernes,17,El Progreso,Ignorado,Hombre,23,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
19,Abril,Viernes,17,El Progreso,Ignorado,Hombre,34,Mayor,Camión,COLISION,Ford,NORMAL,2013
19,Abril,Viernes,15,Izabal,Ignorado,Hombre,53,Mayor,Motocicleta,COLISION,Honda,NORMAL,2013
19,Abril,Viernes,15,Izabal,Ignorado,Hombre,Ignorado,Mayor,Pick up,COLISION,Ignorado,IGNORADO,2013
20,Abril,Sabado,19,Guatemala,6,Hombre,26,Mayor,Automovil,COLISION,Nissan_duplicated_37,EBRIO,2013
20,Abril,Sabado,19,Guatemala,6,Hombre,Ignorado,Mayor,Camión,COLISION,Suzuki,IGNORADO,2013
20,Abril,Sabado,3,Guatemala,Ignorado,Hombre,Ignorado,Mayor,Pick up,VUELCO,Toyota,NORMAL,2013
20,Abril,Sabado,14,Guatemala,6,Hombre,26,Mayor,Pick up,CHOQUE,Toyota,NORMAL,2013
20,Abril,Sabado,3,Guatemala,19,Mujer,30,Mayor,Automovil,CHOQUE,Ignorado,IGNORADO,2013
20,Abril,Sabado,19,Jutiapa,Ignorado,Hombre,19,Mayor,Motocicleta,CHOQUE,Ignorado,NORMAL,2013
20,Abril,Sabado,23,Jutiapa,Ignorado,Hombre,Ignorado,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
20,Abril,Sabado,23,Jutiapa,Ignorado,Hombre,Ignorado,Mayor,Automovil,COLISION,Isuzu,IGNORADO,2013
20,Abril,Sabado,18,Jalapa,Ignorado,Hombre,60,Mayor,Camión,VUELCO,Ignorado,NORMAL,2013
20,Abril,Sabado,22,Zacapa,Ignorado,Hombre,Ignorado,Mayor,Automovil,COLISION,Mazda,NORMAL,2013
20,Abril,Sabado,22,Zacapa,Ignorado,Hombre,Ignorado,Mayor,Cabezal,COLISION,Ignorado,NORMAL,2013
20,Abril,Sabado,19,Escuintla,Ignorado,Hombre,31,Mayor,Pick up,COLISION,Ford,NORMAL,2013
20,Abril,Sabado,19,Escuintla,Ignorado,Hombre,47,Mayor,Microbus,COLISION,Nissan_duplicated_37,NORMAL,2013
20,Abril,Sabado,22,Quetzaltenango,1,Hombre,36,Mayor,Camión,COLISION,Mercedes benz,EBRIO,2013
20,Abril,Sabado,22,Quetzaltenango,1,Hombre,Ignorado,Mayor,Automovil,COLISION,Mitsubishi,IGNORADO,2013
20,Abril,Sabado,22,Quetzaltenango,1,Hombre,Ignorado,Mayor,Automovil,COLISION,Toyota,IGNORADO,2013
20,Abril,Sabado,22,San Marcos,2,Hombre,37,Mayor,Cabezal,COLISION,Freightliner,IGNORADO,2013
20,Abril,Sabado,22,San Marcos,2,Hombre,37,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
20,Abril,Sabado,7,Huehuetenango,Ignorado,Hombre,40,Mayor,Motocicleta,COLISION,Suzuki,NORMAL,2013
20,Abril,Sabado,7,Huehuetenango,Ignorado,Hombre,Ignorado,Mayor,Microbus,COLISION,Ignorado,NORMAL,2013
20,Abril,Sabado,10,Alta Verapaz,Ignorado,Hombre,46,Mayor,Camión,COLISION,Ignorado,NORMAL,2013
20,Abril,Sabado,10,Alta Verapaz,Ignorado,Hombre,34,Mayor,Motocicleta,COLISION,Ignorado,NORMAL,2013
20,Abril,Sabado,21,El Progreso,Ignorado,Hombre,28,Mayor,Automovil,COLISION,Mitsubishi,NORMAL,2013
20,Abril,Sabado,21,El Progreso,Ignorado,Hombre,28,Mayor,Motocicleta,COLISION,Ignorado,NORMAL,2013
20,Abril,Sabado,8,Izabal,Ignorado,Hombre,30,Mayor,Camión,COLISION,Ignorado,NORMAL,2013
20,Abril,Sabado,8,Izabal,Ignorado,Hombre,32,Mayor,Camión,COLISION,Ignorado,NORMAL,2013
20,Abril,Sabado,1,Petén,Ignorado,Hombre,Ignorado,Mayor,Motocicleta,CHOQUE,Ignorado,NORMAL,2013
20,Abril,Sabado,1,Petén,Ignorado,Hombre,65,Mayor,Pick up,CHOQUE,Ignorado,NORMAL,2013
20,Abril,Sabado,0,Chimaltenango,Ignorado,Hombre,41,Mayor,Cabezal,COLISION,International,NORMAL,2013
20,Abril,Sabado,0,Chimaltenango,Ignorado,Hombre,41,Mayor,Automovil,COLISION,Mazda,NORMAL,2013
20,Abril,Sabado,10,Chimaltenango,Ignorado,Hombre,Ignorado,Mayor,Mototaxi,COLISION,Bajaj,NORMAL,2013
20,Abril,Sabado,10,Chimaltenango,Ignorado,Hombre,Ignorado,Mayor,Automovil,COLISION,Ignorado,IGNORADO,2013
21,Abril,Domingo,2,Guatemala,12,Hombre,31,Mayor,Taxi,COLISION,Toyota,IGNORADO,2013
21,Abril,Domingo,2,Guatemala,12,Hombre,Ignorado,Mayor,Pick up,COLISION,Ignorado,NORMAL,2013
21,Abril,Domingo,21,Guatemala,5,Hombre,30,Mayor,Automovil,COLISION,Volkwagen,EBRIO,2013
21,Abril,Domingo,21,Guatemala,5,Mujer,46,Mayor,Automovil,COLISION,Datsun,NORMAL,2013
21,Abril,Domingo,10,Guatemala,21,Hombre,45,Mayor,Bus urbano,CHOQUE,International,EBRIO,2013
21,Abril,Domingo,10,Escuintla,Ignorado,Hombre,47,Mayor,Bus urbano,COLISION,Ignorado,NORMAL,2013
21,Abril,Domingo,10,Escuintla,Ignorado,Hombre,Ignorado,Mayor,Pick up,COLISION,Toyota,NORMAL,2013
21,Abril,Domingo,20,Suchitepéquez,Ignorado,Hombre,32,Mayor,Automovil,COLISION,Ignorado,EBRIO,2013
21,Abril,Domingo,20,Suchitepéquez,Ignorado,Hombre,33,Mayor,Automovil,COLISION,Toyota,NORMAL,2013
21,Abril,Domingo,22,Quetzaltenango,Ignorado,Hombre,30,Mayor,Automovil,CHOQUE,Honda,NORMAL,2013
21,Abril,Domingo,12,El Progreso,Ignorado,Hombre,27,Mayor,Motocicleta,VUELCO,Honda,EBRIO,2013
22,Abril,Lunes,8,Guatemala,5,Mujer,34,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
22,Abril,Lunes,8,Guatemala,5,Hombre,28,Mayor,Motocicleta,COLISION,Honda,IGNORADO,2013
22,Abril,Lunes,17,Zacapa,Ignorado,Mujer,28,Mayor,Automovil,COLISION,Chevrolet,IGNORADO,2013
22,Abril,Lunes,17,Zacapa,Ignorado,Hombre,35,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
22,Abril,Lunes,18,Retalhuleu,Ignorado,Hombre,44,Mayor,Camioneta,VUELCO,Chevrolet,IGNORADO,2013
22,Abril,Lunes,12,Quetzaltenango,Ignorado,Hombre,29,Mayor,Bus extraurbano,COLISION,International,NORMAL,2013
22,Abril,Lunes,12,Quetzaltenango,Ignorado,Hombre,61,Mayor,Camioneta,COLISION,Toyota,NORMAL,2013
22,Abril,Lunes,19,Quetzaltenango,Ignorado,Hombre,52,Mayor,Pick up,COLISION,Chevrolet,IGNORADO,2013
22,Abril,Lunes,19,Quetzaltenango,Ignorado,Hombre,65,Mayor,Camioneta,COLISION,Jeep,IGNORADO,2013
22,Abril,Lunes,21,Quiché,Ignorado,Hombre,30,Mayor,Automovil,COLISION,Mazda,IGNORADO,2013
22,Abril,Lunes,21,Quiché,Ignorado,Hombre,25,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
22,Abril,Lunes,23,Quiché,Ignorado,Hombre,24,Mayor,Motocicleta,VUELCO,Ignorado,IGNORADO,2013
23,Abril,Martes,10,Guatemala,18,Hombre,18,Mayor,Motocicleta,VUELCO,Bajaj,IGNORADO,2013
23,Abril,Martes,1,Escuintla,Ignorado,Hombre,33,Mayor,Cabezal,COLISION,Freightliner,IGNORADO,2013
23,Abril,Martes,1,Escuintla,Ignorado,Hombre,29,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
23,Abril,Martes,3,Escuintla,Ignorado,Hombre,22,Mayor,Pick up,CHOQUE,Toyota,IGNORADO,2013
23,Abril,Martes,4,Escuintla,Ignorado,Hombre,34,Mayor,Cabezal,COLISION,Freightliner,IGNORADO,2013
23,Abril,Martes,4,Escuintla,Ignorado,Hombre,49,Mayor,Cabezal,COLISION,Freightliner,IGNORADO,2013
23,Abril,Martes,17,Suchitepéquez,Ignorado,Hombre,37,Mayor,Camión,CHOQUE,Gmc,IGNORADO,2013
24,Abril,Miercoles,11,Guatemala,1,Hombre,18,Mayor,Automovil,COLISION,Mazda,IGNORADO,2013
24,Abril,Miercoles,11,Guatemala,1,Hombre,88,Mayor,Automovil,COLISION,Mazda,IGNORADO,2013
24,Abril,Miercoles,21,Guatemala,12,Hombre,29,Mayor,Automovil,COLISION,Toyota,IGNORADO,2013
24,Abril,Miercoles,21,Guatemala,12,Hombre,18,Mayor,Motocicleta,COLISION,Suzuki,IGNORADO,2013
24,Abril,Miercoles,8,Zacapa,Ignorado,Hombre,26,Mayor,Pick up,CHOQUE,Ford,IGNORADO,2013
24,Abril,Miercoles,20,Zacapa,Ignorado,Hombre,28,Mayor,Camión,COLISION,Hino,IGNORADO,2013
24,Abril,Miercoles,20,Zacapa,Ignorado,Hombre,30,Mayor,Motocicleta,COLISION,Suzuki,IGNORADO,2013
24,Abril,Miercoles,17,Quiché,Ignorado,Hombre,Ignorado,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
24,Abril,Miercoles,17,Quiché,Ignorado,Hombre,Ignorado,Mayor,Motocicleta,COLISION,Honda,IGNORADO,2013
24,Abril,Miercoles,15,Chimaltenango,Ignorado,Hombre,36,Mayor,Automovil,COLISION,Mazda,IGNORADO,2013
24,Abril,Miercoles,15,Chimaltenango,Ignorado,Hombre,27,Mayor,Motocicleta,COLISION,Honda,IGNORADO,2013
25,Abril,Jueves,19,Guatemala,4,Hombre,33,Mayor,Automovil,COLISION,Chevrolet,EBRIO,2013
25,Abril,Jueves,19,Guatemala,4,Hombre,32,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
25,Abril,Jueves,22,Guatemala,7,Hombre,29,Mayor,Pick up,COLISION,Nissan_duplicated_37,IGNORADO,2013
25,Abril,Jueves,22,Guatemala,7,Hombre,24,Mayor,Mototaxi,COLISION,Ignorado,IGNORADO,2013
25,Abril,Jueves,22,Guatemala,7,Mujer,Ignorado,Mayor,Microbus,COLISION,Honda,IGNORADO,2013
25,Abril,Jueves,19,Guatemala,5,Hombre,32,Mayor,Automovil,COLISION,Mitsubishi,EBRIO,2013
25,Abril,Jueves,19,Guatemala,5,Hombre,19,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
25,Abril,Jueves,21,Zacapa,Ignorado,Hombre,26,Mayor,Mototaxi,COLISION,Bajaj,EBRIO,2013
25,Abril,Jueves,21,Zacapa,Ignorado,Hombre,Ignorado,Mayor,Automovil,COLISION,Honda,NORMAL,2013
25,Abril,Jueves,1,Escuintla,Ignorado,Hombre,38,Mayor,Motocicleta,CHOQUE,Italika,IGNORADO,2013
25,Abril,Jueves,18,Escuintla,Ignorado,Hombre,27,Mayor,Bus urbano,CHOQUE,International,IGNORADO,2013
25,Abril,Jueves,18,Escuintla,Ignorado,Hombre,20,Mayor,Motocicleta,COLISION,Honda,IGNORADO,2013
25,Abril,Jueves,18,Escuintla,Ignorado,Hombre,18,Mayor,Motocicleta,COLISION,Honda,IGNORADO,2013
25,Abril,Jueves,7,Quetzaltenango,Ignorado,Hombre,42,Mayor,Bus urbano,COLISION,Hyundai,IGNORADO,2013
25,Abril,Jueves,7,Quetzaltenango,Ignorado,Hombre,40,Mayor,Motocicleta,COLISION,Italika,IGNORADO,2013
25,Abril,Jueves,9,Quetzaltenango,Ignorado,Hombre,57,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
25,Abril,Jueves,9,Quetzaltenango,Ignorado,Hombre,17,Mayor,Motocicleta,COLISION,Suzuki,IGNORADO,2013
25,Abril,Jueves,7,Totonicapán,Ignorado,Hombre,37,Mayor,Bus urbano,COLISION,International,IGNORADO,2013
25,Abril,Jueves,7,Totonicapán,Ignorado,Hombre,40,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
25,Abril,Jueves,21,El Progreso,Ignorado,Hombre,64,Mayor,Pick up,COLISION,Mitsubishi,IGNORADO,2013
25,Abril,Jueves,21,El Progreso,Ignorado,Hombre,19,Mayor,Motocicleta,COLISION,Suzuki,IGNORADO,2013
25,Abril,Jueves,9,Sacatepéquez,Ignorado,Hombre,20,Mayor,Automovil,COLISION,Mitsubishi,IGNORADO,2013
25,Abril,Jueves,9,Sacatepéquez,Ignorado,Hombre,25,Mayor,Camión,COLISION,Toyota,IGNORADO,2013
26,Abril,Viernes,19,Guatemala,1,Hombre,29,Mayor,Motocicleta,COLISION,Italika,NORMAL,2013
26,Abril,Viernes,19,Guatemala,1,Hombre,49,Mayor,Motocicleta,COLISION,Freedom,NORMAL,2013
26,Abril,Viernes,7,Chiquimula,Ignorado,Mujer,52,Mayor,Motocicleta,COLISION,Ignorado,NORMAL,2013
26,Abril,Viernes,18,Santa Rosa,Ignorado,Hombre,43,Mayor,Automovil,COLISION,Kia,IGNORADO,2013
26,Abril,Viernes,18,Santa Rosa,Ignorado,Hombre,45,Mayor,Motocicleta,COLISION,Italika,IGNORADO,2013
26,Abril,Viernes,17,Suchitepéquez,Ignorado,Hombre,23,Mayor,Pick up,COLISION,Isuzu,NORMAL,2013
26,Abril,Viernes,17,Suchitepéquez,Ignorado,Hombre,32,Mayor,Motocicleta,COLISION,Italika,EBRIO,2013
26,Abril,Viernes,3,Suchitepéquez,Ignorado,Hombre,Ignorado,Mayor,Automovil,COLISION,Ignorado,IGNORADO,2013
26,Abril,Viernes,3,Suchitepéquez,Ignorado,Mujer,22,Mayor,Motocicleta,COLISION,Ignorado,NORMAL,2013
26,Abril,Viernes,4,San Marcos,Ignorado,Hombre,Ignorado,Mayor,Microbus,COLISION,Toyota,EBRIO,2013
26,Abril,Viernes,4,San Marcos,Ignorado,Hombre,Ignorado,Mayor,Cabezal,COLISION,Freightliner,NORMAL,2013
26,Abril,Viernes,18,Huehuetenango,Ignorado,Hombre,Ignorado,Mayor,Camioneta,COLISION,Ignorado,IGNORADO,2013
26,Abril,Viernes,18,Huehuetenango,Ignorado,Hombre,Ignorado,Mayor,Mototaxi,COLISION,Bajaj,IGNORADO,2013
26,Abril,Viernes,11,El Progreso,Ignorado,Hombre,Ignorado,Mayor,Automovil,COLISION,Toyota,IGNORADO,2013
26,Abril,Viernes,11,El Progreso,Ignorado,Hombre,29,Mayor,Automovil,COLISION,Toyota,IGNORADO,2013
26,Abril,Viernes,11,El Progreso,Ignorado,Hombre,Ignorado,Mayor,Automovil,COLISION,Toyota,IGNORADO,2013
26,Abril,Viernes,16,Quiché,Ignorado,Hombre,17,Menor,Camión,VUELCO,Mercedes benz,NORMAL,2013
27,Abril,Sabado,4,Guatemala,9,Hombre,47,Mayor,Pick up,COLISION,Toyota,NORMAL,2013
27,Abril,Sabado,4,Guatemala,9,Hombre,29,Mayor,Taxi,COLISION,Nissan_duplicated_37,NORMAL,2013
27,Abril,Sabado,4,Guatemala,9,Mujer,28,Mayor,Automovil,COLISION,Suzuki,NORMAL,2013
27,Abril,Sabado,21,Guatemala,6,Hombre,38,Mayor,Motocicleta,COLISION,Ignorado,NORMAL,2013
27,Abril,Sabado,21,Guatemala,6,Hombre,21,Mayor,Motocicleta,COLISION,Freedom,NORMAL,2013
27,Abril,Sabado,21,Guatemala,1,Hombre,35,Mayor,Motocicleta,COLISION,Honda,EBRIO,2013
27,Abril,Sabado,21,Guatemala,1,Hombre,41,Mayor,Automovil,COLISION,Toyota,NORMAL,2013
27,Abril,Sabado,3,Guatemala,3,Hombre,33,Mayor,Automovil,CHOQUE,Mitsubishi,EBRIO,2013
27,Abril,Sabado,19,Guatemala,4,Hombre,33,Mayor,Automovil,COLISION,Nissan_duplicated_37,EBRIO,2013
27,Abril,Sabado,19,Guatemala,4,Hombre,25,Mayor,Motocicleta,COLISION,Ignorado,NORMAL,2013
27,Abril,Sabado,19,Guatemala,4,Hombre,25,Mayor,Motocicleta,COLISION,Ignorado,NORMAL,2013
27,Abril,Sabado,21,Guatemala,Ignorado,Hombre,26,Mayor,Pick up,CHOQUE,Toyota,EBRIO,2013
27,Abril,Sabado,18,Jutiapa,Ignorado,Hombre,23,Mayor,Motocicleta,COLISION,Bajaj,NORMAL,2013
27,Abril,Sabado,18,Jutiapa,Ignorado,Hombre,Ignorado,Mayor,Motocicleta,COLISION,Ignorado,NORMAL,2013
27,Abril,Sabado,17,Quetzaltenango,Ignorado,Hombre,23,Mayor,Motocicleta,COLISION,Ignorado,NORMAL,2013
27,Abril,Sabado,17,Quetzaltenango,Ignorado,Mujer,30,Mayor,Motocicleta,COLISION,Ignorado,NORMAL,2013
27,Abril,Sabado,21,El Progreso,Ignorado,Hombre,24,Mayor,Pick up,VUELCO,Toyota,NORMAL,2013
27,Abril,Sabado,9,Izabal,Ignorado,Mujer,24,Mayor,Automovil,COLISION,Mazda,NORMAL,2013
27,Abril,Sabado,9,Izabal,Ignorado,Hombre,Ignorado,Mayor,Bus extraurbano,COLISION,International,NORMAL,2013
27,Abril,Sabado,15,Izabal,Ignorado,Hombre,35,Mayor,Pick up,COLISION,Isuzu,NORMAL,2013
27,Abril,Sabado,15,Izabal,Ignorado,Hombre,21,Mayor,Motocicleta,COLISION,Isuzu,NORMAL,2013
28,Abril,Domingo,1,Guatemala,1,Hombre,62,Mayor,Automovil,COLISION,Nissan_duplicated_37,EBRIO,2013
28,Abril,Domingo,1,Guatemala,1,Hombre,23,Mayor,Automovil,COLISION,Nissan_duplicated_37,EBRIO,2013
28,Abril,Domingo,23,Guatemala,11,Mujer,24,Mayor,Automovil,COLISION,Hyundai,NORMAL,2013
28,Abril,Domingo,23,Guatemala,11,Hombre,34,Mayor,Motocicleta,COLISION,Ignorado,NORMAL,2013
28,Abril,Domingo,6,Guatemala,Ignorado,Hombre,33,Mayor,Camión,COLISION,Mitsubishi,NORMAL,2013
28,Abril,Domingo,6,Guatemala,Ignorado,Hombre,33,Mayor,Automovil,COLISION,Ford,EBRIO,2013
28,Abril,Domingo,21,Guatemala,4,Hombre,20,Mayor,Pick up,COLISION,Toyota,EBRIO,2013
28,Abril,Domingo,21,Guatemala,4,Hombre,36,Mayor,Automovil,COLISION,Mazda,NORMAL,2013
28,Abril,Domingo,18,Jalapa,Ignorado,Hombre,20,Mayor,Motocicleta,CHOQUE,Italika,NORMAL,2013
28,Abril,Domingo,16,Suchitepéquez,4,Hombre,24,Mayor,Automovil,COLISION,Toyota,EBRIO,2013
28,Abril,Domingo,16,Suchitepéquez,4,Hombre,22,Mayor,Motocicleta,COLISION,Sniper,NORMAL,2013
28,Abril,Domingo,0,Alta Verapaz,Ignorado,Hombre,18,Mayor,Pick up,CHOQUE,Toyota,EBRIO,2013
28,Abril,Domingo,19,El Progreso,Ignorado,Hombre,35,Mayor,Pick up,COLISION,Mitsubishi,NORMAL,2013
28,Abril,Domingo,19,El Progreso,Ignorado,Hombre,31,Mayor,Motocicleta,COLISION,Sniper,NORMAL,2013
28,Abril,Domingo,8,El Progreso,4,Hombre,26,Mayor,Pick up,COLISION,Isuzu,NORMAL,2013
28,Abril,Domingo,8,El Progreso,4,Hombre,27,Mayor,Mototaxi,COLISION,Ignorado,NORMAL,2013
28,Abril,Domingo,5,Quiché,Ignorado,Hombre,22,Mayor,Automovil,CHOQUE,Mazda,NORMAL,2013
29,Abril,Lunes,10,Guatemala,1,Mujer,20,Mayor,Automovil,COLISION,Kia,NORMAL,2013
29,Abril,Lunes,10,Guatemala,1,Hombre,23,Mayor,Motocicleta,COLISION,Freedom,NORMAL,2013
29,Abril,Lunes,21,Guatemala,10,Hombre,49,Mayor,Automovil,CHOQUE,Ignorado,IGNORADO,2013
29,Abril,Lunes,1,Guatemala,Ignorado,Hombre,47,Mayor,Camión,COLISION,Hino,NORMAL,2013
29,Abril,Lunes,1,Guatemala,Ignorado,Hombre,42,Mayor,Automovil,COLISION,Suzuki,IGNORADO,2013
29,Abril,Lunes,7,Guatemala,Ignorado,Hombre,18,Mayor,Mototaxi,COLISION,Ignorado,IGNORADO,2013
29,Abril,Lunes,7,Guatemala,Ignorado,Hombre,31,Mayor,Taxi,COLISION,Ignorado,NORMAL,2013
29,Abril,Lunes,13,Retalhuleu,Ignorado,Hombre,29,Mayor,Bus extraurbano,COLISION,Ignorado,NORMAL,2013
