dia_ocu,hora_ocu,mes_ocu,dia_sem_ocu,depto_ocu,sexo_pil,zona_ocu,edad_pil,estado_pil,mayor_menor,tipo_vehi,marca_vehi,causa_acc,year
22,6,Abril,Viernes,Peten,Hombre,Ignorada,Ignorada,Ebrio,Mayor,Cabezal,Ignorado,Colisión,2016
22,6,Abril,Viernes,Peten,Ignorado,Ignorada,Ignorada,Ignorado,Mayor,Cabezal,Ignorado,Colisión,2016
22,6,Abril,Viernes,Peten,Ignorado,Ignorada,Ignorada,Ignorado,Mayor,Cabezal,Ignorado,Colisión,2016
23,0,Abril,Sábado,Guatemala,Hombre,9,54,Ebrio,Mayor,Pick up,Toyota,Colisión,2016
23,0,Abril,Sábado,Guatemala,Mujer,9,24,No ebrio,Mayor,Automóvil,Toyota,Colisión,2016
23,18,Abril,Sábado,Guatemala,Hombre,3,48,Ebrio,Mayor,Automóvil,Toyota,Colisión,2016
23,18,Abril,Sábado,Guatemala,Hombre,3,Ignorada,No ebrio,Mayor,Automóvil,Chevrolet,Colisión,2016
23,23,Abril,Sábado,Guatemala,Hombre,1,32,Ebrio,Mayor,Automóvil,Honda,Choque,2016
23,7,Abril,Sábado,Guatemala,Hombre,Ignorada,19,Ignorado,Mayor,Camioneta,Kia,Colisión,2016
23,7,Abril,Sábado,Guatemala,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Camioneta,Land Rover,Colisión,2016
23,13,Abril,Sábado,Guatemala,Mujer,Ignorada,44,Ignorado,Mayor,Automóvil,Ignorado,Colisión,2016
23,13,Abril,Sábado,Guatemala,Hombre,Ignorada,26,Ignorado,Mayor,Motocicleta,Italika,Colisión,2016
23,9,Abril,Sábado,Escuintla,Mujer,Ignorada,16,Ignorado,Menor,Motocicleta,Ignorado,Choque,2016
23,17,Abril,Sábado,Santa Rosa,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Pick up,Toyota,Caída,2016
23,23,Abril,Sábado,Alta Verapaz,Hombre,Ignorada,23,Ebrio,Mayor,Motocicleta,Suzuki,Colisión,2016
23,23,Abril,Sábado,Alta Verapaz,Hombre,Ignorada,46,Ebrio,Mayor,Motocicleta,Suzuki,Colisión,2016
24,4,Abril,Domingo,Guatemala,Hombre,8,32,Ebrio,Mayor,Camioneta,Audi,Colisión,2016
24,4,Abril,Domingo,Guatemala,Hombre,8,50,Ignorado,Mayor,Automóvil,Hyundai,Colisión,2016
24,3,Abril,Domingo,Guatemala,Hombre,1,29,No ebrio,Mayor,Automóvil,Honda,Colisión,2016
24,3,Abril,Domingo,Guatemala,Mujer,1,34,Ebrio,Mayor,Automóvil,Toyota,Colisión,2016
24,23,Abril,Domingo,Guatemala,Hombre,6,18,Ebrio,Mayor,Motocicleta,Bajaj,Colisión,2016
24,23,Abril,Domingo,Guatemala,Hombre,6,Ignorada,Ignorado,Mayor,Automóvil,Nissan,Colisión,2016
24,6,Abril,Domingo,Guatemala,Hombre,11,20,Ebrio,Mayor,Automóvil,Honda,Choque,2016
24,2,Abril,Domingo,Guatemala,Hombre,Ignorada,24,Ignorado,Mayor,Motocicleta,Bajaj,Caída,2016
24,1,Abril,Domingo,Jutiapa,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Camioneta,Grand Cherokee,Vuelco,2016
24,20,Abril,Domingo,Chiquimula,Hombre,Ignorada,38,No ebrio,Mayor,Camioneta,Toyota,Colisión,2016
24,20,Abril,Domingo,Chiquimula,Hombre,Ignorada,20,No ebrio,Mayor,Motocicleta,Honda,Colisión,2016
24,16,Abril,Domingo,Escuintla,Hombre,Ignorada,25,Ignorado,Mayor,Automóvil,Honda,Choque,2016
24,16,Abril,Domingo,Escuintla,Hombre,Ignorada,18,No ebrio,Mayor,Camión,Mitsubishi,Colisión,2016
24,16,Abril,Domingo,Escuintla,Mujer,Ignorada,34,No ebrio,Mayor,Motocicleta,Yumbo dakar,Colisión,2016
24,21,Abril,Domingo,Suchitepéquez,Hombre,Ignorada,25,Ignorado,Mayor,Microbús,Mazda,Colisión,2016
24,21,Abril,Domingo,Suchitepéquez,Hombre,Ignorada,Ignorada,Ignorado,Mayor,Camión,Internacional,Colisión,2016
24,21,Abril,Domingo,Retalhuleu,Hombre,Ignorada,21,Ignorado,Mayor,Camioneta,Mazda,Choque,2016
24,22,Abril,Domingo,Quetzaltenango,Hombre,Ignorada,26,Ebrio,Mayor,Camioneta,Toyota,Choque,2016
24,13,Abril,Domingo,Quetzaltenango,Hombre,Ignorada,39,Ebrio,Mayor,Camioneta,Toyota,Colisión,2016
24,13,Abril,Domingo,Quetzaltenango,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Camioneta,Toyota,Colisión,2016
24,22,Abril,Domingo,San Marcos,Hombre,Ignorada,34,Ebrio,Mayor,Automóvil,Mazda,Colisión,2016
24,22,Abril,Domingo,San Marcos,Hombre,Ignorada,Ignorada,No ebrio,Mayor,Automóvil,Mazda,Colisión,2016
24,11,Abril,Domingo,Alta Verapaz,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Automóvil,Toyota,Colisión,2016
24,11,Abril,Domingo,Alta Verapaz,Hombre,Ignorada,31,Ignorado,Mayor,Microbús,Toyota,Colisión,2016
24,11,Abril,Domingo,Alta Verapaz,Hombre,Ignorada,28,Ignorado,Mayor,Microbús,Toyota,Colisión,2016
24,22,Abril,Domingo,El Progreso,Hombre,Ignorada,20,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2016
24,22,Abril,Domingo,El Progreso,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Motocicleta,Ignorado,Colisión,2016
24,3,Abril,Domingo,Izabal,Hombre,Ignorada,23,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2016
24,3,Abril,Domingo,Izabal,Hombre,Ignorada,29,Ignorado,Mayor,Motocicleta,Honda,Colisión,2016
24,3,Abril,Domingo,Izabal,Hombre,Ignorada,34,Ignorado,Mayor,Motocicleta,Suzuki,Colisión,2016
24,3,Abril,Domingo,Izabal,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Motocicleta,Ignorado,Colisión,2016
24,22,Abril,Domingo,Chimaltenango,Hombre,Ignorada,28,Ebrio,Mayor,Automóvil,Ignorado,Colisión,2016
24,22,Abril,Domingo,Chimaltenango,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Motocicleta,Ignorado,Colisión,2016
24,21,Abril,Domingo,Chimaltenango,Hombre,Ignorada,70,Ignorado,Mayor,Pick up,Mazda,Colisión,2016
24,21,Abril,Domingo,Chimaltenango,Hombre,Ignorada,28,Ignorado,Mayor,Pick up,Mitsubishi,Colisión,2016
24,2,Abril,Domingo,Sacatepéquez,Hombre,Ignorada,37,Ebrio,Mayor,Automóvil,Hyundai,Choque,2016
24,17,Abril,Domingo,Sacatepéquez,Hombre,Ignorada,25,Ignorado,Mayor,Automóvil,Ignorado,Colisión,2016
24,17,Abril,Domingo,Sacatepéquez,Hombre,Ignorada,22,Ignorado,Mayor,Motocicleta,Italika,Colisión,2016
25,20,Abril,Lunes,Guatemala,Ignorado,3,Ignorada,Ignorado,Ignorado,Automóvil,Ignorado,Colisión,2016
25,20,Abril,Lunes,Guatemala,Hombre,3,36,Ignorado,Mayor,Motocicleta,Italika,Colisión,2016
25,16,Abril,Lunes,Guatemala,Hombre,18,46,No ebrio,Mayor,Pick up,Toyota,Colisión,2016
25,16,Abril,Lunes,Guatemala,Hombre,18,21,No ebrio,Mayor,Motocicleta,Honda,Colisión,2016
25,20,Abril,Lunes,Guatemala,Hombre,6,42,Ebrio,Mayor,Camioneta,Ignorado,Colisión,2016
25,20,Abril,Lunes,Guatemala,Hombre,6,20,No ebrio,Mayor,Moto taxi,Bajaj,Colisión,2016
25,20,Abril,Lunes,Guatemala,Hombre,6,24,No ebrio,Mayor,Moto taxi,Bajaj,Colisión,2016
25,20,Abril,Lunes,Guatemala,Hombre,6,33,No ebrio,Mayor,Moto taxi,Bajaj,Colisión,2016
25,5,Abril,Lunes,Zacapa,Hombre,Ignorada,29,Ignorado,Mayor,Pick up,Toyota,Caída,2016
25,11,Abril,Lunes,Escuintla,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2016
25,11,Abril,Lunes,Escuintla,Hombre,Ignorada,42,Ignorado,Mayor,Motocicleta,Bajaj,Colisión,2016
25,7,Abril,Lunes,Suchitepéquez,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Bus urbano,Internacional,Vuelco,2016
25,2,Abril,Lunes,Sacatepéquez,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Automóvil,Hyundai,Choque,2016
26,13,Abril,Martes,Guatemala,Hombre,7,20,Ignorado,Mayor,Motocicleta,Suzuki,Caída,2016
26,0,Abril,Martes,Peten,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Camión,Ignorado,Colisión,2016
26,0,Abril,Martes,Peten,Hombre,Ignorada,41,Ebrio,Mayor,Motocicleta,Suzuki,Colisión,2016
26,7,Abril,Martes,Escuintla,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Bus urbano,Internacional,Colisión,2016
26,7,Abril,Martes,Escuintla,Hombre,Ignorada,60,Ignorado,Mayor,Motocicleta,Yumbo dakar,Colisión,2016
26,17,Abril,Martes,Chiquimula,Hombre,Ignorada,39,Ignorado,Mayor,Motocicleta,Ignorado,Caída,2016
26,5,Abril,Martes,Sololá,Hombre,Ignorada,36,Ignorado,Mayor,Camión,Ignorado,Caída,2016
26,9,Abril,Martes,Peten,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Camión,Chevrolet,Colisión,2016
26,9,Abril,Martes,Peten,Hombre,Ignorada,24,Ignorado,Mayor,Motocicleta,Honda,Colisión,2016
26,19,Abril,Martes,Huehuetenango,Hombre,Ignorada,35,Ebrio,Mayor,Pick up,Suzuki,Colisión,2016
26,19,Abril,Martes,Huehuetenango,Hombre,Ignorada,29,No ebrio,Mayor,Bus extraurbano,Internacional,Colisión,2016
26,18,Abril,Martes,El Progreso,Hombre,Ignorada,43,No ebrio,Mayor,Automóvil,Toyota,Colisión,2016
26,18,Abril,Martes,El Progreso,Hombre,Ignorada,22,No ebrio,Mayor,Pick up,Mazda,Colisión,2016
27,1,Abril,Miércoles,Guatemala,Hombre,12,20,Ebrio,Mayor,Automóvil,Mazda,Choque,2016
27,17,Abril,Miércoles,Guatemala,Hombre,12,28,Ignorado,Mayor,Automóvil,Toyota,Colisión,2016
27,17,Abril,Miércoles,Guatemala,Hombre,12,30,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2016
27,13,Abril,Miércoles,Guatemala,Hombre,Ignorada,51,No ebrio,Mayor,Pick up,Ignorado,Colisión,2016
27,13,Abril,Miércoles,Guatemala,Hombre,Ignorada,30,No ebrio,Mayor,Motocicleta,Freedom,Colisión,2016
27,17,Abril,Miércoles,Chiquimula,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Pick up,Toyota,Caída,2016
27,12,Abril,Miércoles,Escuintla,Hombre,Ignorada,21,No ebrio,Mayor,Pick up,Toyota,Colisión,2016
27,12,Abril,Miércoles,Escuintla,Hombre,Ignorada,28,No ebrio,Mayor,Motocicleta,Suzuki,Colisión,2016
27,21,Abril,Miércoles,Escuintla,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Automóvil,Ignorado,Colisión,2016
27,21,Abril,Miércoles,Escuintla,Hombre,Ignorada,14,Ignorado,Menor,Motocicleta,Ignorado,Colisión,2016
27,22,Abril,Miércoles,Retalhuleu,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2016
27,22,Abril,Miércoles,Retalhuleu,Hombre,Ignorada,21,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2016
27,11,Abril,Miércoles,Izabal,Hombre,Ignorada,25,Ignorado,Mayor,Motocicleta,Suzuki,Caída,2016
27,15,Abril,Miércoles,Sacatepéquez,Hombre,Ignorada,26,No ebrio,Mayor,Motocicleta,Italika,Colisión,2016
27,15,Abril,Miércoles,Sacatepéquez,Hombre,Ignorada,12,No ebrio,Menor,Motocicleta,Ignorado,Colisión,2016
28,10,Abril,Jueves,Guatemala,Hombre,2,35,Ignorado,Mayor,Camión,Freightliner,Colisión,2016
28,10,Abril,Jueves,Guatemala,Hombre,2,Ignorada,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2016
28,12,Abril,Jueves,Guatemala,Hombre,11,27,Ignorado,Mayor,Panel,Kia,Colisión,2016
28,12,Abril,Jueves,Guatemala,Hombre,11,46,Ignorado,Mayor,Motocicleta,Bajaj,Colisión,2016
28,21,Abril,Jueves,Escuintla,Mujer,Ignorada,17,Ignorado,Menor,Motocicleta,Ignorado,Colisión,2016
28,21,Abril,Jueves,Escuintla,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Automóvil,Toyota,Colisión,2016
28,5,Abril,Jueves,Alta Verapaz,Hombre,Ignorada,25,Ignorado,Mayor,Motocicleta,Yumbo dakar,Choque,2016
28,23,Abril,Jueves,Alta Verapaz,Hombre,Ignorada,28,No ebrio,Mayor,Bus extraurbano,Kia,Choque,2016
28,21,Abril,Jueves,El Progreso,Hombre,Ignorada,34,Ignorado,Mayor,Camión,Nissan,Colisión,2016
28,21,Abril,Jueves,El Progreso,Hombre,Ignorada,61,Ignorado,Mayor,Pick up,Toyota,Colisión,2016
28,13,Abril,Jueves,Peten,Hombre,Ignorada,27,No ebrio,Mayor,Motocicleta,Ignorado,Colisión,2016
28,13,Abril,Jueves,Peten,Mujer,Ignorada,23,No ebrio,Mayor,Camión,Mitsubishi,Colisión,2016
29,4,Abril,Viernes,Guatemala,Hombre,4,37,Ebrio,Mayor,Camioneta,Toyota,Colisión,2016
29,19,Abril,Viernes,Guatemala,Hombre,18,22,Ignorado,Mayor,Motocicleta,Serpento,Choque,2016
29,15,Abril,Viernes,Guatemala,Hombre,7,37,No ebrio,Mayor,Camión,Mitsubishi,Colisión,2016
29,15,Abril,Viernes,Guatemala,Hombre,7,23,Ignorado,Mayor,Motocicleta,AHM,Colisión,2016
29,21,Abril,Viernes,Guatemala,Hombre,11,70,Ignorado,Mayor,Ignorado,Ignorado,Colisión,2016
29,21,Abril,Viernes,Guatemala,Ignorado,11,Ignorada,Ignorado,Ignorado,Camioneta,Ignorado,Colisión,2016
29,8,Abril,Viernes,Guatemala,Mujer,Ignorada,28,Ignorado,Mayor,Motocicleta,Ignorado,Caída,2016
29,7,Abril,Viernes,Jalapa,Hombre,Ignorada,18,Ignorado,Mayor,Pick up,Toyota,Choque,2016
29,3,Abril,Viernes,Zacapa,Hombre,Ignorada,24,Ignorado,Mayor,Motocicleta,Suzuki,Caída,2016
29,19,Abril,Viernes,Escuintla,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2016
29,19,Abril,Viernes,Escuintla,Hombre,Ignorada,20,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2016
29,21,Abril,Viernes,Escuintla,Hombre,Ignorada,46,Ignorado,Mayor,Motocicleta,Bajaj,Caída,2016
29,6,Abril,Viernes,Escuintla,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Bus urbano,Ignorado,Vuelco,2016
29,15,Abril,Viernes,Suchitepéquez,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Cabezal,Ignorado,Vuelco,2016
29,23,Abril,Viernes,Retalhuleu,Hombre,Ignorada,19,Ebrio,Mayor,Moto taxi,Bajaj,Colisión,2016
29,9,Abril,Viernes,Retalhuleu,Hombre,Ignorada,28,Ignorado,Mayor,Microbús,Toyota,Colisión,2016
29,9,Abril,Viernes,Retalhuleu,Hombre,Ignorada,43,Ignorado,Mayor,Motocicleta,Freedom,Colisión,2016
29,17,Abril,Viernes,Quetzaltenango,Hombre,Ignorada,42,Ignorado,Mayor,Automóvil,Toyota,Colisión,2016
29,17,Abril,Viernes,Quetzaltenango,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Automóvil,Toyota,Colisión,2016
29,4,Abril,Viernes,Alta Verapaz,Hombre,Ignorada,56,No ebrio,Mayor,Automóvil,Toyota,Colisión,2016
29,4,Abril,Viernes,Alta Verapaz,Hombre,Ignorada,35,No ebrio,Mayor,Microbús,Toyota,Colisión,2016
29,21,Abril,Viernes,Sacatepéquez,Hombre,Ignorada,35,Ignorado,Mayor,Motocicleta,Suzuki,Caída,2016
30,0,Abril,Sábado,Guatemala,Hombre,2,23,Ebrio,Mayor,Automóvil,Mazda,Colisión,2016
30,0,Abril,Sábado,Guatemala,Hombre,2,33,Ebrio,Mayor,Automóvil,Toyota,Colisión,2016
30,14,Abril,Sábado,Guatemala,Mujer,Ignorada,26,No ebrio,Mayor,Automóvil,Honda,Choque,2016
30,14,Abril,Sábado,Guatemala,Hombre,21,35,Ignorado,Mayor,Pick up,Ford,Colisión,2016
30,14,Abril,Sábado,Guatemala,Hombre,21,26,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2016
30,0,Abril,Sábado,Guatemala,Hombre,Ignorada,20,Ignorado,Mayor,Automóvil,Honda,Colisión,2016
30,0,Abril,Sábado,Guatemala,Hombre,Ignorada,18,Ignorado,Mayor,Camioneta,Chevrolet,Colisión,2016
30,22,Abril,Sábado,Guatemala,Hombre,Ignorada,24,Ebrio,Mayor,Motocicleta,Suzuki,Colisión,2016
30,22,Abril,Sábado,Guatemala,Hombre,Ignorada,27,Ebrio,Mayor,Motocicleta,Ignorado,Colisión,2016
30,15,Abril,Sábado,Zacapa,Hombre,Ignorada,25,No ebrio,Mayor,Pick up,Toyota,Colisión,2016
30,15,Abril,Sábado,Zacapa,Hombre,Ignorada,31,Ignorado,Mayor,Motocicleta,Yamaha,Colisión,2016
30,14,Abril,Sábado,Zacapa,Hombre,Ignorada,Ignorada,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2016
30,14,Abril,Sábado,Zacapa,Hombre,Ignorada,17,Ignorado,Menor,Motocicleta,Ignorado,Colisión,2016
30,14,Abril,Sábado,Santa Rosa,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Pick up,Toyota,Choque,2016
30,18,Abril,Sábado,Suchitepéquez,Hombre,Ignorada,23,Ebrio,Mayor,Motocicleta,Bajaj,Caída,2016
30,12,Abril,Sábado,Retalhuleu,Hombre,Ignorada,36,No ebrio,Mayor,Bus urbano,Ford,Colisión,2016
30,12,Abril,Sábado,Retalhuleu,Hombre,Ignorada,38,No ebrio,Mayor,Motocicleta,Yiben,Colisión,2016
30,22,Abril,Sábado,Quetzaltenango,Hombre,Ignorada,33,No ebrio,Mayor,Automóvil,Honda,Colisión,2016
30,22,Abril,Sábado,Quetzaltenango,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Automóvil,Mazda,Colisión,2016
30,18,Abril,Sábado,Alta Verapaz,Hombre,Ignorada,19,Ignorado,Mayor,Motocicleta,Freedom,Colisión,2016
30,18,Abril,Sábado,Alta Verapaz,Hombre,Ignorada,Ignorada,Ignorado,Mayor,Motocicleta,Bajaj,Colisión,2016
30,21,Abril,Sábado,Izabal,Hombre,Ignorada,42,No ebrio,Mayor,Automóvil,Toyota,Colisión,2016
30,21,Abril,Sábado,Izabal,Hombre,Ignorada,25,No ebrio,Mayor,Motocicleta,Honda,Colisión,2016
30,11,Abril,Sábado,Izabal,Hombre,Ignorada,16,Ignorado,Menor,Motocicleta,Ignorado,Colisión,2016
30,11,Abril,Sábado,Izabal,Mujer,Ignorada,21,Ignorado,Mayor,Motocicleta,Suzuki,Colisión,2016
30,7,Abril,Sábado,Quiche,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Camión,Ford,Vuelco,2016
30,21,Abril,Sábado,Sacatepéquez,Hombre,Ignorada,22,Ignorado,Mayor,Motocicleta,Ignorado,Caída,2016
1,13,Mayo,Domingo,Guatemala,Hombre,9,38,Ignorado,Mayor,Automóvil,Toyota,Colisión,2016
1,13,Mayo,Domingo,Guatemala,Hombre,9,54,Ignorado,Mayor,Camioneta,Hyundai,Colisión,2016
1,6,Mayo,Domingo,Guatemala,Hombre,18,23,Ignorado,Mayor,Camión,Hino,Colisión,2016
1,6,Mayo,Domingo,Guatemala,Hombre,18,21,Ignorado,Mayor,Microbús,Mitsubishi,Colisión,2016
1,14,Mayo,Domingo,Guatemala,Hombre,Ignorada,25,Ignorado,Mayor,Moto taxi,Bajaj,Colisión,2016
1,14,Mayo,Domingo,Guatemala,Hombre,Ignorada,19,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2016
1,15,Mayo,Domingo,Guatemala,Hombre,14,50,Ebrio,Mayor,Motocicleta,Italika,Caída,2016
1,16,Mayo,Domingo,Guatemala,Hombre,Ignorada,25,Ebrio,Mayor,Motocicleta,Ignorado,Choque,2016
1,22,Mayo,Domingo,Guatemala,Hombre,Ignorada,37,No ebrio,Mayor,Automóvil,Dodge,Colisión,2016
1,22,Mayo,Domingo,Guatemala,Hombre,Ignorada,19,Ignorado,Mayor,Camioneta,Toyota,Colisión,2016
1,22,Mayo,Domingo,Guatemala,Hombre,11,25,No ebrio,Mayor,Motocicleta,Yamaha,Colisión,2016
1,22,Mayo,Domingo,Guatemala,Hombre,11,35,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2016
1,9,Mayo,Domingo,Guatemala,Hombre,7,54,No ebrio,Mayor,Automóvil,Toyota,Colisión,2016
1,9,Mayo,Domingo,Guatemala,Hombre,7,27,No ebrio,Mayor,Motocicleta,Bajaj,Colisión,2016
1,15,Mayo,Domingo,Guatemala,Ignorado,12,Ignorada,Ignorado,Ignorado,Automóvil,Ignorado,Colisión,2016
1,15,Mayo,Domingo,Guatemala,Hombre,12,23,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2016
1,18,Mayo,Domingo,Guatemala,Hombre,7,21,Ebrio,Mayor,Moto taxi,Peugeot,Vuelco,2016
1,12,Mayo,Domingo,Guatemala,Hombre,Ignorada,40,No ebrio,Mayor,Pick up,Isuzu,Colisión,2016
1,12,Mayo,Domingo,Guatemala,Hombre,Ignorada,21,Ebrio,Mayor,Motocicleta,Italika,Colisión,2016
1,17,Mayo,Domingo,Guatemala,Hombre,Ignorada,29,Ignorado,Mayor,Automóvil,Toyota,Colisión,2016
1,17,Mayo,Domingo,Guatemala,Hombre,Ignorada,29,Ignorado,Mayor,Motocicleta,Bajaj,Colisión,2016
1,19,Mayo,Domingo,Guatemala,Hombre,Ignorada,27,Ebrio,Mayor,Automóvil,Hyundai,Colisión,2016
1,19,Mayo,Domingo,Guatemala,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Automóvil,Nissan,Colisión,2016
1,14,Mayo,Domingo,Guatemala,Hombre,Ignorada,28,Ebrio,Mayor,Automóvil,Ignorado,Colisión,2016
1,14,Mayo,Domingo,Guatemala,Mujer,Ignorada,36,Ignorado,Mayor,Camioneta,Ignorado,Colisión,2016
1,22,Mayo,Domingo,Guatemala,Mujer,Ignorada,27,Ignorado,Mayor,Automóvil,Honda,Colisión,2016
1,22,Mayo,Domingo,Guatemala,Hombre,Ignorada,19,Ignorado,Mayor,Motocicleta,Keeway,Colisión,2016
1,19,Mayo,Domingo,Jalapa,Hombre,Ignorada,32,Ignorado,Mayor,Motocicleta,Honda,Colisión,2016
1,19,Mayo,Domingo,Jalapa,Hombre,Ignorada,18,Ignorado,Mayor,Motocicleta,Suzuki,Colisión,2016
1,4,Mayo,Domingo,Zacapa,Hombre,Ignorada,57,Ebrio,Mayor,Automóvil,Toyota,Colisión,2016
1,4,Mayo,Domingo,Zacapa,Hombre,Ignorada,37,Ignorado,Mayor,Pick up,Toyota,Colisión,2016
1,3,Mayo,Domingo,Zacapa,Hombre,Ignorada,25,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2016
1,3,Mayo,Domingo,Zacapa,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Cabezal,Ignorado,Colisión,2016
1,21,Mayo,Domingo,Zacapa,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Automóvil,Mazda,Colisión,2016
1,21,Mayo,Domingo,Zacapa,Hombre,Ignorada,25,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2016
1,19,Mayo,Domingo,Escuintla,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Pick up,Ford,Colisión,2016
1,19,Mayo,Domingo,Escuintla,Hombre,Ignorada,21,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2016
1,19,Mayo,Domingo,Escuintla,Hombre,Ignorada,24,Ignorado,Mayor,Pick up,Mazda,Choque,2016
1,1,Mayo,Domingo,Santa Rosa,Hombre,Ignorada,21,Ignorado,Mayor,Motocicleta,Italika,Colisión,2016
1,1,Mayo,Domingo,Santa Rosa,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Automóvil,Ignorado,Colisión,2016
1,8,Mayo,Domingo,Santa Rosa,Hombre,Ignorada,64,No ebrio,Mayor,Pick up,Toyota,Colisión,2016
1,8,Mayo,Domingo,Santa Rosa,Hombre,Ignorada,22,No ebrio,Mayor,Motocicleta,BMW,Colisión,2016
1,17,Mayo,Domingo,Quetzaltenango,Hombre,Ignorada,22,Ignorado,Mayor,Camioneta,Toyota,Colisión,2016
1,17,Mayo,Domingo,Quetzaltenango,Hombre,Ignorada,26,Ignorado,Mayor,Motocicleta,Honda,Colisión,2016
1,0,Mayo,Domingo,Quetzaltenango,Hombre,Ignorada,30,Ignorado,Mayor,Pick up,Toyota,Colisión,2016
1,0,Mayo,Domingo,Quetzaltenango,Hombre,Ignorada,59,Ignorado,Mayor,Pick up,Toyota,Colisión,2016
1,15,Mayo,Domingo,Huehuetenango,Hombre,Ignorada,27,Ignorado,Mayor,Ignorado,Ignorado,Caída,2016
1,18,Mayo,Domingo,Alta Verapaz,Hombre,Ignorada,39,Ebrio,Mayor,Motocicleta,Bajaj,Caída,2016
1,6,Mayo,Domingo,El Progreso,Hombre,Ignorada,37,Ebrio,Mayor,Cabezal,Freightliner,Choque,2016
1,21,Mayo,Domingo,El Progreso,Hombre,Ignorada,24,Ignorado,Mayor,Pick up,Ignorado,Colisión,2016
1,21,Mayo,Domingo,El Progreso,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Automóvil,Toyota,Colisión,2016
1,7,Mayo,Domingo,Izabal,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Cabezal,Ignorado,Vuelco,2016
1,23,Mayo,Domingo,Peten,Hombre,Ignorada,64,Ignorado,Mayor,Motocicleta,Ignorado,Caída,2016
1,14,Mayo,Domingo,Peten,Hombre,Ignorada,50,Ignorado,Mayor,Motocicleta,Bajaj,Colisión,2016
1,14,Mayo,Domingo,Peten,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Pick up,Ignorado,Colisión,2016
1,1,Mayo,Domingo,Chimaltenango,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Pick up,Ignorado,Vuelco,2016
1,17,Mayo,Domingo,Chimaltenango,Hombre,Ignorada,34,Ebrio,Mayor,Motocicleta,Honda,Colisión,2016
1,17,Mayo,Domingo,Chimaltenango,Hombre,Ignorada,21,Ignorado,Mayor,Motocicleta,Freedom,Colisión,2016
2,21,Mayo,Lunes,Guatemala,Hombre,3,58,Ignorado,Mayor,Camioneta,Toyota,Colisión,2016
2,21,Mayo,Lunes,Guatemala,Hombre,3,26,Ignorado,Mayor,Motocicleta,Bajaj,Colisión,2016
2,18,Mayo,Lunes,Guatemala,Hombre,12,49,Ignorado,Mayor,Pick up,Toyota,Colisión,2016
2,18,Mayo,Lunes,Guatemala,Hombre,12,34,Ignorado,Mayor,Automóvil,Ignorado,Colisión,2016
