dia_ocu,hora_ocu,mes_ocu,dia_sem_ocu,depto_ocu,sexo_pil,zona_ocu,edad_pil,estado_pil,mayor_menor,tipo_vehi,marca_vehi,causa_acc,year
26,14,Octubre,Miércoles,Chimaltenango,Hombre,Ignorada,52,Ignorado,Mayor,Camioneta,Jeep,Colisión,2016
26,8,Octubre,Miércoles,Guatemala,Hombre,Ignorada,38,Ignorado,Mayor,Panel,Mazda,Colisión,2016
26,8,Octubre,Miércoles,Guatemala,Hombre,Ignorada,23,Ignorado,Mayor,Motocicleta,Suzuki,Colisión,2016
26,10,Octubre,Miércoles,Zacapa,Hombre,Ignorada,33,Ignorado,Mayor,Cabezal,Ignorado,Choque,2016
26,20,Octubre,Miércoles,Guatemala,Hombre,9,42,No ebrio,Mayor,Automóvil,Chevrolet,Colisión,2016
26,20,Octubre,Miércoles,Guatemala,Hombre,9,30,Ignorado,Mayor,Motocicleta,TVS Apache,Colisión,2016
26,0,Octubre,Miércoles,Alta Verapaz,Hombre,Ignorada,33,Ebrio,Mayor,Camioneta,Nissan,Colisión,2016
26,0,Octubre,Miércoles,Alta Verapaz,Hombre,Ignorada,24,No ebrio,Mayor,Automóvil,Ignorado,Colisión,2016
26,17,Octubre,Miércoles,Guatemala,Hombre,5,31,Ebrio,Mayor,Automóvil,Kia,Colisión,2016
26,17,Octubre,Miércoles,Guatemala,Hombre,5,24,Ignorado,Mayor,Motocicleta,Bajaj,Colisión,2016
26,19,Octubre,Miércoles,Retalhuleu,Hombre,Ignorada,30,Ebrio,Mayor,Automóvil,Toyota,Colisión,2016
26,19,Octubre,Miércoles,Retalhuleu,Hombre,Ignorada,29,Ignorado,Mayor,Motocicleta,Yamaha,Colisión,2016
26,1,Octubre,Miércoles,Santa Rosa,Hombre,Ignorada,23,Ignorado,Mayor,Automóvil,Mazda,Colisión,2016
26,1,Octubre,Miércoles,Santa Rosa,Hombre,Ignorada,26,Ebrio,Mayor,Automóvil,Mazda,Colisión,2016
26,23,Octubre,Miércoles,Guatemala,Hombre,12,29,Ignorado,Mayor,Automóvil,Honda,Vuelco,2016
26,21,Octubre,Miércoles,Zacapa,Hombre,Ignorada,23,Ignorado,Mayor,Motocicleta,Ignorado,Caída,2016
26,13,Octubre,Miércoles,Retalhuleu,Hombre,Ignorada,49,Ignorado,Mayor,Motocicleta,Ignorado,Caída,2016
27,22,Octubre,Jueves,Guatemala,Hombre,18,19,No ebrio,Mayor,Automóvil,Nissan,Colisión,2016
27,22,Octubre,Jueves,Guatemala,Hombre,18,41,No ebrio,Mayor,Automóvil,Toyota,Colisión,2016
27,22,Octubre,Jueves,Guatemala,Hombre,18,22,No ebrio,Mayor,Motocicleta,Asia Hero,Colisión,2016
27,21,Octubre,Jueves,Guatemala,Hombre,Ignorada,61,Ebrio,Mayor,Pick up,Nissan,Colisión,2016
27,21,Octubre,Jueves,Guatemala,Hombre,Ignorada,25,No ebrio,Mayor,Automóvil,Mazda,Colisión,2016
27,1,Octubre,Jueves,Guatemala,Hombre,Ignorada,38,Ebrio,Mayor,Automóvil,Honda,Colisión,2016
27,1,Octubre,Jueves,Guatemala,Hombre,Ignorada,28,No ebrio,Mayor,Motocicleta,Ignorado,Colisión,2016
27,21,Octubre,Jueves,Zacapa,Hombre,Ignorada,40,Ignorado,Mayor,Bus urbano,Mercedes Benz,Colisión,2016
27,21,Octubre,Jueves,Zacapa,Hombre,Ignorada,22,Ignorado,Mayor,Motocicleta,Italika,Colisión,2016
27,2,Octubre,Jueves,Escuintla,Hombre,Ignorada,36,Ebrio,Mayor,Automóvil,Volkswagen,Choque,2016
27,6,Octubre,Jueves,Suchitepéquez,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Cabezal,Freightliner,Colisión,2016
27,6,Octubre,Jueves,Suchitepéquez,Hombre,Ignorada,60,Ignorado,Mayor,Motocicleta,Suzuki,Colisión,2016
27,22,Octubre,Jueves,Retalhuleu,Hombre,Ignorada,27,No ebrio,Mayor,Motocicleta,Pegasus,Colisión,2016
27,22,Octubre,Jueves,Retalhuleu,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Automóvil,Nissan,Colisión,2016
27,17,Octubre,Jueves,Quetzaltenango,Hombre,Ignorada,19,Ignorado,Mayor,Camioneta,Mazda,Colisión,2016
27,17,Octubre,Jueves,Quetzaltenango,Hombre,Ignorada,Ignorada,Ignorado,Mayor,Automóvil,Volvo,Colisión,2016
27,18,Octubre,Jueves,San Marcos,Hombre,Ignorada,20,Ignorado,Mayor,Moto taxi,Bajaj,Colisión,2016
27,18,Octubre,Jueves,San Marcos,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Camión,Ignorado,Colisión,2016
28,18,Octubre,Viernes,Guatemala,Hombre,1,50,No ebrio,Mayor,Panel,Chevrolet,Colisión,2016
28,18,Octubre,Viernes,Guatemala,Hombre,1,28,No ebrio,Mayor,Motocicleta,Bajaj,Colisión,2016
28,14,Octubre,Viernes,Guatemala,Hombre,11,22,No ebrio,Mayor,Automóvil,Mazda,Colisión,2016
28,14,Octubre,Viernes,Guatemala,Mujer,11,25,No ebrio,Mayor,Motocicleta,Italika,Colisión,2016
28,19,Octubre,Viernes,Guatemala,Hombre,7,34,Ebrio,Mayor,Camioneta,Internacional,Colisión,2016
28,19,Octubre,Viernes,Guatemala,Hombre,7,37,No ebrio,Mayor,Camioneta,Ford,Colisión,2016
28,17,Octubre,Viernes,Guatemala,Mujer,Ignorada,Ignorada,Ignorado,Mayor,Automóvil,Mazda,Caída,2016
28,20,Octubre,Viernes,Guatemala,Hombre,Ignorada,40,No ebrio,Mayor,Bus urbano,Ignorado,Colisión,2016
28,20,Octubre,Viernes,Guatemala,Hombre,Ignorada,22,No ebrio,Mayor,Motocicleta,Bajaj,Colisión,2016
28,18,Octubre,Viernes,Chiquimula,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Pick up,Ignorado,Colisión,2016
28,18,Octubre,Viernes,Chiquimula,Mujer,Ignorada,36,No ebrio,Mayor,Motocicleta,Ignorado,Colisión,2016
28,18,Octubre,Viernes,Zacapa,Mujer,Ignorada,19,Ignorado,Mayor,Motocicleta,Suzuki,Colisión,2016
28,18,Octubre,Viernes,Zacapa,Hombre,Ignorada,26,Ignorado,Mayor,Moto taxi,Bajaj,Colisión,2016
28,20,Octubre,Viernes,Escuintla,Hombre,Ignorada,33,Ebrio,Mayor,Cabezal,Freightliner,Choque,2016
28,5,Octubre,Viernes,Santa Rosa,Hombre,Ignorada,39,No ebrio,Mayor,Pick up,Toyota,Colisión,2016
28,5,Octubre,Viernes,Santa Rosa,Hombre,Ignorada,53,No ebrio,Mayor,Pick up,Toyota,Colisión,2016
28,0,Octubre,Viernes,Quetzaltenango,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Pick up,Toyota,Colisión,2016
28,0,Octubre,Viernes,Quetzaltenango,Hombre,Ignorada,38,No ebrio,Mayor,Motocicleta,Honda,Colisión,2016
28,19,Octubre,Viernes,San Marcos,Hombre,Ignorada,20,No ebrio,Mayor,Moto taxi,Bajaj,Choque,2016
28,9,Octubre,Viernes,Huehuetenango,Hombre,Ignorada,Ignorada,Ignorado,Mayor,Camioneta,Toyota,Vuelco,2016
28,23,Octubre,Viernes,Alta Verapaz,Hombre,Ignorada,30,Ebrio,Mayor,Pick up,Nissan,Choque,2016
28,16,Octubre,Viernes,Peten,Hombre,Ignorada,40,No ebrio,Mayor,Pick up,Ignorado,Colisión,2016
28,16,Octubre,Viernes,Peten,Hombre,Ignorada,32,Ignorado,Mayor,Motocicleta,Ignorado,Colisión,2016
28,21,Octubre,Viernes,Peten,Hombre,Ignorada,40,No ebrio,Mayor,Pick up,Toyota,Choque,2016
28,23,Octubre,Viernes,Quiche,Hombre,Ignorada,49,Ebrio,Mayor,Camioneta,Hyundai,Choque,2016
28,23,Octubre,Viernes,Quiche,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Pick up,Toyota,Choque,2016
28,23,Octubre,Viernes,Quiche,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Pick up,Toyota,Choque,2016
28,0,Octubre,Viernes,Quiche,Hombre,Ignorada,45,No ebrio,Mayor,Camión,Freightliner,Vuelco,2016
28,21,Octubre,Viernes,Sololá,Hombre,Ignorada,36,No ebrio,Mayor,Pick up,Toyota,Caída,2016
28,0,Octubre,Viernes,Sacatepéquez,Mujer,Ignorada,28,Ignorado,Mayor,Motocicleta,Suzuki,Caída,2016
28,23,Octubre,Viernes,Alta Verapaz,Hombre,Ignorada,44,Ebrio,Mayor,Automóvil,Kia,Colisión,2016
28,23,Octubre,Viernes,Alta Verapaz,Hombre,Ignorada,40,No ebrio,Mayor,Automóvil,Toyota,Colisión,2016
28,23,Octubre,Viernes,Chiquimula,Hombre,Ignorada,22,Ebrio,Mayor,Motocicleta,Yamaha,Caída,2016
29,4,Octubre,Sábado,Guatemala,Hombre,18,20,No ebrio,Mayor,Motocicleta,Bajaj,Caída,2016
29,7,Octubre,Sábado,Guatemala,Hombre,6,54,Ignorado,Mayor,Automóvil,Ignorado,Colisión,2016
29,7,Octubre,Sábado,Guatemala,Hombre,6,61,No ebrio,Mayor,Automóvil,Honda,Colisión,2016
29,18,Octubre,Sábado,Guatemala,Hombre,6,18,No ebrio,Mayor,Motocicleta,Bajaj,Colisión,2016
29,18,Octubre,Sábado,Guatemala,Mujer,6,70,No ebrio,Mayor,Automóvil,Kia,Colisión,2016
29,21,Octubre,Sábado,Guatemala,Hombre,6,13,No ebrio,Menor,Motocicleta,Ignorado,Colisión,2016
29,21,Octubre,Sábado,Guatemala,Ignorado,6,Ignorada,Ignorado,Ignorado,Automóvil,Ignorado,Colisión,2016
29,6,Octubre,Sábado,Guatemala,Hombre,Ignorada,24,No ebrio,Mayor,Automóvil,Ford,Choque,2016
29,6,Octubre,Sábado,Guatemala,Hombre,Ignorada,29,Ebrio,Mayor,Automóvil,Mazda,Colisión,2016
29,6,Octubre,Sábado,Guatemala,Hombre,Ignorada,37,No ebrio,Mayor,Automóvil,Hyundai,Colisión,2016
29,23,Octubre,Sábado,Guatemala,Hombre,7,22,Ignorado,Mayor,Motocicleta,Bajaj,Caída,2016
29,14,Octubre,Sábado,Guatemala,Hombre,12,45,No ebrio,Mayor,Bus urbano,Ignorado,Colisión,2016
29,14,Octubre,Sábado,Guatemala,Hombre,12,45,No ebrio,Mayor,Motocicleta,Freedom,Colisión,2016
29,3,Octubre,Sábado,Guatemala,Hombre,Ignorada,23,Ebrio,Mayor,Motocicleta,Bajaj,Choque,2016
29,3,Octubre,Sábado,Guatemala,Hombre,19,22,No ebrio,Mayor,Motocicleta,Ignorado,Choque,2016
29,22,Octubre,Sábado,Guatemala,Hombre,Ignorada,28,Ebrio,Mayor,Automóvil,Mazda,Colisión,2016
29,22,Octubre,Sábado,Guatemala,Hombre,Ignorada,38,No ebrio,Mayor,Pick up,Toyota,Colisión,2016
29,0,Octubre,Sábado,Guatemala,Hombre,Ignorada,27,Ebrio,Mayor,Automóvil,Mazda,Colisión,2016
29,0,Octubre,Sábado,Guatemala,Hombre,Ignorada,31,No ebrio,Mayor,Automóvil,Nissan,Colisión,2016
29,4,Octubre,Sábado,Guatemala,Hombre,Ignorada,26,Ebrio,Mayor,Motocicleta,Freedom,Choque,2016
29,17,Octubre,Sábado,Jutiapa,Hombre,Ignorada,20,Ignorado,Mayor,Camioneta,Toyota,Colisión,2016
29,17,Octubre,Sábado,Jutiapa,Hombre,Ignorada,Ignorada,Ignorado,Mayor,Camión,Ignorado,Colisión,2016
29,12,Octubre,Sábado,Jalapa,Hombre,Ignorada,27,No ebrio,Mayor,Camión,Ford,Colisión,2016
29,12,Octubre,Sábado,Jalapa,Hombre,Ignorada,44,Ignorado,Mayor,Motocicleta,Bajaj,Colisión,2016
29,3,Octubre,Sábado,Chiquimula,Hombre,Ignorada,20,Ebrio,Mayor,Automóvil,Toyota,Colisión,2016
29,3,Octubre,Sábado,Chiquimula,Hombre,Ignorada,25,No ebrio,Mayor,Automóvil,Mazda,Colisión,2016
29,20,Octubre,Sábado,Chiquimula,Hombre,Ignorada,34,No ebrio,Mayor,Motocicleta,Ignorado,Colisión,2016
29,20,Octubre,Sábado,Chiquimula,Hombre,Ignorada,Ignorada,Ignorado,Mayor,Pick up,Toyota,Colisión,2016
29,20,Octubre,Sábado,Zacapa,Mujer,Ignorada,29,Ignorado,Mayor,Motocicleta,Suzuki,Caída,2016
29,23,Octubre,Sábado,Zacapa,Hombre,Ignorada,28,Ignorado,Mayor,Motocicleta,Ignorado,Caída,2016
29,12,Octubre,Sábado,Escuintla,Hombre,Ignorada,39,No ebrio,Mayor,Automóvil,Toyota,Colisión,2016
29,12,Octubre,Sábado,Escuintla,Hombre,Ignorada,24,No ebrio,Mayor,Motocicleta,Bajaj,Colisión,2016
29,21,Octubre,Sábado,Santa Rosa,Hombre,Ignorada,25,Ebrio,Mayor,Motocicleta,Hero Hunk,Caída,2016
29,23,Octubre,Sábado,Retalhuleu,Hombre,Ignorada,23,Ebrio,Mayor,Panel,Toyota,Choque,2016
29,21,Octubre,Sábado,Huehuetenango,Hombre,Ignorada,37,No ebrio,Mayor,Pick up,Toyota,Colisión,2016
29,21,Octubre,Sábado,Huehuetenango,Hombre,Ignorada,Ignorada,Ignorado,Mayor,Panel,Toyota,Colisión,2016
29,13,Octubre,Sábado,Alta Verapaz,Hombre,Ignorada,45,No ebrio,Mayor,Panel,Nissan,Caída,2016
29,20,Octubre,Sábado,Izabal,Hombre,Ignorada,26,No ebrio,Mayor,Camioneta,Mazda,Colisión,2016
29,20,Octubre,Sábado,Izabal,Hombre,Ignorada,58,Ignorado,Mayor,Motocicleta,Suzuki,Colisión,2016
29,23,Octubre,Sábado,Peten,Hombre,Ignorada,26,No ebrio,Mayor,Camión,Hino,Colisión,2016
29,23,Octubre,Sábado,Peten,Hombre,Ignorada,52,No ebrio,Mayor,Pick up,Toyota,Colisión,2016
29,17,Octubre,Sábado,Sacatepéquez,Hombre,Ignorada,22,Ebrio,Mayor,Motocicleta,Bajaj,Choque,2016
30,11,Octubre,Domingo,Guatemala,Hombre,9,43,No ebrio,Mayor,Bus urbano,Ignorado,Colisión,2016
30,11,Octubre,Domingo,Guatemala,Hombre,9,34,No ebrio,Mayor,Motocicleta,Ignorado,Colisión,2016
30,21,Octubre,Domingo,Guatemala,Hombre,1,50,No ebrio,Mayor,Automóvil,Mitsubishi,Colisión,2016
30,21,Octubre,Domingo,Guatemala,Hombre,1,22,No ebrio,Mayor,Motocicleta,Bajaj,Colisión,2016
30,2,Octubre,Domingo,Guatemala,Hombre,Ignorada,26,No ebrio,Mayor,Automóvil,Mitsubishi,Vuelco,2016
30,1,Octubre,Domingo,Guatemala,Hombre,7,35,Ebrio,Mayor,Automóvil,Honda,Colisión,2016
30,1,Octubre,Domingo,Guatemala,Hombre,7,37,Ignorado,Mayor,Motocicleta,Suzuki,Colisión,2016
30,15,Octubre,Domingo,Guatemala,Hombre,Ignorada,25,No ebrio,Mayor,Automóvil,Ford,Colisión,2016
30,15,Octubre,Domingo,Guatemala,Hombre,Ignorada,25,No ebrio,Mayor,Motocicleta,Italika,Colisión,2016
30,18,Octubre,Domingo,Jalapa,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Automóvil,Mazda,Choque,2016
30,20,Octubre,Domingo,Jalapa,Hombre,Ignorada,47,Ignorado,Mayor,Pick up,Ignorado,Caída,2016
30,19,Octubre,Domingo,Zacapa,Hombre,Ignorada,51,No ebrio,Mayor,Camión,Hino,Colisión,2016
30,19,Octubre,Domingo,Zacapa,Hombre,Ignorada,37,No ebrio,Mayor,Panel,Ignorado,Colisión,2016
30,7,Octubre,Domingo,Zacapa,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Camioneta,Isuzu,Vuelco,2016
30,22,Octubre,Domingo,Santa Rosa,Hombre,Ignorada,21,Ebrio,Mayor,Moto taxi,Bajaj,Colisión,2016
30,22,Octubre,Domingo,Santa Rosa,Hombre,Ignorada,34,No ebrio,Mayor,Pick up,Toyota,Colisión,2016
30,2,Octubre,Domingo,Retalhuleu,Hombre,Ignorada,22,Ebrio,Mayor,Camioneta,Toyota,Choque,2016
30,11,Octubre,Domingo,Retalhuleu,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Pick up,Ignorado,Colisión,2016
30,11,Octubre,Domingo,Retalhuleu,Hombre,Ignorada,29,No ebrio,Mayor,Motocicleta,Suzuki,Colisión,2016
30,11,Octubre,Domingo,Huehuetenango,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Pick up,Toyota,Vuelco,2016
30,3,Octubre,Domingo,Izabal,Mujer,Ignorada,20,No ebrio,Mayor,Motocicleta,Ignorado,Caída,2016
30,22,Octubre,Domingo,Peten,Mujer,Ignorada,22,Ebrio,Mayor,Motocicleta,Suzuki,Choque,2016
30,17,Octubre,Domingo,Chimaltenango,Hombre,Ignorada,32,No ebrio,Mayor,Moto taxi,Bajaj,Colisión,2016
30,17,Octubre,Domingo,Chimaltenango,Hombre,Ignorada,19,Ebrio,Mayor,Motocicleta,Bajaj,Colisión,2016
31,23,Octubre,Lunes,Guatemala,Hombre,1,22,No ebrio,Mayor,Camioneta,Saturn Corporation,Colisión,2016
31,23,Octubre,Lunes,Guatemala,Hombre,1,35,No ebrio,Mayor,Automóvil,Toyota,Colisión,2016
31,18,Octubre,Lunes,Guatemala,Hombre,Ignorada,27,No ebrio,Mayor,Automóvil,Honda,Caída,2016
31,19,Octubre,Lunes,Guatemala,Hombre,Ignorada,47,No ebrio,Mayor,Camioneta,Toyota,Colisión,2016
31,19,Octubre,Lunes,Guatemala,Hombre,Ignorada,28,No ebrio,Mayor,Motocicleta,Italika,Colisión,2016
31,6,Octubre,Lunes,Guatemala,Hombre,Ignorada,35,No ebrio,Mayor,Cabezal,Freightliner,Colisión,2016
31,6,Octubre,Lunes,Guatemala,Hombre,Ignorada,53,No ebrio,Mayor,Camioneta,Toyota,Colisión,2016
31,6,Octubre,Lunes,Guatemala,Hombre,Ignorada,65,No ebrio,Mayor,Pick up,Mazda,Colisión,2016
31,16,Octubre,Lunes,Guatemala,Hombre,Ignorada,30,No ebrio,Mayor,Motocicleta,Bajaj,Colisión,2016
31,16,Octubre,Lunes,Guatemala,Hombre,Ignorada,38,No ebrio,Mayor,Camión,Hino,Colisión,2016
31,7,Octubre,Lunes,Jutiapa,Hombre,Ignorada,24,No ebrio,Mayor,Pick up,Toyota,Choque,2016
31,21,Octubre,Lunes,Chiquimula,Hombre,Ignorada,33,Ebrio,Mayor,Motocicleta,Suzuki,Caída,2016
31,19,Octubre,Lunes,Escuintla,Hombre,Ignorada,26,No ebrio,Mayor,Motocicleta,Ignorado,Colisión,2016
31,19,Octubre,Lunes,Escuintla,Hombre,Ignorada,36,No ebrio,Mayor,Pick up,Mazda,Colisión,2016
31,8,Octubre,Lunes,Escuintla,Hombre,Ignorada,29,No ebrio,Mayor,Camioneta,Nissan,Colisión,2016
31,8,Octubre,Lunes,Escuintla,Mujer,Ignorada,43,No ebrio,Mayor,Automóvil,Honda,Colisión,2016
31,16,Octubre,Lunes,Escuintla,Hombre,Ignorada,25,Ebrio,Mayor,Pick up,Datsun,Colisión,2016
31,16,Octubre,Lunes,Escuintla,Hombre,Ignorada,30,No ebrio,Mayor,Panel,Dodge,Colisión,2016
31,22,Octubre,Lunes,Escuintla,Hombre,Ignorada,30,Ignorado,Mayor,Motocicleta,Suzuki,Colisión,2016
31,22,Octubre,Lunes,Escuintla,Hombre,Ignorada,35,No ebrio,Mayor,Cabezal,Freightliner,Colisión,2016
31,22,Octubre,Lunes,Santa Rosa,Hombre,Ignorada,23,No ebrio,Mayor,Motocicleta,Bajaj,Caída,2016
31,0,Octubre,Lunes,Suchitepéquez,Hombre,Ignorada,24,No ebrio,Mayor,Moto taxi,Bajaj,Colisión,2016
31,0,Octubre,Lunes,Suchitepéquez,Hombre,Ignorada,22,Ebrio,Mayor,Motocicleta,Suzuki,Colisión,2016
31,6,Octubre,Lunes,Suchitepéquez,Hombre,Ignorada,28,No ebrio,Mayor,Pick up,Toyota,Colisión,2016
31,6,Octubre,Lunes,Suchitepéquez,Hombre,Ignorada,42,Ignorado,Mayor,Motocicleta,Honda,Colisión,2016
31,12,Octubre,Lunes,San Marcos,Hombre,Ignorada,29,No ebrio,Mayor,Automóvil,Toyota,Colisión,2016
31,12,Octubre,Lunes,San Marcos,Mujer,Ignorada,24,No ebrio,Mayor,Motocicleta,Italika,Colisión,2016
31,21,Octubre,Lunes,San Marcos,Hombre,Ignorada,29,Ebrio,Mayor,Pick up,Toyota,Choque,2016
31,8,Octubre,Lunes,Totonicapán,Hombre,Ignorada,27,Ebrio,Mayor,Camioneta,Ignorado,Colisión,2016
31,8,Octubre,Lunes,Totonicapán,Hombre,Ignorada,30,No ebrio,Mayor,Automóvil,Ignorado,Colisión,2016
31,20,Octubre,Lunes,Alta Verapaz,Hombre,Ignorada,33,Ebrio,Mayor,Motocicleta,Bajaj,Choque,2016
31,1,Octubre,Lunes,Izabal,Hombre,Ignorada,26,No ebrio,Mayor,Motocicleta,Suzuki,Caída,2016
31,21,Octubre,Lunes,Peten,Hombre,Ignorada,28,Ignorado,Mayor,Motocicleta,Ignorado,Caída,2016
31,22,Octubre,Lunes,Quiche,Hombre,Ignorada,45,No ebrio,Mayor,Camioneta,Toyota,Colisión,2016
31,22,Octubre,Lunes,Quiche,Hombre,Ignorada,41,No ebrio,Mayor,Pick up,Ignorado,Colisión,2016
31,20,Octubre,Lunes,Sololá,Hombre,Ignorada,16,No ebrio,Menor,Ignorado,Bajaj,Colisión,2016
31,20,Octubre,Lunes,Sololá,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Pick up,Toyota,Colisión,2016
31,18,Octubre,Lunes,Chimaltenango,Hombre,Ignorada,34,No ebrio,Mayor,Moto taxi,Bajaj,Vuelco,2016
1,2,Noviembre,Martes,Guatemala,Hombre,9,60,Ebrio,Mayor,Automóvil,Mitsubishi,Colisión,2016
1,2,Noviembre,Martes,Guatemala,Hombre,9,45,No ebrio,Mayor,Camioneta,Kia,Colisión,2016
1,13,Noviembre,Martes,Guatemala,Hombre,8,22,No ebrio,Mayor,Motocicleta,Ignorado,Colisión,2016
1,13,Noviembre,Martes,Guatemala,Hombre,8,23,No ebrio,Mayor,Motocicleta,Ignorado,Colisión,2016
1,16,Noviembre,Martes,Guatemala,Hombre,Ignorada,21,Ebrio,Mayor,Motocicleta,Jialing,Caída,2016
1,6,Noviembre,Martes,Guatemala,Hombre,Ignorada,18,Ebrio,Mayor,Automóvil,Nissan,Colisión,2016
1,6,Noviembre,Martes,Guatemala,Hombre,Ignorada,28,No ebrio,Mayor,Automóvil,Honda,Colisión,2016
1,10,Noviembre,Martes,Guatemala,Hombre,Ignorada,28,Ebrio,Mayor,Pick up,Toyota,Choque,2016
1,0,Noviembre,Martes,Guatemala,Hombre,7,37,Ignorado,Mayor,Motocicleta,Yamaha,Choque,2016
1,1,Noviembre,Martes,Guatemala,Hombre,Ignorada,18,Ignorado,Mayor,Motocicleta,Bajaj,Choque,2016
1,18,Noviembre,Martes,Guatemala,Hombre,Ignorada,30,Ignorado,Mayor,Motocicleta,Ignorado,Caída,2016
1,17,Noviembre,Martes,Escuintla,Hombre,Ignorada,45,No ebrio,Mayor,Motocicleta,Italika,Choque,2016
1,6,Noviembre,Martes,Escuintla,Hombre,Ignorada,22,Ebrio,Mayor,Motocicleta,Jialing,Choque,2016
1,15,Noviembre,Martes,Santa Rosa,Hombre,Ignorada,59,Ebrio,Mayor,Camioneta,Nissan,Choque,2016
1,6,Noviembre,Martes,El Progreso,Hombre,Ignorada,28,No ebrio,Mayor,Camión,Ignorado,Caída,2016
1,0,Noviembre,Martes,Sacatepéquez,Hombre,Ignorada,22,Ebrio,Mayor,Automóvil,Honda,Colisión,2016
1,0,Noviembre,Martes,Sacatepéquez,Mujer,Ignorada,22,No ebrio,Mayor,Motocicleta,Italika,Colisión,2016
2,2,Noviembre,Miércoles,Guatemala,Hombre,13,23,Ebrio,Mayor,Camioneta,Honda,Colisión,2016
2,12,Noviembre,Miércoles,Guatemala,Hombre,12,64,No ebrio,Mayor,Automóvil,Toyota,Colisión,2016
2,12,Noviembre,Miércoles,Guatemala,Hombre,12,22,No ebrio,Mayor,Motocicleta,Italika,Colisión,2016
2,20,Noviembre,Miércoles,Guatemala,Hombre,Ignorada,38,Ebrio,Mayor,Automóvil,Nissan,Colisión,2016
2,20,Noviembre,Miércoles,Guatemala,Hombre,Ignorada,32,No ebrio,Mayor,Automóvil,Toyota,Colisión,2016
2,1,Noviembre,Miércoles,Jutiapa,Hombre,Ignorada,30,Ebrio,Mayor,Motocicleta,Suzuki,Choque,2016
2,7,Noviembre,Miércoles,Jalapa,Hombre,Ignorada,23,No ebrio,Mayor,Motocicleta,Bajaj,Colisión,2016
2,7,Noviembre,Miércoles,Jalapa,Hombre,Ignorada,23,No ebrio,Mayor,Bus urbano,Ignorado,Colisión,2016
2,7,Noviembre,Miércoles,Jalapa,Hombre,Ignorada,52,No ebrio,Mayor,Automóvil,Nissan,Colisión,2016
2,16,Noviembre,Miércoles,Zacapa,Hombre,Ignorada,29,No ebrio,Mayor,Pick up,Toyota,Colisión,2016
2,16,Noviembre,Miércoles,Zacapa,Hombre,Ignorada,19,Ebrio,Mayor,Motocicleta,Kingo,Colisión,2016
2,19,Noviembre,Miércoles,Zacapa,Hombre,Ignorada,58,No ebrio,Mayor,Automóvil,Kia,Colisión,2016
2,19,Noviembre,Miércoles,Zacapa,Hombre,Ignorada,27,No ebrio,Mayor,Automóvil,Suzuki,Colisión,2016
2,14,Noviembre,Miércoles,Escuintla,Hombre,Ignorada,39,No ebrio,Mayor,Bus urbano,Internacional,Colisión,2016
2,14,Noviembre,Miércoles,Escuintla,Hombre,Ignorada,Ignorada,No ebrio,Mayor,Motocicleta,Italika,Colisión,2016
2,15,Noviembre,Miércoles,Escuintla,Hombre,Ignorada,49,No ebrio,Mayor,Motocicleta,Italika,Colisión,2016
2,13,Noviembre,Miércoles,Santa Rosa,Hombre,Ignorada,47,Ignorado,Mayor,Motocicleta,Ignorado,Choque,2016
2,15,Noviembre,Miércoles,Suchitepéquez,Ignorado,Ignorada,Ignorada,Ignorado,Ignorado,Microbús,Toyota,Caída,2016
2,0,Noviembre,Miércoles,Quetzaltenango,Hombre,Ignorada,40,No ebrio,Mayor,Camioneta,Toyota,Colisión,2016
2,0,Noviembre,Miércoles,Quetzaltenango,Hombre,Ignorada,19,No ebrio,Mayor,Motocicleta,Skigo,Colisión,2016
2,12,Noviembre,Miércoles,Alta Verapaz,Hombre,Ignorada,35,No ebrio,Mayor,Bus urbano,Toyota,Colisión,2016
2,12,Noviembre,Miércoles,Alta Verapaz,Mujer,Ignorada,41,No ebrio,Mayor,Automóvil,Fiat,Colisión,2016
2,7,Noviembre,Miércoles,Baja Verapaz,Hombre,Ignorada,23,Ebrio,Mayor,Automóvil,Honda,Choque,2016
2,13,Noviembre,Miércoles,Baja Verapaz,Hombre,Ignorada,49,Ignorado,Mayor,Pick up,Toyota,Colisión,2016
2,13,Noviembre,Miércoles,Baja Verapaz,Hombre,Ignorada,17,No ebrio,Menor,Motocicleta,Ignorado,Colisión,2016
2,14,Noviembre,Miércoles,Izabal,Hombre,Ignorada,29,No ebrio,Mayor,Cabezal,Freightliner,Colisión,2016
2,14,Noviembre,Miércoles,Izabal,Hombre,Ignorada,29,No ebrio,Mayor,Motocicleta,Suzuki,Colisión,2016
2,21,Noviembre,Miércoles,Sacatepéquez,Hombre,Ignorada,21,No ebrio,Mayor,Automóvil,Mazda,Colisión,2016
